gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378131.399420,-4.952417,0.231987,-0.043656,-0.024371,0.014108
6378133.974735,-6.072199,3.355816,0.023751,0.085926,-1.051388
6378137.671974,-2.139366,15.755850,-0.059256,0.181431,-1.869063
6378135.791908,0.054756,-2.921592,-0.107938,0.208096,-1.929046
6378133.884700,7.272967,2.264732,-0.141183,0.224343,-1.971671
6378136.218799,2.590378,-4.254687,-0.104435,0.214635,-1.934622
6378133.903539,-0.930344,-8.679344,-0.196082,0.110805,-1.863977
6378141.423991,-7.008392,-11.078760,-0.122623,0.301887,-1.927875
6378135.281084,-5.288785,-18.919083,-0.168088,0.177331,-1.856940
6378134.650024,2.286689,-14.966325,-0.236828,0.188741,-1.888113
6378133.311196,4.835966,-14.016311,-0.189926,0.167226,-1.901878
6378135.274840,10.376069,-15.233601,-0.125063,0.210482,-1.852221
6378147.789419,9.860255,-13.486430,-0.278016,0.200674,-1.917698
6378132.584345,9.494397,-27.237244,-0.156760,0.263429,-1.923925
6378133.210373,-1.768022,-24.183296,-0.266298,0.276555,-1.965851
6378133.368760,3.892562,-23.130396,-0.179633,0.385854,-1.909957
6378141.207709,6.218433,-30.223627,-0.121072,0.651964,-1.675988
6378139.997622,10.998059,-38.118562,-0.113677,0.938822,-1.474838
6378127.106344,2.418899,-33.042500,-0.168063,1.137815,-1.151426
6378133.056726,5.817481,-19.548393,-0.150155,1.322935,-0.924055
6378139.731004,6.183798,-25.923606,-0.311511,1.549529,-0.678721
6378136.987190,3.118055,-21.562096,-0.298750,1.724785,-0.380016
6378133.246176,6.810317,-33.397112,-0.380057,1.849700,-0.011338
6378127.349480,9.882410,-47.774559,-0.416966,1.873644,0.300507
6378134.030869,5.033608,-22.106408,-0.314375,1.922127,0.620162
6378136.795402,22.099783,-29.322412,-0.463767,2.713715,0.552442
6378127.821142,24.684150,-34.062662,-1.092658,3.067012,0.196105
6378128.135553,17.277057,-41.706252,-1.180276,3.046154,0.279985
6378128.853234,19.447473,-27.468039,-1.193102,3.131368,0.368766
6378128.184492,27.051639,-47.430705,-1.219174,3.155962,0.375435
6378127.480357,30.262042,-37.696838,-1.192162,3.131833,0.426623
6378119.045474,26.733515,-19.441844,-1.257423,2.925334,0.455033
6378125.312951,37.475168,-30.267380,-1.232527,3.050606,0.443094
6378119.565424,43.597731,-24.155340,-1.101624,3.014026,0.402885
6378127.992883,47.942350,-27.279858,-1.301626,3.086617,0.473035
6378116.625709,36.202366,-26.700396,-1.119169,3.039011,0.392518
6378120.893414,50.176772,-27.387632,-1.128445,2.997142,0.456157
6378116.163774,50.941305,-20.099039,-1.221072,3.070298,0.448497
6378115.524736,59.564806,-22.215863,-1.280210,3.096865,0.375415
6378113.288901,63.065194,-35.556958,-1.235401,3.180989,0.521540
6378117.297839,62.036536,-26.686210,-1.377564,3.161067,0.354639
6378114.184571,68.391228,-27.802550,-1.562013,3.186584,0.116421
6378117.746844,69.572520,-28.107320,-1.739148,3.142590,-0.152666
6378108.044671,74.222325,-30.254204,-2.051863,3.143016,-0.615078
6378108.743626,75.930251,-29.488861,-2.373614,3.042813,-1.091755
6378106.227005,77.862646,-35.810889,-2.637876,2.689553,-1.599539
6378110.643964,83.533813,-34.246154,-2.839636,2.445754,-2.148834
6378110.417016,92.444900,-43.874898,-2.891752,1.935691,-2.853962
6378102.527677,85.694903,-39.507602,-2.838938,1.429310,-3.447567
6378087.219107,88.858722,-37.114693,-2.568994,0.850927,-4.220334
6378092.204450,89.874021,-54.648375,-3.101549,0.277799,-3.792670
6378079.755718,89.688240,-50.536066,-3.702119,-0.219024,-3.672075
6378081.209957,82.256395,-54.817664,-4.059166,-0.463860,-3.726787
6378072.171245,87.448391,-57.068762,-4.066504,-0.406334,-3.673099
6378078.476139,83.883537,-58.777271,-4.033269,-0.283217,-3.728247
6378078.136135,88.511456,-63.019167,-4.167396,-0.329526,-3.705425
6378069.425803,77.759905,-74.591815,-4.259717,-0.317470,-3.709572
6378061.522723,78.833924,-64.791791,-4.039629,-0.215445,-3.699482
6378065.963468,76.078146,-70.509681,-4.095249,-0.222545,-3.566406
6378048.899666,91.127407,-85.612998,-4.125927,-0.249875,-3.614650
6378050.206288,81.056950,-76.165916,-4.106223,-0.271603,-3.587707
6378045.130975,89.006204,-82.137331,-4.151747,-0.280478,-3.626424
6378042.335263,87.087003,-78.152294,-4.117018,-0.251531,-3.738702
6378035.780471,82.269726,-90.383338,-4.090422,-0.267183,-3.689710
6378022.902871,88.508796,-100.843850,-3.877265,-0.230426,-4.062592
6378038.626715,82.510038,-92.591691,-3.231383,-0.115782,-4.833955
6378026.849157,80.808274,-112.036686,-2.258383,0.227573,-5.515042
6378028.771437,80.120108,-110.442840,-1.223464,0.502272,-6.122278
6378020.275856,86.267394,-128.526340,-0.066873,0.953593,-6.379707
6378025.122990,82.331734,-133.471127,1.113380,1.716830,-6.309975
6378024.396740,89.706526,-133.301623,2.271871,2.608994,-5.870546
6378019.295855,93.402464,-138.561790,3.084867,3.742842,-5.019240
6378036.895519,95.233441,-145.619412,3.528143,4.838353,-3.798329
6378041.609190,97.480666,-138.924806,3.563821,6.006590,-2.396136
6378041.515599,110.667694,-136.857590,3.553330,6.763554,-2.348520
6378050.856654,113.165028,-149.029439,3.373123,6.988284,-3.099533
6378044.950029,119.252197,-156.296689,3.161178,7.213970,-2.763948
6378047.708967,134.382671,-146.504763,3.058704,7.337391,-2.780258
6378046.009887,137.026978,-168.377711,3.119706,7.381935,-2.737246
6378059.332218,138.337287,-160.225317,3.085044,7.369383,-2.670916
6378053.115301,155.001576,-165.727549,2.977405,7.381258,-2.679964
6378052.440943,151.219781,-164.710019,2.927402,7.414550,-2.621775
6378061.654075,163.369474,-163.893973,3.010519,7.520593,-2.559904
6378067.170239,173.894094,-168.614077,3.010762,7.489577,-2.689946
6378068.734954,179.123537,-164.903170,3.019312,7.364964,-2.539038
6378072.429464,193.593584,-173.535299,2.943441,7.428823,-2.492515
6378064.931753,189.368064,-173.865383,2.967298,7.405561,-2.641478
6378074.045312,206.500969,-171.491831,2.965092,7.481444,-2.665990
6378083.188142,203.139237,-188.826594,2.692912,7.739811,-2.148714
6378087.509993,213.758963,-175.100904,1.150513,8.556998,-0.050037
6378095.145150,221.742514,-183.043128,-0.827385,8.411864,2.064677
6378085.562222,224.341019,-185.539647,-2.909088,7.386774,4.019527
6378087.199699,232.702081,-165.982603,-4.478187,5.446194,5.729518
6378072.639152,253.941791,-165.880512,-5.410367,2.759451,6.952991
6378071.018042,245.138237,-150.905799,-5.400614,-0.395730,7.737275
6378067.452402,240.257012,-156.873462,-4.158423,-3.291846,7.889157
6378063.049094,227.000794,-145.320893,-2.061888,-5.718000,7.533570
6378057.543385,227.422731,-135.220980,0.725146,-7.206701,6.795480
6378062.288279,229.962265,-135.873510,3.212022,-7.660408,5.803577
6378051.472460,216.212585,-119.742369,3.215603,-8.456487,5.289704
6378068.177385,211.822072,-114.515720,3.385885,-8.759197,4.868881
6378070.748621,197.819445,-107.912719,3.686541,-8.750353,4.801780
6378078.350517,197.998078,-124.116542,3.827346,-8.686499,4.571008
6378078.274370,178.685494,-118.771186,4.119448,-8.639204,4.670149
6378089.268439,166.737299,-96.857502,4.072655,-8.648007,4.540757
6378099.520591,172.286327,-82.681518,4.130859,-8.640200,4.550018
6378093.417005,158.658690,-92.767953,4.181097,-8.678844,4.566309
6378094.580470,160.032703,-87.786830,4.136072,-8.558096,4.534182
6378102.424270,137.282774,-71.645763,4.135574,-8.636774,4.547882
6378107.739517,129.391284,-78.158485,4.157222,-8.693463,4.456078
6378105.726550,121.026655,-78.098610,4.096138,-8.734899,4.517663
6378107.146055,108.444685,-70.438150,4.142163,-8.705004,4.468222
6378117.368455,100.458049,-63.739787,4.067070,-8.656827,4.494834
6378124.989965,94.795188,-67.834011,5.001682,-8.588786,3.747951
6378136.179749,87.446709,-55.409933,6.460901,-8.242738,2.382246
6378132.539909,90.230300,-59.019635,7.720596,-7.420522,0.959865
6378137.916619,73.925637,-54.316448,8.816881,-6.469725,-0.423186
6378161.291290,63.200958,-51.453146,9.549418,-5.179725,-1.562483
6378152.101053,67.847286,-58.376964,10.035913,-3.640956,-2.387063
6378170.357215,62.883612,-59.058450,10.371451,-2.364472,-3.236393
6378183.170826,48.941087,-63.697816,10.412695,-0.889656,-3.765467
6378195.864111,53.835499,-66.056521,10.501636,0.525917,-3.964780
6378204.394891,67.874414,-76.626669,10.286849,1.846691,-3.945289
