mag_x (uT),mag_y (uT),mag_z (uT)
27.650685,-0.016066,-16.625069
27.634170,0.004561,-16.610968
27.649050,0.002733,-16.603791
27.652670,-0.029751,-16.595705
27.661637,-0.014880,-16.602954
27.667304,-0.030886,-16.601806
27.656917,-0.038674,-16.601437
27.686873,-0.040896,-16.603336
27.684096,-0.066833,-16.572347
27.675537,-0.098781,-16.569028
27.685491,-0.091509,-16.573203
27.686622,-0.104185,-16.563045
27.688087,-0.134863,-16.555974
27.679985,-0.152034,-16.545810
27.704019,-0.164040,-16.538331
27.705476,-0.184052,-16.503977
27.712790,-0.209075,-16.511135
27.726890,-0.208590,-16.493568
27.736416,-0.244642,-16.486977
27.753608,-0.252672,-16.470679
27.726969,-0.269877,-16.464729
27.764105,-0.302248,-16.455085
27.763849,-0.320440,-16.437464
27.767757,-0.318900,-16.424265
27.778523,-0.380155,-16.411914
27.773632,-0.374222,-16.416157
27.789009,-0.410260,-16.397389
27.785222,-0.429130,-16.380294
27.813335,-0.436281,-16.372032
27.787020,-0.479934,-16.352800
27.804483,-0.494662,-16.339613
27.826808,-0.508964,-16.332031
27.809196,-0.532793,-16.308192
27.854660,-0.560658,-16.300138
27.842115,-0.586562,-16.313000
27.842036,-0.616297,-16.279942
27.852094,-0.637659,-16.273669
27.848060,-0.643928,-16.286000
27.876151,-0.665246,-16.249957
27.876595,-0.676936,-16.224263
27.865343,-0.717419,-16.228658
27.881539,-0.730091,-16.223361
27.897124,-0.760334,-16.205600
27.882333,-0.783728,-16.183285
27.899686,-0.796560,-16.171249
27.905212,-0.826709,-16.172218
27.907577,-0.859306,-16.153873
27.925998,-0.867957,-16.151454
27.922397,-0.882470,-16.136118
27.939669,-0.919950,-16.121554
27.944481,-0.925873,-16.095923
27.948675,-0.935077,-16.086022
27.943007,-0.971016,-16.088393
27.972089,-0.993167,-16.075628
27.944529,-1.006964,-16.072268
27.950318,-1.036293,-16.054016
27.980764,-1.058039,-16.025653
27.947903,-1.069185,-16.041534
27.978272,-1.080915,-16.010641
27.989443,-1.125663,-15.996531
27.991867,-1.133966,-16.007591
27.997384,-1.137489,-15.980353
28.005634,-1.180394,-15.967064
28.003718,-1.185528,-15.954267
28.002080,-1.205018,-15.960886
28.005031,-1.244192,-15.963325
28.027904,-1.255843,-15.943050
28.035546,-1.245631,-15.928255
28.029631,-1.293498,-15.917474
28.045594,-1.301876,-15.912027
28.020607,-1.313597,-15.882023
28.049362,-1.327071,-15.873495
28.046542,-1.365273,-15.862196
28.064094,-1.378147,-15.869074
28.060166,-1.385552,-15.857837
28.064891,-1.410389,-15.838440
28.078330,-1.462050,-15.837948
28.067451,-1.450568,-15.826009
28.079057,-1.482553,-15.802440
28.090861,-1.500144,-15.815300
28.088745,-1.496636,-15.798865
28.086769,-1.523750,-15.773511
28.109777,-1.558082,-15.782184
28.104981,-1.566261,-15.759114
28.119456,-1.577199,-15.753019
28.103549,-1.607121,-15.744535
28.138838,-1.600662,-15.721058
28.129515,-1.631527,-15.708476
28.125124,-1.656231,-15.715246
28.134690,-1.669276,-15.684807
28.140869,-1.680687,-15.701789
28.144439,-1.686947,-15.699108
28.149370,-1.713693,-15.667059
28.152884,-1.742874,-15.668417
28.156669,-1.745296,-15.666528
28.154655,-1.780938,-15.652381
28.160419,-1.765427,-15.632325
28.170385,-1.798300,-15.634532
28.163641,-1.826133,-15.611160
28.173227,-1.846376,-15.589034
28.180676,-1.845904,-15.594435
28.182168,-1.861208,-15.593320
28.185936,-1.885135,-15.578598
28.185714,-1.893424,-15.562623
28.192229,-1.900371,-15.552893
28.203350,-1.938234,-15.539366
28.239753,-1.949591,-15.521999
28.224240,-1.950846,-15.536425
28.225172,-1.977295,-15.529487
28.199308,-2.018079,-15.516138
28.226788,-2.013239,-15.505256
28.232025,-2.021980,-15.491897
28.222429,-2.043497,-15.505810
28.218760,-2.061789,-15.478964
28.229633,-2.078313,-15.460042
28.223394,-2.070551,-15.468156
28.248321,-2.099718,-15.473510
28.244849,-2.124933,-15.437528
28.248921,-2.146534,-15.457978
28.247207,-2.144348,-15.443546
28.249113,-2.147403,-15.425946
28.268981,-2.171338,-15.436180
28.254508,-2.173373,-15.414493
28.274697,-2.176123,-15.399701
28.258547,-2.217475,-15.394660
28.270257,-2.215419,-15.353882
28.272408,-2.257474,-15.389463
28.278876,-2.233846,-15.369343
28.273511,-2.257793,-15.371485
28.266475,-2.279032,-15.365135
28.275285,-2.293873,-15.331779
28.281789,-2.319850,-15.327059
28.298917,-2.323225,-15.316088
28.306955,-2.341459,-15.322670
28.308936,-2.353373,-15.304232
28.303240,-2.371248,-15.315525
28.306911,-2.365237,-15.289984
28.310577,-2.390240,-15.288893
28.319160,-2.417442,-15.271046
28.314134,-2.420303,-15.285198
28.302803,-2.423354,-15.277744
28.305621,-2.445094,-15.265516
28.315003,-2.459464,-15.256457
28.331570,-2.450816,-15.246608
28.336521,-2.481258,-15.236763
28.313758,-2.492532,-15.213234
28.348670,-2.503571,-15.225625
28.333510,-2.512075,-15.224802
28.345607,-2.527084,-15.218902
28.338851,-2.540895,-15.196229
28.330036,-2.552273,-15.195332
28.352691,-2.572280,-15.190813
28.354533,-2.580624,-15.157622
28.343478,-2.579397,-15.160222
28.382195,-2.614181,-15.170813
28.370059,-2.611863,-15.156866
28.358671,-2.638597,-15.136818
28.349382,-2.637309,-15.130469
28.375517,-2.654574,-15.133062
28.365704,-2.655782,-15.123301
28.364559,-2.677175,-15.124410
28.371792,-2.696322,-15.113989
28.373227,-2.701218,-15.104116
28.375823,-2.719366,-15.107053
28.372069,-2.713353,-15.093952
28.383484,-2.710749,-15.077609
28.386975,-2.734564,-15.084589
28.402792,-2.758977,-15.062853
28.389709,-2.756604,-15.063311
28.397956,-2.772359,-15.067380
28.381056,-2.786975,-15.065930
28.393489,-2.792516,-15.067535
28.431633,-2.821249,-15.068383
28.415500,-2.832990,-15.018923
28.396474,-2.830513,-15.034278
28.406175,-2.844328,-15.046341
28.414029,-2.850813,-15.015494
28.414661,-2.869374,-15.004080
28.427869,-2.880062,-14.995678
28.413165,-2.882394,-14.991387
28.429120,-2.898849,-15.007928
28.425527,-2.896091,-14.995593
28.405775,-2.925153,-14.995177
28.423644,-2.938615,-14.959733
28.418399,-2.926468,-14.962401
28.440981,-2.930065,-14.961464
28.434725,-2.968195,-14.954752
28.415760,-2.948087,-14.963052
28.452585,-2.971320,-14.946258
28.425321,-2.987963,-14.942116
28.431295,-3.009716,-14.937059
28.443264,-3.012616,-14.904935
28.446133,-3.006349,-14.929100
28.438907,-3.035375,-14.895610
28.421283,-3.037038,-14.902199
28.447538,-3.031624,-14.899851
28.445264,-3.058799,-14.882362
28.463338,-3.065380,-14.901459
28.455834,-3.063352,-14.885225
28.455978,-3.083339,-14.886860
28.463175,-3.088789,-14.859628
28.463426,-3.100652,-14.869384
28.461200,-3.114161,-14.859490
28.472737,-3.112950,-14.851641
28.463549,-3.128479,-14.875422
28.465199,-3.138179,-14.845229
28.451735,-3.166141,-14.842842
28.477776,-3.142511,-14.828182
28.468182,-3.162120,-14.838564
28.471225,-3.189182,-14.813388
28.479000,-3.174591,-14.839719
28.488517,-3.193470,-14.809816
28.487132,-3.205343,-14.808508
28.486165,-3.185999,-14.792737
28.483932,-3.208283,-14.813391
