gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378136.163033,4.411071,0.100716,-0.072823,0.071693,0.015764
6378139.219185,4.093977,-4.502827,-0.000905,0.172004,-1.012070
6378133.696053,-5.402261,1.107768,-0.112591,0.187854,-1.878876
6378137.514220,1.587055,-6.595615,-0.110307,0.262853,-1.895439
6378144.770667,3.227309,-21.294549,-0.105361,0.235996,-1.848689
6378137.044258,6.073251,-6.685827,-0.243572,0.340620,-1.920252
6378141.008310,10.372986,-20.311734,-0.143406,0.280832,-1.774974
6378136.436756,-2.078651,-21.590521,-0.221290,0.310776,-1.891777
6378137.940722,3.965003,-21.095952,-0.117731,0.278792,-1.825562
6378131.196884,10.043830,-7.656337,-0.259535,0.297172,-1.869333
6378129.818654,-1.215571,-20.375062,-0.244819,0.260447,-1.886463
6378134.099037,-5.043073,-26.830799,-0.194713,0.147522,-1.960164
6378133.149537,3.095017,-28.268529,-0.118495,0.240608,-1.922804
6378139.090158,0.395676,-31.577213,-0.244923,0.149933,-1.872947
6378137.855725,3.261125,-17.460086,-0.220255,0.194338,-1.849792
6378139.354444,6.871823,-11.803695,-0.327982,0.599333,-1.701048
6378128.482517,9.871084,-23.426555,-0.566161,0.815225,-1.444658
6378137.940690,6.552833,-11.834931,-1.015398,0.995802,-1.258816
6378133.413215,4.372804,-35.749704,-1.138536,1.193240,-0.956204
6378130.710141,6.733413,-29.426140,-1.259953,1.234778,-0.636243
6378121.607661,-6.489093,-47.490077,-1.354877,1.159837,-0.545273
6378120.772512,14.438501,-33.275766,-1.368898,1.313297,-0.451630
6378131.045879,4.667062,-33.980274,-1.320415,1.397697,-0.414249
6378120.532157,9.895876,-35.335561,-1.272132,1.488453,-0.424396
6378121.311622,17.606484,-44.043127,-1.277437,1.518226,-0.726660
6378121.723680,9.762441,-30.940025,-2.022656,1.727898,-1.348926
6378121.704837,16.116412,-28.834286,-2.616503,1.953058,-1.322371
6378117.623329,25.614666,-35.557041,-2.670271,1.791414,-1.444402
6378112.571366,19.266673,-39.405163,-2.688470,1.892307,-1.427043
6378108.728158,22.421738,-43.311966,-2.711579,1.958603,-1.405348
6378110.492509,36.662214,-55.011653,-2.646488,1.848637,-1.470477
6378111.736434,30.950639,-31.552576,-2.714410,1.891886,-1.330150
6378104.678701,31.763163,-45.493029,-2.690767,1.759589,-1.486497
6378110.105657,26.599801,-40.993974,-2.671013,1.821930,-1.480025
6378099.839993,29.710836,-43.822016,-2.613477,1.814341,-1.430945
6378103.446557,35.117100,-56.199835,-2.602071,1.784263,-1.352260
6378096.845326,41.372603,-46.472298,-2.759884,1.892417,-1.383349
6378087.093752,43.855724,-46.503757,-2.659256,1.781725,-1.488833
6378089.451877,43.590666,-54.150372,-2.693136,1.832703,-1.424376
6378090.577281,47.162576,-47.773619,-2.744614,1.908874,-1.399469
6378075.311872,44.794953,-53.991315,-2.668449,1.797033,-1.618991
6378077.540948,46.797961,-63.923266,-2.370442,1.565091,-2.205430
6378079.805662,49.398054,-63.726326,-2.105052,1.333706,-2.536317
6378062.452018,47.330247,-59.235753,-1.653409,1.162228,-3.101787
6378082.288117,51.084454,-62.550707,-1.103150,1.022906,-3.370164
6378074.427237,55.008684,-74.267184,-0.473098,1.222182,-3.499779
6378075.324988,54.855998,-81.571254,0.129632,1.490766,-3.440495
6378073.894387,55.411911,-84.678813,0.679513,2.153423,-3.196313
6378082.218117,59.470970,-69.600016,0.772500,2.710063,-2.707104
6378078.092552,58.799224,-88.460996,0.695717,3.426933,-2.056866
6378067.563762,56.177568,-84.868775,0.049969,3.771606,-1.977807
6378084.592409,68.144557,-88.339015,-0.202324,3.764116,-2.897050
6378080.663213,76.777748,-107.282517,-0.416023,3.826119,-3.794953
6378078.581573,70.651882,-88.546704,-0.534034,3.961408,-3.898728
6378078.658554,74.303091,-90.555314,-0.518465,3.912105,-3.829032
6378069.336069,80.672030,-94.238552,-0.543705,3.809211,-3.897180
6378071.687026,80.072470,-98.700294,-0.575951,3.840282,-3.878698
6378079.590697,88.158323,-107.911511,-0.571859,3.911771,-3.777344
6378074.087918,90.510981,-102.582967,-0.550295,3.866730,-3.869076
6378069.959591,101.746626,-107.265824,-0.587739,3.895753,-3.790393
6378065.024083,95.622712,-126.017214,-0.523228,4.011796,-3.885581
6378066.079432,107.848780,-124.919693,-0.712655,3.869757,-3.789233
6378075.712321,118.249601,-128.487600,-0.555435,3.869060,-3.839574
6378068.581993,105.911064,-128.448243,-0.618114,3.883183,-3.774055
6378065.828209,113.233032,-127.289015,-0.704687,4.441028,-3.271035
6378061.562429,129.330674,-134.918399,-0.413849,4.905721,-2.650790
6378067.042420,129.806647,-140.042962,-0.423295,5.270962,-1.969898
6378068.438678,138.812672,-151.327131,-0.442301,5.424292,-1.140166
6378062.794915,136.998061,-134.509615,-0.405937,5.708753,-0.406447
6378059.504147,141.573338,-151.079424,-0.362534,5.719470,0.528366
6378062.878716,146.667373,-135.446013,-0.436498,5.552252,1.418172
6378061.916342,148.744219,-137.210354,-0.594471,5.330744,2.059976
6378072.038207,159.063552,-122.778867,-0.581687,5.099584,3.018731
6378063.880730,165.854277,-136.415857,-0.714361,4.725753,3.743464
6378067.569104,166.338162,-131.992460,-1.088058,5.601725,3.769773
6378056.271600,181.943984,-125.059398,-1.671527,6.268086,3.513966
6378056.334033,176.288699,-114.888598,-1.726689,6.205461,3.434995
6378060.007287,195.386544,-119.649156,-1.750278,6.194312,3.534642
6378064.085351,194.509480,-124.979544,-1.819528,6.253585,3.459144
6378058.998537,209.816411,-112.851486,-1.847602,6.214185,3.612345
6378057.187790,193.687148,-119.759927,-1.788245,6.218627,3.596688
6378044.316579,217.397299,-98.971526,-1.894674,6.246174,3.625575
6378055.662154,222.238420,-89.593295,-1.915977,6.272245,3.615569
6378060.372101,225.928412,-89.664364,-1.901415,6.234654,3.602236
6378046.028423,231.549217,-89.209545,-1.875840,6.192345,3.561287
6378039.684639,237.773537,-89.880678,-1.853940,6.192568,3.572983
6378041.182445,239.429572,-92.068802,-1.919202,6.253556,3.534038
6378042.902667,244.901876,-82.308583,-2.631255,5.611822,4.033508
6378040.185366,256.199490,-78.922121,-3.439272,4.510685,4.782095
6378032.416423,260.414627,-78.826420,-4.032563,3.199838,5.300628
6378024.661065,254.305518,-79.355352,-4.365832,1.702342,5.724878
6378017.212625,266.634039,-67.192898,-4.473883,0.194075,5.958770
6378025.648103,271.578791,-52.438962,-3.997965,-1.301415,6.105951
6378015.868971,261.888349,-54.555476,-3.272310,-2.522400,6.006051
6378010.972612,259.318736,-41.414329,-2.345963,-3.803068,5.905802
6378018.805355,253.432748,-30.088715,-1.077163,-4.664800,5.570478
6378007.621927,246.350444,-35.336401,0.211680,-5.196384,5.155771
6378006.647751,238.296489,-35.456625,0.314731,-6.162571,4.941506
6378008.999871,235.108058,-17.058693,-0.124190,-7.063201,4.937392
6378011.327436,235.421301,-17.791481,0.149867,-7.070135,4.865707
6378011.780392,222.206653,-5.891662,0.093638,-7.057410,4.885303
6378002.368075,210.152751,-1.126670,0.175573,-7.130267,4.827828
6378022.504673,210.207864,-5.273491,0.215753,-7.095754,4.704499
6378012.758204,183.719333,14.263230,0.216449,-7.059911,4.756691
6378008.442048,192.271410,-9.265748,0.189395,-7.102760,4.821012
6378014.233270,184.766966,16.858610,0.138555,-7.124057,4.735324
6378014.286925,180.657358,10.748074,0.219810,-7.163178,4.605836
6378018.450236,169.624865,12.620679,0.161125,-7.155119,4.808939
6378011.677003,165.139378,11.216822,0.192463,-7.023516,4.765709
6378015.418459,151.373710,24.515575,0.189458,-7.151414,4.763170
6378015.416895,143.914667,36.041632,1.426177,-7.092297,4.463518
6378022.383005,140.980998,34.670636,3.358120,-6.812534,4.168067
6378022.203252,133.276342,40.902311,5.207404,-5.899593,3.607276
6378020.017479,140.066989,31.706431,6.556259,-4.612126,3.244186
6378043.510954,126.023364,41.041043,7.627159,-3.046375,2.860075
6378044.076266,127.330584,48.926222,8.293842,-1.153597,2.467574
6378051.934753,131.834285,37.327337,8.415982,0.746994,2.339256
6378058.354694,122.881566,56.058172,8.070127,2.718027,2.367859
6378074.809445,126.575978,58.845553,7.270588,4.217939,2.452982
6378081.009433,137.714731,65.767855,6.198688,5.762350,2.824419
