ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.006771,0.009617,-0.010000
0.012863,0.018274,-0.019999
0.018342,0.026068,-0.029999
0.023267,0.033089,-0.039998
0.027691,0.039413,-0.049996
0.031662,0.045112,-0.059995
0.035224,0.050250,-0.069994
0.038417,0.054884,-0.079993
0.041274,0.059065,-0.089993
0.043829,0.062840,-0.099992
0.046109,0.066251,-0.109992
0.048142,0.069334,-0.119991
0.049949,0.072125,-0.129991
0.051552,0.074652,-0.139991
0.052969,0.076944,-0.149991
0.054219,0.079024,-0.159990
0.055316,0.080916,-0.169990
0.056274,0.082638,-0.179990
0.057106,0.084209,-0.189990
0.057823,0.085644,-0.199989
0.058435,0.086958,-0.209988
0.058951,0.088164,-0.219988
0.059380,0.089274,-0.229987
0.059728,0.090298,-0.239985
0.060004,0.091246,-0.249984
0.060212,0.092125,-0.259982
0.060359,0.092944,-0.269980
0.060449,0.093710,-0.279978
0.060487,0.094428,-0.289975
0.060476,0.095104,-0.299972
0.060421,0.095743,-0.309968
0.060325,0.096350,-0.319964
0.060191,0.096928,-0.329960
0.060021,0.097481,-0.339955
0.059817,0.098013,-0.349949
0.059583,0.098526,-0.359944
0.059320,0.099022,-0.369937
0.059030,0.099505,-0.379930
0.058714,0.099976,-0.389923
0.058374,0.100437,-0.399915
0.058011,0.100890,-0.409906
0.057627,0.101337,-0.419897
0.057222,0.101778,-0.429888
0.056799,0.102215,-0.439877
0.056356,0.102649,-0.449867
0.055896,0.103080,-0.459855
0.055419,0.103511,-0.469843
0.054926,0.103941,-0.479830
0.054418,0.104371,-0.489817
0.053894,0.104803,-0.499803
0.053357,0.105235,-0.509788
0.052805,0.105670,-0.519772
0.052239,0.106107,-0.529756
0.051661,0.106546,-0.539740
0.051069,0.106989,-0.549722
0.050466,0.107435,-0.559704
0.049850,0.107884,-0.569685
0.049223,0.108337,-0.579665
0.048584,0.108795,-0.589645
0.047934,0.109256,-0.599624
0.047272,0.109722,-0.609602
0.046600,0.110193,-0.619580
0.045918,0.110668,-0.629556
0.045225,0.111148,-0.639532
0.044522,0.111632,-0.649507
0.043808,0.112122,-0.659482
0.043085,0.112616,-0.669455
0.042353,0.113116,-0.679428
0.041610,0.113620,-0.689400
0.040858,0.114130,-0.699372
0.040097,0.114644,-0.709342
0.039327,0.115164,-0.719312
0.038548,0.115689,-0.729281
0.037759,0.116219,-0.739249
0.036962,0.116754,-0.749216
0.036156,0.117294,-0.759183
0.035342,0.117839,-0.769149
0.034519,0.118389,-0.779114
0.033687,0.118945,-0.789078
0.032847,0.119505,-0.799041
0.031999,0.120070,-0.809004
0.031143,0.120641,-0.818965
0.030278,0.121216,-0.828926
0.029406,0.121796,-0.838886
0.028526,0.122381,-0.848845
0.027637,0.122971,-0.858804
0.026741,0.123566,-0.868761
0.025838,0.124166,-0.878718
0.024926,0.124770,-0.888674
0.024007,0.125380,-0.898629
0.023081,0.125994,-0.908584
0.022147,0.126612,-0.918537
0.021206,0.127236,-0.928490
0.020258,0.127863,-0.938441
0.019302,0.128496,-0.948392
0.018340,0.129133,-0.958342
0.017370,0.129774,-0.968292
0.016393,0.130420,-0.978240
0.015409,0.131071,-0.988188
0.014419,0.131725,-0.998135
0.013421,0.132385,-1.008081
0.012417,0.133048,-1.018026
0.011406,0.133716,-1.027970
0.010389,0.134388,-1.037914
0.009365,0.135064,-1.047856
0.008334,0.135744,-1.057798
0.007297,0.136429,-1.067739
0.006254,0.137117,-1.077679
0.005204,0.137810,-1.087619
0.004148,0.138506,-1.097557
0.003086,0.139207,-1.107495
0.002018,0.139911,-1.117432
0.000943,0.140620,-1.127368
-0.000138,0.141332,-1.137303
-0.001224,0.142048,-1.147237
-0.002317,0.142768,-1.157171
-0.003415,0.143492,-1.167104
-0.004519,0.144220,-1.177036
-0.005629,0.144951,-1.186967
-0.006745,0.145686,-1.196897
-0.007866,0.146424,-1.206827
-0.008993,0.147166,-1.216756
-0.010126,0.147912,-1.226684
-0.011264,0.148661,-1.236611
-0.012408,0.149414,-1.246537
-0.013557,0.150170,-1.256463
-0.014711,0.150930,-1.266387
-0.015871,0.151693,-1.276311
-0.017036,0.152459,-1.286234
-0.018206,0.153229,-1.296157
-0.019382,0.154002,-1.306078
-0.020562,0.154778,-1.315999
-0.021748,0.155558,-1.325919
-0.022938,0.156341,-1.335838
-0.024134,0.157127,-1.345757
-0.025335,0.157916,-1.355675
-0.026540,0.158708,-1.365592
-0.027750,0.159504,-1.375508
-0.028965,0.160302,-1.385423
-0.030185,0.161103,-1.395338
-0.031410,0.161908,-1.405252
-0.032639,0.162715,-1.415165
-0.033873,0.163526,-1.425077
-0.035111,0.164339,-1.434989
-0.036354,0.165155,-1.444900
-0.037602,0.165974,-1.454810
-0.038854,0.166796,-1.464719
-0.040110,0.167621,-1.474628
-0.041371,0.168449,-1.484536
-0.042636,0.169279,-1.494443
-0.043905,0.170112,-1.504349
-0.045179,0.170947,-1.514255
-0.046456,0.171786,-1.524160
