mag_x (uT),mag_y (uT),mag_z (uT)
27.654859,0.017785,-16.613995
27.638460,0.009252,-16.622431
27.665204,-0.012559,-16.594007
27.655554,0.010053,-16.606872
27.672845,-0.016061,-16.614694
27.663509,-0.013468,-16.590108
27.663864,-0.008235,-16.589109
27.681461,-0.022348,-16.579555
27.684677,-0.028415,-16.580287
27.693895,-0.038855,-16.561380
27.673768,-0.033577,-16.535310
27.695292,-0.057834,-16.529454
27.695459,-0.064386,-16.525930
27.718051,-0.063385,-16.513923
27.731343,-0.056769,-16.498792
27.743881,-0.095165,-16.466102
27.758169,-0.073809,-16.460522
27.761223,-0.094161,-16.436139
27.777135,-0.103027,-16.424101
27.778843,-0.114088,-16.411778
27.780649,-0.120272,-16.397143
27.803378,-0.139878,-16.378306
27.797681,-0.137517,-16.360646
27.805169,-0.138313,-16.323899
27.822749,-0.138369,-16.344028
27.843517,-0.149341,-16.302558
27.845245,-0.158328,-16.282852
27.848234,-0.182103,-16.268548
27.873318,-0.183117,-16.265217
27.876079,-0.199865,-16.232454
27.894273,-0.193742,-16.223373
27.908880,-0.202606,-16.207619
27.910002,-0.236598,-16.190492
27.920227,-0.225447,-16.160826
27.920845,-0.235680,-16.159449
27.926812,-0.262505,-16.135757
27.950624,-0.253517,-16.107036
27.952187,-0.274138,-16.110427
27.967691,-0.267023,-16.079886
27.976750,-0.287194,-16.085026
27.983672,-0.294268,-16.051979
27.970052,-0.281781,-16.043566
28.010089,-0.301194,-15.992597
28.022967,-0.313999,-15.995962
28.015362,-0.347791,-15.964133
28.052781,-0.317681,-15.994189
28.051629,-0.339510,-15.968532
28.048848,-0.346168,-15.913701
28.069234,-0.347188,-15.927888
28.076712,-0.364296,-15.895004
28.065734,-0.376893,-15.868208
28.093117,-0.372577,-15.863752
28.103647,-0.388496,-15.842999
28.105928,-0.400242,-15.834539
28.110725,-0.400747,-15.800495
28.123612,-0.413273,-15.800058
28.141581,-0.422096,-15.763903
28.137429,-0.411305,-15.761776
28.148304,-0.445133,-15.743464
28.159250,-0.428165,-15.740520
28.172615,-0.452645,-15.719126
28.174204,-0.446345,-15.699529
28.186768,-0.465955,-15.678932
28.232695,-0.449438,-15.678604
28.201358,-0.469497,-15.655148
28.221899,-0.483366,-15.615449
28.221126,-0.489466,-15.615540
28.246463,-0.502592,-15.610503
28.225928,-0.517201,-15.589432
28.255117,-0.511500,-15.557570
28.255627,-0.515828,-15.553168
28.276115,-0.524781,-15.558402
28.279149,-0.546043,-15.512924
28.282045,-0.547512,-15.488095
28.286633,-0.541377,-15.517971
28.297607,-0.560215,-15.489218
28.313151,-0.557759,-15.471925
28.323279,-0.551625,-15.456323
28.322295,-0.568241,-15.436889
28.328347,-0.583339,-15.421466
28.348522,-0.591108,-15.407458
28.360739,-0.583970,-15.388978
28.372124,-0.593559,-15.378837
28.350411,-0.591108,-15.367278
28.354479,-0.614464,-15.358461
28.374992,-0.629842,-15.329884
28.391579,-0.627031,-15.298604
28.392346,-0.627841,-15.282568
28.401489,-0.646272,-15.291125
28.418041,-0.633017,-15.278276
28.406435,-0.643729,-15.284447
28.409490,-0.667082,-15.245829
28.399783,-0.645814,-15.214476
28.437563,-0.671719,-15.208673
28.446219,-0.688204,-15.219285
28.456138,-0.684384,-15.189318
28.449533,-0.678765,-15.161639
28.450494,-0.698306,-15.178604
28.462473,-0.698277,-15.156976
28.451324,-0.705748,-15.139784
28.483402,-0.702513,-15.131633
28.495426,-0.696669,-15.105670
28.502614,-0.702632,-15.116985
28.497362,-0.723268,-15.105575
28.510957,-0.742987,-15.082998
