gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.273543,0.324667,0.055188
0.466901,0.562095,0.108943
0.784163,0.934562,0.155396
0.970959,1.158242,0.156723
1.077677,1.441920,0.253523
1.322594,1.689826,0.230055
1.424345,1.960441,0.228656
1.469420,2.187740,0.219508
1.657233,2.370059,0.283740
1.737692,2.436325,0.217155
1.834308,2.620686,0.295228
1.942290,2.731616,0.307021
2.016803,2.809464,0.319021
2.110976,3.043004,0.441520
2.083829,3.005312,0.311209
2.168971,3.071792,0.391540
2.197443,3.239981,0.258446
2.220065,3.268233,0.355508
2.219640,3.400025,0.354643
2.320420,3.339855,0.386170
2.320792,3.455791,0.380931
2.329058,3.444256,0.334242
2.317738,3.513604,0.341310
2.386779,3.523705,0.337492
2.382862,3.528658,0.348623
2.360683,3.539596,0.342606
2.388434,3.618594,0.366258
2.351507,3.626393,0.354318
2.369080,3.574834,0.460129
2.397453,3.655453,0.265992
2.490153,3.603088,0.370979
2.380765,3.630783,0.348902
2.317122,3.523633,0.329494
2.412569,3.511863,0.401080
2.365322,3.587478,0.352556
2.359633,3.605785,0.353719
2.301036,3.547148,0.389110
2.403206,3.509030,0.366167
2.300443,3.591522,0.368913
2.408455,3.514814,0.344539
2.385545,3.542476,0.283564
2.374879,3.535169,0.412676
2.307490,3.504883,0.377408
2.343338,3.438758,0.312594
2.339100,3.511286,0.310830
2.322797,3.523600,0.360228
2.266469,3.454371,0.302404
2.300896,3.402172,0.321872
2.253818,3.479240,0.347914
2.339592,3.400044,0.368138
2.260702,3.265601,0.340114
2.303618,3.378015,0.377625
2.202257,3.401950,0.335357
2.195291,3.320067,0.355582
2.291069,3.306663,0.282466
2.305741,3.366425,0.264079
2.232152,3.385022,0.338191
2.213832,3.344640,0.294000
2.219610,3.271677,0.229594
2.162601,3.269521,0.322816
2.101223,3.236068,0.299417
2.205673,3.171063,0.257593
2.052667,3.188977,0.214537
2.174617,3.152685,0.270139
2.085461,3.227707,0.303067
2.128228,3.138510,0.314909
2.030419,3.169670,0.223099
2.099996,3.150265,0.367685
2.048658,3.040794,0.324218
1.979589,3.067766,0.283730
2.032680,3.110330,0.258076
1.994622,3.062106,0.216252
2.048450,3.089292,0.311925
2.029464,3.038944,0.277757
1.976521,3.113924,0.224969
2.014800,2.980331,0.338520
2.000716,3.047872,0.229226
1.943752,2.951018,0.279916
1.912057,2.971667,0.284435
2.012052,2.903380,0.252928
2.024511,2.954479,0.275286
1.931685,2.889193,0.279328
1.810723,2.911977,0.187085
1.903158,2.825521,0.230580
1.975812,2.863359,0.305194
1.816133,2.836600,0.176525
1.945656,2.865045,0.224797
1.878179,2.798481,0.183027
1.850849,2.834504,0.232151
1.864332,2.767741,0.172480
1.833786,2.817215,0.229009
1.779356,2.714254,0.294630
1.777860,2.675919,0.212825
1.795929,2.839982,0.218936
1.793742,2.770502,0.141471
1.762238,2.730204,0.213949
1.760560,2.690846,0.209464
1.717666,2.784357,0.226874
1.728919,2.653837,0.209330
1.696618,2.669490,0.250626
1.733820,2.655917,0.191569
1.731803,2.613120,0.166819
1.717738,2.622941,0.227830
1.695319,2.573522,0.205018
1.776337,2.630268,0.284006
1.660934,2.605771,0.223794
