ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378013.680823,192.774494,4.144958,0.210192,-7.115832,4.746291
6378013.893503,185.657683,8.889671,0.214811,-7.117649,4.743360
6378014.109784,178.539457,13.632098,0.217541,-7.118720,4.741628
6378014.328193,171.420397,18.373175,0.219153,-7.119352,4.740605
6378014.547860,164.300844,23.113454,0.220106,-7.119725,4.740000
6378014.768270,157.181000,27.853262,0.220669,-7.119945,4.739643
6378015.366413,150.042306,32.523809,1.447606,-7.146573,4.509537
6378017.789695,143.039651,36.824788,3.397715,-6.769112,4.079772
6378022.080299,136.662452,40.678294,5.159466,-5.899048,3.621526
6378027.990931,131.372966,44.077286,6.617250,-4.603295,3.178038
6378035.170086,127.551083,47.057364,7.679772,-2.978837,2.790937
6378043.189960,125.468001,49.693974,8.287024,-1.144808,2.497861
6378051.580200,125.268731,52.097303,8.414782,0.767131,2.330251
6378059.864708,126.964741,54.405132,8.076157,2.623314,2.311490
6378067.598477,130.437191,56.774017,7.320074,4.298584,2.455453
6378074.401437,135.450319,59.369281,6.226831,5.685917,2.765584
