ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.000459,0.002865,0.002694
0.001331,0.008594,0.007810
0.002573,0.017189,0.015104
0.004149,0.028648,0.024355
0.006025,0.042961,0.035363
0.008168,0.059836,0.047945
0.010552,0.079008,0.061939
0.013151,0.100238,0.077196
0.015943,0.123309,0.093582
0.018907,0.148026,0.110977
0.022023,0.174211,0.129270
0.025276,0.201705,0.148362
0.028649,0.230364,0.168165
0.032130,0.260056,0.188597
0.035706,0.290663,0.209585
0.039365,0.322078,0.231063
0.043097,0.354205,0.252971
0.046894,0.386957,0.275256
0.050746,0.420255,0.297868
0.054647,0.454027,0.320763
0.058589,0.488210,0.343902
0.062566,0.522744,0.367249
0.066574,0.557578,0.390771
0.070606,0.592665,0.414439
0.074659,0.627960,0.438227
0.078727,0.663427,0.462110
0.082809,0.699030,0.486067
0.086900,0.734737,0.510079
0.090997,0.770521,0.534129
0.095098,0.806355,0.558200
0.099200,0.842218,0.582278
0.103301,0.878087,0.606351
0.107399,0.913945,0.630408
0.111493,0.949774,0.654436
0.115581,0.985561,0.678429
0.119660,1.021290,0.702376
0.123731,1.056950,0.726271
0.127792,1.092530,0.750107
0.131842,1.128020,0.773878
0.135880,1.163411,0.797578
0.139904,1.198697,0.821203
0.143916,1.233868,0.844749
0.147913,1.268920,0.868211
0.151895,1.303847,0.891587
0.155862,1.338644,0.914872
0.159814,1.373306,0.938066
0.163749,1.407829,0.961164
0.167667,1.442211,0.984166
0.171569,1.476448,1.007069
0.175454,1.510538,1.029871
0.179322,1.544477,1.052572
0.183172,1.578265,1.075170
0.187004,1.611900,1.097665
0.190818,1.645379,1.120054
0.194615,1.678702,1.142339
0.198393,1.711868,1.164517
0.202153,1.744876,1.186588
0.205895,1.777726,1.208553
0.209619,1.810415,1.230411
0.213325,1.842945,1.252161
0.217012,1.875315,1.273804
0.220681,1.907525,1.295339
0.224331,1.939575,1.316766
0.227963,1.971464,1.338086
0.231577,2.003193,1.359298
0.235173,2.034761,1.380403
0.238750,2.066171,1.401401
0.242309,2.097420,1.422292
0.245850,2.128510,1.443077
0.249373,2.159442,1.463754
0.252877,2.190215,1.484326
0.256364,2.220830,1.504792
0.259833,2.251287,1.525153
0.263284,2.281588,1.545408
0.266717,2.311732,1.565559
0.270132,2.341720,1.585606
0.273529,2.371553,1.605548
0.276909,2.401232,1.625387
0.280272,2.430756,1.645124
0.283617,2.460127,1.664757
0.286944,2.489345,1.684288
0.290254,2.518412,1.703718
0.293547,2.547326,1.723046
0.296823,2.576090,1.742274
0.300081,2.604705,1.761401
0.303323,2.633169,1.780429
0.306548,2.661485,1.799357
0.309755,2.689654,1.818186
0.312946,2.717675,1.836916
0.316121,2.745549,1.855549
0.319279,2.773278,1.874084
0.322420,2.800861,1.892522
0.325545,2.828301,1.910864
0.328653,2.855596,1.929110
0.331745,2.882749,1.947260
0.334821,2.909759,1.965315
0.337881,2.936628,1.983275
0.340925,2.963357,2.001141
0.343953,2.989945,2.018914
0.346964,3.016394,2.036594
0.349961,3.042704,2.054180
0.352941,3.068876,2.071675
0.355906,3.094911,2.089078
0.358855,3.120809,2.106389
0.361789,3.146572,2.123610
0.364708,3.172200,2.140741
0.367611,3.197693,2.157781
0.370499,3.223052,2.174733
0.373371,3.248278,2.191595
0.376229,3.273372,2.208369
0.379072,3.298335,2.225055
0.381899,3.323166,2.241653
0.384712,3.347867,2.258164
0.387511,3.372439,2.274589
0.390294,3.396881,2.290927
0.393063,3.421196,2.307180
0.395817,3.445382,2.323347
0.398557,3.469442,2.339429
0.401283,3.493376,2.355428
0.403994,3.517183,2.371342
0.406691,3.540866,2.387172
0.409374,3.564425,2.402920
0.412042,3.587860,2.418585
0.414697,3.611172,2.434167
0.417338,3.634362,2.449668
0.419965,3.657430,2.465088
0.422578,3.680377,2.480426
0.425178,3.703203,2.495684
0.427763,3.725910,2.510862
0.430336,3.748497,2.525961
0.432894,3.770966,2.540980
0.435440,3.793317,2.555920
0.437972,3.815550,2.570782
0.440490,3.837667,2.585566
0.442996,3.859668,2.600272
0.445488,3.881554,2.614901
0.447967,3.903324,2.629453
0.450433,3.924980,2.643929
0.452886,3.946523,2.658329
0.455327,3.967952,2.672653
0.457754,3.989269,2.686902
0.460169,4.010474,2.701076
0.462571,4.031568,2.715176
0.464961,4.052551,2.729202
0.467338,4.073424,2.743154
0.469702,4.094187,2.757033
0.472054,4.114841,2.770839
0.474394,4.135387,2.784573
0.476722,4.155825,2.798235
0.479037,4.176156,2.811825
0.481340,4.196380,2.825343
0.483631,4.216498,2.838791
0.485910,4.236510,2.852168
0.488177,4.256418,2.865474
0.490432,4.276220,2.878711
0.492675,4.295919,2.891879
0.494907,4.315514,2.904977
0.497127,4.335007,2.918007
0.499335,4.354397,2.930968
0.501531,4.373686,2.943861
0.503716,4.392873,2.956686
0.505890,4.411959,2.969444
0.508052,4.430945,2.982136
0.510203,4.449832,2.994760
0.512342,4.468619,3.007318
0.514470,4.487308,3.019811
0.516587,4.505899,3.032237
0.518693,4.524392,3.044599
0.520788,4.542788,3.056896
0.522872,4.561088,3.069128
0.524945,4.579291,3.081295
0.527007,4.597399,3.093399
0.529059,4.615412,3.105440
0.531099,4.633330,3.117417
0.533129,4.651154,3.129332
0.535148,4.668885,3.141183
0.537157,4.686522,3.152973
0.539155,4.704067,3.164701
0.541142,4.721520,3.176367
0.543119,4.738882,3.187972
0.545086,4.756152,3.199516
0.547042,4.773331,3.210999
0.548988,4.790420,3.222423
0.550924,4.807420,3.233786
0.552850,4.824330,3.245089
0.554766,4.841152,3.256333
0.556671,4.857885,3.267519
0.558567,4.874531,3.278645
0.560452,4.891089,3.289713
0.562328,4.907560,3.300723
0.564194,4.923945,3.311675
0.566050,4.940243,3.322570
0.567896,4.956457,3.333407
0.569733,4.972585,3.344188
0.571560,4.988628,3.354912
0.573377,5.004587,3.365580
0.575185,5.020462,3.376191
0.576984,5.036254,3.386747
0.578773,5.051964,3.397248
0.580552,5.067590,3.407693
0.582322,5.083135,3.418084
0.584083,5.098598,3.428420
0.585835,5.113980,3.438702
0.587577,5.129281,3.448930
0.589311,5.144502,3.459104
0.591035,5.159643,3.469225
0.592750,5.174704,3.479292
0.594456,5.189686,3.489307
0.596153,5.204590,3.499270
0.597842,5.219416,3.509179
0.599521,5.234163,3.519037
0.601192,5.248834,3.528844
0.602854,5.263427,3.538598
0.604507,5.277943,3.548302
0.606151,5.292384,3.557954
0.607787,5.306749,3.567556
0.609414,5.321038,3.577108
0.611033,5.335252,3.586609
0.612643,5.349392,3.596060
0.614245,5.363457,3.605462
0.615838,5.377449,3.614815
0.617423,5.391367,3.624118
0.619000,5.405212,3.633373
0.620568,5.418984,3.642579
0.622128,5.432684,3.651736
0.623680,5.446312,3.660846
0.625224,5.459869,3.669908
0.626760,5.473354,3.678922
0.628288,5.486769,3.687889
0.629807,5.500113,3.696809
0.631319,5.513387,3.705681
0.632823,5.526592,3.714508
0.634318,5.539727,3.723288
0.635806,5.552793,3.732022
0.637287,5.565791,3.740710
0.638759,5.578721,3.749353
0.640224,5.591582,3.757950
