q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000001,0.000025,0.000024
1.000000,0.000004,0.000073,0.000069
1.000000,0.000007,0.000142,0.000133
1.000000,0.000011,0.000230,0.000215
1.000000,0.000016,0.000334,0.000312
1.000000,0.000022,0.000454,0.000424
1.000000,0.000028,0.000587,0.000547
0.999999,0.000035,0.000732,0.000682
0.999999,0.000042,0.000887,0.000827
0.999999,0.000050,0.001053,0.000980
0.999999,0.000058,0.001227,0.001142
0.999998,0.000066,0.001408,0.001310
0.999998,0.000075,0.001597,0.001485
0.999997,0.000083,0.001791,0.001666
0.999996,0.000092,0.001991,0.001851
0.999996,0.000101,0.002196,0.002041
0.999995,0.000110,0.002404,0.002234
0.999994,0.000120,0.002616,0.002431
0.999993,0.000129,0.002832,0.002631
0.999991,0.000138,0.003050,0.002833
0.999990,0.000148,0.003270,0.003037
0.999989,0.000157,0.003492,0.003244
0.999987,0.000166,0.003716,0.003451
0.999986,0.000175,0.003942,0.003660
0.999984,0.000185,0.004169,0.003870
0.999982,0.000194,0.004396,0.004081
0.999980,0.000203,0.004624,0.004293
0.999978,0.000212,0.004853,0.004505
0.999976,0.000221,0.005082,0.004717
0.999974,0.000229,0.005311,0.004929
0.999971,0.000238,0.005541,0.005142
0.999969,0.000247,0.005770,0.005355
0.999966,0.000255,0.005999,0.005567
0.999964,0.000264,0.006228,0.005779
0.999961,0.000272,0.006457,0.005991
0.999958,0.000280,0.006685,0.006202
0.999955,0.000288,0.006913,0.006413
0.999953,0.000296,0.007140,0.006623
0.999949,0.000304,0.007367,0.006833
0.999946,0.000312,0.007592,0.007042
0.999943,0.000319,0.007818,0.007251
0.999940,0.000327,0.008042,0.007459
0.999936,0.000334,0.008266,0.007666
0.999933,0.000341,0.008488,0.007872
0.999929,0.000348,0.008710,0.008078
0.999926,0.000355,0.008931,0.008282
0.999922,0.000362,0.009152,0.008486
0.999918,0.000369,0.009371,0.008689
0.999914,0.000376,0.009589,0.008891
0.999911,0.000382,0.009806,0.009092
0.999907,0.000389,0.010023,0.009293
0.999902,0.000395,0.010238,0.009492
0.999898,0.000401,0.010453,0.009690
0.999894,0.000407,0.010666,0.009888
0.999890,0.000413,0.010878,0.010085
0.999886,0.000419,0.011090,0.010280
0.999881,0.000425,0.011300,0.010475
0.999877,0.000430,0.011510,0.010669
0.999872,0.000436,0.011718,0.010861
0.999868,0.000441,0.011925,0.011053
0.999863,0.000447,0.012132,0.011244
0.999858,0.000452,0.012337,0.011434
0.999854,0.000457,0.012541,0.011623
0.999849,0.000462,0.012744,0.011811
0.999844,0.000467,0.012947,0.011998
0.999839,0.000472,0.013148,0.012184
0.999834,0.000476,0.013348,0.012369
0.999829,0.000481,0.013547,0.012554
0.999824,0.000486,0.013745,0.012737
0.999819,0.000490,0.013942,0.012919
0.999814,0.000494,0.014139,0.013101
0.999809,0.000498,0.014334,0.013281
0.999804,0.000503,0.014528,0.013461
0.999798,0.000507,0.014721,0.013639
0.999793,0.000511,0.014913,0.013817
0.999788,0.000514,0.015104,0.013994
0.999782,0.000518,0.015294,0.014169
0.999777,0.000522,0.015483,0.014344
0.999772,0.000525,0.015672,0.014518
0.999766,0.000529,0.015859,0.014691
0.999761,0.000532,0.016045,0.014864
0.999755,0.000536,0.016230,0.015035
0.999750,0.000539,0.016414,0.015205
0.999744,0.000542,0.016598,0.015375
0.999738,0.000545,0.016780,0.015543
0.999733,0.000548,0.016962,0.015711
0.999727,0.000551,0.017142,0.015878
0.999721,0.000554,0.017322,0.016044
0.999715,0.000557,0.017500,0.016209
0.999710,0.000560,0.017678,0.016373
0.999704,0.000562,0.017855,0.016536
0.999698,0.000565,0.018030,0.016699
0.999692,0.000568,0.018205,0.016860
0.999686,0.000570,0.018379,0.017021
0.999680,0.000572,0.018552,0.017181
0.999674,0.000575,0.018724,0.017340
0.999668,0.000577,0.018896,0.017498
0.999662,0.000579,0.019066,0.017656
0.999656,0.000581,0.019235,0.017812
0.999650,0.000583,0.019404,0.017968
0.999644,0.000585,0.019572,0.018123
0.999638,0.000587,0.019739,0.018277
0.999632,0.000589,0.019905,0.018430
0.999626,0.000591,0.020070,0.018583
0.999620,0.000593,0.020234,0.018735
0.999613,0.000594,0.020397,0.018885
0.999607,0.000596,0.020560,0.019036
0.999601,0.000598,0.020721,0.019185
0.999595,0.000599,0.020882,0.019333
0.999589,0.000601,0.021042,0.019481
0.999582,0.000602,0.021201,0.019628
0.999576,0.000603,0.021359,0.019774
0.999570,0.000605,0.021517,0.019920
0.999564,0.000606,0.021673,0.020064
0.999557,0.000607,0.021829,0.020208
0.999551,0.000608,0.021984,0.020351
0.999545,0.000609,0.022138,0.020494
0.999538,0.000610,0.022292,0.020635
0.999532,0.000611,0.022444,0.020776
0.999526,0.000612,0.022596,0.020916
0.999519,0.000613,0.022747,0.021055
0.999513,0.000614,0.022897,0.021194
0.999507,0.000615,0.023046,0.021332
0.999500,0.000616,0.023195,0.021469
0.999494,0.000616,0.023343,0.021606
0.999487,0.000617,0.023490,0.021741
0.999481,0.000618,0.023636,0.021876
0.999475,0.000618,0.023782,0.022011
0.999468,0.000619,0.023926,0.022144
0.999462,0.000619,0.024070,0.022277
0.999455,0.000620,0.024214,0.022409
0.999449,0.000620,0.024356,0.022541
0.999443,0.000621,0.024498,0.022672
0.999436,0.000621,0.024639,0.022802
0.999430,0.000621,0.024779,0.022931
0.999423,0.000622,0.024918,0.023060
0.999417,0.000622,0.025057,0.023188
0.999410,0.000622,0.025195,0.023315
0.999404,0.000622,0.025333,0.023442
0.999398,0.000622,0.025469,0.023568
0.999391,0.000622,0.025605,0.023694
