mag_x (uT),mag_y (uT),mag_z (uT)
27.657457,0.010171,-16.611410
27.648515,0.002338,-16.618940
27.670906,0.001994,-16.601556
27.640807,-0.005806,-16.615462
27.669932,-0.014516,-16.592427
27.681477,-0.032615,-16.597791
27.669645,-0.030311,-16.607618
27.671718,-0.055203,-16.583695
27.684719,-0.030032,-16.590683
27.672887,-0.073953,-16.581699
27.684150,-0.059633,-16.564496
27.692016,-0.063856,-16.540381
27.692533,-0.074185,-16.528830
27.700825,-0.075412,-16.517630
27.711982,-0.084880,-16.514624
27.726663,-0.118258,-16.506270
27.738910,-0.125799,-16.491551
27.714513,-0.105256,-16.495490
27.731791,-0.117302,-16.473631
27.762123,-0.151825,-16.463936
27.755168,-0.173679,-16.459326
27.751281,-0.152545,-16.427312
27.756230,-0.165519,-16.412788
27.779163,-0.198000,-16.402248
27.789853,-0.205582,-16.416327
27.787736,-0.203761,-16.385770
27.795493,-0.224854,-16.392951
27.795585,-0.225606,-16.363853
27.817238,-0.272392,-16.341891
27.814702,-0.260215,-16.334789
27.825903,-0.272517,-16.320967
27.825704,-0.286397,-16.299502
27.850000,-0.317373,-16.307890
27.849417,-0.330378,-16.284227
27.854582,-0.327184,-16.277804
27.873307,-0.348173,-16.262572
27.879368,-0.366739,-16.256156
27.863953,-0.354055,-16.246799
27.877350,-0.391844,-16.229529
27.894484,-0.388783,-16.193290
27.899887,-0.399533,-16.205125
27.904720,-0.415953,-16.187756
27.907955,-0.421516,-16.183165
27.928893,-0.444797,-16.160128
27.937084,-0.448277,-16.114067
27.931560,-0.444973,-16.145095
27.939366,-0.465676,-16.117920
27.942156,-0.473365,-16.093370
27.947023,-0.472311,-16.095955
27.957640,-0.503168,-16.100799
27.976836,-0.516744,-16.056329
27.984505,-0.524136,-16.069527
27.982358,-0.540772,-16.035729
27.990578,-0.557603,-16.022202
28.025806,-0.564206,-16.023518
28.005833,-0.586547,-16.014368
28.026307,-0.579525,-15.988965
28.009110,-0.611461,-15.994602
28.014699,-0.608265,-15.963407
28.035506,-0.604614,-15.958392
28.035824,-0.632068,-15.964213
28.037972,-0.630538,-15.951034
28.047125,-0.645483,-15.930607
28.059642,-0.648127,-15.915376
28.058225,-0.661436,-15.915276
28.066346,-0.697802,-15.906911
28.079495,-0.682680,-15.890455
28.082777,-0.708820,-15.872913
28.063189,-0.699217,-15.860904
28.098537,-0.738629,-15.851277
28.094578,-0.719532,-15.831914
28.082879,-0.752263,-15.833110
28.105007,-0.748318,-15.814804
28.129817,-0.778404,-15.791852
28.121200,-0.776783,-15.804487
28.105481,-0.793998,-15.771045
28.122020,-0.796047,-15.763603
28.138775,-0.814669,-15.763149
28.130379,-0.794685,-15.754278
28.141733,-0.820159,-15.738286
28.179171,-0.851480,-15.734414
28.176053,-0.865515,-15.716415
28.177880,-0.856199,-15.714357
28.160346,-0.874347,-15.714930
28.190533,-0.865994,-15.698803
28.181206,-0.883554,-15.682639
28.204134,-0.894065,-15.674630
28.196255,-0.893220,-15.648895
28.177694,-0.884729,-15.664238
28.208955,-0.919120,-15.645468
28.196515,-0.918695,-15.626852
28.217678,-0.956802,-15.607251
28.202157,-0.955549,-15.592061
28.203518,-0.952841,-15.587325
28.230582,-0.978004,-15.586913
28.240618,-0.970236,-15.583269
28.257351,-1.001262,-15.570199
28.246633,-0.999180,-15.560247
28.244218,-1.011714,-15.544180
28.244909,-1.026745,-15.545280
28.261345,-1.012667,-15.524740
28.247936,-1.035347,-15.516072
28.252825,-1.039511,-15.512617
28.277518,-1.049003,-15.513004
28.269303,-1.057202,-15.492929
28.279149,-1.070996,-15.487509
28.279361,-1.092801,-15.469935
28.282859,-1.085121,-15.453085
28.289410,-1.087133,-15.452385
28.292077,-1.106681,-15.456749
28.305670,-1.085465,-15.426374
28.314510,-1.101702,-15.400067
28.294415,-1.131109,-15.415257
28.314840,-1.167258,-15.395341
28.305119,-1.147625,-15.413628
28.330062,-1.148083,-15.407838
28.311683,-1.158060,-15.383646
28.327633,-1.171170,-15.363254
28.344639,-1.176911,-15.373040
