ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002727,0.002865,0.000141
0.007906,0.008381,0.000410
0.015290,0.016281,0.000792
0.024654,0.026323,0.001278
0.035796,0.038287,0.001855
0.048533,0.051975,0.002516
0.062698,0.067208,0.003250
0.078142,0.083823,0.004050
0.094729,0.101675,0.004910
0.112337,0.120630,0.005823
0.130854,0.140569,0.006783
0.150181,0.161383,0.007784
0.170226,0.182975,0.008823
0.190909,0.205256,0.009895
0.212154,0.228145,0.010996
0.233895,0.251572,0.012123
0.256072,0.275469,0.013273
0.278630,0.299778,0.014442
0.301519,0.324447,0.015628
0.324695,0.349425,0.016830
0.348117,0.374671,0.018044
0.371750,0.400145,0.019269
0.395561,0.425810,0.020503
0.419519,0.451636,0.021745
0.443598,0.477593,0.022993
0.467774,0.503655,0.024246
0.492025,0.529798,0.025503
0.516331,0.556002,0.026763
0.540675,0.582247,0.028025
0.565042,0.608516,0.029288
0.589415,0.634794,0.030551
0.613783,0.661066,0.031814
0.638134,0.687320,0.033076
0.662457,0.713544,0.034337
0.686744,0.739729,0.035596
0.710985,0.765865,0.036852
0.735173,0.791944,0.038106
0.759301,0.817958,0.039357
0.783363,0.843902,0.040604
0.807354,0.869769,0.041847
0.831268,0.895555,0.043087
0.855103,0.921253,0.044322
0.878852,0.946860,0.045553
0.902514,0.972373,0.046780
0.926085,0.997788,0.048001
0.949563,1.023103,0.049218
0.972944,1.048313,0.050430
0.996228,1.073419,0.051637
1.019412,1.098416,0.052839
1.042494,1.123304,0.054035
1.065473,1.148082,0.055226
1.088348,1.172747,0.056412
1.111118,1.197299,0.057592
1.133782,1.221736,0.058767
1.156339,1.246059,0.059936
1.178789,1.270266,0.061100
1.201132,1.294356,0.062258
1.223366,1.318330,0.063410
1.245491,1.342187,0.064557
1.267508,1.365927,0.065698
1.289416,1.389549,0.066834
1.311215,1.413054,0.067964
1.332905,1.436442,0.069088
1.354486,1.459712,0.070206
1.375958,1.482865,0.071319
1.397322,1.505901,0.072427
1.418577,1.528819,0.073529
1.439724,1.551621,0.074625
1.460763,1.574307,0.075715
1.481695,1.596877,0.076800
1.502519,1.619330,0.077879
1.523236,1.641669,0.078953
1.543846,1.663892,0.080021
1.564349,1.686000,0.081084
1.584747,1.707995,0.082142
1.605039,1.729875,0.083193
1.625227,1.751642,0.084240
1.645309,1.773296,0.085281
1.665287,1.794838,0.086316
1.685161,1.816267,0.087346
1.704932,1.837586,0.088371
1.724599,1.858793,0.089390
1.744165,1.879889,0.090405
1.763628,1.900876,0.091413
1.782990,1.921753,0.092417
1.802250,1.942521,0.093415
1.821410,1.963181,0.094408
1.840470,1.983732,0.095396
1.859430,2.004176,0.096379
1.878291,2.024514,0.097357
1.897054,2.044744,0.098329
1.915718,2.064869,0.099297
1.934284,2.084889,0.100259
1.952753,2.104804,0.101216
1.971126,2.124614,0.102169
1.989402,2.144321,0.103116
2.007583,2.163925,0.104058
2.025668,2.183425,0.104996
2.043659,2.202824,0.105928
2.061555,2.222121,0.106856
2.079357,2.241317,0.107778
2.097066,2.260412,0.108696
2.114682,2.279407,0.109609
2.132206,2.298302,0.110518
2.149638,2.317098,0.111421
2.166978,2.335796,0.112320
2.184228,2.354396,0.113214
2.201387,2.372898,0.114104
2.218456,2.391303,0.114988
2.235435,2.409611,0.115868
2.252326,2.427823,0.116744
2.269127,2.445940,0.117615
2.285841,2.463962,0.118481
2.302467,2.481889,0.119343
2.319005,2.499722,0.120200
2.335457,2.517461,0.121053
2.351823,2.535108,0.121901
2.368102,2.552662,0.122745
2.384296,2.570123,0.123584
2.400406,2.587493,0.124419
2.416430,2.604772,0.125250
2.432371,2.621960,0.126076
