ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.001357,-16.616125
27.655187,-0.003934,-16.613462
27.657477,-0.007609,-16.609649
27.660386,-0.012269,-16.604801
27.663850,-0.017814,-16.599025
27.667810,-0.024152,-16.592415
27.672213,-0.031201,-16.585058
27.677013,-0.038886,-16.577031
27.682164,-0.047139,-16.568406
27.687629,-0.055900,-16.559245
27.693371,-0.065113,-16.549607
27.699358,-0.074729,-16.539543
27.705562,-0.084702,-16.529101
27.711956,-0.094991,-16.518323
27.718517,-0.105560,-16.507247
27.725223,-0.116375,-16.495908
27.732055,-0.127407,-16.484338
27.738996,-0.138627,-16.472565
27.746029,-0.150012,-16.460616
27.753142,-0.161539,-16.448512
27.760320,-0.173188,-16.436275
27.767553,-0.184941,-16.423924
27.774831,-0.196781,-16.411477
27.782143,-0.208695,-16.398948
27.789482,-0.220668,-16.386351
27.796840,-0.232689,-16.373700
27.804210,-0.244746,-16.361005
27.811587,-0.256831,-16.348278
27.818964,-0.268933,-16.335526
27.826337,-0.281046,-16.322759
27.833702,-0.293162,-16.309984
27.841054,-0.305275,-16.297209
27.848391,-0.317378,-16.284438
27.855708,-0.329467,-16.271677
27.863004,-0.341537,-16.258933
27.870275,-0.353584,-16.246208
27.877519,-0.365604,-16.233507
27.884736,-0.377594,-16.220834
27.891921,-0.389550,-16.208192
27.899075,-0.401470,-16.195583
27.906196,-0.413352,-16.183011
27.913283,-0.425193,-16.170478
27.920334,-0.436992,-16.157986
27.927349,-0.448746,-16.145536
27.934326,-0.460455,-16.133131
27.941266,-0.472116,-16.120771
27.948168,-0.483730,-16.108458
27.955030,-0.495294,-16.096194
27.961854,-0.506807,-16.083979
27.968638,-0.518270,-16.071815
27.975381,-0.529681,-16.059701
27.982085,-0.541040,-16.047639
27.988748,-0.552346,-16.035629
27.995371,-0.563599,-16.023672
28.001954,-0.574798,-16.011768
28.008495,-0.585943,-15.999918
28.014997,-0.597035,-15.988121
28.021457,-0.608072,-15.976379
28.027878,-0.619054,-15.964691
28.034257,-0.629982,-15.953058
28.040597,-0.640856,-15.941479
28.046896,-0.651675,-15.929955
28.053155,-0.662439,-15.918486
28.059374,-0.673149,-15.907072
28.065553,-0.683804,-15.895712
28.071692,-0.694405,-15.884408
28.077792,-0.704951,-15.873158
28.083853,-0.715443,-15.861962
28.089875,-0.725881,-15.850822
28.095857,-0.736266,-15.839735
28.101802,-0.746596,-15.828704
28.107707,-0.756873,-15.817726
28.113575,-0.767096,-15.806802
28.119404,-0.777266,-15.795933
28.125196,-0.787383,-15.785117
28.130950,-0.797447,-15.774355
28.136666,-0.807458,-15.763646
28.142346,-0.817417,-15.752991
28.147989,-0.827324,-15.742388
28.153595,-0.837179,-15.731839
28.159165,-0.846982,-15.721342
28.164698,-0.856733,-15.710897
28.170196,-0.866433,-15.700505
28.175658,-0.876082,-15.690165
28.181085,-0.885681,-15.679877
28.186476,-0.895229,-15.669640
28.191833,-0.904726,-15.659455
28.197155,-0.914173,-15.649321
28.202442,-0.923571,-15.639238
28.207696,-0.932919,-15.629206
28.212915,-0.942217,-15.619224
28.218100,-0.951467,-15.609293
28.223253,-0.960668,-15.599412
28.228371,-0.969820,-15.589580
28.233457,-0.978923,-15.579799
28.238510,-0.987979,-15.570066
28.243530,-0.996986,-15.560383
28.248519,-1.005947,-15.550749
28.253474,-1.014859,-15.541163
28.258399,-1.023725,-15.531626
28.263291,-1.032544,-15.522137
28.268152,-1.041316,-15.512697
28.272982,-1.050041,-15.503304
28.277780,-1.058721,-15.493959
28.282548,-1.067354,-15.484661
28.287286,-1.075942,-15.475410
28.291993,-1.084485,-15.466206
28.296670,-1.092982,-15.457049
28.301317,-1.101435,-15.447939
28.305934,-1.109842,-15.438874
28.310522,-1.118205,-15.429856
28.315081,-1.126524,-15.420884
28.319610,-1.134799,-15.411957
28.324111,-1.143030,-15.403075
28.328583,-1.151218,-15.394239
28.333026,-1.159362,-15.385448
28.337442,-1.167463,-15.376701
28.341829,-1.175521,-15.367999
28.346188,-1.183537,-15.359341
28.350520,-1.191510,-15.350728
28.354824,-1.199441,-15.342158
28.359101,-1.207330,-15.333632
28.363351,-1.215178,-15.325149
28.367574,-1.222983,-15.316709
28.371770,-1.230748,-15.308313
28.375940,-1.238471,-15.299959
28.380083,-1.246154,-15.291648
28.384200,-1.253796,-15.283380
28.388291,-1.261397,-15.275153
28.392357,-1.268958,-15.266969
28.396397,-1.276480,-15.258826
28.400411,-1.283961,-15.250725
28.404400,-1.291403,-15.242665
28.408364,-1.298806,-15.234647
28.412303,-1.306169,-15.226669
28.416218,-1.313493,-15.218732
28.420108,-1.320779,-15.210836
28.423973,-1.328026,-15.202980
28.427814,-1.335235,-15.195165
28.431632,-1.342406,-15.187389
28.435425,-1.349538,-15.179653
28.439195,-1.356633,-15.171957
28.442941,-1.363691,-15.164300
28.446663,-1.370711,-15.156682
28.450363,-1.377694,-15.149103
28.454039,-1.384640,-15.141563
28.457693,-1.391550,-15.134062
28.461323,-1.398422,-15.126599
28.464932,-1.405259,-15.119174
28.468517,-1.412059,-15.111788
28.472081,-1.418824,-15.104439
28.475622,-1.425552,-15.097128
28.479141,-1.432245,-15.089854
28.482639,-1.438903,-15.082618
28.486115,-1.445525,-15.075419
28.489569,-1.452113,-15.068256
28.493002,-1.458665,-15.061131
28.496413,-1.465183,-15.054042
28.499804,-1.471667,-15.046989
28.503174,-1.478116,-15.039973
28.506522,-1.484531,-15.032992
28.509851,-1.490912,-15.026048
28.513158,-1.497260,-15.019139
28.516445,-1.503574,-15.012266
28.519712,-1.509854,-15.005427
28.522959,-1.516102,-14.998624
28.526186,-1.522316,-14.991857
28.529393,-1.528498,-14.985123
28.532581,-1.534646,-14.978425
28.535749,-1.540763,-14.971761
28.538897,-1.546847,-14.965131
28.542026,-1.552898,-14.958535
28.545136,-1.558918,-14.951973
28.548227,-1.564906,-14.945445
28.551299,-1.570863,-14.938950
28.554352,-1.576788,-14.932489
28.557386,-1.582681,-14.926061
28.560402,-1.588544,-14.919667
28.563400,-1.594375,-14.913305
28.566379,-1.600176,-14.906976
28.569340,-1.605946,-14.900679
28.572283,-1.611686,-14.894415
28.575209,-1.617395,-14.888183
28.578116,-1.623074,-14.881983
28.581006,-1.628723,-14.875816
28.583878,-1.634342,-14.869680
28.586732,-1.639932,-14.863575
28.589570,-1.645492,-14.857502
28.592390,-1.651022,-14.851461
28.595193,-1.656524,-14.845450
28.597979,-1.661996,-14.839471
28.600748,-1.667439,-14.833522
28.603500,-1.672854,-14.827604
28.606236,-1.678240,-14.821717
28.608955,-1.683598,-14.815860
28.611658,-1.688927,-14.810033
28.614344,-1.694228,-14.804236
28.617014,-1.699502,-14.798469
28.619669,-1.704747,-14.792732
28.622307,-1.709965,-14.787025
28.624929,-1.715155,-14.781346
28.627535,-1.720317,-14.775698
28.630126,-1.725453,-14.770078
28.632701,-1.730561,-14.764488
28.635261,-1.735642,-14.758926
28.637805,-1.740697,-14.753393
28.640334,-1.745725,-14.747889
28.642848,-1.750726,-14.742413
28.645347,-1.755701,-14.736965
28.647830,-1.760649,-14.731546
28.650299,-1.765572,-14.726154
28.652753,-1.770468,-14.720791
28.655193,-1.775339,-14.715455
28.657618,-1.780184,-14.710146
28.660028,-1.785003,-14.704866
28.662424,-1.789797,-14.699612
28.664806,-1.794566,-14.694386
28.667173,-1.799309,-14.689186
28.669526,-1.804028,-14.684014
28.671865,-1.808721,-14.678868
28.674191,-1.813390,-14.673749
28.676502,-1.818034,-14.668656
28.678800,-1.822653,-14.663590
28.681084,-1.827248,-14.658550
28.683354,-1.831819,-14.653536
28.685611,-1.836366,-14.648548
28.687855,-1.840889,-14.643586
28.690085,-1.845388,-14.638650
28.692302,-1.849863,-14.633739
28.694506,-1.854314,-14.628853
28.696697,-1.858742,-14.623993
28.698875,-1.863147,-14.619158
28.701040,-1.867529,-14.614348
28.703192,-1.871887,-14.609563
28.705331,-1.876222,-14.604803
28.707458,-1.880535,-14.600067
28.709572,-1.884824,-14.595356
28.711674,-1.889091,-14.590669
28.713763,-1.893336,-14.586007
28.715840,-1.897558,-14.581369
28.717905,-1.901758,-14.576755
28.719957,-1.905936,-14.572164
28.721998,-1.910091,-14.567598
28.724026,-1.914225,-14.563055
28.726043,-1.918337,-14.558536
28.728047,-1.922427,-14.554040
28.730040,-1.926496,-14.549567
28.732021,-1.930543,-14.545118
28.733991,-1.934569,-14.540692
28.735949,-1.938574,-14.536289
28.737895,-1.942557,-14.531908
28.739830,-1.946520,-14.527550
28.741754,-1.950461,-14.523215
28.743667,-1.954382,-14.518903
28.745568,-1.958282,-14.514613
28.747458,-1.962162,-14.510345
28.749337,-1.966021,-14.506099
28.751205,-1.969860,-14.501875
28.753062,-1.973678,-14.497673
28.754908,-1.977476,-14.493493
28.756744,-1.981255,-14.489335
28.758569,-1.985013,-14.485198
28.760383,-1.988752,-14.481083
28.762186,-1.992470,-14.476989
28.763980,-1.996170,-14.472916
28.765762,-1.999849,-14.468865
28.767534,-2.003510,-14.464834
28.769296,-2.007151,-14.460825
28.771048,-2.010773,-14.456836
28.772789,-2.014375,-14.452868
28.774521,-2.017959,-14.448921
28.776242,-2.021524,-14.444994
28.777953,-2.025070,-14.441087
28.779655,-2.028597,-14.437201
28.781346,-2.032106,-14.433335
28.783028,-2.035596,-14.429489
28.784700,-2.039068,-14.425663
28.786362,-2.042522,-14.421857
28.788015,-2.045957,-14.418071
28.789658,-2.049374,-14.414304
28.791291,-2.052774,-14.410558
28.792916,-2.056155,-14.406830
28.794530,-2.059518,-14.403122
28.796136,-2.062864,-14.399433
28.797732,-2.066192,-14.395763
28.799319,-2.069503,-14.392113
28.800896,-2.072796,-14.388481
28.802465,-2.076072,-14.384869
28.804025,-2.079330,-14.381275
28.805575,-2.082571,-14.377699
28.807117,-2.085796,-14.374143
28.808650,-2.089003,-14.370605
28.810174,-2.092193,-14.367085
28.811689,-2.095367,-14.363584
28.813195,-2.098524,-14.360100
28.814693,-2.101664,-14.356635
28.816182,-2.104787,-14.353188
28.817663,-2.107894,-14.349759
28.819135,-2.110985,-14.346348
28.820599,-2.114060,-14.342954
28.822054,-2.117118,-14.339579
28.823501,-2.120160,-14.336220
28.824940,-2.123186,-14.332879
28.826370,-2.126196,-14.329556
28.827792,-2.129191,-14.326250
28.829207,-2.132169,-14.322961
28.830613,-2.135132,-14.319689
28.832010,-2.138079,-14.316435
28.833400,-2.141011,-14.313197
28.834782,-2.143927,-14.309976
28.836157,-2.146828,-14.306772
28.837523,-2.149714,-14.303584
28.838881,-2.152584,-14.300413
28.840232,-2.155440,-14.297259
28.841575,-2.158280,-14.294121
28.842910,-2.161105,-14.290999
28.844238,-2.163916,-14.287894
28.845558,-2.166711,-14.284805
28.846871,-2.169492,-14.281732
28.848176,-2.172258,-14.278675
28.849474,-2.175010,-14.275634
28.850764,-2.177747,-14.272608
28.852047,-2.180470,-14.269599
28.853323,-2.183178,-14.266605
28.854591,-2.185872,-14.263627
28.855852,-2.188552,-14.260664
28.857106,-2.191218,-14.257717
28.858353,-2.193870,-14.254785
28.859593,-2.196508,-14.251868
28.860826,-2.199132,-14.248967
28.862052,-2.201742,-14.246080
28.863271,-2.204338,-14.243209
28.864483,-2.206921,-14.240353
28.865688,-2.209490,-14.237511
28.866886,-2.212045,-14.234685
28.868078,-2.214587,-14.231873
28.869262,-2.217116,-14.229076
28.870440,-2.219632,-14.226293
28.871612,-2.222134,-14.223525
28.872777,-2.224623,-14.220771
28.873935,-2.227098,-14.218032
28.875086,-2.229561,-14.215307
28.876232,-2.232011,-14.212596
28.877370,-2.234448,-14.209899
28.878502,-2.236872,-14.207217
28.879628,-2.239284,-14.204548
28.880748,-2.241682,-14.201894
28.881861,-2.244068,-14.199253
28.882968,-2.246442,-14.196626
28.884069,-2.248803,-14.194012
28.885163,-2.251151,-14.191412
28.886251,-2.253487,-14.188826
28.887334,-2.255811,-14.186253
28.888410,-2.258123,-14.183694
28.889480,-2.260422,-14.181148
28.890544,-2.262710,-14.178616
28.891602,-2.264985,-14.176096
28.892654,-2.267248,-14.173590
28.893700,-2.269500,-14.171097
28.894740,-2.271739,-14.168616
28.895775,-2.273967,-14.166149
28.896803,-2.276183,-14.163695
28.897826,-2.278387,-14.161253
28.898844,-2.280580,-14.158824
28.899855,-2.282761,-14.156408
28.900861,-2.284931,-14.154005
28.901861,-2.287089,-14.151614
28.902855,-2.289236,-14.149235
28.903844,-2.291372,-14.146869
28.904828,-2.293496,-14.144515
28.905806,-2.295609,-14.142174
28.906778,-2.297712,-14.139845
28.907745,-2.299803,-14.137528
28.908707,-2.301883,-14.135223
28.909663,-2.303952,-14.132930
28.910614,-2.306010,-14.130649
28.911560,-2.308057,-14.128380
28.912500,-2.310094,-14.126122
28.913435,-2.312120,-14.123877
28.914365,-2.314135,-14.121643
28.915289,-2.316140,-14.119421
28.916209,-2.318134,-14.117211
28.917123,-2.320117,-14.115012
28.918032,-2.322090,-14.112824
28.918937,-2.324053,-14.110648
28.919836,-2.326005,-14.108484
28.920730,-2.327947,-14.106330
28.921619,-2.329879,-14.104188
28.922503,-2.331801,-14.102057
28.923382,-2.333713,-14.099938
28.924257,-2.335614,-14.097829
28.925126,-2.337506,-14.095731
28.925991,-2.339387,-14.093645
28.926851,-2.341259,-14.091569
28.927706,-2.343121,-14.089504
28.928556,-2.344973,-14.087450
28.929402,-2.346815,-14.085406
28.930243,-2.348648,-14.083373
28.931079,-2.350471,-14.081351
28.931911,-2.352284,-14.079340
28.932738,-2.354088,-14.077339
28.933560,-2.355882,-14.075348
28.934378,-2.357667,-14.073368
28.935191,-2.359443,-14.071398
28.936000,-2.361209,-14.069438
28.936804,-2.362966,-14.067489
28.937604,-2.364713,-14.065550
28.938400,-2.366452,-14.063621
28.939191,-2.368181,-14.061702
28.939977,-2.369901,-14.059793
28.940760,-2.371613,-14.057894
28.941538,-2.373315,-14.056005
28.942311,-2.375008,-14.054126
28.943081,-2.376692,-14.052257
28.943846,-2.378368,-14.050397
28.944607,-2.380034,-14.048547
28.945364,-2.381692,-14.046707
28.946116,-2.383341,-14.044877
28.946864,-2.384981,-14.043056
28.947609,-2.386613,-14.041244
28.948349,-2.388236,-14.039442
28.949085,-2.389851,-14.037650
28.949817,-2.391457,-14.035867
28.950545,-2.393055,-14.034093
