accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.007226,0.993978,-10.780940
0.996955,1.009510,-10.786594
0.994945,0.997051,-10.780401
1.008836,1.004879,-10.779687
1.002050,0.996823,-10.782644
1.003046,0.815626,-10.787590
1.010948,0.654809,-10.774246
1.001404,0.582213,-10.776551
0.848732,0.516130,-10.780582
0.556216,0.461615,-10.774446
0.507681,0.418496,-10.777080
0.462495,0.362289,-10.783645
0.421832,0.325783,-10.764056
0.379283,0.288257,-10.780057
0.333230,0.257604,-10.771643
0.308063,0.220588,-10.773619
0.283990,0.177565,-10.779622
0.259089,0.157227,-10.781905
0.230979,0.125907,-10.766691
0.220947,0.108163,-10.781523
0.197286,0.084767,-10.773119
0.184014,0.061528,-10.774095
0.168947,0.040644,-10.777993
0.155617,0.023341,-10.770711
0.142406,0.007123,-10.774827
0.133379,-0.015009,-10.771768
0.125166,-0.019938,-10.779292
0.119703,-0.045696,-10.776187
0.114623,-0.057474,-10.780236
0.108865,-0.051682,-10.779792
0.089832,-0.073262,-10.763931
0.102451,-0.088485,-10.768789
0.095902,-0.097589,-10.772680
0.087190,-0.110737,-10.770941
0.090956,-0.121595,-10.775155
0.089310,-0.125323,-10.772642
0.086363,-0.137302,-10.762019
0.083029,-0.150028,-10.774468
0.083606,-0.155047,-10.774838
0.086202,-0.174002,-10.766603
0.080410,-0.177740,-10.778722
0.066979,-0.182858,-10.773787
0.078876,-0.204761,-10.775566
0.075080,-0.196876,-10.764724
0.082077,-0.203240,-10.778173
0.088526,-0.209958,-10.770045
0.078061,-0.226721,-10.763259
0.083260,-0.231167,-10.776387
0.088045,-0.229836,-10.765671
0.078749,-0.244572,-10.764407
0.085642,-0.247748,-10.771179
0.081270,-0.255343,-10.767768
0.090716,-0.260315,-10.769058
0.084659,-0.273327,-10.763525
0.086907,-0.267473,-10.766000
0.087682,-0.280331,-10.774123
0.092010,-0.289269,-10.769842
0.098307,-0.293816,-10.766179
0.086139,-0.298495,-10.771839
0.099784,-0.311426,-10.777028
0.088721,-0.315804,-10.770270
0.095073,-0.326850,-10.769857
0.094300,-0.325545,-10.768920
0.102428,-0.338040,-10.776475
0.107237,-0.341589,-10.772342
0.104978,-0.346107,-10.763255
0.108800,-0.351607,-10.770610
0.098829,-0.360954,-10.767394
0.110632,-0.374777,-10.767033
0.107574,-0.378250,-10.756641
0.111830,-0.374281,-10.759894
0.115637,-0.384926,-10.768156
0.113256,-0.390238,-10.770515
0.118699,-0.396102,-10.757194
0.122448,-0.399168,-10.753762
0.117110,-0.409035,-10.756428
0.126211,-0.408976,-10.761076
0.126751,-0.417058,-10.762195
0.126427,-0.430929,-10.756430
0.126491,-0.415766,-10.767000
0.122788,-0.426154,-10.765458
0.128465,-0.434225,-10.773849
0.136552,-0.439438,-10.757374
0.134591,-0.454041,-10.764119
0.139044,-0.460756,-10.776363
0.138224,-0.468289,-10.760148
0.149185,-0.466248,-10.771513
0.134395,-0.462947,-10.760298
0.139831,-0.472952,-10.761199
0.148349,-0.482649,-10.762137
0.146525,-0.481656,-10.769313
0.141498,-0.488939,-10.749690
0.150163,-0.494312,-10.760280
0.150078,-0.502098,-10.752121
0.146406,-0.497485,-10.763133
0.156107,-0.513492,-10.754129
0.157022,-0.514385,-10.751120
0.155390,-0.520640,-10.752070
0.155903,-0.525559,-10.757012
0.155473,-0.533919,-10.763195
0.155677,-0.532930,-10.755823
0.160359,-0.543157,-10.757093
0.153400,-0.548455,-10.758718
0.161026,-0.544172,-10.753242
0.167838,-0.560995,-10.752989
0.175430,-0.559859,-10.758927
0.174109,-0.568871,-10.754262
0.172659,-0.568760,-10.752673
0.170497,-0.581312,-10.759645
0.164813,-0.578172,-10.748414
0.167207,-0.580379,-10.750298
0.169058,-0.573831,-10.748860
0.175056,-0.601201,-10.751793
0.183970,-0.605191,-10.753829
0.183610,-0.605774,-10.756870
0.177953,-0.609693,-10.744912
0.182505,-0.610009,-10.752893
0.186480,-0.613949,-10.750260
0.188342,-0.626577,-10.748478
0.179565,-0.621950,-10.750067
0.184849,-0.631524,-10.751841
0.191499,-0.641314,-10.749807
0.192411,-0.638608,-10.755606
0.188530,-0.639547,-10.742025
0.197229,-0.647605,-10.750534
0.194937,-0.648030,-10.754502
0.197576,-0.667654,-10.746683
0.201536,-0.661619,-10.749812
0.199465,-0.669694,-10.744450
0.197388,-0.673930,-10.752343
0.197391,-0.670242,-10.749850
0.193756,-0.677258,-10.742525
0.205899,-0.678451,-10.738719
0.203277,-0.687683,-10.745996
0.213614,-0.690553,-10.746627
0.204676,-0.701960,-10.743389
0.206072,-0.696651,-10.738405
0.215454,-0.710406,-10.734555
0.203887,-0.701643,-10.732334
0.214203,-0.715894,-10.739971
0.214065,-0.718536,-10.738291
0.212993,-0.716516,-10.748192
0.221081,-0.724590,-10.749922
0.216621,-0.730515,-10.738006
0.214337,-0.736711,-10.738020
0.219789,-0.726455,-10.744984
0.221666,-0.743754,-10.740627
0.219947,-0.743259,-10.733377
0.220464,-0.748173,-10.741325
0.215103,-0.759542,-10.745120
0.226769,-0.759490,-10.736501
0.222898,-0.760628,-10.746382
0.220991,-0.762573,-10.739798
0.221843,-0.773277,-10.740995
0.229442,-0.774469,-10.744030
0.232819,-0.781292,-10.734552
0.233362,-0.770061,-10.729215
0.230488,-0.779325,-10.727771
0.237673,-0.783060,-10.734924
0.242523,-0.793703,-10.741162
0.230599,-0.803619,-10.735589
0.239496,-0.793551,-10.741303
0.231532,-0.795755,-10.736519
0.242534,-0.810294,-10.746290
0.236410,-0.805741,-10.733355
0.241693,-0.811168,-10.739392
0.248399,-0.813346,-10.739566
0.253664,-0.820789,-10.731801
0.246460,-0.825143,-10.732483
0.249774,-0.835491,-10.729614
0.243476,-0.829813,-10.735498
0.242737,-0.829390,-10.736581
0.247612,-0.834487,-10.741683
0.252880,-0.846832,-10.735312
0.250866,-0.846526,-10.738688
0.248947,-0.855106,-10.727461
0.257794,-0.853250,-10.730566
0.259254,-0.857116,-10.725951
0.256945,-0.865331,-10.729012
