ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378132.545152,15.604609,-52.219686,-1.564028,0.620221,-3.116531
6378130.966706,16.216720,-55.330533,-1.590748,0.605139,-3.105954
6378129.367525,16.817024,-58.433088,-1.606388,0.596155,-3.099636
6378127.756184,17.410307,-61.530701,-1.615577,0.590822,-3.095879
6378126.137692,17.999428,-64.625380,-1.620988,0.587662,-3.093651
6378124.514985,18.586083,-67.718321,-1.624178,0.585792,-3.092332
6378122.889792,19.171280,-70.810233,-1.626061,0.584687,-3.091552
6378121.263132,19.755614,-73.901536,-1.627173,0.584033,-3.091090
6378119.635606,20.339439,-76.992479,-1.627829,0.583647,-3.090818
6378118.007568,20.922963,-80.083210,-1.628217,0.583419,-3.090656
6378116.379228,21.506309,-83.173815,-1.628446,0.583284,-3.090561
6378114.750003,22.089098,-86.263830,-1.645877,0.572037,-3.077856
6378112.973154,22.554139,-89.237954,-1.899889,0.341143,-2.868396
6378110.985847,22.757898,-92.014139,-2.059229,0.058222,-2.689372
6378108.889319,22.667040,-94.634463,-2.118084,-0.244343,-2.558845
6378106.781498,22.272591,-97.151657,-2.081803,-0.545993,-2.484562
6378104.754947,21.583659,-99.623767,-1.955312,-0.830656,-2.469305
6378102.898211,20.624638,-102.109089,-1.741676,-1.083209,-2.510741
6378101.297343,19.436064,-104.661109,-1.443195,-1.285955,-2.601587
6378100.035193,18.078423,-107.323755,-1.064678,-1.416454,-2.730069
6378099.186741,16.637030,-110.127251,-0.617902,-1.447703,-2.880655
6378098.802535,15.219262,-113.079315,-0.256480,-1.462318,-2.928750
6378098.364881,13.338057,-115.750734,-0.543884,-2.346778,-2.553259
6378097.724390,10.524647,-118.216799,-0.741260,-3.290942,-2.377499
6378096.935602,7.082436,-120.569301,-0.810605,-3.451301,-2.354596
6378096.111871,3.636820,-122.927652,-0.834956,-3.440719,-2.361565
6378095.269190,0.199511,-125.291432,-0.849291,-3.434378,-2.365679
6378094.415346,-3.232835,-127.658420,-0.857742,-3.430601,-2.368108
6378093.554917,-6.662229,-130.027301,-0.862729,-3.428360,-2.369543
6378092.690603,-10.089874,-132.397300,-0.865672,-3.427031,-2.370390
6378091.823995,-13.516482,-134.767960,-0.867410,-3.426246,-2.370891
6378090.956031,-16.942477,-137.139010,-0.868437,-3.425781,-2.371187
6378090.087267,-20.368110,-139.510291,-0.869043,-3.425506,-2.371362
6378089.218031,-23.793528,-141.881709,-0.869402,-3.425344,-2.371465
6378088.406819,-27.221817,-144.275527,-0.591604,-3.435409,-2.477660
6378088.158514,-30.631929,-146.881846,0.105515,-3.359208,-2.737631
6378088.611752,-33.889379,-149.746836,0.805264,-3.126082,-2.993563
6378089.749929,-36.831488,-152.862468,1.467927,-2.726018,-3.237483
6378091.514143,-39.290747,-156.212846,2.048785,-2.159902,-3.461562
6378093.799447,-41.106845,-159.774321,2.501057,-1.441661,-3.658150
6378096.454726,-42.140361,-163.515747,2.779928,-0.599369,-3.819936
6378099.286849,-42.286938,-167.398901,2.846999,0.324933,-3.940101
6378102.069299,-41.490567,-171.379044,2.674729,1.276846,-4.012468
6378104.555077,-39.754567,-175.405635,2.250438,2.192644,-4.031635
6378106.641238,-37.118584,-179.515975,2.196144,3.016503,-4.299580
6378109.103494,-34.076862,-183.966657,2.763935,3.061728,-4.612156
6378112.057103,-30.985543,-188.701763,2.930297,3.141017,-4.791213
6378114.907943,-27.804271,-193.514055,2.782374,3.215048,-4.830135
6378117.642649,-24.566698,-198.356267,2.693740,3.256615,-4.852481
6378120.307983,-21.297223,-203.215750,2.640958,3.280403,-4.865454
6378122.932077,-18.009379,-208.085295,2.609633,3.294186,-4.873039
6378125.531717,-14.710852,-212.960733,2.591077,3.302234,-4.877491
6378128.116881,-11.406073,-217.839637,2.580098,3.306955,-4.880112
6378130.693482,-8.097621,-222.720581,2.573605,3.309733,-4.881657
6378133.265021,-4.787006,-227.602729,2.569768,3.311370,-4.882568
6378135.833567,-1.475116,-232.485587,2.567500,3.312335,-4.883106
6378138.400345,1.837526,-237.368864,2.566160,3.312905,-4.883424
6378140.966079,5.150613,-242.252389,2.565368,3.313242,-4.883612
6378143.531195,8.463962,-247.136060,2.564900,3.313441,-4.883722
6378145.989169,11.881822,-252.001824,2.101652,3.752874,-4.799892
6378147.538743,16.058407,-256.657335,0.956228,4.573811,-4.474771
6378147.864054,20.939656,-260.889393,-0.337867,5.146956,-3.951433
6378146.851042,26.242981,-264.503245,-1.707148,5.405342,-3.239157
6378144.469061,31.629626,-267.320136,-3.058947,5.304971,-2.360734
6378140.786599,36.731023,-269.190394,-4.289079,4.831441,-1.351396
6378135.977943,41.180611,-270.004950,-5.291918,4.003864,-0.256828
6378130.319180,44.647817,-269.704500,-5.971442,2.875183,0.869551
6378124.173199,46.870484,-268.285669,-6.251961,1.528696,1.969836
6378117.964661,47.682019,-265.803738,-6.087239,0.071037,2.985223
6378111.979311,47.170050,-262.563072,-6.143627,-0.733166,3.227643
6378105.504510,46.514289,-259.404304,-6.830765,-0.559140,3.080791
6378098.501826,45.958739,-256.343801,-7.011577,-0.637945,3.091631
6378091.510645,45.248650,-253.222157,-6.973271,-0.771813,3.147248
6378084.550209,44.434337,-250.057360,-6.949290,-0.850688,3.179791
6378077.608775,43.558587,-246.867266,-6.934652,-0.897206,3.198905
6378070.678859,42.646591,-243.662298,-6.925841,-0.924659,3.210157
6378063.755849,41.713201,-240.448567,-6.920578,-0.940867,3.216790
6378056.836955,40.767178,-237.229669,-6.917449,-0.950439,3.220704
6378049.920505,39.813694,-234.007720,-6.915594,-0.956092,3.223015
6378043.005502,38.855803,-230.783970,-6.914495,-0.959432,3.224379
6378036.091357,37.895308,-227.559157,-6.913845,-0.961405,3.225185
6378029.177719,36.933276,-224.333716,-6.913461,-0.962570,3.225661
6378022.264380,35.970335,-221.107903,-6.913234,-0.963258,3.225942
6378015.458934,34.765766,-217.775038,-6.453130,-1.922067,3.645871
6378009.645212,31.959339,-213.772458,-5.066631,-3.646499,4.323440
6378005.471261,27.638512,-209.225921,-3.196119,-4.920725,4.724644
6378003.332567,22.319653,-204.427369,-1.027261,-5.621554,4.821414
6378003.422369,16.610118,-199.686817,1.224638,-5.692281,4.605934
6378005.714123,11.138478,-195.311936,3.339593,-5.148090,4.090852
6378009.969518,6.483612,-191.588029,5.118315,-4.072508,3.308130
6378015.770528,3.111740,-188.759884,6.404352,-2.605221,2.306466
6378022.570785,1.329196,-187.016819,7.100095,-0.923102,1.147510
6378029.759071,1.256388,-186.482004,7.174711,0.782715,-0.098844
