ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.122032,0.132587,-0.492196,0.123002,0.186662,-0.993122
6378137.222824,0.384846,-1.963061,0.079624,0.313783,-1.824733
6378137.293488,0.722695,-3.783808,0.062919,0.358399,-1.817152
6378137.350988,1.095198,-5.598283,0.052837,0.384558,-1.812118
6378137.400584,1.488046,-7.408707,0.046811,0.399940,-1.808952
6378137.445466,1.892869,-9.216619,0.043227,0.409002,-1.807014
6378137.487548,2.304749,-11.023005,0.041101,0.414346,-1.805846
6378137.527971,2.720794,-12.828475,0.039843,0.417500,-1.805147
6378137.567413,3.139297,-14.633399,0.039098,0.419362,-1.804732
6378137.606274,3.559251,-16.437998,0.038658,0.420462,-1.804485
6378137.644791,3.980063,-18.242405,0.038398,0.421111,-1.804339
6378137.683106,4.401381,-20.046698,0.038244,0.421495,-1.804253
6378137.721301,4.822998,-21.850923,0.038153,0.421722,-1.804202
6378137.759425,5.244792,-23.655109,0.038099,0.421855,-1.804172
6378137.794651,5.678615,-25.445632,0.028867,0.461316,-1.760015
6378137.816894,6.172327,-27.174177,0.015823,0.526797,-1.699221
6378137.826652,6.731760,-28.850343,0.003455,0.592880,-1.655656
6378137.823239,7.357737,-30.491975,-0.011014,0.659882,-1.630505
6378137.803143,8.051006,-32.117934,-0.030431,0.727318,-1.624618
6378137.760046,8.811425,-33.747768,-0.057529,0.793893,-1.638509
6378137.685027,9.637172,-35.401365,-0.094747,0.857537,-1.672341
6378137.566946,10.523995,-37.098600,-0.144056,0.915473,-1.725921
6378137.392987,11.464561,-38.858979,-0.206803,0.964326,-1.798701
6378137.149352,12.447918,-40.701286,-0.283578,1.000254,-1.889778
6378136.713368,13.484919,-42.932058,-0.716534,1.018541,-2.769419
6378135.569586,14.308116,-45.947601,-1.438370,0.686841,-3.162746
6378134.088064,14.972742,-49.095020,-1.518100,0.645378,-3.134084
