q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000012,0.000012
1.000000,0.000075,0.000035,0.000034
1.000000,0.000150,0.000067,0.000065
1.000000,0.000250,0.000109,0.000105
1.000000,0.000375,0.000158,0.000152
1.000000,0.000525,0.000214,0.000207
1.000000,0.000700,0.000277,0.000267
0.999999,0.000898,0.000345,0.000333
0.999999,0.001115,0.000418,0.000403
0.999999,0.001351,0.000496,0.000478
0.999998,0.001603,0.000578,0.000557
0.999998,0.001870,0.000664,0.000639
0.999997,0.002150,0.000753,0.000724
0.999996,0.002440,0.000844,0.000811
0.999995,0.002741,0.000939,0.000901
0.999994,0.003051,0.001035,0.000993
0.999993,0.003369,0.001134,0.001087
0.999992,0.003694,0.001234,0.001183
0.999990,0.004025,0.001336,0.001279
0.999989,0.004361,0.001439,0.001377
0.999987,0.004702,0.001543,0.001476
0.999985,0.005047,0.001648,0.001576
0.999983,0.005396,0.001755,0.001676
0.999980,0.005747,0.001861,0.001777
0.999978,0.006100,0.001969,0.001878
0.999975,0.006456,0.002077,0.001980
0.999972,0.006813,0.002185,0.002082
0.999969,0.007172,0.002294,0.002184
0.999966,0.007531,0.002403,0.002286
0.999963,0.007891,0.002512,0.002388
0.999959,0.008252,0.002622,0.002490
0.999956,0.008613,0.002731,0.002592
0.999952,0.008974,0.002840,0.002694
0.999948,0.009334,0.002949,0.002795
0.999944,0.009695,0.003059,0.002897
0.999940,0.010055,0.003168,0.002998
0.999936,0.010414,0.003277,0.003099
0.999931,0.010772,0.003385,0.003199
0.999927,0.011130,0.003494,0.003299
0.999922,0.011487,0.003602,0.003399
0.999917,0.011842,0.003710,0.003498
0.999912,0.012197,0.003817,0.003597
0.999907,0.012550,0.003925,0.003696
0.999901,0.012902,0.004032,0.003794
0.999896,0.013253,0.004138,0.003892
0.999891,0.013603,0.004245,0.003989
0.999885,0.013951,0.004351,0.004085
0.999879,0.014297,0.004456,0.004182
0.999873,0.014643,0.004561,0.004277
0.999867,0.014986,0.004666,0.004373
0.999861,0.015329,0.004771,0.004467
0.999855,0.015669,0.004875,0.004562
0.999849,0.016008,0.004978,0.004655
0.999842,0.016346,0.005081,0.004749
0.999836,0.016682,0.005184,0.004841
