ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.010000,0.010001,-0.010000
0.019997,0.020004,-0.019998
0.029992,0.030013,-0.029995
0.039983,0.040028,-0.039989
0.049969,0.050053,-0.049978
0.059950,0.058308,-0.059965
0.069927,0.064959,-0.069948
0.079898,0.070964,-0.079928
0.088266,0.076388,-0.089904
0.093817,0.081289,-0.099874
0.098804,0.085725,-0.109840
0.103281,0.089742,-0.119803
0.107300,0.093385,-0.129762
0.110906,0.096692,-0.139718
0.114140,0.099699,-0.149671
0.117038,0.102438,-0.159621
0.119634,0.104937,-0.169570
0.121957,0.107222,-0.179516
0.124034,0.109315,-0.189460
0.125890,0.111238,-0.199402
0.127545,0.113009,-0.209343
0.129020,0.114644,-0.219283
0.130332,0.116158,-0.229222
0.131498,0.117566,-0.239159
0.132530,0.118879,-0.249096
0.133443,0.120109,-0.259032
0.134247,0.121264,-0.268967
0.134954,0.122353,-0.278901
0.135572,0.123386,-0.288835
0.136110,0.124367,-0.298769
0.136575,0.125305,-0.308702
0.136975,0.126205,-0.318634
0.137316,0.127071,-0.328566
0.137603,0.127909,-0.338498
0.137840,0.128722,-0.348429
0.138034,0.129515,-0.358361
0.138187,0.130290,-0.368291
0.138303,0.131051,-0.378222
0.138386,0.131800,-0.388152
0.138438,0.132540,-0.398082
0.138463,0.133272,-0.408012
0.138462,0.133999,-0.417941
0.138438,0.134722,-0.427870
0.138393,0.135443,-0.437799
0.138328,0.136164,-0.447727
0.138246,0.136885,-0.457655
0.138147,0.137607,-0.467583
0.138032,0.138332,-0.477511
0.137904,0.139061,-0.487438
0.137763,0.139793,-0.497365
0.137609,0.140530,-0.507291
0.137445,0.141273,-0.517218
0.137270,0.142022,-0.527143
0.137085,0.142777,-0.537069
0.136891,0.143539,-0.546994
0.136689,0.144308,-0.556919
0.136478,0.145084,-0.566843
0.136260,0.145869,-0.576767
0.136035,0.146661,-0.586690
0.135804,0.147462,-0.596613
0.135565,0.148270,-0.606536
0.135321,0.149088,-0.616458
0.135071,0.149914,-0.626380
0.134815,0.150749,-0.636301
0.134554,0.151593,-0.646222
0.134288,0.152445,-0.656143
0.134017,0.153307,-0.666063
0.133742,0.154178,-0.675982
0.133462,0.155057,-0.685901
0.133177,0.155946,-0.695819
0.132888,0.156844,-0.705737
0.132595,0.157751,-0.715655
0.132298,0.158667,-0.725572
