accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.997802,0.293569,-10.779828
0.996817,0.266907,-10.788177
1.002127,0.243572,-10.784670
0.999230,0.213031,-10.786613
0.998812,0.196424,-10.778475
1.003003,0.174332,-10.780607
1.011876,0.157444,-10.776655
1.006808,0.139574,-10.785802
1.009117,0.127049,-10.779589
1.008589,0.115789,-10.774750
1.012287,0.103351,-10.781235
1.018005,0.093585,-10.781990
1.023606,0.087293,-10.783668
1.021263,0.081433,-10.779163
0.573533,0.065090,-10.791041
0.412478,0.055349,-10.786498
0.374710,0.067987,-10.792334
0.339432,0.055022,-10.777304
0.326488,0.042200,-10.786276
0.295135,0.049948,-10.795240
0.274900,0.039712,-10.780093
0.257954,0.044724,-10.790609
0.238022,0.037543,-10.786443
0.218239,0.032163,-10.783113
0.214876,0.027170,-10.787208
0.190949,0.019077,-10.792227
0.177889,0.019643,-10.785899
0.194194,0.016811,-10.784272
0.181761,0.023777,-10.787703
0.172142,0.016799,-10.780475
0.162887,0.001652,-10.787887
0.158904,0.020657,-10.787129
0.159731,0.018057,-10.789807
0.156579,0.010808,-10.783640
0.163930,0.020455,-10.789566
0.152414,0.005648,-10.777916
0.155093,0.020485,-10.785647
0.157679,0.009865,-10.792472
0.149469,0.004348,-10.798096
0.158284,0.008092,-10.802803
0.156403,-0.002357,-10.780104
0.149072,-0.000994,-10.798477
0.161502,0.003783,-10.781725
0.155161,0.002124,-10.788493
0.168620,0.003474,-10.795007
0.156592,0.007079,-10.791007
0.170770,0.005471,-10.780493
0.163689,0.002823,-10.784986
0.167362,0.002729,-10.775130
0.180494,0.000743,-10.788213
0.174576,0.004700,-10.784039
0.175836,-0.005610,-10.791441
0.186807,0.005522,-10.787688
0.189182,-0.003734,-10.780614
0.193051,-0.003214,-10.784446
0.199670,-0.005972,-10.785481
0.198382,-0.004984,-10.789233
0.195715,-0.002964,-10.786562
0.201274,-0.003362,-10.796771
0.202111,-0.006086,-10.780382
0.210345,0.004135,-10.780957
0.214664,-0.006674,-10.776643
0.215462,-0.009332,-10.781569
0.219205,0.000225,-10.779407
0.229280,-0.002003,-10.785032
0.229184,-0.006212,-10.789086
0.236729,-0.011073,-10.788689
0.234966,-0.001978,-10.777366
0.240242,-0.003030,-10.787151
0.240454,0.000275,-10.789088
0.238835,-0.006123,-10.786360
0.253315,0.001062,-10.781133
0.248925,-0.010815,-10.790592
0.259611,-0.001403,-10.781042
0.258842,-0.007010,-10.794059
0.268798,-0.000778,-10.777407
0.265955,-0.012130,-10.781289
0.267692,-0.002203,-10.778870
0.268603,-0.015440,-10.776121
0.286264,-0.010961,-10.766605
0.284769,-0.019127,-10.786141
0.286534,-0.010631,-10.780411
0.294918,-0.012893,-10.784482
0.298734,-0.003592,-10.781873
0.282424,-0.002528,-10.791319
0.300209,-0.008309,-10.780338
0.302359,-0.010331,-10.785182
0.294048,-0.006353,-10.786578
0.308231,-0.005137,-10.772522
0.314397,-0.012192,-10.781624
0.320440,-0.014104,-10.781756
0.313785,-0.007667,-10.773859
0.325105,-0.001781,-10.777769
0.315207,-0.001451,-10.774525
0.329959,-0.013949,-10.785679
0.318238,-0.008545,-10.776679
0.334790,-0.010400,-10.772953
0.331299,-0.013813,-10.772814
0.336468,-0.014180,-10.773451
0.338663,-0.008433,-10.780112
0.346993,-0.008443,-10.776275
0.352983,-0.016543,-10.781972
0.357419,-0.016312,-10.773741
0.352633,-0.011726,-10.781354
0.349576,-0.014779,-10.782488
0.358144,-0.011470,-10.784882
0.353466,-0.010741,-10.787323
0.366182,-0.008890,-10.791402
0.370936,-0.017921,-10.778355
0.376259,-0.010382,-10.776345
0.382708,-0.018841,-10.780793
0.371847,-0.022505,-10.769950
0.388678,-0.002057,-10.775982
0.386918,-0.016793,-10.778970
0.383340,-0.018478,-10.776180
0.386808,-0.022249,-10.771609
0.385250,-0.011269,-10.776129
0.395190,-0.021581,-10.774943
0.398620,-0.008257,-10.781195
0.404936,-0.023429,-10.777528
0.407485,-0.009354,-10.780009
0.409511,-0.008795,-10.766584
0.414624,-0.009234,-10.769397
0.413457,-0.012913,-10.766823
0.416902,-0.009548,-10.770076
0.419736,-0.014085,-10.775532
0.418184,-0.010823,-10.776468
0.435530,-0.018405,-10.771539
0.426835,-0.014436,-10.766999
0.432714,-0.022967,-10.776273
0.437670,-0.010300,-10.775561
0.437826,-0.006964,-10.777939
0.436826,-0.022439,-10.778395
0.444495,-0.016063,-10.770411
0.451264,-0.016117,-10.765246
0.445024,-0.015704,-10.781673
0.454246,-0.016611,-10.771883
0.442951,-0.016824,-10.777290
0.454375,-0.028615,-10.776228
0.458178,-0.021733,-10.770316
0.452444,-0.015554,-10.768787
0.461150,-0.025641,-10.767921
0.458957,-0.026055,-10.773004
0.473847,-0.018613,-10.767747
0.472787,-0.014766,-10.778887
0.471364,-0.030818,-10.772904
0.474343,-0.022063,-10.776757
0.473139,-0.024410,-10.769961
0.481652,-0.017087,-10.775166
0.470763,-0.023708,-10.772883
0.481615,-0.015305,-10.770374
0.489791,-0.014771,-10.764970
0.478248,-0.028782,-10.770770
0.491188,-0.030316,-10.774171
0.505155,-0.021322,-10.768242
0.507703,-0.025557,-10.779966
0.498436,-0.015262,-10.778145
0.506344,-0.021605,-10.770631
0.504871,-0.021209,-10.774610
0.500401,-0.026161,-10.776837
0.509466,-0.020144,-10.763857
0.515026,-0.027300,-10.767862
0.521027,-0.025482,-10.776831
0.506902,-0.019146,-10.770234
0.524318,-0.027437,-10.761711
0.518590,-0.023097,-10.776873
0.518387,-0.026825,-10.768216
0.526592,-0.025490,-10.769623
0.525737,-0.019099,-10.769342
0.532072,-0.030068,-10.777357
0.536657,-0.023233,-10.764090
0.532848,-0.034174,-10.766426
0.533638,-0.028265,-10.765209
0.535562,-0.025132,-10.769228
0.524488,-0.019984,-10.757808
0.538069,-0.016550,-10.776473
0.547146,-0.024603,-10.770777
0.550620,-0.018239,-10.776514
0.552420,-0.032335,-10.766817
0.542134,-0.029255,-10.779815
0.561569,-0.031876,-10.415548
0.551921,-0.036843,-9.756371
0.557968,-0.026922,-9.764335
0.561082,-0.024517,-9.774173
0.567036,-0.028464,-9.773599
0.565572,-0.028188,-9.772175
0.563363,-0.029804,-9.764419
0.570308,-0.027370,-9.771209
0.571598,-0.022445,-9.761785
0.580580,-0.027921,-9.761647
0.577259,-0.021993,-9.756245
0.584277,-0.031025,-9.776885
0.579570,-0.036294,-9.769372
0.581349,-0.022014,-9.766879
0.584757,-0.029174,-9.761192
0.579500,-0.028135,-9.771633
0.590193,-0.027438,-9.767200
0.593908,-0.031277,-9.770790
0.589048,-0.023786,-9.753621
0.597683,-0.038278,-9.764601
0.593142,-0.034944,-9.762512
0.600307,-0.034328,-9.771110
0.605828,-0.024793,-9.754467
0.607769,-0.024790,-9.764077
0.608156,-0.025957,-9.752245
0.604849,-0.031918,-9.762143
0.616988,-0.027433,-9.756198
0.618850,-0.025311,-9.768741
0.612599,-0.028203,-9.760766
0.608454,-0.025545,-9.766078
0.610109,-0.027842,-9.759143
0.614389,-0.032001,-9.765365
0.623522,-0.031269,-9.751339
0.618521,-0.023705,-9.757470
0.626480,-0.031227,-9.764631
0.630472,-0.030128,-9.763097
0.628433,-0.022122,-9.756090
0.636497,-0.021241,-9.758382
0.637508,-0.042392,-9.757123
0.632138,-0.033575,-9.757169
0.637217,-0.030453,-9.773290
0.633843,-0.027183,-9.759928
0.644897,-0.033131,-9.758414
0.644707,-0.029669,-9.760982
0.643716,-0.020390,-9.760234
0.650711,-0.033647,-9.763130
0.647763,-0.038056,-9.760225
0.652602,-0.037594,-9.748379
0.658288,-0.028009,-9.759640
0.652833,-0.027787,-9.763470
0.657934,-0.029379,-9.755647
0.660448,-0.031991,-9.759816
0.662765,-0.038433,-9.752959
0.658936,-0.027785,-9.759861
0.673550,-0.024133,-9.756825
0.662233,-0.031817,-9.758260
0.671388,-0.031676,-9.766331
0.673756,-0.029155,-9.746307
0.674223,-0.033839,-9.765519
0.678204,-0.031309,-9.748733
0.667364,-0.029375,-9.761240
0.676939,-0.033998,-9.758553
0.681217,-0.043408,-9.765169
0.686735,-0.035261,-9.763615
0.682610,-0.030747,-9.754303
0.680157,-0.031993,-9.755480
0.694226,-0.029290,-9.762910
0.689257,-0.027031,-9.764030
0.686497,-0.028353,-9.765112
0.693135,-0.032331,-9.750445
0.691835,-0.020081,-9.754191
0.690456,-0.031445,-9.751647
0.691736,-0.035933,-9.760207
0.699850,-0.033556,-9.755976
0.695748,-0.035660,-9.762887
0.700463,-0.031549,-9.756703
0.706880,-0.028257,-9.751785
0.691627,-0.040054,-9.756950
0.703721,-0.039762,-9.758689
0.704056,-0.033149,-9.756803
0.706494,-0.041478,-9.751111
0.708480,-0.030815,-9.760385
0.709935,-0.032409,-9.751697
0.714803,-0.032684,-9.763305
0.715215,-0.036994,-9.755678
0.717631,-0.030046,-9.749042
0.718316,-0.032104,-9.757649
0.705883,-0.032902,-9.753007
0.721546,-0.027701,-9.757312
0.721534,-0.037241,-9.762503
0.721107,-0.032111,-9.750114
0.735355,-0.033929,-9.750275
0.720804,-0.032523,-9.759983
0.729834,-0.031041,-9.745642
0.729000,-0.039665,-9.759583
0.734235,-0.037570,-9.756223
0.740087,-0.032171,-9.757229
0.731460,-0.040034,-9.756367
0.732146,-0.036607,-9.749550
0.732934,-0.029627,-9.763746
0.736606,-0.043358,-9.748269
0.733750,-0.037687,-9.738830
0.741845,-0.038770,-9.756710
0.743927,-0.038841,-9.746150
0.745736,-0.024183,-9.755436
0.746387,-0.039863,-9.756939
0.745718,-0.028917,-9.758619
0.744993,-0.030841,-9.753082
0.759831,-0.037157,-9.754181
0.742173,-0.033924,-9.751274
0.747415,-0.040912,-9.751148
0.760386,-0.036673,-9.754735
0.763536,-0.032213,-9.751770
0.755564,-0.028970,-9.760274
0.759478,-0.033292,-9.750338
0.756198,-0.033229,-9.752170
0.757203,-0.033625,-9.763341
0.753984,-0.033825,-9.753923
0.760305,-0.030258,-9.749203
0.762745,-0.041938,-9.751352
0.768301,-0.028604,-9.749293
0.772377,-0.032900,-9.748602
0.768316,-0.033949,-9.749073
0.761074,-0.036883,-9.756160
0.761183,-0.041073,-9.744899
0.764173,-0.037289,-9.744861
0.771655,-0.039350,-9.744813
0.772083,-0.038714,-9.749049
0.786453,-0.043722,-9.750971
0.770218,-0.033233,-9.751651
0.768988,-0.039676,-9.746153
0.776991,-0.032500,-9.754949
0.777440,-0.038725,-9.751502
0.786108,-0.038532,-9.745634
0.776610,-0.037540,-9.751848
0.778338,-0.036659,-9.749051
0.783983,-0.028728,-9.748999
0.788687,-0.040228,-9.748977
0.785335,-0.029583,-9.752396
0.784332,-0.032063,-9.747603
0.784246,-0.032891,-9.754277
0.778153,-0.031724,-9.751749
0.800596,-0.038261,-9.747539
0.792058,-0.037949,-9.747919
0.795688,-0.038508,-9.746685
0.793525,-0.036822,-9.741284
0.800333,-0.031712,-9.755985
0.795827,-0.028977,-9.750787
0.791400,-0.041919,-9.753973
0.800617,-0.032927,-9.745641
0.803347,-0.045713,-9.744143
0.798709,-0.039463,-9.741579
0.800518,-0.030023,-9.742869
0.805921,-0.046210,-9.741701
0.812457,-0.041880,-9.751210
0.802571,-0.033783,-9.749337
0.800634,-0.036961,-9.746195
0.809226,-0.039847,-9.747805
0.800487,-0.039165,-9.747901
0.806888,-0.034682,-9.746761
0.807290,-0.038043,-9.751543
0.812312,-0.032267,-9.750034
0.809483,-0.039848,-9.748034
0.811620,-0.043622,-9.755054
0.812480,-0.039054,-9.737585
0.811542,-0.039751,-9.748172
0.809256,-0.035064,-9.746624
0.816095,-0.041888,-9.746832
0.815975,-0.031632,-9.750109
0.811287,-0.033672,-9.747236
0.817169,-0.041951,-9.746077
0.823179,-0.043428,-9.746560
0.815067,-0.032583,-9.751798
0.823588,-0.040567,-9.753261
0.823833,-0.042520,-9.749280
0.820574,-0.040558,-9.741834
0.825259,-0.033389,-9.745657
0.819855,-0.042275,-9.743780
0.829659,-0.041861,-9.743469
0.823535,-0.042847,-9.739452
0.820401,-0.030109,-9.743409
0.826902,-0.036643,-9.746302
0.832795,-0.035783,-9.748788
0.824673,-0.040971,-9.753458
0.826555,-0.041470,-9.744844
0.836830,-0.040960,-9.746475
0.833308,-0.037922,-9.754402
0.831705,-0.041704,-9.747315
0.834108,-0.043299,-9.746461
0.837602,-0.043464,-9.745666
0.836229,-0.046830,-9.751668
0.837635,-0.041393,-9.746390
0.836482,-0.043870,-9.748510
0.841624,-0.034661,-9.745080
0.840356,-0.038796,-9.742953
0.845041,-0.034626,-9.748222
0.842466,-0.045511,-9.750231
0.848254,-0.040819,-9.740549
