gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378139.098320,-3.500399,0.108604,-0.001593,-0.057186,-0.009326
6378136.758436,8.187615,5.782729,0.150893,0.045706,-0.964688
6378137.818868,-8.108652,7.211431,0.094216,0.118534,-1.862276
6378142.094487,5.158333,-3.472692,-0.039249,0.039434,-1.765516
6378142.421293,16.058217,-4.363436,0.019889,0.114297,-1.747144
6378145.729524,-4.042910,-16.770853,0.070547,0.032299,-1.799348
6378145.537538,3.838630,1.655522,0.052835,0.034480,-1.760032
6378137.590871,-1.859088,-14.877852,-0.083471,0.040644,-1.838458
6378144.750282,3.248840,-4.809165,-0.030892,0.045121,-1.826250
6378140.034214,-5.904748,-19.447155,-0.010260,0.050638,-1.894059
6378132.136659,1.005289,-8.584766,0.000467,0.029845,-1.814270
6378142.410586,4.288610,-17.868607,-0.020055,0.123828,-1.860597
6378143.479194,-7.737778,-14.186756,0.025436,0.007930,-1.775436
6378135.810671,6.236121,-12.527610,-0.008203,0.091798,-1.794088
6378142.391124,-0.145579,-32.085650,-0.038847,0.082259,-1.864109
6378143.158370,2.636367,-22.861414,-0.103604,0.296686,-1.706645
6378138.175678,3.053555,-26.001117,-0.377067,0.693236,-1.514475
6378129.618769,-1.733568,-15.397798,-0.644795,0.887138,-1.238255
6378137.526566,1.218619,-27.157451,-0.890941,0.990219,-1.020917
6378142.853136,-0.640395,-39.345535,-0.956788,1.073641,-0.823872
6378141.204212,2.913805,-33.196488,-1.129178,1.016334,-0.732292
6378132.505183,7.297209,-35.200927,-1.103750,0.999187,-0.521258
6378127.129419,7.170676,-25.403620,-1.207963,1.159648,-0.479911
6378131.148932,9.706953,-22.611607,-1.197521,1.103772,-0.474245
6378122.845820,10.019409,-30.148664,-1.383498,1.381286,-0.443769
6378130.385621,16.760666,-39.116917,-2.583438,1.453645,-0.945295
6378130.245714,18.833852,-25.812128,-2.831546,1.226023,-0.918338
6378125.566824,15.162635,-28.397931,-2.824964,1.105147,-1.013258
6378115.425698,20.160280,-29.037510,-2.871204,1.093216,-0.975652
6378124.579659,12.842428,-48.024509,-2.837738,1.043753,-1.011006
6378108.448388,22.305770,-25.909639,-2.876939,1.118400,-0.934348
6378115.737922,23.524293,-47.094297,-2.850960,1.051588,-1.064478
6378097.498589,14.513785,-49.054554,-2.910660,1.096005,-0.981777
6378110.856872,19.869972,-43.926653,-2.942417,0.979119,-1.042594
6378095.247197,18.271331,-56.602423,-2.839642,1.049533,-0.910634
6378093.790192,15.579823,-35.239935,-2.849302,1.101708,-1.019592
6378096.187100,18.979435,-54.840950,-2.824079,0.999752,-0.924351
6378100.379002,27.879423,-44.208951,-2.833572,1.005264,-1.061505
6378081.689132,25.814336,-49.657560,-2.980587,1.082426,-0.879119
6378083.983685,23.492329,-48.087966,-2.876057,0.946994,-1.121638
6378075.843144,32.781573,-50.827992,-2.850755,0.552545,-1.348072
6378079.526081,27.088446,-45.771017,-2.775369,0.224971,-1.645661
6378077.474538,21.424288,-48.882938,-2.417376,-0.019865,-1.866344
6378083.855815,26.125435,-58.382787,-2.110489,-0.390052,-2.174508
6378069.491049,28.703824,-41.894398,-1.779738,-0.548494,-2.347231
6378061.796462,19.103898,-71.293850,-1.253372,-0.643052,-2.790380
6378081.463349,28.454472,-62.804820,-0.789201,-0.562531,-2.910631
6378080.539359,31.769420,-66.463476,-0.513442,-0.384399,-3.155115
