ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.014133,0.286479,0.272658
0.026819,0.551648,0.517912
0.038164,0.790027,0.738378
0.048272,1.004177,0.936425
0.057241,1.196415,1.114193
0.065166,1.368837,1.273621
0.072137,1.523338,1.416462
0.078239,1.661634,1.544304
0.083549,1.785277,1.658582
0.088140,1.895669,1.760595
0.092081,1.994082,1.851518
0.095434,2.081663,1.932415
0.098255,2.159453,2.004248
0.100597,2.228391,2.067887
0.102509,2.289328,2.124119
0.104033,2.343034,2.173659
0.105211,2.390204,2.217149
0.106077,2.431469,2.255173
0.106664,2.467399,2.288259
0.107004,2.498508,2.316884
0.107121,2.525264,2.341480
0.107041,2.548088,2.362437
0.106786,2.567361,2.380110
0.106376,2.583430,2.394817
0.105828,2.596606,2.406848
0.105158,2.607172,2.416465
0.104382,2.615384,2.423904
0.103512,2.621472,2.429380
0.102559,2.625647,2.433086
0.101535,2.628097,2.435197
0.100449,2.628993,2.435871
0.099308,2.628491,2.435253
0.098122,2.626730,2.433472
0.096897,2.623837,2.430644
0.095638,2.619926,2.426877
0.094351,2.615102,2.422266
0.093041,2.609457,2.416897
0.091713,2.603078,2.410850
0.090370,2.596039,2.404194
0.089016,2.588411,2.396995
0.087654,2.580257,2.389311
0.086286,2.571632,2.381193
0.084916,2.562589,2.372690
0.083544,2.553173,2.363843
0.082174,2.543427,2.354692
0.080807,2.533388,2.345273
0.079443,2.523091,2.335615
0.078086,2.512567,2.325749
0.076735,2.501843,2.315700
0.075393,2.490944,2.305491
0.074059,2.479894,2.295144
0.072734,2.468714,2.284677
0.071420,2.457421,2.274108
0.070116,2.446033,2.263452
0.068824,2.434565,2.252724
0.067544,2.423030,2.241936
0.066276,2.411441,2.231099
0.065020,2.399809,2.220224
0.063778,2.388144,2.209320
0.062548,2.376456,2.198395
0.061331,2.364752,2.187457
0.060128,2.353039,2.176513
0.058938,2.341326,2.165569
0.057761,2.329616,2.154631
0.056598,2.317916,2.143703
0.055449,2.306231,2.132789
0.054313,2.294565,2.121895
0.053191,2.282921,2.111023
0.052082,2.271304,2.100177
0.050987,2.259717,2.089359
0.049905,2.248161,2.078573
0.048837,2.236641,2.067820
0.047782,2.225157,2.057102
0.046741,2.213713,2.046422
0.045713,2.202309,2.035781
0.044697,2.190948,2.025181
0.043695,2.179630,2.014622
0.042706,2.168358,2.004106
0.041729,2.157132,1.993634
0.040766,2.145953,1.983207
0.039814,2.134822,1.972826
0.038876,2.123739,1.962490
0.037949,2.112706,1.952202
0.037035,2.101723,1.941961
0.036133,2.090790,1.931767
0.035243,2.079908,1.921622
0.034365,2.069078,1.911525
0.033498,2.058298,1.901476
0.032643,2.047570,1.891477
0.031800,2.036894,1.881526
0.030968,2.026270,1.871625
0.030148,2.015697,1.861773
0.029338,2.005177,1.851970
0.028539,1.994709,1.842216
0.027752,1.984293,1.832511
0.026975,1.973929,1.822856
0.026209,1.963617,1.813250
0.025453,1.953357,1.803693
0.024708,1.943149,1.794184
0.023973,1.932992,1.784725
0.023248,1.922887,1.775314
0.022533,1.912834,1.765952
0.021828,1.902832,1.756639
0.021134,1.892881,1.747374
0.020448,1.882981,1.738156
0.019773,1.873132,1.728987
0.019106,1.863333,1.719866
0.018450,1.853585,1.710792
0.017802,1.843888,1.701766
0.017164,1.834240,1.692787
0.016535,1.824642,1.683855
0.015914,1.815094,1.674969
0.015303,1.805595,1.666131
0.014700,1.796146,1.657338
0.014106,1.786745,1.648592
0.013520,1.777394,1.639892
0.012943,1.768091,1.631238
0.012374,1.758836,1.622629
0.011814,1.749629,1.614066
0.011261,1.740470,1.605547
0.010717,1.731359,1.597074
0.010180,1.722295,1.588645
0.009652,1.713278,1.580261
0.009131,1.704309,1.571921
0.008618,1.695386,1.563625
0.008112,1.686509,1.555372
0.007614,1.677679,1.547164
0.007123,1.668895,1.538998
0.006639,1.660156,1.530876
0.006163,1.651464,1.522797
0.005694,1.642816,1.514760
0.005232,1.634214,1.506766
0.004777,1.625656,1.498814
0.004329,1.617143,1.490904
0.003887,1.608675,1.483035
0.003452,1.600251,1.475209
0.003024,1.591871,1.467424
0.002603,1.583534,1.459680
0.002188,1.575241,1.451977
0.001779,1.566991,1.444314
0.001376,1.558785,1.436692
0.000980,1.550621,1.429111
0.000590,1.542500,1.421569
0.000206,1.534421,1.414068
-0.000172,1.526385,1.406606
-0.000544,1.518390,1.399184
-0.000910,1.510438,1.391800
-0.001270,1.502527,1.384456
-0.001625,1.494657,1.377151
-0.001974,1.486828,1.369884
-0.002317,1.479040,1.362656
-0.002655,1.471293,1.355466
-0.002988,1.463586,1.348314
-0.003315,1.455920,1.341200
-0.003636,1.448294,1.334124
-0.003953,1.440707,1.327085
-0.004264,1.433161,1.320083
-0.004570,1.425653,1.313118
-0.004872,1.418185,1.306190
-0.005168,1.410756,1.299299
-0.005459,1.403366,1.292444
-0.005745,1.396014,1.285626
-0.006027,1.388701,1.278843
-0.006304,1.381426,1.272097
-0.006576,1.374189,1.265386
-0.006843,1.366990,1.258711
-0.007106,1.359829,1.252071
-0.007365,1.352705,1.245466
-0.007619,1.345618,1.238896
-0.007868,1.338568,1.232360
-0.008114,1.331555,1.225860
-0.008354,1.324579,1.219393
-0.008591,1.317639,1.212961
-0.008824,1.310736,1.206563
-0.009052,1.303869,1.200199
-0.009276,1.297037,1.193868
-0.009497,1.290241,1.187571
-0.009713,1.283481,1.181308
-0.009925,1.276756,1.175077
-0.010134,1.270067,1.168879
-0.010338,1.263412,1.162715
-0.010539,1.256792,1.156582
-0.010736,1.250207,1.150482
-0.010930,1.243656,1.144415
-0.011120,1.237140,1.138379
-0.011306,1.230657,1.132376
-0.011489,1.224209,1.126404
-0.011668,1.217794,1.120464
-0.011844,1.211413,1.114555
-0.012016,1.205065,1.108678
-0.012185,1.198750,1.102831
-0.012351,1.192468,1.097016
-0.012513,1.186220,1.091231
-0.012672,1.180004,1.085477
-0.012828,1.173820,1.079753
-0.012981,1.167669,1.074059
-0.013131,1.161550,1.068396
-0.013277,1.155463,1.062763
-0.013421,1.149407,1.057159
-0.013562,1.143384,1.051585
-0.013699,1.137392,1.046040
-0.013834,1.131431,1.040525
-0.013966,1.125502,1.035039
-0.014095,1.119603,1.029582
-0.014221,1.113736,1.024154
-0.014345,1.107899,1.018754
-0.014465,1.102093,1.013384
-0.014584,1.096317,1.008041
-0.014699,1.090571,1.002727
-0.014812,1.084855,0.997441
-0.014922,1.079169,0.992182
-0.015030,1.073513,0.986952
-0.015135,1.067887,0.981749
-0.015237,1.062290,0.976574
-0.015338,1.056722,0.971426
-0.015435,1.051184,0.966305
-0.015531,1.045674,0.961212
-0.015624,1.040193,0.956145
-0.015715,1.034741,0.951105
-0.015803,1.029318,0.946092
-0.015889,1.023923,0.941105
-0.015973,1.018556,0.936145
-0.016055,1.013217,0.931210
-0.016135,1.007906,0.926302
-0.016212,1.002623,0.921420
-0.016288,0.997368,0.916564
-0.016361,0.992140,0.911733
-0.016432,0.986939,0.906928
-0.016501,0.981766,0.902148
-0.016569,0.976620,0.897394
-0.016634,0.971500,0.892664
-0.016697,0.966408,0.887960
-0.016759,0.961342,0.883281
-0.016818,0.956302,0.878626
-0.016876,0.951290,0.873996
-0.016932,0.946303,0.869390
-0.016986,0.941342,0.864809
-0.017038,0.936407,0.860251
