ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.002899,-0.010000
0.019996,0.005510,-0.020003
0.029989,0.007864,-0.030008
0.039977,0.009987,-0.040018
0.049959,0.011903,-0.050033
0.059934,0.013636,-0.060054
0.069901,0.015203,-0.070081
0.079860,0.016624,-0.080116
0.089811,0.017913,-0.090158
0.099752,0.019086,-0.100208
0.109684,0.020154,-0.110267
0.119607,0.021130,-0.120335
0.129519,0.022024,-0.130411
0.139422,0.022845,-0.140497
0.144781,0.023584,-0.150574
0.148436,0.024256,-0.160649
0.151703,0.024871,-0.170726
0.154621,0.025434,-0.180806
0.157224,0.025951,-0.190887
0.159541,0.026426,-0.200970
0.161601,0.026864,-0.211054
0.163428,0.027268,-0.221139
0.165046,0.027641,-0.231225
0.166472,0.027986,-0.241311
0.167727,0.028306,-0.251398
0.168826,0.028604,-0.261485
0.169784,0.028881,-0.271572
0.170614,0.029140,-0.281659
0.171328,0.029382,-0.291745
0.171937,0.029609,-0.301832
0.172450,0.029822,-0.311918
0.172876,0.030023,-0.322004
0.173224,0.030213,-0.332089
0.173499,0.030393,-0.342174
0.173709,0.030563,-0.352259
0.173859,0.030726,-0.362343
0.173955,0.030880,-0.372426
0.174000,0.031028,-0.382509
0.174000,0.031169,-0.392591
0.173958,0.031305,-0.402673
0.173877,0.031436,-0.412753
0.173761,0.031562,-0.422833
0.173612,0.031683,-0.432913
0.173433,0.031801,-0.442992
0.173226,0.031915,-0.453070
0.172994,0.032026,-0.463147
0.172737,0.032134,-0.473224
0.172458,0.032239,-0.483299
0.172158,0.032341,-0.493375
0.171839,0.032441,-0.503449
0.171502,0.032539,-0.513523
0.171147,0.032635,-0.523596
0.170777,0.032729,-0.533668
0.170391,0.032821,-0.543740
0.169992,0.032912,-0.553811
0.169578,0.033001,-0.563881
0.169152,0.033088,-0.573950
0.168714,0.033174,-0.584019
0.168263,0.033259,-0.594087
0.167802,0.033343,-0.604155
0.167330,0.033426,-0.614221
0.166848,0.033507,-0.624287
0.166356,0.033588,-0.634353
0.165854,0.033667,-0.644417
0.165343,0.033746,-0.654481
0.164824,0.033823,-0.664544
0.164296,0.033900,-0.674607
0.163759,0.033976,-0.684669
0.163214,0.034051,-0.694730
0.162662,0.034125,-0.704790
0.162101,0.034198,-0.714850
0.161534,0.034271,-0.724909
0.160959,0.034343,-0.734968
0.160376,0.034414,-0.745025
0.159787,0.034484,-0.755082
0.159191,0.034554,-0.765139
0.158588,0.034622,-0.775194
0.157978,0.034691,-0.785249
0.157362,0.034758,-0.795304
0.156739,0.034825,-0.805358
0.156110,0.034891,-0.815411
0.155475,0.034956,-0.825463
0.154834,0.035021,-0.835515
0.154186,0.035085,-0.845566
0.153533,0.035149,-0.855616
0.152874,0.035211,-0.865666
0.152209,0.035273,-0.875715
0.151538,0.035335,-0.885764
0.150861,0.035396,-0.895811
0.150179,0.035456,-0.905858
0.149492,0.035515,-0.915905
0.148799,0.035574,-0.925951
0.148100,0.035632,-0.935996
0.147396,0.035690,-0.946041
0.146687,0.035747,-0.956085
0.145973,0.035803,-0.966128
0.145253,0.035858,-0.976171
0.144529,0.035913,-0.986213
0.143799,0.035968,-0.996254
0.143064,0.036021,-1.006295
0.142325,0.036074,-1.016335
0.141580,0.036127,-1.026374
0.140830,0.036178,-1.036413
0.140076,0.036229,-1.046451
0.139317,0.036280,-1.056489
0.138553,0.036330,-1.066526
0.137785,0.036379,-1.076563
0.137011,0.036427,-1.086598
0.136234,0.036475,-1.096633
0.135451,0.036523,-1.106668
0.134665,0.036569,-1.116702
0.133873,0.036615,-1.126735
0.133077,0.036661,-1.136768
0.132277,0.036705,-1.146800
0.131473,0.036750,-1.156832
0.130664,0.036793,-1.166863
0.129851,0.036836,-1.176893
0.129034,0.036878,-1.186923
0.128213,0.036920,-1.196952
0.127387,0.036961,-1.206981
0.126557,0.037001,-1.217009
0.125724,0.037041,-1.227036
0.124886,0.037080,-1.237063
0.124044,0.037118,-1.247089
