ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,0.289873,-10.780325
1.000367,0.260956,-10.780420
1.001084,0.234998,-10.780597
1.002125,0.211698,-10.780844
1.003464,0.190785,-10.781150
1.005077,0.172019,-10.781504
1.006941,0.155180,-10.781899
1.009035,0.140073,-10.782328
1.011338,0.126522,-10.782783
1.013832,0.114369,-10.783260
1.016501,0.103471,-10.783754
1.019328,0.093701,-10.784259
1.022298,0.084943,-10.784774
1.025397,0.077096,-10.785293
0.575222,0.070065,-10.785816
0.409091,0.063596,-10.786154
0.374793,0.057713,-10.786413
0.344352,0.052399,-10.786645
0.317382,0.047596,-10.786850
0.293534,0.043251,-10.787030
0.272497,0.039319,-10.787187
0.253987,0.035756,-10.787323
0.237752,0.032527,-10.787437
0.223563,0.029596,-10.787533
0.211213,0.026935,-10.787611
0.200519,0.024515,-10.787672
0.191312,0.022313,-10.787719
0.183443,0.020306,-10.787751
0.176777,0.018475,-10.787770
0.171192,0.016803,-10.787777
0.166578,0.015273,-10.787773
0.162837,0.013871,-10.787758
0.159880,0.012584,-10.787735
0.157627,0.011401,-10.787702
0.156005,0.010312,-10.787661
0.154951,0.009307,-10.787613
0.154405,0.008378,-10.787558
0.154316,0.007517,-10.787497
0.154635,0.006718,-10.787430
0.155321,0.005974,-10.787357
0.156334,0.005280,-10.787280
0.157641,0.004631,-10.787197
0.159211,0.004023,-10.787111
0.161015,0.003452,-10.787020
0.163028,0.002913,-10.786925
0.165227,0.002405,-10.786827
0.167593,0.001923,-10.786726
0.170107,0.001466,-10.786622
0.172752,0.001031,-10.786514
0.175514,0.000616,-10.786404
0.178379,0.000218,-10.786292
0.181335,-0.000163,-10.786177
0.184371,-0.000529,-10.786060
0.187478,-0.000882,-10.785941
0.190646,-0.001222,-10.785819
0.193869,-0.001552,-10.785696
0.197138,-0.001872,-10.785571
0.200447,-0.002182,-10.785445
0.203791,-0.002485,-10.785317
0.207165,-0.002779,-10.785187
0.210564,-0.003067,-10.785056
0.213983,-0.003349,-10.784923
0.217419,-0.003625,-10.784789
0.220869,-0.003895,-10.784654
0.224329,-0.004161,-10.784517
0.227798,-0.004422,-10.784380
0.231271,-0.004679,-10.784241
0.234748,-0.004932,-10.784101
0.238227,-0.005182,-10.783961
0.241704,-0.005428,-10.783819
0.245180,-0.005672,-10.783676
0.248652,-0.005913,-10.783532
0.252120,-0.006151,-10.783388
0.255582,-0.006386,-10.783243
0.259037,-0.006619,-10.783096
0.262484,-0.006851,-10.782950
0.265922,-0.007080,-10.782802
0.269351,-0.007307,-10.782653
0.272771,-0.007532,-10.782504
0.276180,-0.007755,-10.782354
0.279577,-0.007977,-10.782204
0.282964,-0.008197,-10.782053
0.286338,-0.008416,-10.781901
0.289701,-0.008633,-10.781749
0.293051,-0.008849,-10.781596
0.296388,-0.009063,-10.781443
0.299712,-0.009277,-10.781289
0.303023,-0.009488,-10.781134
0.306320,-0.009699,-10.780980
0.309604,-0.009908,-10.780824
0.312874,-0.010116,-10.780668
0.316131,-0.010323,-10.780512
0.319374,-0.010529,-10.780356
0.322602,-0.010734,-10.780199
0.325817,-0.010938,-10.780041
0.329017,-0.011140,-10.779883
0.332204,-0.011342,-10.779725
0.335376,-0.011542,-10.779567
0.338534,-0.011741,-10.779408
0.341678,-0.011940,-10.779249
0.344808,-0.012137,-10.779090
0.347924,-0.012334,-10.778930
0.351025,-0.012529,-10.778770
0.354113,-0.012723,-10.778610
0.357186,-0.012917,-10.778449
0.360245,-0.013109,-10.778289
0.363290,-0.013301,-10.778128
0.366322,-0.013491,-10.777967
0.369339,-0.013681,-10.777806
0.372342,-0.013870,-10.777644
0.375331,-0.014058,-10.777483
0.378306,-0.014244,-10.777321
0.381268,-0.014430,-10.777159
0.384216,-0.014615,-10.776997
0.387150,-0.014799,-10.776835
