mag_x (uT),mag_y (uT),mag_z (uT)
27.654516,0.000379,-16.607437
27.660550,-0.002701,-16.632918
27.659916,0.005571,-16.627341
27.670008,-0.019514,-16.611205
27.656280,-0.016074,-16.605551
27.675667,-0.024643,-16.602144
27.658262,-0.043787,-16.600732
27.650141,-0.041642,-16.587949
27.663879,-0.065209,-16.582335
27.670938,-0.073872,-16.586213
27.690510,-0.094505,-16.567154
27.661360,-0.093086,-16.569534
27.683592,-0.129122,-16.578342
27.685053,-0.145488,-16.575383
27.704865,-0.183626,-16.555411
27.708801,-0.180520,-16.552075
27.688597,-0.218037,-16.540635
27.692528,-0.229704,-16.507362
27.708648,-0.267604,-16.528010
27.709463,-0.265151,-16.514171
27.706725,-0.296912,-16.484768
27.725412,-0.317705,-16.485237
27.719259,-0.343211,-16.497050
27.740430,-0.371627,-16.485352
27.724060,-0.412408,-16.471534
27.736768,-0.427271,-16.469795
27.747684,-0.458222,-16.441546
27.737562,-0.463320,-16.435622
27.779794,-0.509008,-16.445776
27.765594,-0.529056,-16.435390
27.773505,-0.542855,-16.438577
27.783571,-0.565669,-16.407441
27.774932,-0.585716,-16.408884
27.774593,-0.626739,-16.387705
27.776677,-0.643387,-16.374303
27.797820,-0.681734,-16.363332
27.795187,-0.706322,-16.390922
27.807950,-0.723114,-16.357503
27.814431,-0.752125,-16.351765
27.814746,-0.779013,-16.336248
27.805496,-0.803637,-16.332261
27.809170,-0.820989,-16.331048
27.807123,-0.847628,-16.303038
27.831665,-0.879491,-16.309017
27.815358,-0.892865,-16.273329
27.831530,-0.915996,-16.303582
27.844936,-0.962386,-16.269433
27.841773,-0.964303,-16.278008
27.825287,-0.995066,-16.280032
27.838632,-1.045000,-16.249036
27.858310,-1.048957,-16.229573
27.858920,-1.073329,-16.214984
27.879832,-1.074845,-16.227518
27.865221,-1.107605,-16.225913
27.874156,-1.146528,-16.195796
27.869838,-1.161584,-16.201824
27.874411,-1.189324,-16.199566
27.876355,-1.210474,-16.193199
27.897504,-1.224658,-16.164909
27.890879,-1.249613,-16.167744
27.895356,-1.278690,-16.163304
27.889458,-1.312440,-16.152167
27.883366,-1.335037,-16.139564
27.903190,-1.354037,-16.139706
27.894634,-1.375298,-16.111038
27.911824,-1.390030,-16.102897
27.901619,-1.418050,-16.115923
27.917371,-1.429669,-16.096937
27.928073,-1.474718,-16.077890
27.946434,-1.485961,-16.081543
27.932098,-1.523101,-16.060769
27.911184,-1.540002,-16.080591
27.947805,-1.553869,-16.063711
27.945046,-1.584307,-16.053712
27.952729,-1.596059,-16.020833
27.949596,-1.621682,-16.036314
27.948053,-1.623946,-16.033582
27.957484,-1.659050,-16.027868
27.955031,-1.662632,-16.004578
27.972621,-1.704634,-16.014669
27.963726,-1.712124,-16.017896
27.988813,-1.722939,-15.989428
27.978601,-1.762603,-15.972405
27.966814,-1.775872,-15.999822
27.958255,-1.794331,-15.976565
27.999029,-1.830423,-15.941180
27.972066,-1.829496,-15.955793
27.968329,-1.865747,-15.947170
27.982085,-1.882482,-15.934203
27.978186,-1.887988,-15.938567
27.984343,-1.906772,-15.929116
28.006988,-1.933992,-15.940173
27.992328,-1.937350,-15.904015
28.005362,-1.977641,-15.908561
27.988982,-2.000300,-15.894671
28.013405,-1.999662,-15.864918
28.000646,-2.031624,-15.881283
28.015817,-2.045232,-15.885444
28.022954,-2.076824,-15.864797
28.019628,-2.081970,-15.861153
28.026735,-2.100278,-15.855248
28.030788,-2.095921,-15.863457
28.026933,-2.145495,-15.841825
28.020972,-2.156339,-15.814851
28.021991,-2.174408,-15.849971
28.032547,-2.192636,-15.822247
28.054783,-2.209318,-15.798385
28.062084,-2.237591,-15.809121
28.040335,-2.260831,-15.794249
28.029980,-2.246603,-15.792007
28.048004,-2.300156,-15.804282
28.039507,-2.314942,-15.783678
28.040649,-2.332657,-15.757443
28.047209,-2.336037,-15.764319
28.060184,-2.332932,-15.774247
28.046962,-2.367297,-15.744924
28.055918,-2.385375,-15.742910
28.045849,-2.399433,-15.730398
28.050264,-2.422870,-15.736772
28.050877,-2.444255,-15.714467
28.062430,-2.445832,-15.716476
28.057590,-2.465795,-15.706015
28.080254,-2.483317,-15.706917
28.093315,-2.493195,-15.715748
28.053316,-2.529371,-15.695572
28.077640,-2.520603,-15.680123
28.077522,-2.530049,-15.690048
28.092378,-2.578528,-15.671869
28.072825,-2.564391,-15.659144
28.073015,-2.608791,-15.661826
28.101173,-2.616996,-15.666705
28.086526,-2.645121,-15.673362
28.109047,-2.652999,-15.648858
28.095823,-2.637928,-15.640802
28.079589,-2.679836,-15.627644
28.093132,-2.701820,-15.618652
28.102039,-2.709325,-15.629157
28.108715,-2.706524,-15.610123
28.111935,-2.735483,-15.606994
28.115015,-2.761408,-15.594594
28.107510,-2.775110,-15.590709
28.091389,-2.769820,-15.602035
28.081990,-2.806696,-15.591348
28.101815,-2.817056,-15.578439
28.117448,-2.818970,-15.586309
28.105110,-2.843219,-15.579199
28.134244,-2.845604,-15.569217
28.121300,-2.871905,-15.564285
28.146721,-2.866628,-15.546207
28.119264,-2.895651,-15.552564
28.126999,-2.915679,-15.535978
28.123379,-2.924099,-15.542538
28.124626,-2.940609,-15.537705
28.133127,-2.956527,-15.512446
28.130199,-2.977804,-15.518220
28.142403,-2.987531,-15.518217
28.131451,-2.985317,-15.484966
28.153187,-3.017839,-15.503288
28.120292,-3.027708,-15.491269
28.128713,-3.036111,-15.490705
28.153650,-3.061768,-15.495831
28.139721,-3.057813,-15.489179
28.155436,-3.053201,-15.470774
28.139284,-3.080722,-15.472698
28.162285,-3.103462,-15.462524
