gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378129.580153,47.250399,-115.215872,-8.031569,-0.171715,2.609476
6378113.310766,36.644184,-93.464091,-8.009972,-0.436848,2.394424
6378100.006532,41.146697,-122.588461,-8.097707,-0.490148,2.463633
6378103.550888,43.257649,-114.931945,-7.949550,-0.554844,2.378769
6378093.640331,48.289444,-103.410407,-7.986756,-0.432093,2.368532
6378081.944400,33.701328,-108.128731,-8.026248,-0.417184,2.395931
6378075.130558,43.333397,-96.361825,-7.945458,-0.519101,2.404804
6378065.620965,48.251005,-104.690808,-8.030282,-0.559962,2.409493
6378069.757079,40.767239,-88.805381,-8.025852,-0.385923,2.224634
6378045.242098,37.849963,-77.107111,-7.985975,-0.522847,2.295801
6378051.838439,39.708474,-85.752710,-8.042254,-0.505612,2.394075
6378042.284394,40.729224,-92.668421,-8.044092,-0.539729,2.407024
6378025.683167,32.092782,-75.062098,-8.296499,-1.247830,1.633745
6378013.830397,39.408422,-84.222704,-8.338693,-1.964613,0.964874
6378022.257742,33.939313,-80.546862,-8.381014,-2.565445,-0.099069
6378001.504527,29.757121,-76.404056,-8.302605,-3.144603,-1.081297
6377992.217984,15.279571,-83.642046,-8.120234,-3.342620,-2.145869
6377974.138311,24.010939,-90.453218,-7.774846,-3.583366,-3.293644
6377986.993061,20.535267,-110.261273,-7.279925,-3.614217,-4.359378
6377967.069301,10.072224,-101.382902,-6.974853,-3.416157,-5.342887
6377963.893114,7.791861,-110.452502,-6.394512,-3.016422,-6.269306
6377960.198214,6.895160,-104.092612,-5.922599,-2.676974,-7.287960
6377950.661237,10.385785,-106.153961,-6.502812,-1.672714,-7.871416
6377944.165636,5.948540,-128.727105,-6.940235,-1.088993,-8.201101
6377943.157862,-5.609423,-130.689749,-7.031849,-0.779339,-8.331847
6377926.241397,7.498997,-139.915619,-6.992338,-0.655946,-8.325882
6377922.474371,3.945277,-143.249651,-6.829894,-0.558457,-8.420590
6377915.833348,6.912053,-162.235665,-6.787901,-0.485232,-8.523580
6377912.460366,-2.275115,-164.699558,-6.828118,-0.533945,-8.464622
6377894.575094,2.826540,-168.575122,-6.812968,-0.512042,-8.465208
6377905.924902,6.657944,-191.517870,-6.734864,-0.464736,-8.480985
6377894.492398,-4.815706,-190.866241,-6.752543,-0.410272,-8.575255
6377889.647619,-4.397146,-201.957724,-6.779207,-0.506595,-8.569768
6377872.938537,-0.696634,-209.292069,-6.669226,-0.443577,-8.574694
6377871.431215,5.626976,-211.669431,-6.760493,-0.561482,-8.536635
6377863.568879,-3.389861,-221.224622,-6.805651,-0.494159,-8.500561
6377853.600301,-2.338882,-234.606800,-6.055535,-0.371323,-9.048872
6377854.753456,3.064055,-254.104963,-4.315140,0.108723,-10.093235
6377853.046178,-3.854678,-258.963029,-2.493709,0.656279,-10.743722
6377843.349301,-1.936816,-275.493850,-0.802767,1.483727,-11.021512
6377843.789792,3.083658,-285.858083,0.945010,2.304308,-10.926211
6377845.335103,-0.744792,-280.876679,2.601647,3.120271,-10.528750
6377851.866863,-1.645222,-283.278067,3.867265,3.829639,-9.974054
6377858.424596,10.239940,-315.991623,5.118255,4.343022,-9.175114
6377865.708979,13.093660,-302.939450,6.137847,4.803837,-8.620813
6377871.536370,13.817324,-316.607584,7.032174,4.862081,-7.904154
