gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378136.289565,-10.174099,-13.635250,-0.015505,0.029884,0.043790
6378131.589293,-3.212713,8.732285,0.116312,0.154666,-1.003051
6378137.002616,7.762373,-5.004598,-0.018644,0.173077,-1.833520
6378143.801075,5.518130,2.065482,0.060988,0.126868,-1.908480
6378143.972108,10.261812,-8.552133,-0.026265,0.157950,-1.915965
6378135.910751,-10.915848,4.568274,0.002314,0.296140,-1.990942
6378144.486293,-1.470185,-16.329104,-0.010136,0.102643,-1.913626
6378138.871310,-4.092422,-24.505899,-0.086696,0.302507,-1.991099
6378128.446158,0.539227,-18.962371,-0.082766,0.233539,-1.983822
6378133.836670,-0.933448,-13.749008,-0.027731,0.301981,-1.880120
6378136.124446,7.402622,-18.485573,0.118008,0.244310,-1.960960
6378127.307763,4.295053,-36.274836,-0.032197,0.277065,-1.978301
6378135.203576,2.910615,-27.611547,-0.049657,0.183832,-1.921729
6378134.009346,-0.738395,-34.470176,-0.059314,0.202115,-1.961584
6378132.154871,0.624810,-26.564263,-0.097015,0.275868,-1.931189
6378137.266983,-2.347506,-33.694553,-0.130393,0.374176,-1.855796
6378135.289838,4.326735,-34.507258,-0.379677,0.673200,-1.747425
6378142.928289,-6.050581,-38.840839,-0.598308,0.853528,-1.405865
6378139.158485,-3.238239,-39.998120,-0.896161,0.939289,-1.154180
6378132.421421,-2.579194,-40.458182,-1.071148,1.118382,-1.007662
6378127.877063,7.137542,-29.525327,-1.195397,1.127479,-0.763792
6378126.075963,10.216857,-43.864501,-1.285204,1.224065,-0.721277
6378132.956000,10.767017,-34.173972,-1.340055,1.235791,-0.641506
6378128.401846,0.180361,-23.428989,-1.354865,1.284301,-0.738669
6378131.522949,11.181711,-39.290966,-1.352745,1.405314,-0.848521
6378131.935660,12.098827,-47.322399,-2.008817,1.364224,-1.509293
6378129.254033,9.908629,-38.771228,-2.778599,1.008787,-1.786793
6378112.583518,13.749231,-41.978540,-2.786709,0.900855,-1.717925
6378120.999966,16.350311,-35.320748,-2.778879,0.791703,-1.796381
6378113.826978,11.074456,-40.094208,-2.725033,0.728195,-1.813183
6378110.898429,25.197886,-57.853089,-2.801613,0.775605,-1.861557
6378106.975627,16.292058,-52.985928,-2.703814,0.741567,-1.735246
6378110.966594,20.497912,-55.875919,-2.780955,0.707241,-1.881938
6378104.577130,25.045624,-54.626496,-2.698745,0.698048,-1.803193
6378097.971840,23.580677,-59.874711,-2.828828,0.781785,-1.912725
6378097.187038,27.407794,-44.722333,-2.696024,0.766503,-1.872677
6378104.427262,26.273662,-56.498702,-2.791811,0.687578,-1.883640
6378090.822093,26.767796,-60.890586,-2.716393,0.733540,-1.973137
6378093.855393,25.768926,-66.113787,-2.655242,0.709007,-1.924002
6378094.603448,23.931053,-68.965054,-2.714473,0.849527,-1.820110
6378079.844036,25.853696,-64.187152,-2.834118,0.667159,-1.957034
6378082.547723,34.208609,-71.055770,-2.520978,0.714473,-2.282944
6378079.662474,31.699705,-76.029126,-2.054984,0.499562,-2.896521
6378084.375677,27.016377,-74.588281,-1.508057,0.285854,-3.243672
6378079.749573,29.560558,-70.195625,-0.869216,-0.047851,-3.667312
6378073.882225,25.008960,-73.335203,0.026771,-0.297828,-3.855138
6378075.199283,25.379205,-87.148133,0.850328,-0.580688,-3.723045
6378073.137269,16.444391,-81.778192,1.770094,-0.872151,-3.394264
6378073.602264,30.092209,-100.044997,2.736524,-0.938394,-2.925567
6378080.885194,20.002614,-78.723470,3.415890,-1.024590,-2.140813
6378087.513982,27.797083,-104.930716,3.999460,-0.807619,-1.223497
6378091.307540,23.937646,-92.362480,3.884442,-0.706174,-2.050216
6378095.877037,24.200439,-91.516047,4.054606,-0.974438,-3.072670
6378109.647637,21.119021,-96.923000,4.061733,-1.089135,-3.488910
6378107.747862,25.587125,-94.328979,3.966609,-1.051984,-3.466819
6378112.748366,18.031384,-106.099414,4.049600,-0.985943,-3.538912
6378112.718030,10.967339,-110.729356,3.921475,-1.023796,-3.490091
6378115.096705,18.716678,-119.023811,4.084573,-1.077255,-3.476102
6378110.435086,18.606829,-124.589398,4.065129,-1.091341,-3.513841
6378129.431426,6.416886,-113.330562,4.095367,-0.991829,-3.524228
6378126.771702,15.392514,-136.006983,4.036527,-0.925762,-3.514422
6378132.938270,9.336108,-133.381817,3.904894,-0.959566,-3.582715
6378138.346048,18.147692,-130.757349,3.907168,-0.930322,-3.493072
6378140.714775,12.682703,-144.728387,4.002406,-0.943016,-3.540708
6378140.699871,15.678674,-134.080033,4.886316,-0.309776,-2.795589
6378152.437433,-1.465372,-144.248860,5.457305,0.925724,-1.599021
6378150.313136,8.737175,-143.625646,5.371678,2.329222,-0.141526
6378175.243227,11.946929,-140.811971,4.586285,3.730219,1.150962
6378160.064675,13.422725,-153.793390,3.150048,4.677773,2.280469
6378169.753442,24.924113,-134.965091,1.207686,5.175929,3.283246
6378172.877678,30.982089,-135.232892,-1.022751,5.130910,3.845232
6378168.992080,39.861420,-119.299412,-3.151601,4.163261,4.057109
6378154.221071,36.514911,-111.801952,-5.011337,2.742601,3.755605
6378137.807634,45.894904,-124.487333,-6.159463,0.760473,3.048112
6378156.509371,45.173104,-114.656535,-7.179780,0.012256,2.830029
6378131.370675,39.415187,-112.217497,-7.868421,0.351173,2.844002
6378136.565344,52.534880,-121.287745,-7.970391,0.001627,2.675682
