ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.348291,1.000000,-10.780325
0.313733,0.999874,-10.780318
0.282896,0.999631,-10.780299
0.255401,0.999279,-10.780267
0.230908,0.998827,-10.780221
0.209108,0.998282,-10.780161
0.189741,0.997646,-10.780086
0.172581,0.996922,-10.779997
0.157413,0.747552,-10.779894
0.144158,0.548702,-10.779812
0.132640,0.492393,-10.779748
0.122639,0.441549,-10.779687
0.114011,0.395624,-10.779628
0.106622,0.354123,-10.779572
0.100354,0.316604,-10.779518
0.095096,0.282667,-10.779466
0.090751,0.251953,-10.779416
0.087228,0.224140,-10.779368
0.084446,0.198938,-10.779321
0.082333,0.176085,-10.779275
0.080820,0.155346,-10.779230
0.079849,0.136511,-10.779185
0.079364,0.119388,-10.779141
0.079318,0.103808,-10.779098
0.079664,0.089615,-10.779054
0.080364,0.076672,-10.779010
0.081380,0.064855,-10.778965
0.082681,0.054050,-10.778920
0.084236,0.044157,-10.778875
0.086019,0.035086,-10.778828
0.088006,0.026755,-10.778781
0.090176,0.019090,-10.778733
0.092507,0.012026,-10.778683
0.094984,0.005502,-10.778632
0.097589,-0.000534,-10.778581
0.100310,-0.006130,-10.778527
0.103131,-0.011331,-10.778473
0.106043,-0.016174,-10.778417
0.109034,-0.020696,-10.778360
0.112094,-0.024927,-10.778301
0.115216,-0.028895,-10.778241
0.118392,-0.032628,-10.778179
0.121614,-0.036147,-10.778116
0.124877,-0.039473,-10.778051
0.128174,-0.042624,-10.777985
0.131501,-0.045619,-10.777917
0.134854,-0.048470,-10.777848
0.138227,-0.051193,-10.777778
0.141617,-0.053799,-10.777706
0.145021,-0.056300,-10.777633
0.148436,-0.058705,-10.777558
0.151860,-0.061023,-10.777481
0.155289,-0.063262,-10.777404
0.158722,-0.065429,-10.777325
0.162156,-0.067531,-10.777244
0.165591,-0.069574,-10.777163
0.169023,-0.071563,-10.777080
0.172453,-0.073502,-10.776995
0.175878,-0.075396,-10.776909
0.179298,-0.077250,-10.776822
0.182711,-0.079065,-10.776734
0.186117,-0.080845,-10.776645
0.189515,-0.082594,-10.776554
0.192903,-0.084313,-10.776462
0.196282,-0.086005,-10.776369
0.199651,-0.087673,-10.776275
0.203009,-0.089317,-10.776180
0.206356,-0.090939,-10.776084
0.209692,-0.092541,-10.775986
0.213015,-0.094125,-10.775888
0.216326,-0.095691,-10.775788
0.219625,-0.097241,-10.775688
0.222911,-0.098775,-10.775586
0.226183,-0.100295,-10.775484
0.229443,-0.101802,-10.775380
0.232690,-0.103295,-10.775276
0.235923,-0.104776,-10.775171
0.239142,-0.106245,-10.775064
0.242348,-0.107703,-10.774957
0.245539,-0.109151,-10.774849
0.248718,-0.110588,-10.774741
0.251882,-0.112015,-10.774631
0.255032,-0.113433,-10.774521
0.258168,-0.114842,-10.774409
0.261291,-0.116242,-10.774297
0.264399,-0.117633,-10.774185
0.267493,-0.119016,-10.774071
0.270574,-0.120391,-10.773957
0.273640,-0.121758,-10.773842
0.276692,-0.123117,-10.773727
0.279731,-0.124468,-10.773611
0.282755,-0.125813,-10.773494
0.285766,-0.127149,-10.773377
0.288763,-0.128479,-10.773259
0.291746,-0.129802,-10.773140
0.294715,-0.131118,-10.773021
0.297670,-0.132427,-10.772901
0.300612,-0.133729,-10.772781
0.303539,-0.135024,-10.772660
0.306454,-0.136314,-10.772538
0.309354,-0.137596,-10.772417
0.312242,-0.138872,-10.772294
0.315115,-0.140142,-10.772171
0.317976,-0.141406,-10.772048
0.320823,-0.142663,-10.771925
0.323656,-0.143914,-10.771800
0.326476,-0.145159,-10.771676
0.329284,-0.146398,-10.771551
0.332077,-0.147631,-10.771425
0.334858,-0.148858,-10.771300
0.337626,-0.150079,-10.771174
0.340381,-0.151294,-10.771047
0.343123,-0.152503,-10.770920
0.345852,-0.153707,-10.770793
0.348568,-0.154904,-10.770666
0.351271,-0.156096,-10.770538
0.353962,-0.157282,-10.770410
0.356640,-0.158463,-10.770282
0.359305,-0.159638,-10.770153
0.361958,-0.160807,-10.770025
0.364599,-0.161970,-10.769895
0.367226,-0.163128,-10.769766
0.369842,-0.164281,-10.769637
0.372445,-0.165427,-10.769507
