ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653539,-0.001722,-16.616205
27.655025,-0.005132,-16.613732
27.657142,-0.010198,-16.610205
27.659825,-0.016893,-16.605731
27.663015,-0.025190,-16.600405
27.666658,-0.035067,-16.594315
27.670705,-0.046427,-16.587539
27.675110,-0.059114,-16.580147
27.679835,-0.072989,-16.572204
27.684841,-0.087925,-16.563767
27.690096,-0.103810,-16.554888
27.695570,-0.120538,-16.545615
27.701237,-0.138017,-16.535990
27.707070,-0.156163,-16.526052
27.713049,-0.174899,-16.515836
27.719154,-0.194156,-16.505373
27.725366,-0.213872,-16.494692
27.731669,-0.233991,-16.483819
27.738049,-0.254461,-16.472777
27.744493,-0.275237,-16.461588
27.750988,-0.296277,-16.450270
27.757525,-0.317544,-16.438841
27.764093,-0.339004,-16.427316
27.770684,-0.360627,-16.415710
27.777291,-0.382384,-16.404036
27.783906,-0.404251,-16.392304
27.790524,-0.426206,-16.380526
27.797138,-0.448228,-16.368711
27.803745,-0.470299,-16.356868
27.810338,-0.492403,-16.345003
27.816916,-0.514525,-16.333125
27.823473,-0.536651,-16.321240
27.830007,-0.558770,-16.309353
27.836516,-0.580871,-16.297469
27.842996,-0.602944,-16.285593
27.849446,-0.624980,-16.273730
27.855863,-0.646972,-16.261883
27.862246,-0.668912,-16.250055
27.868594,-0.690795,-16.238250
27.874905,-0.712615,-16.226470
27.881179,-0.734366,-16.214719
27.887413,-0.756045,-16.202997
27.893608,-0.777647,-16.191307
27.899762,-0.799169,-16.179651
27.905875,-0.820607,-16.168031
27.911947,-0.841960,-16.156448
27.917977,-0.863223,-16.144903
27.923965,-0.884396,-16.133398
27.929911,-0.905476,-16.121933
27.935813,-0.926462,-16.110509
27.941673,-0.947352,-16.099128
27.947490,-0.968145,-16.087790
27.953265,-0.988840,-16.076496
27.958996,-1.009436,-16.065245
27.964684,-1.029932,-16.054040
27.970330,-1.050327,-16.042879
27.975933,-1.070622,-16.031764
27.981493,-1.090815,-16.020695
27.987011,-1.110907,-16.009672
27.992487,-1.130897,-15.998696
27.997921,-1.150784,-15.987766
28.003312,-1.170570,-15.976882
28.008663,-1.190253,-15.966046
28.013972,-1.209834,-15.955256
28.019239,-1.229314,-15.944514
28.024466,-1.248691,-15.933819
28.029652,-1.267966,-15.923170
28.034798,-1.287140,-15.912569
28.039904,-1.306213,-15.902016
28.044970,-1.325184,-15.891509
28.049997,-1.344055,-15.881049
28.054984,-1.362826,-15.870636
28.059932,-1.381496,-15.860271
28.064842,-1.400067,-15.849952
28.069713,-1.418538,-15.839680
28.074547,-1.436910,-15.829455
28.079342,-1.455184,-15.819276
28.084100,-1.473360,-15.809144
28.088821,-1.491437,-15.799059
28.093505,-1.509418,-15.789019
28.098153,-1.527302,-15.779026
28.102764,-1.545089,-15.769079
28.107339,-1.562781,-15.759178
28.111879,-1.580377,-15.749323
28.116383,-1.597878,-15.739514
28.120852,-1.615284,-15.729750
