ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.117005,0.269763,0.286479
0.222224,0.512426,0.572947
0.316744,0.730595,0.859393
0.401549,0.926628,1.145809
0.477533,1.102654,1.432191
0.545503,1.260604,1.718535
0.606205,1.402214,1.988985
0.660328,1.529051,2.231341
0.708494,1.642533,2.448290
0.751267,1.743941,2.642261
0.789162,1.834434,2.815455
0.822647,1.915060,2.969863
0.852144,1.986763,3.107286
0.878039,2.050401,3.229354
0.900682,2.106747,3.337541
0.920388,2.156501,3.433183
0.937444,2.200296,3.517486
0.952110,2.238705,3.591543
0.964621,2.272246,3.656342
0.975190,2.301387,3.712778
0.984009,2.326552,3.761658
0.991252,2.348124,3.803716
0.997077,2.366451,3.839613
1.001626,2.381847,3.869948
1.005028,2.394595,3.895263
1.007399,2.404952,3.916048
1.008845,2.413150,3.932746
1.009459,2.419401,3.945758
1.009329,2.423894,3.955448
1.008532,2.426803,3.962142
1.007137,2.428281,3.966139
1.005207,2.428471,3.967706
1.002800,2.427501,3.967086
0.999967,2.425485,3.964498
0.996755,2.422528,3.960142
0.993205,2.418725,3.954197
0.989355,2.414162,3.946825
0.985239,2.408915,3.938174
0.980889,2.403054,3.928375
0.976331,2.396644,3.917549
0.971590,2.389741,3.905805
0.966690,2.382398,3.893240
0.961651,2.374660,3.879945
0.956490,2.366572,3.865998
0.951225,2.358170,3.851472
0.945870,2.349490,3.836433
0.940438,2.340563,3.820940
0.934942,2.331418,3.805047
0.929392,2.322081,3.788802
0.923799,2.312574,3.772248
0.918170,2.302918,3.755426
0.912514,2.293133,3.738370
0.906837,2.283236,3.721114
0.901147,2.273242,3.703685
0.895448,2.263166,3.686112
0.889746,2.253020,3.668416
0.884045,2.242815,3.650619
0.878350,2.232562,3.632742
0.872664,2.222270,3.614800
0.866991,2.211948,3.596811
0.861333,2.201603,3.578787
0.855692,2.191242,3.560742
0.850072,2.180872,3.542688
0.844474,2.170498,3.524634
0.838900,2.160125,3.506589
0.833352,2.149757,3.488563
0.827830,2.139399,3.470563
0.822338,2.129054,3.452594
0.816874,2.118726,3.434665
0.811441,2.108418,3.416779
0.806039,2.098132,3.398942
0.800669,2.087871,3.381158
0.795331,2.077637,3.363431
0.790026,2.067432,3.345764
0.784755,2.057257,3.328161
0.779518,2.047115,3.310623
0.774315,2.037006,3.293155
0.769146,2.026932,3.275757
0.764012,2.016894,3.258432
0.758912,2.006893,3.241182
0.753847,1.996930,3.224007
0.748818,1.987005,3.206909
0.743823,1.977119,3.189889
0.738863,1.967273,3.172948
0.733937,1.957468,3.156088
0.729047,1.947703,3.139308
0.724191,1.937980,3.122609
0.719370,1.928298,3.105992
0.714584,1.918657,3.089457
0.709832,1.909059,3.073004
0.705114,1.899503,3.056634
0.700430,1.889989,3.040347
0.695780,1.880518,3.024143
0.691164,1.871090,3.008022
0.686581,1.861704,2.991983
0.682031,1.852361,2.976028
0.677515,1.843061,2.960155
0.673032,1.833803,2.944365
0.668581,1.824589,2.928658
0.664163,1.815417,2.913033
0.659777,1.806287,2.897490
0.655423,1.797201,2.882029
0.651101,1.788157,2.866650
0.646811,1.779155,2.851352
0.642552,1.770196,2.836136
0.638324,1.761279,2.821000
0.634127,1.752404,2.805945
0.629961,1.743571,2.790970
0.625825,1.734781,2.776075
0.621719,1.726032,2.761260
0.617644,1.717325,2.746524
0.613598,1.708659,2.731867
0.609582,1.700035,2.717288
0.605595,1.691453,2.702788
0.601637,1.682911,2.688365
0.597708,1.674410,2.674020
0.593807,1.665951,2.659752
0.589935,1.657531,2.645561
0.586091,1.649153,2.631445
0.582275,1.640815,2.617406
0.578487,1.632517,2.603442
0.574726,1.624259,2.589554
0.570993,1.616041,2.575740
0.567287,1.607863,2.562001
0.563607,1.599725,2.548335
0.559954,1.591626,2.534743
0.556328,1.583566,2.521225
0.552728,1.575545,2.507779
0.549153,1.567563,2.494406
0.545605,1.559620,2.481104
0.542082,1.551716,2.467875
0.538585,1.543850,2.454717
0.535112,1.536023,2.441629
0.531665,1.528233,2.428612
0.528242,1.520482,2.415666
0.524844,1.512768,2.402789
0.521471,1.505092,2.389981
0.518121,1.497453,2.377243
0.514796,1.489852,2.364573
0.511494,1.482288,2.351972
0.508216,1.474760,2.339438
0.504962,1.467270,2.326972
0.501730,1.459816,2.314573
0.498522,1.452399,2.302241
0.495336,1.445018,2.289975
0.492174,1.437673,2.277776
0.489033,1.430364,2.265642
0.485915,1.423091,2.253574
0.482819,1.415854,2.241570
0.479746,1.408652,2.229632
0.476693,1.401486,2.217757
0.473663,1.394355,2.205947
0.470654,1.387258,2.194200
0.467666,1.380197,2.182516
0.464699,1.373171,2.170895
0.461754,1.366179,2.159337
0.458829,1.359221,2.147841
0.455924,1.352298,2.136407
0.453041,1.345408,2.125035
0.450177,1.338553,2.113724
0.447333,1.331732,2.102473
0.444510,1.324944,2.091283
0.441706,1.318190,2.080154
0.438922,1.311469,2.069084
0.436157,1.304781,2.058074
0.433412,1.298126,2.047123
0.430686,1.291504,2.036231
0.427979,1.284915,2.025398
0.425291,1.278358,2.014622
0.422621,1.271834,2.003905
0.419971,1.265342,1.993246
0.417338,1.258882,1.982643
0.414724,1.252454,1.972098
0.412128,1.246058,1.961609
0.409550,1.239694,1.951177
0.406990,1.233361,1.940801
0.404448,1.227060,1.930481
0.401923,1.220790,1.920216
0.399416,1.214551,1.910006
0.396926,1.208343,1.899851
0.394453,1.202166,1.889751
0.391998,1.196019,1.879705
0.389559,1.189903,1.869713
0.387137,1.183818,1.859774
