ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.002213,-16.616125
27.655249,-0.006640,-16.613359
27.657740,-0.013279,-16.609208
27.661059,-0.022054,-16.603670
27.665204,-0.032887,-16.596744
27.670150,-0.045665,-16.588467
27.675810,-0.060183,-16.578975
27.682108,-0.076258,-16.568391
27.688974,-0.093725,-16.556825
27.696344,-0.112432,-16.544377
27.704161,-0.132244,-16.531137
27.712373,-0.153037,-16.517187
27.720934,-0.174700,-16.502601
27.729800,-0.197132,-16.487444
27.738935,-0.220244,-16.471779
27.748303,-0.243952,-16.455659
27.757872,-0.268183,-16.439133
27.767616,-0.292870,-16.422248
27.777509,-0.317951,-16.405042
27.787528,-0.343373,-16.387554
27.797652,-0.369087,-16.369815
27.807862,-0.395047,-16.351858
27.818143,-0.421214,-16.333707
27.828479,-0.447552,-16.315390
27.838857,-0.474028,-16.296927
27.849265,-0.500612,-16.278339
27.859692,-0.527279,-16.259645
27.870127,-0.554004,-16.240862
27.880564,-0.580766,-16.222003
27.890992,-0.607546,-16.203084
27.901407,-0.634327,-16.184117
27.911801,-0.661092,-16.165112
27.922168,-0.687828,-16.146080
27.932505,-0.714523,-16.127031
27.942806,-0.741165,-16.107972
27.953068,-0.767743,-16.088912
27.963286,-0.794251,-16.069856
27.973459,-0.820678,-16.050812
27.983583,-0.847018,-16.031785
27.993656,-0.873264,-16.012780
28.003676,-0.899412,-15.993802
28.013641,-0.925455,-15.974855
28.023549,-0.951389,-15.955942
28.033399,-0.977211,-15.937068
28.043189,-1.002917,-15.918235
28.052920,-1.028504,-15.899446
28.062590,-1.053969,-15.880703
28.072197,-1.079309,-15.862010
28.081743,-1.104524,-15.843367
28.091225,-1.129611,-15.824777
28.100644,-1.154568,-15.806242
28.110000,-1.179395,-15.787763
28.119292,-1.204091,-15.769341
28.128520,-1.228654,-15.750978
28.137684,-1.253083,-15.732675
28.146784,-1.277380,-15.714432
28.155820,-1.301542,-15.696251
28.164792,-1.325569,-15.678133
28.173701,-1.349462,-15.660078
28.182546,-1.373221,-15.642087
28.191328,-1.396845,-15.624160
28.200047,-1.420335,-15.606298
28.208703,-1.443690,-15.588501
28.217296,-1.466912,-15.570770
28.225827,-1.489999,-15.553105
28.234297,-1.512954,-15.535507
28.242704,-1.535775,-15.517975
28.251051,-1.558464,-15.500510
28.259337,-1.581020,-15.483113
28.267562,-1.603445,-15.465782
28.275727,-1.625739,-15.448519
28.283833,-1.647903,-15.431323
28.291879,-1.669937,-15.414195
28.299866,-1.691841,-15.397135
28.307795,-1.713617,-15.380142
28.315666,-1.735264,-15.363217
28.323479,-1.756784,-15.346360
28.331235,-1.778178,-15.329570
28.338934,-1.799445,-15.312848
28.346577,-1.820587,-15.296194
28.354164,-1.841605,-15.279607
28.361695,-1.862498,-15.263088
28.369172,-1.883268,-15.246636
28.376593,-1.903915,-15.230252
28.383960,-1.924440,-15.213935
28.391274,-1.944844,-15.197686
28.398534,-1.965128,-15.181504
28.405741,-1.985292,-15.165388
28.412895,-2.005337,-15.149340
28.419998,-2.025263,-15.133359
28.427048,-2.045071,-15.117444
28.434047,-2.064763,-15.101596
28.440996,-2.084338,-15.085815
28.447893,-2.103798,-15.070100
28.454741,-2.123143,-15.054451
28.461539,-2.142374,-15.038868
28.468287,-2.161491,-15.023351
28.474987,-2.180496,-15.007900
28.481638,-2.199388,-14.992515
28.488241,-2.218169,-14.977195
28.494796,-2.236840,-14.961940
28.501304,-2.255400,-14.946751
28.507765,-2.273851,-14.931627
28.514179,-2.292193,-14.916567
28.520546,-2.310428,-14.901573
28.526868,-2.328555,-14.886642
28.533145,-2.346575,-14.871777
28.539376,-2.364490,-14.856975
28.545563,-2.382299,-14.842238
28.551705,-2.400003,-14.827564
28.557803,-2.417604,-14.812954
28.563857,-2.435101,-14.798408
28.569868,-2.452495,-14.783925
28.575836,-2.469787,-14.769505
28.581761,-2.486978,-14.755149
28.587644,-2.504068,-14.740855
28.593484,-2.521057,-14.726623
28.599284,-2.537947,-14.712454
28.605041,-2.554739,-14.698348
28.610758,-2.571431,-14.684303
28.616434,-2.588027,-14.670321
28.622070,-2.604525,-14.656400
28.627666,-2.620926,-14.642541
28.633222,-2.637232,-14.628743
28.638739,-2.653442,-14.615006
28.644216,-2.669557,-14.601330
28.649655,-2.685579,-14.587715
28.655056,-2.701507,-14.574161
28.660418,-2.717342,-14.560667
28.665742,-2.733084,-14.547233
28.671029,-2.748735,-14.533859
28.676278,-2.764294,-14.520545
28.681491,-2.779763,-14.507291
28.686667,-2.795142,-14.494096
28.691807,-2.810431,-14.480961
28.696910,-2.825631,-14.467884
28.701978,-2.840743,-14.454867
28.707010,-2.855766,-14.441908
28.712007,-2.870703,-14.429007
28.716969,-2.885552,-14.416165
28.721896,-2.900316,-14.403381
28.726789,-2.914993,-14.390655
28.731647,-2.929586,-14.377986
28.736472,-2.944093,-14.365375
28.741263,-2.958517,-14.352821
28.746021,-2.972857,-14.340325
28.750746,-2.987114,-14.327885
28.755438,-3.001288,-14.315502
28.760097,-3.015380,-14.303175
28.764724,-3.029390,-14.290905
28.769319,-3.043320,-14.278691
28.773882,-3.057168,-14.266533
28.778413,-3.070937,-14.254430
28.782913,-3.084626,-14.242383
28.787383,-3.098236,-14.230392
28.791821,-3.111767,-14.218455
28.796228,-3.125220,-14.206574
28.800606,-3.138596,-14.194747
28.804953,-3.151894,-14.182974
28.809270,-3.165116,-14.171256
28.813558,-3.178261,-14.159593
28.817816,-3.191331,-14.147983
28.822045,-3.204325,-14.136426
28.826245,-3.217244,-14.124924
28.830416,-3.230089,-14.113474
28.834559,-3.242860,-14.102078
28.838673,-3.255558,-14.090735
28.842759,-3.268183,-14.079444
28.846817,-3.280735,-14.068206
28.850848,-3.293214,-14.057020
28.854851,-3.305623,-14.045887
28.858827,-3.317959,-14.034805
28.862776,-3.330225,-14.023775
28.866698,-3.342421,-14.012797
28.870594,-3.354547,-14.001870
28.874463,-3.366603,-13.990994
28.878305,-3.378590,-13.980169
28.882122,-3.390508,-13.969395
28.885913,-3.402358,-13.958671
28.889678,-3.414140,-13.947998
28.893418,-3.425855,-13.937375
28.897133,-3.437502,-13.926802
28.900822,-3.449083,-13.916279
28.904487,-3.460598,-13.905805
28.908127,-3.472047,-13.895381
28.911742,-3.483430,-13.885006
28.915333,-3.494749,-13.874679
28.918901,-3.506003,-13.864402
28.922444,-3.517192,-13.854173
28.925963,-3.528318,-13.843993
28.929459,-3.539380,-13.833861
28.932931,-3.550379,-13.823777
28.936380,-3.561316,-13.813741
28.939807,-3.572190,-13.803752
28.943210,-3.583002,-13.793811
28.946590,-3.593752,-13.783917
28.949948,-3.604442,-13.774070
28.953284,-3.615070,-13.764270
28.956597,-3.625638,-13.754517
28.959889,-3.636146,-13.744810
28.963158,-3.646594,-13.735150
28.966406,-3.656983,-13.725535
28.969632,-3.667312,-13.715967
28.972837,-3.677584,-13.706444
28.976021,-3.687796,-13.696967
28.979183,-3.697951,-13.687535
28.982325,-3.708048,-13.678148
28.985446,-3.718088,-13.668806
28.988546,-3.728071,-13.659509
28.991626,-3.737997,-13.650257
28.994685,-3.747867,-13.641049
28.997725,-3.757681,-13.631885
29.000744,-3.767440,-13.622766
29.003744,-3.777143,-13.613690
29.006723,-3.786791,-13.604658
29.009684,-3.796385,-13.595669
29.012624,-3.805925,-13.586724
29.015546,-3.815410,-13.577822
29.018448,-3.824842,-13.568963
29.021332,-3.834221,-13.560146
29.024196,-3.843547,-13.551372
29.027042,-3.852820,-13.542641
29.029869,-3.862040,-13.533951
29.032678,-3.871209,-13.525304
29.035469,-3.880326,-13.516699
29.038241,-3.889391,-13.508135
29.040995,-3.898405,-13.499613
29.043732,-3.907369,-13.491132
29.046450,-3.916282,-13.482692
29.049151,-3.925145,-13.474293
29.051834,-3.933958,-13.465935
29.054500,-3.942721,-13.457617
29.057149,-3.951435,-13.449340
29.059781,-3.960100,-13.441104
29.062395,-3.968716,-13.432907
29.064993,-3.977283,-13.424750
29.067574,-3.985803,-13.416633
29.070138,-3.994275,-13.408555
29.072686,-4.002699,-13.400517
29.075217,-4.011076,-13.392518
29.077732,-4.019405,-13.384558
29.080231,-4.027688,-13.376637
29.082713,-4.035925,-13.368755
29.085180,-4.044115,-13.360911
29.087631,-4.052259,-13.353106
29.090066,-4.060358,-13.345338
29.092486,-4.068411,-13.337609
29.094890,-4.076419,-13.329918
29.097278,-4.084383,-13.322264
29.099652,-4.092301,-13.314648
29.102010,-4.100176,-13.307069
29.104353,-4.108006,-13.299527
29.106681,-4.115792,-13.292022
29.108995,-4.123535,-13.284554
29.111293,-4.131235,-13.277123
29.113577,-4.138892,-13.269729
29.115847,-4.146505,-13.262370
29.118102,-4.154077,-13.255048
29.120343,-4.161606,-13.247762
29.122569,-4.169092,-13.240512
29.124781,-4.176538,-13.233297
29.126980,-4.183941,-13.226118
29.129164,-4.191303,-13.218975
29.131335,-4.198624,-13.211866
29.133491,-4.205905,-13.204793
29.135635,-4.213145,-13.197754
29.137764,-4.220344,-13.190751
29.139880,-4.227503,-13.183782
29.141983,-4.234623,-13.176847
29.144073,-4.241702,-13.169946
29.146149,-4.248743,-13.163080
29.148213,-4.255744,-13.156248
29.150263,-4.262706,-13.149449
29.152300,-4.269629,-13.142684
29.154325,-4.276514,-13.135953
29.156337,-4.283361,-13.129255
29.158336,-4.290170,-13.122590
29.160323,-4.296940,-13.115958
29.162298,-4.303673,-13.109359
29.164260,-4.310369,-13.102793
29.166209,-4.317028,-13.096260
29.168147,-4.323649,-13.089758
29.170072,-4.330234,-13.083290
29.171986,-4.336782,-13.076853
29.173887,-4.343294,-13.070448
29.175777,-4.349770,-13.064075
29.177655,-4.356210,-13.057734
29.179521,-4.362614,-13.051424
29.181375,-4.368983,-13.045146
29.183218,-4.375316,-13.038899
29.185050,-4.381615,-13.032683
29.186870,-4.387878,-13.026498
29.188679,-4.394107,-13.020344
29.190477,-4.400301,-13.014220
29.192263,-4.406461,-13.008128
29.194039,-4.412587,-13.002065
29.195803,-4.418679,-12.996033
29.197557,-4.424738,-12.990030
29.199299,-4.430763,-12.984058
29.201031,-4.436754,-12.978116
29.202753,-4.442713,-12.972203
29.204463,-4.448638,-12.966320
29.206163,-4.454531,-12.960466
29.207853,-4.460392,-12.954642
29.209532,-4.466219,-12.948846
29.211201,-4.472015,-12.943080
29.212860,-4.477779,-12.937343
29.214508,-4.483511,-12.931634
29.216146,-4.489211,-12.925954
29.217775,-4.494880,-12.920302
29.219393,-4.500518,-12.914679
29.221001,-4.506125,-12.909083
29.222600,-4.511700,-12.903516
29.224189,-4.517245,-12.897977
29.225768,-4.522760,-12.892465
29.227337,-4.528244,-12.886982
29.228897,-4.533698,-12.881525
29.230447,-4.539122,-12.876097
29.231988,-4.544516,-12.870695
29.233519,-4.549880,-12.865320
29.235041,-4.555215,-12.859973
29.236554,-4.560520,-12.854652
29.238057,-4.565797,-12.849358
29.239552,-4.571044,-12.844091
29.241037,-4.576262,-12.838851
