gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378141.530789,1.287799,-4.400334,-0.027351,0.001184,-0.004131
6378142.147117,5.077277,5.781654,0.033503,0.180835,-0.988288
6378141.181633,-0.981818,-4.936565,-0.164014,0.180783,-1.951670
6378124.189790,0.611754,-9.690888,-0.264848,0.342162,-1.991389
6378130.644290,3.091413,9.637516,-0.205596,0.334414,-1.966012
6378138.067974,-2.754895,2.339535,-0.191462,0.159601,-1.904773
6378138.354939,6.882494,-6.349327,-0.244552,0.309387,-2.033066
6378138.427695,3.952447,-6.289150,-0.228456,0.316195,-1.962344
6378131.082666,-2.463544,-17.141255,-0.149583,0.304222,-1.978837
6378136.840313,-1.682550,-2.334178,-0.275974,0.151754,-1.946467
6378142.457105,8.459492,-12.877589,-0.124457,0.221954,-1.924679
6378141.942815,1.854229,-19.164019,-0.310551,0.349369,-1.866623
6378132.549910,4.264053,-31.233358,-0.233250,0.271735,-1.838678
6378135.727812,-0.456779,-15.530642,-0.174651,0.303325,-1.836581
6378138.679958,5.324146,-16.319090,-0.137961,0.291244,-1.943103
6378139.556903,6.187739,-31.423723,-0.264307,0.279468,-1.919450
6378130.549615,4.978879,-39.045849,-0.389159,0.693306,-1.922834
6378134.771256,2.946253,-28.774770,-0.671381,1.001874,-1.646464
6378125.357748,-0.136258,-31.676075,-0.739922,1.262130,-1.416315
6378128.584812,6.414014,-46.838646,-0.830082,1.549502,-1.301566
6378144.730939,9.500180,-39.083445,-0.869924,1.668022,-1.255359
6378132.595660,13.471212,-35.025581,-0.778663,1.839834,-1.229630
6378129.829745,6.826625,-41.078936,-0.812641,1.999018,-1.385728
6378132.580845,6.756880,-47.517691,-0.752149,2.172621,-1.629094
6378123.253563,14.173767,-52.896752,-0.737053,1.908439,-1.842601
6378133.987168,23.770797,-51.150633,-0.795498,1.974192,-2.530173
6378121.907682,18.464013,-50.857190,-1.609432,2.306893,-3.285835
6378135.416678,21.284513,-51.073046,-1.861783,2.473692,-3.278789
6378116.035753,31.789165,-54.070450,-1.821665,2.347053,-3.236019
6378114.983012,26.559010,-64.477818,-1.943079,2.319494,-3.267730
6378111.746890,36.833265,-65.311227,-1.795693,2.348962,-3.244870
6378118.062152,28.131269,-54.958802,-1.917726,2.299454,-3.361339
6378113.907029,31.019011,-66.807602,-1.939188,2.266909,-3.286624
6378117.624300,37.534305,-57.431178,-1.934163,2.314466,-3.329966
6378114.259575,35.314755,-56.687795,-1.909540,2.314505,-3.420088
6378117.288478,40.800763,-70.788361,-1.929724,2.404593,-3.370771
6378111.064592,49.485337,-86.258051,-1.884724,2.347118,-3.298421
6378097.895828,46.706720,-83.579230,-1.892590,2.272149,-3.328830
6378111.222869,48.308268,-78.833958,-1.833557,2.216149,-3.430454
6378099.261567,46.199069,-88.260583,-1.876480,2.339585,-3.308946
6378102.621439,56.471963,-86.244083,-1.906438,2.328139,-3.323018
6378095.026863,51.341208,-92.168373,-1.629453,2.136901,-3.827398
6378094.901536,59.182542,-104.827296,-1.429173,1.869977,-4.105518
6378095.762083,60.153512,-103.987170,-0.957368,1.411307,-4.460776
6378094.400418,55.408937,-103.566383,-0.585872,0.947438,-4.697378
6378093.702304,63.697476,-102.142927,-0.199342,0.420458,-4.946030
6378099.169199,60.811906,-118.350510,0.272947,-0.429851,-5.114869
6378095.789467,71.616193,-121.876492,0.763558,-1.000822,-4.992336
6378094.229368,54.006913,-126.201139,1.239299,-1.766562,-4.843091
6378097.683185,60.460495,-144.186345,1.693806,-2.516838,-4.445599
6378093.686631,51.173662,-131.388445,2.229872,-3.082415,-4.004457
6378105.169157,55.311441,-159.285309,2.573928,-2.583200,-4.679379
6378105.658022,49.753156,-140.661878,2.836543,-2.462266,-5.570890
6378103.417289,43.598568,-144.823831,2.905737,-2.418769,-5.961999
6378100.074525,40.357313,-169.078360,3.009126,-2.432840,-5.875083
6378119.564875,35.665551,-163.320143,3.017659,-2.441293,-6.011799
6378103.672798,32.205494,-175.418350,3.005086,-2.539422,-5.856797
6378116.016882,34.199096,-186.491622,3.022621,-2.458779,-5.838972
6378122.924221,38.696905,-184.126711,3.000450,-2.481454,-5.839040
6378130.202450,24.862021,-191.234291,3.074824,-2.441347,-5.887503
6378128.082568,22.725137,-187.242424,3.093974,-2.465705,-5.870140
6378126.407888,33.565039,-208.724759,2.982699,-2.483313,-5.928472
6378127.768446,21.606508,-204.263828,3.002844,-2.396956,-5.905414
6378141.659365,29.920378,-208.929855,2.960997,-2.498877,-5.869073
6378139.185806,17.908014,-219.052576,3.081354,-2.459210,-5.806896
6378144.519159,20.016623,-220.746680,4.163733,-2.434850,-5.122715
6378163.518581,-2.845449,-222.172206,4.997517,-2.124857,-4.177268
6378152.084809,11.983423,-219.409435,5.873049,-1.545654,-3.123264
6378157.875473,3.646058,-241.316282,6.421309,-0.832952,-2.140522
6378161.100786,12.001167,-234.219862,6.660479,0.153393,-1.119646
6378174.042859,11.897489,-240.243975,6.616404,1.079941,0.014711
6378177.674841,20.942117,-225.215953,6.340371,2.070429,1.129941
6378187.643843,20.836269,-234.805625,5.648760,2.935407,2.095262
6378190.449777,5.505099,-228.624769,4.882279,3.487481,3.081050
6378197.225488,28.492585,-229.911776,4.102034,3.855625,3.963640
6378194.660075,25.808065,-220.251770,4.193446,5.028693,3.878568
6378205.441776,36.571247,-216.302593,4.253427,5.889014,3.805187
6378208.725058,37.939138,-215.475527,4.156223,5.961301,3.839741
6378210.914506,45.185338,-208.771618,4.134845,5.953818,3.731980
6378217.116249,42.112612,-219.208395,3.997180,6.018132,3.771863
6378210.977439,51.106781,-210.404607,4.051830,5.994108,3.833500
6378219.121394,61.936466,-209.310262,4.005333,5.937277,3.822008
6378223.957287,64.918231,-196.026725,4.012848,5.982579,3.782653
6378232.398530,77.237471,-197.044433,4.037713,5.979636,3.672232
6378228.670722,80.957104,-198.138935,3.966746,5.963714,3.741623
6378238.725547,89.921425,-190.917122,4.042069,6.082896,3.816052
6378245.706510,91.465234,-175.826610,3.937106,6.025411,3.789787
6378255.958264,99.059924,-166.923367,3.956780,6.029058,3.826716
6378258.839260,88.227416,-164.895110,3.529903,6.174832,3.844219
6378249.407712,116.947582,-165.984031,2.259518,6.514631,4.322086
6378263.205660,121.400741,-160.058808,0.914858,6.714271,4.814559
6378249.491160,121.457700,-171.142176,-0.487039,6.457367,4.993729
6378257.729623,121.930554,-149.843949,-1.776569,6.013319,5.369409
6378252.533370,137.899023,-140.578596,-2.921407,5.377648,5.657436
6378250.665611,131.438284,-149.483498,-3.942028,4.431320,5.843214
6378247.048732,145.739813,-145.273123,-4.868197,3.224804,6.122240
6378234.512769,155.202200,-118.707905,-5.394217,1.812302,6.282166
6378235.635466,141.250893,-116.632027,-5.694482,0.381718,6.346105
6378219.922416,149.394045,-118.461729,-6.153961,-0.775772,6.451890
6378233.693442,147.044550,-124.849132,-7.019130,-0.915513,6.345429
6378213.769200,143.563250,-112.459106,-7.561622,-1.001102,6.275112
6378216.167867,146.474454,-104.082158,-7.454998,-1.130108,6.452546
6378199.483319,141.841631,-102.626800,-7.446992,-1.077811,6.453368
6378198.314013,134.054196,-88.578450,-7.297702,-1.244525,6.406352
6378184.361378,136.332031,-82.564250,-7.397273,-1.208797,6.477518
6378180.772017,146.444116,-79.385661,-7.378283,-1.071577,6.424119
6378165.621317,146.705793,-73.851109,-7.391061,-1.264430,6.476119
6378147.941265,139.159419,-57.783466,-7.392218,-1.191065,6.512248
6378157.596877,147.330992,-60.188143,-7.275390,-1.148712,6.335285
6378144.298074,142.343912,-34.386212,-7.424041,-1.250642,6.403421
6378141.371461,140.120874,-45.020206,-7.390765,-1.201214,6.432664
6378132.295362,124.079656,-39.060670,-7.250874,-1.941568,6.470145
6378130.642452,124.581407,-35.744022,-5.972156,-4.386692,6.817252
6378116.344917,129.010484,-19.834869,-3.929871,-6.250504,6.732726
6378114.880912,122.695107,-20.279226,-1.496828,-7.563111,6.693094
6378108.948214,112.058749,5.300720,1.202536,-7.929076,6.366937
6378118.192414,97.613758,-6.669089,4.016256,-7.523841,5.850202
6378127.401600,92.403749,-6.657946,6.474781,-6.373520,5.336989
6378133.304659,79.494191,3.345089,8.350752,-4.235854,4.779128
6378133.633910,93.495632,7.571536,9.659868,-1.769117,4.206966
6378152.987689,77.845058,4.638102,10.114861,0.959023,3.656699
