gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.300903,0.298599,0.237186
0.571986,0.529461,0.511110
0.876032,0.831419,0.929640
1.028663,1.100246,1.101364
1.352266,1.373826,1.404720
1.496627,1.744887,1.708110
1.677769,1.975525,1.880754
1.867361,2.222347,2.199143
2.101440,2.426655,2.331111
2.214286,2.548284,2.490633
2.390544,2.670340,2.734396
2.377695,2.927897,2.933134
2.572370,3.049086,2.989463
2.602803,3.066472,3.143305
2.736297,3.174881,3.155320
2.794894,3.310636,3.324193
2.758255,3.369581,3.307594
2.827711,3.443968,3.337332
2.884349,3.478327,3.539414
2.888107,3.550273,3.517531
3.036696,3.639549,3.579213
3.003756,3.662935,3.570834
2.914015,3.756812,3.570482
2.934889,3.691522,3.653138
3.036354,3.694096,3.622283
3.077816,3.793192,3.691994
3.045294,3.789122,3.690779
3.031644,3.736250,3.676156
3.071210,3.867885,3.650382
3.006023,3.848697,3.641758
3.049337,3.862825,3.710279
3.021791,3.810934,3.782188
3.050207,3.815994,3.692326
3.093311,3.824338,3.702071
3.007341,3.795947,3.721842
3.088154,3.912057,3.651437
2.968907,3.791078,3.679428
2.969844,3.788951,3.730406
2.984579,3.832125,3.714796
3.035394,3.840847,3.675376
2.883670,3.731164,3.630763
2.924614,3.733320,3.592951
3.002812,3.696510,3.648626
2.943655,3.754240,3.611013
2.966082,3.699263,3.650440
2.907174,3.695696,3.601107
2.919294,3.714570,3.567155
2.865975,3.764818,3.564009
2.859632,3.714288,3.559064
2.835729,3.691084,3.492278
2.809327,3.668352,3.506090
2.765712,3.647824,3.457415
2.795419,3.653196,3.448971
2.798432,3.647821,3.418929
2.729250,3.570594,3.440703
2.770551,3.627200,3.306428
2.704066,3.643375,3.397680
2.704739,3.552659,3.386743
2.711445,3.567555,3.311215
2.671819,3.517093,3.427207
2.753360,3.530626,3.327471
2.745033,3.508115,3.329494
2.664737,3.456376,3.296971
2.624645,3.546599,3.304665
2.556961,3.449514,3.233375
2.600364,3.465667,3.228557
2.573929,3.391433,3.187890
2.614165,3.339055,3.173964
2.496667,3.411401,3.203622
2.525771,3.279239,3.179114
2.510479,3.325045,3.137855
2.456123,3.376238,3.124778
2.538631,3.291641,3.131804
2.509661,3.298643,3.021272
2.465638,3.289497,3.025947
2.363739,3.320208,3.077118
2.417383,3.231675,3.019136
2.442018,3.269641,3.010863
2.440500,3.250259,2.961251
2.397616,3.174398,2.904333
2.373521,3.219785,2.875337
2.403364,3.125870,2.872676
2.349107,3.130042,2.917190
2.388568,3.145282,2.933197
2.311238,3.173461,2.838803
2.400369,3.160035,2.882439
2.364532,3.195766,2.847641
2.288724,3.102073,2.855539
2.312716,3.117326,2.874989
2.203271,3.002345,2.760368
2.294418,3.033558,2.874738
2.335342,3.021581,2.843230
2.234329,3.052348,2.812141
2.165043,2.980939,2.709196
2.230951,3.039873,2.645469
2.077729,2.976782,2.744017
2.213753,2.943734,2.640785
2.194034,2.933418,2.713101
2.202402,2.959930,2.659059
2.225365,2.923633,2.692635
2.183961,2.884480,2.612415
2.086374,2.917382,2.564628
2.163863,2.890189,2.660620
2.090872,2.898213,2.575797
2.071792,2.859410,2.571779
2.013972,2.821733,2.618494
2.056027,2.813059,2.545027
1.982622,2.840725,2.564046
2.057142,2.796466,2.482605
1.983346,2.756081,2.499506
1.984060,2.697345,2.489758
1.978386,2.810310,2.529094
2.025036,2.725348,2.542936
1.939934,2.743652,2.523708
1.901980,2.743639,2.437217
1.937490,2.612772,2.391268
1.933563,2.687981,2.390390
1.879290,2.719308,2.426855
1.905746,2.686973,2.377494
1.896491,2.536231,2.350069
1.798682,2.613219,2.395715
1.880070,2.659033,2.381061
1.879174,2.583793,2.282533
1.815997,2.539293,2.264009
1.860784,2.520789,2.352661
1.870692,2.548591,2.243457
1.767073,2.484742,2.349868
1.848775,2.577664,2.304078
1.879640,2.500587,2.234688
1.767079,2.512657,2.238853
1.785035,2.542573,2.209619
1.763474,2.511680,2.242506
1.776461,2.454039,2.213460
1.727424,2.425894,2.243274
1.791531,2.371381,2.224711
1.733201,2.459737,2.146803
1.776890,2.417082,2.138799
1.663843,2.402257,2.142035
1.672199,2.407215,2.132828
1.629161,2.360435,2.101967
1.699764,2.398819,2.108937
1.676610,2.285242,2.078577
1.671114,2.372788,2.126481
1.680640,2.287379,2.091773
1.672290,2.329622,2.127799
1.619138,2.326081,1.920796
1.623977,2.240720,2.037294
1.644551,2.330088,2.069648
1.552210,2.251379,2.026319
1.574927,2.310550,2.089143
1.562916,2.273599,2.009043
