ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378136.689545,21.910946,-211.297693,3.024900,-2.489075,-5.842273
6378139.720645,19.420945,-217.135945,3.124481,-2.502722,-5.777603
6378143.345831,16.903823,-222.562033,4.142277,-2.482743,-5.036999
6378147.969639,14.552345,-227.176878,5.094269,-2.169525,-4.165871
6378153.471207,12.649273,-230.870997,5.883276,-1.590264,-3.198942
6378159.651511,11.435976,-233.561946,6.439057,-0.798655,-2.163593
6378166.250002,11.089653,-235.195640,6.710123,0.131383,-1.088987
6378172.966413,11.706218,-235.747549,6.669573,1.112333,-0.004866
6378179.487289,13.290709,-235.222667,6.318558,2.051385,1.059661
6378185.514599,15.756478,-233.654312,5.686916,2.859555,2.077263
6378190.793497,18.933514,-231.101809,4.830810,3.460656,3.023446
6378195.155311,22.596084,-227.645736,4.085368,3.931202,3.877190
6378199.306536,27.080104,-223.778289,4.188269,5.047409,3.819979
6378203.523328,32.627756,-220.002208,4.206911,5.855763,3.752777
6378207.680844,38.516291,-216.245800,4.115102,5.916367,3.759514
6378211.766572,44.451597,-212.484149,4.060533,5.951445,3.763479
6378215.809686,50.414084,-208.719411,4.028183,5.971915,3.765816
6378219.827556,56.392470,-204.952851,4.009033,5.983920,3.767195
6378223.830489,62.380196,-201.185218,3.997706,5.990981,3.768009
6378227.824588,68.373419,-197.416949,3.991010,5.995142,3.768490
6378231.813466,74.369883,-193.648307,3.987052,5.997596,3.768774
6378235.799258,80.368259,-189.879442,3.984713,5.999045,3.768941
6378239.783227,86.367765,-186.110448,3.983332,5.999900,3.769040
6378243.766119,92.367938,-182.341376,3.982515,6.000406,3.769099
6378247.748374,98.368504,-178.572258,3.982033,6.000704,3.769134
6378251.663943,104.398987,-174.780057,3.584918,6.173142,3.905946
6378254.612752,110.778316,-170.669236,2.283721,6.547766,4.316199
6378256.223534,117.404487,-166.160264,0.918099,6.660399,4.700932
6378256.459815,124.006920,-161.281021,-0.455903,6.496090,5.055819
6378255.341767,130.306435,-156.063170,-1.780241,6.052407,5.377226
6378252.948219,136.027682,-150.541901,-2.996105,5.339667,5.661736
6378249.415996,140.912043,-144.755706,-4.046831,4.381110,5.906169
6378244.936311,144.730357,-138.746127,-4.880841,3.212397,6.107610
6378239.748272,147.294811,-132.557482,-5.454451,1.880418,6.263433
6378234.129719,148.469310,-126.236564,-5.734369,0.441464,6.371316
6378228.295930,148.194779,-119.856076,-6.138091,-0.800429,6.352950
6378221.715296,147.341893,-113.489069,-7.040065,-0.885965,6.380729
6378214.346086,146.427846,-107.095875,-7.460714,-0.970505,6.406803
6378206.901016,145.405417,-100.679027,-7.431597,-1.066906,6.425289
6378199.478796,144.307826,-94.248094,-7.414163,-1.123872,6.435709
6378192.070219,143.165825,-87.809152,-7.403782,-1.157529,6.441691
6378184.669754,141.997584,-81.365587,-7.397622,-1.177414,6.445164
6378177.274098,140.813842,-74.919327,-7.393972,-1.189162,6.447195
6378169.881288,139.620942,-68.471490,-7.391813,-1.196102,6.448387
6378162.490164,138.422631,-62.022724,-7.390536,-1.200203,6.449089
6378155.100034,137.221124,-55.573413,-7.389781,-1.202625,6.449503
6378147.710494,136.017728,-49.123778,-7.389335,-1.204056,6.449747
6378140.321301,134.813217,-42.673954,-7.389071,-1.204901,6.449891
6378132.961844,133.503879,-36.208547,-7.173988,-1.921805,6.553750
6378126.358552,130.348849,-29.517772,-5.892916,-4.354440,6.794214
6378121.388582,124.980723,-22.692413,-3.926695,-6.300981,6.822708
6378118.650519,117.993910,-15.936011,-1.459781,-7.556838,6.658522
6378118.531173,110.150257,-9.427471,1.270549,-7.991259,6.330922
6378121.163317,102.302181,-3.312483,3.997830,-7.556314,5.876847
6378126.410616,95.306594,2.303200,6.455204,-6.291821,5.338942
6378133.881610,89.938803,7.358376,8.404171,-4.320344,4.763296
6378142.971031,86.816145,11.838639,9.659918,-1.832862,4.197011
6378152.923499,86.339868,15.776156,10.110262,0.933112,3.685702
