gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378047.149542,15.301572,-51.598393,-2.283074,-1.469078,-2.741603
6378047.655031,11.376754,-66.317670,-1.965835,-1.774029,-2.987801
6378044.460531,14.405682,-74.263164,-2.038352,-2.000020,-3.068749
6378038.336086,5.106293,-62.872486,-2.155599,-2.825671,-2.857611
6378037.565600,16.668293,-72.447955,-2.449543,-3.688071,-2.743545
6378029.239441,-6.575007,-70.605190,-2.414932,-3.733371,-2.694935
6378024.869744,-7.100605,-89.661395,-2.494861,-3.823282,-2.599852
6378034.870471,-1.084656,-77.699475,-2.486994,-3.795004,-2.711408
6378025.422998,-10.823350,-83.891912,-2.481867,-3.808772,-2.711817
6378024.599271,-0.960416,-87.461585,-2.479598,-3.776388,-2.676455
6378030.083037,-6.184458,-75.921194,-2.468327,-3.732328,-2.715630
6378028.349286,-10.326739,-89.102842,-2.458557,-3.819522,-2.672600
6378025.525508,-23.357405,-85.896544,-2.446300,-3.849560,-2.710364
6378013.285469,-29.447846,-99.239713,-2.526423,-3.754196,-2.673504
6378025.153408,-30.488221,-97.660050,-2.467340,-3.766360,-2.661812
6378022.735672,-38.269204,-97.180681,-2.163838,-3.939316,-2.800110
6378013.478873,-36.902739,-99.588577,-1.165969,-4.128808,-3.277899
6378011.303567,-31.641295,-112.535227,-0.328430,-4.142198,-3.579289
6378004.634091,-40.272958,-106.333410,0.784788,-3.967210,-4.001852
6378007.644129,-49.243090,-115.891367,1.752667,-3.491444,-4.417353
6378016.105735,-49.983073,-118.145269,2.736561,-2.657848,-4.529464
6378007.008942,-62.031524,-105.317324,3.464303,-1.495323,-4.837319
6378017.609140,-51.750696,-132.716728,3.873784,-0.146694,-4.948897
6378024.980623,-56.259786,-137.891870,4.011025,1.341628,-4.858157
6378033.614498,-50.333609,-142.874928,3.638138,2.976921,-4.726607
6378038.212456,-57.307366,-149.927799,3.599666,4.133202,-4.506520
6378043.950579,-46.146798,-153.553504,4.090353,4.337123,-4.871415
6378041.768467,-40.886295,-142.018893,4.289763,4.659531,-4.988700
6378048.084292,-38.598265,-163.895768,4.141784,4.745444,-4.914291
6378057.881920,-43.755154,-164.460487,4.047962,4.809507,-4.953152
6378052.723226,-23.763811,-150.755585,3.918398,4.785509,-4.994328
6378053.834517,-15.565684,-179.290819,3.902023,4.933736,-4.912903
6378056.282938,-17.910281,-181.286229,3.847093,4.890816,-4.987522
6378064.031898,-9.827063,-169.170662,3.827370,4.930178,-4.867315
6378060.792729,-4.754539,-182.287720,3.812656,4.938742,-4.911435
6378069.222477,-2.721380,-184.518918,3.829622,4.974385,-4.922585
6378075.442263,11.859949,-199.772762,3.891771,4.898635,-4.854303
6378081.104318,6.226885,-195.432053,3.837169,5.014851,-4.946734
6378081.279988,18.674438,-204.675594,3.888115,4.965401,-4.925872
6378081.827701,13.218708,-214.059780,3.836765,4.978441,-4.933992
6378098.667874,27.152535,-214.916603,3.392511,5.676739,-4.525003
6378091.336055,30.027035,-222.751771,1.888080,6.821615,-3.710484
6378094.667627,37.161656,-214.521004,0.122654,7.599681,-2.815478
6378092.228826,49.028962,-225.099136,-1.707065,7.931287,-1.819182
6378091.139919,54.331337,-230.605934,-3.375798,7.485928,-0.514584
6378087.465122,53.579996,-232.467346,-5.045039,6.800151,0.739399
6378086.993921,70.911753,-226.963613,-6.090013,5.569960,2.104686
6378076.309690,68.520058,-228.754968,-6.923156,3.892562,3.547653
6378072.197799,73.185016,-236.690470,-6.907958,2.276236,4.739426
6378050.683666,81.051381,-214.387214,-6.609321,0.625735,6.037733
6378056.505952,71.723825,-207.460755,-6.235963,0.041396,6.789617
6378055.248914,73.558853,-197.889875,-6.313987,0.650284,7.429458
6378038.019740,76.300561,-195.876555,-6.119885,0.645607,7.549454
6378031.612272,70.303903,-180.834024,-5.966251,0.527460,7.814587
6378035.111901,71.398610,-172.902013,-5.900515,0.609224,7.842603
6378028.743153,81.606005,-175.286682,-5.817170,0.503240,7.948139
6378010.997284,76.656038,-161.024397,-5.795906,0.414721,8.004480
6378005.427064,87.689566,-145.874669,-5.654672,0.439828,7.976861
6378004.869005,74.050926,-146.471683,-5.673152,0.483848,7.969889
6378001.745990,75.681991,-150.659290,-5.686242,0.661891,7.989909
6377998.760314,73.321441,-119.298855,-5.691521,0.513800,8.030560
6377985.788056,76.392546,-112.994408,-5.706664,0.522773,7.936711
6377985.966351,86.987602,-113.432874,-5.692666,0.578225,7.991741
6377979.776998,87.013354,-98.236695,-5.790935,0.465009,8.021456
6377973.049142,79.023139,-104.292461,-5.692728,0.604047,8.014223
6377966.837536,83.966336,-100.669004,-5.458289,0.229721,8.172201
6377968.102170,80.938448,-74.744864,-4.867277,-0.632485,8.641979
6377960.255041,73.667392,-69.163307,-4.010636,-1.503516,9.002052
6377955.698953,79.961547,-52.278360,-3.028728,-1.934381,9.343642
6377947.025276,82.391236,-46.199673,-2.151805,-2.401454,9.626707
6377948.039372,71.385308,-41.329214,-1.032760,-2.691274,9.720159
6377952.392114,80.056661,-36.220156,0.233121,-2.919639,9.725651
6377954.282381,57.898976,-26.578458,1.341996,-2.894884,9.749382
6377948.765430,64.053027,-13.956647,2.623479,-2.797039,9.592330
6377951.475155,61.301257,-8.334436,3.672206,-2.509884,9.318501
