gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378136.530922,-4.638581,3.139661,-0.085593,-0.025844,-0.011359
6378136.778822,-7.671536,0.454889,0.007899,0.026268,-0.994026
6378143.913652,-3.453677,-10.612378,-0.129648,0.187525,-1.813544
6378143.201919,-0.580376,5.852125,-0.110457,0.225359,-1.949275
6378135.349263,4.078096,-15.882189,-0.088439,0.174692,-1.998043
6378138.661902,5.751888,7.722399,-0.053360,0.190804,-1.960102
6378131.669229,3.807550,-25.544424,-0.028672,0.099090,-1.956644
6378139.243281,3.010162,-12.373180,-0.026844,0.051795,-1.951616
6378129.651295,-0.820251,-4.536513,0.026894,0.200290,-1.846031
6378127.016646,2.361616,-4.952233,0.014385,0.197507,-1.938410
6378132.656060,-5.083747,-14.237768,-0.042241,0.090650,-1.969813
6378140.242998,-9.681813,-26.244400,0.048105,0.147717,-1.825217
6378139.354350,-2.381565,-29.160696,-0.057856,0.128085,-1.995194
6378136.307270,0.708908,-12.745491,-0.048877,0.085696,-1.966855
6378136.696348,7.733805,-30.027555,-0.425899,0.414098,-1.820616
6378138.786502,4.936678,-29.956249,-0.718404,0.586218,-1.559093
6378135.772487,13.785987,-29.633294,-0.979796,0.700525,-1.395363
6378137.543182,0.723964,-21.679837,-1.215026,0.904729,-1.221904
6378133.752525,0.477105,-35.102713,-1.351477,0.863359,-1.018108
6378136.852935,13.619031,-31.641952,-1.495714,0.930122,-0.866903
6378125.313466,9.590994,-35.021335,-1.677963,1.154178,-0.684528
6378132.785888,10.127531,-30.850523,-1.834225,1.302254,-0.436790
6378120.883764,3.137123,-34.352255,-1.943846,1.306480,-0.312878
6378132.000273,7.023351,-31.137797,-2.165529,1.271691,-0.478839
6378123.813436,8.922866,-27.123155,-3.130641,0.845105,-0.780551
6378113.984159,15.881002,-46.734228,-3.369096,0.720612,-0.669642
6378112.659658,20.459382,-35.070095,-3.491652,0.742417,-0.709826
6378104.707229,8.767122,-26.950499,-3.473350,0.731831,-0.712375
6378105.922531,12.229907,-47.811057,-3.490146,0.634331,-0.675791
6378103.540974,12.449493,-46.032167,-3.476028,0.636466,-0.638248
6378107.578950,9.250532,-42.952571,-3.493876,0.675669,-0.691532
6378096.663555,16.971002,-25.651397,-3.553859,0.596372,-0.755134
6378104.346144,3.304795,-39.006412,-3.529609,0.642306,-0.686851
6378083.150935,16.228632,-36.698776,-3.453025,0.750337,-0.625603
6378084.597294,20.326770,-45.440188,-3.552055,0.678830,-0.698431
6378081.391080,11.240857,-42.608397,-3.459974,0.698684,-0.687094
6378086.771940,27.229637,-32.278600,-3.493025,0.593510,-0.674619
6378076.572314,17.776492,-41.685728,-3.516424,0.667086,-0.583104
6378080.347148,23.260620,-31.500442,-3.479654,0.570983,-0.732190
6378059.837816,17.811178,-35.282573,-3.491524,0.330355,-0.929368
6378061.513677,22.057574,-36.565332,-3.339538,-0.021339,-1.168894
6378056.466023,24.607096,-32.918067,-3.199439,-0.195306,-1.372397
6378056.810721,15.550954,-49.287450,-3.161735,-0.597553,-1.649260
6378050.007711,22.551156,-37.075462,-2.963025,-0.846427,-1.964020
6378050.466867,23.700609,-45.640566,-2.828107,-1.072829,-2.164869
6378043.870316,25.096763,-54.219063,-2.495857,-1.221211,-2.489110
