accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.276229,0.801144,-10.784900
0.256586,0.723604,-10.779972
0.225258,0.655718,-10.780736
0.209212,0.586202,-10.777098
0.188872,0.534478,-10.778915
0.157981,0.479077,-10.778798
0.148500,0.432816,-10.782214
0.124175,0.385966,-10.778418
0.115070,0.338766,-10.779171
0.099084,0.314350,-10.785921
0.090728,0.275590,-10.780534
0.082842,0.256240,-10.787773
0.072508,0.219259,-10.774537
0.065251,0.198411,-10.781359
0.067073,0.183914,-10.772282
0.054310,0.161757,-10.784316
0.050260,0.141498,-10.776852
0.054523,0.133450,-10.776133
0.037286,0.117589,-10.780955
0.046224,0.096655,-10.771409
0.030156,0.082746,-10.779655
0.039462,0.075752,-10.778088
0.035983,0.070474,-10.781179
0.024076,0.062142,-10.778941
0.026292,0.052752,-10.770076
0.026395,0.040035,-10.784961
0.027103,0.024222,-10.779442
0.026631,0.021547,-10.784698
0.023440,0.016288,-10.775929
0.021757,0.010140,-10.778728
0.028987,0.014715,-10.788255
0.022046,0.000535,-10.777536
0.014852,-0.007449,-10.775053
0.017752,0.002447,-10.777167
0.016982,-0.003462,-10.777077
0.019270,-0.021141,-10.787126
0.019608,-0.023207,-10.778444
0.013857,-0.012378,-10.778045
0.027022,-0.019980,-10.778627
0.017999,-0.014590,-10.768897
0.023715,-0.023537,-10.777002
0.025086,-0.034486,-10.783208
0.025919,-0.029680,-10.773860
0.015998,-0.036394,-10.784720
0.007787,-0.035015,-10.778154
0.027052,-0.038281,-10.777438
0.027488,-0.043253,-10.783297
0.026092,-0.040065,-10.784110
0.026994,-0.045674,-10.774764
0.021396,-0.044383,-10.778670
0.023604,-0.063505,-10.772733
0.030120,-0.060064,-10.774447
0.021910,-0.044826,-10.776787
0.027123,-0.054031,-10.778455
0.025240,-0.048703,-10.774236
0.028480,-0.061061,-10.784285
0.023584,-0.058613,-10.784143
0.028551,-0.064470,-10.781458
0.029137,-0.059301,-10.780248
0.030091,-0.056182,-10.779168
0.027568,-0.063720,-10.781155
0.031354,-0.064991,-10.783307
0.021886,-0.072936,-10.779801
0.035421,-0.071296,-10.783099
0.032978,-0.070334,-10.776276
0.033464,-0.071838,-10.768323
0.024252,-0.070945,-10.778099
0.031557,-0.087102,-10.779578
0.029265,-0.074965,-10.783917
0.036617,-0.077485,-10.779558
0.044411,-0.083126,-10.779420
0.033073,-0.085438,-10.782654
0.034270,-0.080997,-10.777151
0.034954,-0.088465,-10.776439
0.034282,-0.075831,-10.781776
0.038133,-0.082488,-10.784733
0.047117,-0.081671,-10.776749
0.039421,-0.089175,-10.773567
0.039290,-0.085392,-10.788396
0.043689,-0.087861,-10.770826
0.041999,-0.085403,-10.778982
0.045884,-0.092388,-10.783627
0.036339,-0.086370,-10.784873
0.032961,-0.098420,-10.772826
0.048450,-0.093481,-10.770759
0.045769,-0.093758,-10.782125
0.042900,-0.092206,-10.775186
0.039824,-0.105491,-10.773741
0.046500,-0.094546,-10.782127
0.043303,-0.099082,-10.777548
0.048489,-0.098741,-10.769709
0.043208,-0.095776,-10.778463
0.048572,-0.097931,-10.781353
0.041968,-0.102851,-10.776435
0.048641,-0.108545,-10.777651
0.046681,-0.099668,-10.782788
0.053142,-0.106122,-10.781507
0.043214,-0.102367,-10.772570
0.043720,-0.117433,-10.777706
0.043545,-0.106546,-10.774525
0.048874,-0.110551,-10.778317
0.047833,-0.103245,-10.778668
0.046836,-0.114223,-10.775685
0.055091,-0.110941,-10.774103
0.050978,-0.111764,-10.779171
0.047133,-0.122066,-10.775505
0.055103,-0.124554,-10.788671
0.052172,-0.116822,-10.779696
0.047245,-0.118209,-10.786927
0.054531,-0.105028,-10.779962
0.051662,-0.129261,-10.773694
0.050962,-0.124611,-10.774760
0.045460,-0.131505,-10.776130
0.059928,-0.121641,-10.769493
0.054461,-0.113109,-10.780987
0.058087,-0.128024,-10.770966
0.055471,-0.114260,-10.782863
0.052699,-0.124322,-10.782375
0.054071,-0.123606,-10.790242
0.054416,-0.123147,-10.772643
0.067690,-0.129918,-10.783592
0.057065,-0.131697,-10.777810
0.056939,-0.141873,-10.778606
0.055747,-0.129152,-10.759504
0.061199,-0.128556,-10.773594
0.063803,-0.134762,-10.772270
0.063658,-0.133577,-10.770572
0.062183,-0.140539,-10.779918
0.062422,-0.120909,-10.781938
0.063040,-0.133745,-10.789578
0.061371,-0.142893,-10.771462
0.071677,-0.136227,-10.786137
0.058726,-0.134064,-10.778738
0.065024,-0.144732,-10.765127
0.069829,-0.143772,-10.781004
0.062383,-0.137500,-10.783587
0.074543,-0.146269,-10.770758
0.076883,-0.134766,-10.776413
0.070545,-0.145909,-10.782217
0.065202,-0.140716,-10.782200
0.076486,-0.136535,-10.781479
0.073378,-0.147358,-10.775338
0.072047,-0.141834,-10.782987
0.068846,-0.141604,-10.768457
0.068278,-0.148756,-10.772003
0.072594,-0.155762,-10.778737
0.073321,-0.143780,-10.781243
0.066399,-0.138775,-10.767385
0.074318,-0.148505,-10.775112
0.075593,-0.153358,-10.786606
0.072507,-0.160308,-10.782786
0.080369,-0.158750,-10.779680
0.080390,-0.149875,-10.782977
0.077735,-0.146755,-10.770409
0.079953,-0.155133,-10.773353
0.081865,-0.153557,-10.778311
0.066590,-0.145794,-10.774396
0.075647,-0.158637,-10.773373
0.083485,-0.159613,-10.778350
0.069318,-0.158891,-10.776602
0.073706,-0.157579,-10.777412
0.070535,-0.155654,-10.780520
0.084110,-0.158432,-10.775568
0.073845,-0.158521,-10.778278
0.081104,-0.156345,-10.780041
0.074255,-0.159599,-10.782526
0.069462,-0.162870,-10.775137
0.074638,-0.172997,-10.771103
0.077262,-0.169940,-10.775990
0.071703,-0.163549,-10.778133
0.081902,-0.160822,-10.782663
0.092067,-0.166381,-10.773825
0.082616,-0.168282,-10.781096
0.080292,-0.165903,-10.781374
0.078860,-0.163251,-10.787089
0.090338,-0.162816,-10.777911
0.092251,-0.171270,-10.777756
0.080017,-0.174104,-10.768027
0.085493,-0.178356,-10.775117
0.079255,-0.167070,-10.779836
0.088505,-0.184011,-10.771245
0.077069,-0.182616,-10.776597
0.092162,-0.171590,-10.780991
0.087805,-0.170940,-10.782266
0.087079,-0.184243,-10.783302
0.089929,-0.178427,-10.778171
0.085860,-0.180545,-10.774210
0.086851,-0.178138,-10.343512
0.090841,-0.177386,-9.783338
0.081131,-0.177191,-9.785559
0.087609,-0.190537,-9.781687
0.085063,-0.176386,-9.774789
0.084173,-0.195008,-9.774970
0.083015,-0.179286,-9.771768
0.081920,-0.182969,-9.779703
0.087258,-0.187994,-9.778055
0.083832,-0.181816,-9.778162
0.092830,-0.176192,-9.774815
0.088079,-0.190096,-9.781689
0.086903,-0.190979,-9.774614
0.092042,-0.180987,-9.766070
0.084028,-0.188676,-9.779141
0.094615,-0.182971,-9.773865
0.092621,-0.195523,-9.776755
0.094838,-0.191904,-9.781773
0.090690,-0.198420,-9.784930
0.089209,-0.193293,-9.775502
