ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.000467,0.000927
0.008594,0.001355,0.002689
0.017189,0.002620,0.005200
0.028648,0.004225,0.008384
0.042972,0.006135,0.012174
0.060161,0.008317,0.016505
0.080214,0.010745,0.021323
0.103052,0.013392,0.026575
0.128383,0.016234,0.032216
0.155947,0.019252,0.038204
0.185506,0.022425,0.044502
0.216846,0.025737,0.051074
0.249773,0.029172,0.057892
0.284112,0.032717,0.064925
0.319705,0.036358,0.072151
0.356408,0.040084,0.079545
0.394091,0.043884,0.087087
0.432639,0.047750,0.094758
0.471946,0.051673,0.102542
0.511915,0.055644,0.110424
0.552461,0.059658,0.118390
0.593505,0.063708,0.126427
0.634978,0.067789,0.134525
0.676816,0.071895,0.142673
0.718961,0.076021,0.150862
0.761361,0.080164,0.159084
0.803970,0.084320,0.167331
0.846746,0.088486,0.175597
0.889650,0.092658,0.183877
0.932649,0.096834,0.192163
0.975711,0.101011,0.200452
1.018808,0.105187,0.208739
1.061916,0.109360,0.217021
1.105012,0.113528,0.225293
1.148074,0.117690,0.233552
1.191087,0.121844,0.241796
1.234031,0.125990,0.250022
1.276894,0.130125,0.258228
1.319662,0.134248,0.266411
1.362322,0.138360,0.274570
1.404865,0.142458,0.282703
1.447281,0.146542,0.290809
1.489561,0.150613,0.298886
1.531697,0.154668,0.306933
1.573684,0.158707,0.314949
1.615515,0.162731,0.322934
1.657184,0.166738,0.330886
1.698687,0.170728,0.338804
1.740020,0.174701,0.346688
1.781180,0.178656,0.354538
1.822162,0.182595,0.362353
1.862965,0.186515,0.370133
1.903585,0.190417,0.377877
1.944021,0.194301,0.385584
1.984271,0.198167,0.393256
2.024333,0.202014,0.400891
2.064206,0.205843,0.408489
2.103889,0.209653,0.416050
2.143382,0.213445,0.423575
2.182683,0.217218,0.431063
2.221792,0.220973,0.438513
2.260709,0.224708,0.445927
2.299434,0.228425,0.453303
2.337965,0.232124,0.460643
2.376304,0.235804,0.467945
2.414451,0.239465,0.475211
2.452405,0.243107,0.482439
2.490167,0.246732,0.489631
2.527737,0.250337,0.496786
2.565116,0.253924,0.503905
2.602304,0.257493,0.510987
2.639302,0.261043,0.518032
2.676109,0.264575,0.525041
2.712727,0.268089,0.532015
2.749157,0.271585,0.538952
2.785398,0.275062,0.545853
2.821453,0.278522,0.552718
2.857320,0.281963,0.559548
2.893002,0.285387,0.566342
2.928498,0.288793,0.573101
2.963810,0.292181,0.579825
2.998939,0.295552,0.586513
3.033884,0.298905,0.593167
3.068648,0.302240,0.599786
3.103231,0.305558,0.606371
3.137633,0.308859,0.612921
3.171855,0.312143,0.619437
