q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000008,0.000004,0.000025
1.000000,0.000023,0.000012,0.000075
1.000000,0.000045,0.000023,0.000150
1.000000,0.000073,0.000037,0.000250
1.000000,0.000106,0.000054,0.000375
1.000000,0.000144,0.000073,0.000525
1.000000,0.000186,0.000094,0.000700
1.000000,0.000232,0.000117,0.000899
0.999999,0.000281,0.000142,0.001120
0.999999,0.000333,0.000168,0.001361
0.999999,0.000388,0.000196,0.001619
0.999998,0.000445,0.000225,0.001892
0.999997,0.000505,0.000256,0.002180
0.999997,0.000566,0.000287,0.002479
0.999996,0.000629,0.000319,0.002790
0.999995,0.000693,0.000352,0.003110
0.999994,0.000759,0.000386,0.003439
0.999992,0.000825,0.000420,0.003775
0.999991,0.000893,0.000455,0.004118
0.999989,0.000961,0.000490,0.004467
0.999988,0.001031,0.000526,0.004821
0.999986,0.001100,0.000562,0.005179
0.999984,0.001171,0.000598,0.005541
0.999982,0.001241,0.000635,0.005906
0.999979,0.001312,0.000672,0.006273
0.999977,0.001384,0.000709,0.006643
0.999974,0.001455,0.000746,0.007015
0.999971,0.001527,0.000783,0.007388
0.999968,0.001598,0.000821,0.007762
0.999965,0.001670,0.000859,0.008137
0.999962,0.001742,0.000896,0.008513
0.999958,0.001813,0.000934,0.008889
0.999955,0.001885,0.000972,0.009265
0.999951,0.001956,0.001010,0.009641
0.999947,0.002028,0.001047,0.010017
0.999943,0.002099,0.001085,0.010392
0.999939,0.002170,0.001123,0.010766
0.999935,0.002241,0.001161,0.011140
0.999930,0.002311,0.001198,0.011513
0.999926,0.002382,0.001236,0.011885
0.999921,0.002452,0.001273,0.012256
0.999916,0.002521,0.001311,0.012626
0.999911,0.002591,0.001348,0.012995
0.999906,0.002660,0.001385,0.013363
0.999901,0.002729,0.001423,0.013729
0.999896,0.002798,0.001460,0.014093
0.999890,0.002866,0.001497,0.014457
0.999885,0.002934,0.001534,0.014819
0.999879,0.003002,0.001570,0.015179
0.999873,0.003069,0.001607,0.015538
0.999867,0.003136,0.001644,0.015896
0.999861,0.003203,0.001680,0.016251
0.999855,0.003270,0.001716,0.016606
