ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
6378137.000000,0.000000,0.000000
6378137.000000,0.000000,0.000000
6378137.000028,0.000081,-0.000100
6378137.000080,0.000236,-0.000300
6378137.000155,0.000456,-0.000600
6378137.000250,0.000735,-0.001000
6378137.000363,0.001068,-0.001500
6378137.000492,0.001449,-0.002100
6378137.000636,0.001873,-0.002800
6378137.000793,0.002336,-0.003599
6378137.000961,0.002835,-0.004499
6378137.001139,0.003365,-0.005499
6378137.001327,0.003924,-0.006599
6378137.001523,0.004509,-0.007798
6378137.001726,0.005117,-0.009098
6378137.001936,0.005746,-0.010497
6378137.002151,0.006394,-0.011996
6378137.002371,0.007059,-0.013596
6378137.002596,0.007740,-0.015295
6378137.002824,0.008435,-0.017094
6378137.003056,0.009143,-0.018993
6378137.003291,0.009863,-0.020992
6378137.003528,0.010593,-0.023090
6378137.003768,0.011332,-0.025289
6378137.004009,0.012081,-0.027588
6378137.004252,0.012837,-0.029986
6378137.004496,0.013601,-0.032484
6378137.004741,0.014371,-0.035083
6378137.004987,0.015147,-0.037781
6378137.005233,0.015929,-0.040579
6378137.005480,0.016717,-0.043477
6378137.005727,0.017509,-0.046475
6378137.005975,0.018305,-0.049572
6378137.006222,0.019106,-0.052770
6378137.006469,0.019910,-0.056067
6378137.006716,0.020718,-0.059465
6378137.006962,0.021529,-0.062962
6378137.007208,0.022344,-0.066559
6378137.007454,0.023161,-0.070256
6378137.007699,0.023981,-0.074053
6378137.007943,0.024804,-0.077950
6378137.008187,0.025630,-0.081947
6378137.008429,0.026458,-0.086044
6378137.008671,0.027288,-0.090240
6378137.008912,0.028120,-0.094537
6378137.009152,0.028955,-0.098933
6378137.009391,0.029792,-0.103429
6378137.009629,0.030631,-0.108025
6378137.009866,0.031472,-0.112721
6378137.010102,0.032314,-0.117517
6378137.010337,0.033159,-0.122413
6378137.010570,0.034006,-0.127409
6378137.010803,0.034854,-0.132505
6378137.011034,0.035705,-0.137700
6378137.011264,0.036557,-0.142996
6378137.011493,0.037411,-0.148391
6378137.011720,0.038267,-0.153886
6378137.011946,0.039125,-0.159481
6378137.012171,0.039984,-0.165176
6378137.012395,0.040846,-0.170971
6378137.012617,0.041709,-0.176866
