ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.092727,0.046726,0.286479
0.176131,0.088766,0.572956
0.251094,0.126580,0.859431
0.318418,0.160585,1.145901
0.378826,0.191158,1.432367
0.432973,0.218639,1.718827
0.481452,0.243334,2.005282
0.524802,0.265520,2.283658
0.563513,0.285435,2.533046
0.598030,0.303299,2.756222
0.628754,0.319309,2.955693
0.656048,0.333643,3.133731
0.680241,0.346463,3.292391
0.701633,0.357912,3.433530
0.720492,0.368122,3.558830
0.737062,0.377210,3.669813
0.751566,0.385284,3.767855
0.764202,0.392438,3.854201
0.775153,0.398760,3.929978
0.784581,0.404330,3.996204
0.792636,0.409217,4.053802
0.799450,0.413487,4.103606
0.805146,0.417197,4.146370
0.809832,0.420401,4.182778
0.813609,0.423147,4.213446
0.816566,0.425476,4.238934
0.818784,0.427429,4.259747
0.820337,0.429041,4.276341
0.821290,0.430345,4.289132
0.821704,0.431369,4.298492
0.821633,0.432139,4.304760
0.821127,0.432680,4.308243
0.820229,0.433014,4.309217
0.818979,0.433159,4.307933
0.817414,0.433135,4.304617
0.815566,0.432956,4.299474
0.813466,0.432638,4.292689
0.811140,0.432194,4.284431
0.808611,0.431635,4.274850
0.805903,0.430973,4.264085
0.803034,0.430219,4.252258
0.800023,0.429379,4.239481
0.796885,0.428464,4.225857
0.793635,0.427480,4.211477
0.790287,0.426434,4.196424
0.786852,0.425331,4.180772
0.783341,0.424179,4.164590
0.779763,0.422980,4.147938
0.776127,0.421741,4.130872
0.772442,0.420465,4.113442
0.768714,0.419156,4.095693
0.764950,0.417817,4.077666
0.761156,0.416452,4.059398
0.757336,0.415063,4.040921
0.753495,0.413652,4.022267
0.749639,0.412223,4.003463
0.745769,0.410776,3.984532
0.741891,0.409315,3.965497
0.738007,0.407840,3.946377
0.734120,0.406354,3.927192
0.730232,0.404857,3.907957
0.726345,0.403352,3.888687
0.722462,0.401838,3.869395
0.718585,0.400318,3.850093
0.714715,0.398792,3.830791
0.710853,0.397261,3.811500
0.707001,0.395727,3.792227
0.703160,0.394188,3.772982
0.699331,0.392647,3.753770
0.695516,0.391104,3.734597
0.691713,0.389560,3.715471
0.687926,0.388014,3.696395
0.684153,0.386468,3.677374
0.680397,0.384922,3.658413
0.676656,0.383376,3.639514
0.672933,0.381830,3.620681
0.669226,0.380286,3.601917
0.665537,0.378742,3.583225
0.661866,0.377200,3.564606
0.658212,0.375660,3.546063
0.654577,0.374122,3.527597
0.650960,0.372586,3.509210
0.647362,0.371052,3.490903
0.643783,0.369520,3.472678
0.640222,0.367991,3.454535
0.636680,0.366465,3.436475
0.633157,0.364942,3.418500
0.629653,0.363422,3.400609
0.626168,0.361905,3.382803
0.622702,0.360391,3.365082
0.619256,0.358880,3.347448
0.615828,0.357373,3.329900
0.612419,0.355869,3.312438
0.609029,0.354369,3.295062
0.605658,0.352873,3.277774
0.602306,0.351380,3.260571
0.598973,0.349891,3.243456
0.595658,0.348406,3.226426
0.592363,0.346924,3.209484
0.589086,0.345447,3.192627
0.585827,0.343973,3.175857
0.582587,0.342503,3.159172
0.579365,0.341038,3.142573
0.576162,0.339576,3.126060
0.572977,0.338119,3.109631
0.569810,0.336665,3.093288
0.566662,0.335216,3.077029
0.563531,0.333771,3.060855
0.560418,0.332330,3.044764
0.557323,0.330894,3.028757
0.554246,0.329461,3.012834
0.551186,0.328033,2.996993
0.548144,0.326609,2.981235
0.545119,0.325189,2.965560
0.542112,0.323774,2.949966
0.539122,0.322363,2.934454
0.536149,0.320957,2.919023
0.533193,0.319554,2.903673
0.530253,0.318156,2.888404
0.527331,0.316763,2.873214
0.524426,0.315374,2.858104
0.521537,0.313989,2.843073
0.518665,0.312608,2.828121
0.515809,0.311232,2.813248
0.512969,0.309861,2.798453
0.510146,0.308494,2.783735
0.507339,0.307131,2.769095
0.504548,0.305773,2.754532
0.501773,0.304419,2.740045
0.499014,0.303070,2.725635
0.496270,0.301725,2.711300
0.493542,0.300385,2.697041
0.490830,0.299049,2.682857
0.488134,0.297717,2.668747
0.485452,0.296390,2.654711
0.482786,0.295068,2.640750
0.480136,0.293750,2.626862
0.477500,0.292437,2.613047
0.474880,0.291128,2.599304
0.472274,0.289823,2.585634
0.469683,0.288523,2.572036
0.467107,0.287228,2.558510
0.464546,0.285937,2.545055
0.461999,0.284650,2.531670
0.459467,0.283368,2.518356
0.456949,0.282091,2.505112
0.454445,0.280818,2.491938
0.451956,0.279549,2.478834
0.449481,0.278285,2.465798
0.447020,0.277026,2.452831
0.444573,0.275771,2.439932
0.442140,0.274521,2.427101
0.439720,0.273275,2.414338
0.437315,0.272033,2.401641
0.434923,0.270796,2.389012
0.432544,0.269564,2.376449
0.430179,0.268336,2.363953
0.427828,0.267112,2.351522
0.425489,0.265893,2.339156
0.423164,0.264679,2.326856
0.420853,0.263468,2.314621
0.418554,0.262263,2.302449
0.416268,0.261062,2.290342
0.413995,0.259865,2.278299
0.411735,0.258673,2.266319
0.409488,0.257485,2.254403
0.407254,0.256302,2.242549
0.405032,0.255123,2.230757
0.402822,0.253948,2.219027
0.400626,0.252778,2.207360
0.398441,0.251613,2.195753
0.396269,0.250452,2.184208
0.394109,0.249295,2.172724
0.391961,0.248143,2.161300
0.389826,0.246995,2.149936
0.387702,0.245852,2.138632
0.385590,0.244712,2.127388
0.383491,0.243578,2.116202
0.381403,0.242447,2.105076
0.379326,0.241322,2.094008
0.377262,0.240200,2.082999
0.375209,0.239083,2.072047
0.373168,0.237970,2.061153
0.371138,0.236862,2.050317
0.369119,0.235757,2.039537
0.367112,0.234658,2.028814
0.365116,0.233562,2.018148
0.363131,0.232471,2.007538
0.361158,0.231384,1.996983
0.359195,0.230302,1.986485
0.357244,0.229223,1.976041
0.355303,0.228150,1.965653
0.353373,0.227080,1.955319
0.351454,0.226015,1.945039
0.349546,0.224953,1.934814
0.347649,0.223897,1.924643
0.345762,0.222844,1.914525
0.343885,0.221796,1.904460
0.342020,0.220752,1.894448
0.340164,0.219712,1.884489
0.338319,0.218676,1.874583
0.336484,0.217644,1.864728
0.334660,0.216617,1.854926
0.332846,0.215594,1.845175
0.331041,0.214575,1.835475
0.329247,0.213560,1.825826
0.327463,0.212550,1.816229
0.325689,0.211543,1.806681
0.323925,0.210541,1.797184
0.322170,0.209543,1.787737
0.320426,0.208549,1.778340
0.318691,0.207559,1.768992
0.316966,0.206573,1.759693
0.315250,0.205591,1.750443
0.313544,0.204613,1.741242
0.311847,0.203640,1.732090
0.310160,0.202670,1.722985
0.308482,0.201705,1.713929
0.306814,0.200743,1.704920
0.305154,0.199786,1.695958
0.303504,0.198832,1.687044
0.301864,0.197883,1.678176
0.300232,0.196937,1.669356
0.298609,0.195996,1.660581
0.296996,0.195058,1.651853
0.295391,0.194125,1.643171
0.293795,0.193195,1.634534
0.292208,0.192270,1.625943
0.290630,0.191348,1.617397
0.289061,0.190430,1.608896
0.287500,0.189516,1.600440
0.285948,0.188606,1.592028
0.284405,0.187700,1.583661
0.282870,0.186798,1.575337
0.281343,0.185900,1.567058
0.279825,0.185005,1.558822
0.278316,0.184115,1.550629
0.276815,0.183228,1.542479
0.275322,0.182345,1.534372
0.273837,0.181466,1.526308
0.272360,0.180590,1.518287
0.270892,0.179719,1.510307
0.269432,0.178851,1.502370
0.267980,0.177987,1.494474
0.266536,0.177126,1.486620
0.265100,0.176270,1.478807
0.263671,0.175417,1.471035
0.262251,0.174568,1.463304
0.260839,0.173723,1.455614
0.259434,0.172881,1.447964
0.258037,0.172043,1.440355
0.256648,0.171208,1.432785
0.255266,0.170378,1.425256
0.253892,0.169551,1.417765
0.252526,0.168727,1.410315
0.251167,0.167907,1.402903
0.249816,0.167091,1.395531
0.248472,0.166279,1.388197
0.247135,0.165470,1.380902
0.245806,0.164664,1.373645
0.244484,0.163862,1.366427
0.243169,0.163064,1.359246
0.241862,0.162269,1.352103
0.240562,0.161478,1.344998
0.239269,0.160691,1.337930
0.237983,0.159906,1.330900
0.236704,0.159126,1.323906
0.235432,0.158348,1.316949
0.234167,0.157575,1.310029
0.232909,0.156804,1.303145
0.231658,0.156038,1.296297
0.230414,0.155274,1.289485
0.229176,0.154514,1.282709
0.227946,0.153758,1.275969
0.226722,0.153004,1.269264
0.225505,0.152255,1.262595
0.224294,0.151508,1.255960
0.223091,0.150765,1.249361
0.221893,0.150026,1.242796
0.220703,0.149289,1.236266
0.219519,0.148556,1.229770
0.218341,0.147826,1.223308
0.217170,0.147100,1.216880
0.216005,0.146377,1.210486
0.214847,0.145657,1.204126
0.213694,0.144941,1.197799
0.212549,0.144227,1.191505
0.211409,0.143517,1.185244
0.210276,0.142810,1.179017
0.209149,0.142107,1.172822
0.208028,0.141407,1.166660
0.206913,0.140709,1.160530
0.205804,0.140015,1.154432
0.204702,0.139325,1.148366
0.203605,0.138637,1.142333
0.202514,0.137952,1.136331
0.201430,0.137271,1.130360
0.200351,0.136593,1.124421
0.199278,0.135918,1.118514
0.198211,0.135246,1.112637
0.197150,0.134577,1.106791
0.196094,0.133911,1.100976
0.195045,0.133248,1.095191
0.194001,0.132588,1.089437
0.192963,0.131932,1.083713
0.191930,0.131278,1.078020
0.190903,0.130628,1.072356
0.189882,0.129980,1.066722
0.188866,0.129335,1.061118
0.187856,0.128694,1.055543
0.186851,0.128055,1.049997
0.185852,0.127420,1.044481
0.184858,0.126787,1.038993
0.183869,0.126157,1.033534
0.182886,0.125530,1.028105
0.181908,0.124906,1.022703
0.180936,0.124285,1.017330
0.179969,0.123667,1.011986
0.179007,0.123052,1.006669
0.178050,0.122440,1.001380
0.177099,0.121830,0.996120
0.176153,0.121223,0.990886
0.175212,0.120620,0.985681
0.174275,0.120019,0.980502
0.173345,0.119421,0.975351
0.172419,0.118825,0.970227
0.171498,0.118233,0.965130
0.170582,0.117643,0.960060
0.169671,0.117056,0.955016
0.168765,0.116472,0.949999
0.167864,0.115890,0.945009
0.166968,0.115311,0.940044
0.166077,0.114735,0.935106
0.165190,0.114162,0.930193
0.164309,0.113592,0.925307
0.163432,0.113024,0.920446
0.162560,0.112458,0.915611
0.161692,0.111896,0.910801
0.160830,0.111336,0.906016
0.159972,0.110779,0.901257
0.159118,0.110224,0.896522
0.158270,0.109672,0.891812
0.157425,0.109123,0.887128
0.156586,0.108576,0.882467
0.155751,0.108032,0.877832
0.154920,0.107491,0.873220
0.154094,0.106952,0.868633
0.153273,0.106415,0.864070
0.152456,0.105881,0.859531
0.151643,0.105350,0.855016
0.150835,0.104821,0.850525
0.150031,0.104295,0.846057
0.149231,0.103771,0.841613
0.148436,0.103250,0.837192
0.147645,0.102731,0.832794
0.146859,0.102215,0.828420
0.146076,0.101701,0.824068
0.145298,0.101190,0.819739
0.144524,0.100681,0.815433
0.143754,0.100174,0.811150
0.142989,0.099670,0.806889
0.142227,0.099169,0.802651
0.141470,0.098670,0.798435
0.140716,0.098173,0.794241
0.139967,0.097678,0.790069
0.139222,0.097186,0.785919
0.138481,0.096697,0.781790
0.137744,0.096209,0.777684
0.137010,0.095724,0.773599
0.136281,0.095242,0.769536
0.135556,0.094761,0.765493
0.134834,0.094283,0.761473
0.134117,0.093808,0.757473
0.133403,0.093334,0.753494
0.132694,0.092863,0.749536
0.131988,0.092394,0.745599
0.131285,0.091928,0.741683
0.130587,0.091463,0.737787
0.129892,0.091001,0.733912
0.129202,0.090541,0.730057
0.128514,0.090084,0.726223
0.127831,0.089628,0.722408
0.127151,0.089175,0.718614
0.126475,0.088724,0.714839
0.125803,0.088275,0.711085
0.125134,0.087829,0.707350
0.124468,0.087384,0.703635
0.123807,0.086942,0.699939
0.123149,0.086502,0.696262
0.122494,0.086064,0.692605
0.121843,0.085628,0.688968
0.121196,0.085194,0.685349
0.120551,0.084763,0.681749
0.119911,0.084333,0.678169
0.119274,0.083906,0.674607
0.118640,0.083480,0.671063
0.118010,0.083057,0.667539
0.117383,0.082636,0.664033
0.116759,0.082217,0.660545
0.116139,0.081800,0.657076
0.115522,0.081384,0.653625
0.114908,0.080971,0.650192
0.114298,0.080560,0.646777
0.113691,0.080151,0.643380
0.113087,0.079744,0.640001
0.112487,0.079339,0.636640
0.111890,0.078936,0.633296
0.111296,0.078535,0.629970
0.110705,0.078136,0.626661
0.110117,0.077739,0.623370
0.109532,0.077344,0.620096
0.108951,0.076951,0.616839
0.108373,0.076559,0.613600
0.107798,0.076170,0.610377
0.107225,0.075782,0.607171
0.106656,0.075397,0.603982
0.106090,0.075013,0.600810
0.105527,0.074631,0.597655
0.104968,0.074251,0.594516
0.104411,0.073873,0.591394
0.103857,0.073497,0.588288
0.103306,0.073123,0.585198
0.102758,0.072750,0.582125
0.102213,0.072380,0.579067
0.101670,0.072011,0.576026
0.101131,0.071644,0.573001
0.100595,0.071279,0.569992
0.100061,0.070915,0.566998
0.099531,0.070554,0.564021
0.099003,0.070194,0.561058
0.098478,0.069836,0.558112
0.097956,0.069480,0.555181
0.097436,0.069125,0.552265
0.096920,0.068772,0.549365
0.096406,0.068421,0.546480
0.095895,0.068072,0.543610
0.095387,0.067725,0.540755
0.094881,0.067379,0.537915
0.094378,0.067035,0.535090
0.093878,0.066692,0.532280
0.093380,0.066352,0.529485
0.092885,0.066013,0.526704
0.092393,0.065675,0.523938
0.091904,0.065340,0.521186
0.091417,0.065006,0.518449
0.090932,0.064673,0.515727
0.090450,0.064343,0.513018
0.089971,0.064014,0.510324
0.089495,0.063686,0.507644
0.089020,0.063360,0.504978
0.088549,0.063036,0.502326
0.088080,0.062714,0.499688
0.087613,0.062393,0.497064
0.087149,0.062073,0.494454
0.086688,0.061756,0.491857
0.086229,0.061440,0.489274
0.085772,0.061125,0.486705
0.085318,0.060812,0.484149
0.084866,0.060501,0.481606
0.084416,0.060191,0.479077
0.083969,0.059882,0.476562
0.083525,0.059576,0.474059
0.083083,0.059270,0.471569
0.082643,0.058966,0.469093
0.082205,0.058664,0.466630
0.081770,0.058364,0.464179
0.081337,0.058064,0.461742
0.080907,0.057767,0.459317
0.080479,0.057470,0.456905
0.080053,0.057176,0.454505
0.079629,0.056882,0.452119
0.079207,0.056590,0.449745
0.078788,0.056300,0.447383
0.078371,0.056011,0.445033
0.077957,0.055724,0.442696
0.077544,0.055438,0.440372
0.077134,0.055153,0.438059
0.076726,0.054870,0.435759
0.076320,0.054588,0.433471
0.075916,0.054308,0.431194
0.075514,0.054029,0.428930
0.075115,0.053752,0.426678
0.074718,0.053475,0.424437
0.074322,0.053201,0.422208
0.073929,0.052927,0.419991
0.073538,0.052655,0.417786
0.073149,0.052385,0.415592
0.072762,0.052115,0.413410
0.072377,0.051848,0.411239
0.071995,0.051581,0.409079
0.071614,0.051316,0.406931
0.071235,0.051052,0.404794
0.070859,0.050789,0.402669
0.070484,0.050528,0.400554
0.070111,0.050268,0.398451
0.069741,0.050010,0.396359
0.069372,0.049752,0.394277
0.069005,0.049496,0.392207
0.068640,0.049242,0.390147
0.068277,0.048988,0.388099
0.067916,0.048736,0.386061
0.067557,0.048485,0.384034
0.067200,0.048235,0.382017
0.066845,0.047987,0.380011
0.066492,0.047740,0.378016
0.066140,0.047494,0.376031
0.065791,0.047250,0.374056
0.065443,0.047006,0.372092
0.065097,0.046764,0.370138
0.064753,0.046523,0.368195
0.064411,0.046283,0.366261
0.064071,0.046045,0.364338
0.063732,0.045808,0.362425
0.063395,0.045571,0.360522
0.063060,0.045336,0.358629
0.062727,0.045103,0.356746
0.062396,0.044870,0.354872
0.062066,0.044639,0.353009
0.061738,0.044409,0.351155
0.061412,0.044180,0.349311
0.061088,0.043952,0.347477
0.060765,0.043725,0.345653
0.060444,0.043500,0.343838
0.060125,0.043275,0.342032
0.059807,0.043052,0.340236
0.059491,0.042830,0.338450
0.059177,0.042609,0.336673
0.058865,0.042389,0.334905
0.058554,0.042170,0.333146
0.058244,0.041952,0.331397
0.057937,0.041736,0.329657
0.057631,0.041520,0.327926
0.057327,0.041306,0.326204
0.057024,0.041093,0.324491
0.056723,0.040880,0.322788
0.056423,0.040669,0.321093
0.056125,0.040459,0.319407
0.055829,0.040250,0.317730
0.055534,0.040042,0.316061
0.055241,0.039835,0.314402
0.054949,0.039629,0.312751
0.054659,0.039425,0.311109
0.054371,0.039221,0.309475
0.054084,0.039018,0.307850
0.053798,0.038817,0.306234
0.053514,0.038616,0.304626
0.053232,0.038416,0.303026
0.052951,0.038218,0.301435
0.052671,0.038020,0.299853
0.052393,0.037823,0.298278
0.052117,0.037628,0.296712
0.051842,0.037433,0.295154
0.051568,0.037240,0.293604
0.051296,0.037047,0.292063
0.051025,0.036855,0.290529
0.050756,0.036665,0.289004
0.050488,0.036475,0.287486
0.050222,0.036286,0.285977
0.049957,0.036099,0.284475
0.049693,0.035912,0.282982
0.049431,0.035726,0.281496
0.049170,0.035541,0.280018
0.048911,0.035357,0.278548
0.048653,0.035174,0.277085
0.048396,0.034992,0.275630
0.048141,0.034811,0.274183
0.047887,0.034630,0.272743
0.047634,0.034451,0.271311
0.047383,0.034273,0.269887
0.047133,0.034095,0.268470
0.046884,0.033919,0.267060
0.046637,0.033743,0.265658
0.046391,0.033568,0.264263
0.046146,0.033394,0.262876
0.045903,0.033221,0.261495
0.045661,0.033049,0.260122
0.045420,0.032878,0.258757
0.045181,0.032708,0.257398
0.044942,0.032538,0.256047
0.044705,0.032369,0.254702
0.044469,0.032202,0.253365
0.044235,0.032035,0.252035
0.044002,0.031869,0.250711
0.043770,0.031704,0.249395
0.043539,0.031539,0.248086
0.043309,0.031376,0.246783
0.043081,0.031213,0.245487
0.042854,0.031051,0.244198
0.042628,0.030890,0.242916
0.042403,0.030730,0.241641
0.042179,0.030571,0.240372
0.041957,0.030412,0.239110
0.041736,0.030254,0.237855
0.041516,0.030097,0.236606
0.041297,0.029941,0.235364
0.041079,0.029786,0.234128
0.040863,0.029631,0.232899
0.040647,0.029478,0.231676
0.040433,0.029325,0.230459
0.040220,0.029172,0.229249
0.040008,0.029021,0.228046
0.039797,0.028870,0.226849
0.039587,0.028721,0.225658
0.039379,0.028571,0.224473
0.039171,0.028423,0.223294
0.038965,0.028276,0.222122
0.038759,0.028129,0.220956
0.038555,0.027983,0.219796
0.038352,0.027838,0.218642
0.038150,0.027693,0.217494
0.037949,0.027549,0.216352
0.037749,0.027406,0.215216
0.037550,0.027264,0.214086
0.037352,0.027122,0.212962
0.037155,0.026981,0.211844
0.036959,0.026841,0.210732
0.036764,0.026702,0.209625
0.036571,0.026563,0.208525
0.036378,0.026425,0.207430
0.036186,0.026288,0.206341
0.035996,0.026151,0.205257
0.035806,0.026015,0.204180
0.035617,0.025880,0.203108
0.035430,0.025746,0.202041
0.035243,0.025612,0.200981
0.035057,0.025479,0.199925
0.034873,0.025346,0.198876
0.034689,0.025215,0.197832
0.034506,0.025084,0.196793
