mag_x (uT),mag_y (uT),mag_z (uT)
27.646384,-0.011425,-16.634476
27.661774,0.000438,-16.607271
27.681477,0.010505,-16.626442
27.646985,-0.018179,-16.626343
27.653140,-0.007486,-16.605828
27.672115,-0.020867,-16.618175
27.654120,-0.041902,-16.615297
27.659938,-0.040852,-16.605581
27.640352,-0.061880,-16.614764
27.662606,-0.053889,-16.615483
27.659786,-0.102688,-16.624862
27.663699,-0.091370,-16.590077
27.657666,-0.097305,-16.605319
27.649484,-0.150998,-16.615493
27.665753,-0.141249,-16.596911
27.675245,-0.180736,-16.602180
27.645573,-0.187918,-16.612368
27.658750,-0.208111,-16.610362
27.660834,-0.222731,-16.611347
27.668785,-0.236842,-16.600005
27.674286,-0.280666,-16.601673
27.686488,-0.314059,-16.611937
27.661115,-0.298972,-16.591610
27.658480,-0.324709,-16.573447
27.671379,-0.352959,-16.583029
27.677357,-0.372378,-16.584528
27.686847,-0.427851,-16.579359
27.681270,-0.420783,-16.569804
27.681141,-0.461831,-16.584053
27.685323,-0.477331,-16.576868
27.693157,-0.501419,-16.570053
27.673070,-0.544554,-16.574916
27.669880,-0.541515,-16.576987
27.673855,-0.574104,-16.566256
27.677570,-0.591605,-16.571633
27.676275,-0.621713,-16.561658
27.686877,-0.649021,-16.556319
27.659553,-0.667461,-16.539096
27.687539,-0.684556,-16.541259
27.680279,-0.705308,-16.547570
27.697892,-0.740900,-16.554183
27.690667,-0.763381,-16.553272
27.697398,-0.772363,-16.506301
27.675257,-0.785466,-16.528440
27.692152,-0.814242,-16.537820
27.684067,-0.854791,-16.529419
27.707068,-0.878886,-16.541842
27.681495,-0.905009,-16.534467
27.695869,-0.919732,-16.528224
27.677140,-0.959929,-16.527390
27.694010,-0.967644,-16.529325
27.687584,-0.982681,-16.511073
27.679000,-1.009870,-16.514527
27.678790,-1.024299,-16.516635
27.682689,-1.047902,-16.531869
27.690021,-1.070058,-16.514551
27.707701,-1.093112,-16.528623
27.694581,-1.106410,-16.492864
27.688424,-1.141887,-16.513961
27.698490,-1.186786,-16.492932
27.705689,-1.188687,-16.500864
27.691383,-1.205967,-16.509101
27.708677,-1.226298,-16.490722
27.703500,-1.263990,-16.488938
27.699336,-1.268787,-16.485905
27.682825,-1.284458,-16.504125
27.712562,-1.301065,-16.510358
27.697581,-1.334733,-16.506494
27.694306,-1.341515,-16.491667
27.710140,-1.343591,-16.479367
27.689479,-1.378731,-16.475997
27.708173,-1.419104,-16.469412
27.700119,-1.432355,-16.481422
27.697383,-1.423840,-16.482838
27.681663,-1.456332,-16.467062
27.716948,-1.478201,-16.474240
27.706857,-1.507470,-16.470762
27.695491,-1.519787,-16.457062
27.687138,-1.541836,-16.466450
27.707192,-1.562358,-16.479489
27.702721,-1.570931,-16.475322
27.695394,-1.586526,-16.452752
27.706050,-1.614191,-16.463455
27.701820,-1.625298,-16.431649
27.688338,-1.654337,-16.453417
27.702935,-1.670883,-16.456588
27.719958,-1.684894,-16.445911
27.699175,-1.704271,-16.456870
27.690692,-1.742612,-16.445148
27.683418,-1.729936,-16.446501
27.691348,-1.747153,-16.440994
27.707297,-1.783540,-16.440888
27.699487,-1.805513,-16.436891
27.705862,-1.808131,-16.420420
27.704463,-1.825493,-16.433640
27.718493,-1.852878,-16.421315
27.694775,-1.868034,-16.430986
27.698163,-1.888173,-16.426496
27.673986,-1.902988,-16.419629
27.703808,-1.919821,-16.421073
27.698942,-1.944463,-16.429176
27.695308,-1.941554,-16.435270
27.677983,-1.961009,-16.461363
27.686871,-1.983119,-16.400865
27.694187,-2.019903,-16.426506
27.707326,-2.016847,-16.432008
27.707617,-2.036679,-16.401495
27.690268,-2.031362,-16.397865
27.704749,-2.086007,-16.414962
27.701244,-2.071569,-16.403758
27.696664,-2.101665,-16.389417
27.714637,-2.133579,-16.396630
27.709450,-2.125631,-16.405112
27.698871,-2.159176,-16.404113
27.715464,-2.159688,-16.393733
27.687094,-2.175791,-16.405746
27.678807,-2.185424,-16.405752
27.683128,-2.209421,-16.387407
27.696051,-2.242902,-16.396426
27.685779,-2.247706,-16.380491
27.699164,-2.252316,-16.373755
27.696807,-2.290565,-16.384633
27.699631,-2.290930,-16.379995
27.684215,-2.315473,-16.362997
27.683267,-2.341380,-16.370000
27.714293,-2.337861,-16.387535
27.690981,-2.360309,-16.381890
27.690258,-2.357059,-16.369361
27.695042,-2.397786,-16.370934
27.696916,-2.393710,-16.359401
27.699455,-2.427533,-16.375650
27.689862,-2.436640,-16.365217
27.706887,-2.431636,-16.372067
27.672320,-2.472337,-16.360070
27.690541,-2.472582,-16.350388
27.701818,-2.480774,-16.361118
27.696716,-2.503789,-16.367493
27.700095,-2.505040,-16.358128
27.696086,-2.531001,-16.367310
27.695952,-2.545630,-16.368998
27.696899,-2.562701,-16.349284
27.704270,-2.554385,-16.358638
27.692453,-2.573070,-16.332418
27.708404,-2.599306,-16.362685
27.694042,-2.619371,-16.353731
27.698755,-2.637657,-16.342621
27.687987,-2.630880,-16.343030
27.708097,-2.628514,-16.350040
27.690186,-2.669505,-16.343236
27.678519,-2.667666,-16.336265
27.680020,-2.695348,-16.345574
27.697568,-2.687507,-16.336526
27.691269,-2.720928,-16.337950
27.710930,-2.737778,-16.334115
27.689178,-2.755760,-16.350774
27.695169,-2.771211,-16.335347
27.687171,-2.768208,-16.334622
27.675024,-2.791319,-16.326662
27.698060,-2.809945,-16.319051
27.693363,-2.774220,-16.329618
27.672636,-2.826143,-16.323320
27.684642,-2.825081,-16.304970
27.672057,-2.844207,-16.313180
27.695077,-2.849142,-16.319389
27.674543,-2.868609,-16.311544
27.664496,-2.860954,-16.319668
27.665119,-2.879546,-16.299110
27.679714,-2.886483,-16.299121
27.677722,-2.919991,-16.308140
27.684346,-2.932786,-16.319082
27.665841,-2.941820,-16.301990
27.688975,-2.954811,-16.297569
27.682378,-2.942581,-16.320595
27.658536,-2.965568,-16.320043
27.683522,-2.988768,-16.287875
27.678548,-2.982555,-16.322055
27.682829,-2.987371,-16.315398
27.677718,-3.012029,-16.297635
27.669651,-3.023288,-16.308087
27.672997,-3.048562,-16.295992
27.675104,-3.049705,-16.298736
27.665178,-3.069530,-16.299772
27.673885,-3.058517,-16.303536
27.700816,-3.079106,-16.298218
27.657661,-3.098141,-16.279261
27.673087,-3.098457,-16.281343
27.679792,-3.117025,-16.312336
27.661225,-3.121324,-16.278856
27.663526,-3.139795,-16.290643
27.668728,-3.148111,-16.281850
27.672307,-3.150036,-16.274935
27.661733,-3.166180,-16.270186
27.661742,-3.186866,-16.267879
27.675460,-3.192535,-16.273868
27.650727,-3.198838,-16.283192
27.665347,-3.226634,-16.263073
27.671822,-3.212887,-16.277951
27.656990,-3.239069,-16.272610
27.661351,-3.237522,-16.263642
27.664602,-3.259686,-16.260164
27.655538,-3.259924,-16.265013
27.659869,-3.259861,-16.281973
27.641675,-3.293277,-16.269717
27.684850,-3.280181,-16.263400
27.641027,-3.307140,-16.279746
27.668264,-3.302235,-16.248793
27.661610,-3.322138,-16.254937
27.673188,-3.319676,-16.256493
27.661064,-3.330894,-16.263185
27.663336,-3.337131,-16.256655
27.650405,-3.355573,-16.243488
27.653151,-3.362960,-16.250367
27.647544,-3.388460,-16.241052
27.670977,-3.394435,-16.245016
27.664309,-3.395038,-16.265126
27.646612,-3.405868,-16.257037
27.660654,-3.426089,-16.276168
27.674780,-3.442562,-16.244557
27.650744,-3.439826,-16.236118
27.647921,-3.441000,-16.247933
27.656447,-3.448734,-16.251212
27.659427,-3.463723,-16.252385
27.659906,-3.465013,-16.243897
27.674644,-3.482584,-16.250764
27.696948,-3.484643,-16.251658
27.641215,-3.484904,-16.253510
27.648679,-3.485233,-16.242478
27.651407,-3.512299,-16.260772
27.658214,-3.511802,-16.223876
27.665854,-3.541263,-16.229125
27.646280,-3.532895,-16.237982
27.656485,-3.548946,-16.234724
27.664153,-3.577013,-16.228442
27.655261,-3.575281,-16.240541
27.651347,-3.577934,-16.232886
27.649984,-3.581220,-16.239242
27.646378,-3.599959,-16.224287
