gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.123796,0.016067,0.261314
0.125240,0.032401,0.580917
0.283263,0.194112,0.839567
0.210041,0.158690,1.193352
0.353467,0.224434,1.433560
0.416189,0.277882,1.797967
0.444942,0.325084,2.022293
0.503770,0.309054,2.256226
0.469941,0.248949,2.540285
0.604661,0.309331,2.751890
0.628687,0.325855,2.960982
0.667625,0.414528,3.143564
0.754421,0.358247,3.289739
0.736221,0.373608,3.497241
0.705032,0.393479,3.529869
0.788722,0.412152,3.669875
0.752898,0.385111,3.788333
0.814148,0.415155,3.831915
0.818708,0.377305,3.948072
0.802285,0.411069,3.999415
0.805222,0.415901,4.011750
0.793057,0.367549,4.119743
0.738513,0.399481,4.118655
0.834834,0.409408,4.206856
0.813361,0.427315,4.230060
0.775551,0.421875,4.243403
0.744551,0.389413,4.273621
0.784764,0.484294,4.269357
0.806546,0.441432,4.318263
0.766121,0.474580,4.337802
0.798078,0.363051,4.304643
0.744691,0.492419,4.326373
0.851178,0.416379,4.215311
0.807035,0.440407,4.346474
0.846784,0.354799,4.327172
0.805173,0.411051,4.356263
0.837377,0.443423,4.246423
0.809797,0.424162,4.277868
0.779196,0.429657,4.304259
0.753516,0.413404,4.244354
0.810997,0.457885,4.216747
0.795441,0.508868,4.244025
0.830388,0.502561,4.166528
0.819210,0.461952,4.286121
0.792229,0.546656,4.231231
0.798960,0.377381,4.208552
0.775202,0.450705,4.174692
0.817273,0.397980,4.183491
0.765023,0.421630,4.165173
0.818307,0.407075,4.129072
0.831084,0.304921,4.035121
0.801528,0.394415,4.070390
0.786002,0.485386,4.064271
0.681524,0.505636,4.002731
0.661589,0.414276,3.964213
0.790557,0.400403,4.008968
0.743944,0.463619,3.905000
0.741285,0.424381,3.965834
0.650024,0.428766,3.947826
0.721093,0.408417,3.829161
0.711233,0.437075,3.897667
0.690073,0.461039,3.895634
0.795674,0.385021,3.882715
0.774021,0.434205,3.804563
0.695617,0.457561,3.802200
0.765014,0.433592,3.818278
0.711640,0.418529,3.779095
0.691554,0.376570,3.795908
0.733434,0.398768,3.684126
0.746758,0.402919,3.751574
0.798953,0.397744,3.715786
0.696706,0.333674,3.723674
0.686511,0.377314,3.607293
0.715419,0.369944,3.688372
0.710837,0.416121,3.667019
0.741633,0.376941,3.666076
0.578142,0.372645,3.604483
0.709555,0.384165,3.546224
0.692472,0.329377,3.535462
0.616345,0.350258,3.458533
0.627532,0.377815,3.537778
0.657577,0.375160,3.538741
0.662132,0.374817,3.540639
0.606817,0.407663,3.436556
0.660185,0.283100,3.439242
