ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378131.365196,32.880558,-58.019700,-1.241113,2.962092,-2.470225
6378130.119071,35.841838,-60.488373,-1.250414,2.960582,-2.467342
6378128.865702,38.801936,-62.954797,-1.255898,2.959681,-2.465638
6378127.608060,41.761328,-65.419893,-1.259134,2.959145,-2.464631
6378126.347896,44.720301,-67.884203,-1.261045,2.958827,-2.464035
6378125.086244,47.679027,-70.348049,-1.262173,2.958639,-2.463684
6378123.823712,50.637606,-72.811620,-1.262840,2.958527,-2.463476
6378122.560660,53.596098,-75.275030,-1.263233,2.958462,-2.463353
6378121.297302,56.554538,-77.738344,-1.263466,2.958423,-2.463280
6378120.018206,59.519391,-80.178413,-1.325326,2.986526,-2.365410
6378118.659667,62.540075,-82.449099,-1.373160,3.057031,-2.182507
6378117.307426,65.633005,-84.566342,-1.314456,3.128154,-2.063503
6378116.058708,68.789524,-86.605400,-1.168986,3.180439,-2.029750
6378114.988530,71.979728,-88.657977,-0.961069,3.191174,-2.092454
6378114.146256,75.150347,-90.821463,-0.717321,3.136736,-2.251560
6378113.554459,78.225074,-93.187511,-0.464332,2.995120,-2.495594
6378113.210063,81.107429,-95.830951,-0.226424,2.748422,-2.802495
6378113.087617,83.685984,-98.800008,-0.023692,2.385049,-3.141394
6378113.144324,85.841590,-102.108706,0.129545,1.901476,-3.475178
6378113.313915,87.697108,-105.616580,0.083795,2.181685,-3.384164
6378113.114242,90.265007,-109.115590,-0.483341,2.966945,-3.613861
6378112.365206,93.628031,-112.836382,-0.974795,3.693616,-3.811949
6378111.363996,97.301610,-116.660779,-1.023868,3.656397,-3.834896
6378110.324461,100.946134,-120.502740,-1.052966,3.634348,-3.847955
6378109.262219,104.573455,-124.354768,-1.070192,3.621301,-3.855496
6378108.186539,108.190601,-128.212634,-1.080382,3.613586,-3.859890
6378107.102913,111.801731,-132.073912,-1.086405,3.609026,-3.862464
6378106.014590,115.409306,-135.937192,-1.089966,3.606332,-3.863978
6378104.923491,119.014781,-139.801650,-1.092070,3.604740,-3.864869
6378103.830751,122.619013,-143.666803,-1.093313,3.603799,-3.865395
6378102.737043,126.222513,-147.532365,-1.094047,3.603243,-3.865705
6378101.642762,129.825579,-151.398169,-1.094481,3.602915,-3.865889
6378100.548143,133.428389,-155.264116,-1.094737,3.602721,-3.865997
6378099.549138,137.018092,-159.203709,-0.848877,3.566865,-4.053381
6378098.859021,140.553479,-163.372599,-0.526960,3.499168,-4.285007
6378098.494138,144.009136,-167.767797,-0.198528,3.407205,-4.505644
6378098.460452,147.360934,-172.377610,0.135298,3.291265,-4.713884
6378098.762789,150.585081,-177.188964,0.473364,3.151741,-4.908365
6378099.404803,153.658226,-182.187448,0.814481,2.989119,-5.087782
6378100.388940,156.557552,-187.357382,1.157423,2.803983,-5.250900
6378101.716407,159.260871,-192.681883,1.500935,2.597006,-5.396556
6378103.387139,161.746711,-198.142950,1.843729,2.368946,-5.523676
6378105.399770,163.994395,-203.721553,2.184493,2.120639,-5.631278
6378107.698342,166.243275,-209.726363,2.326652,2.546682,-6.323648
6378110.024974,169.140069,-216.315497,2.322665,3.263117,-6.862364
6378112.367178,172.363777,-223.200902,2.360471,3.181116,-6.899165
6378114.741220,175.515725,-230.108768,2.385974,3.127071,-6.915081
6378117.135760,178.625755,-237.028564,2.401983,3.095475,-6.923749
6378119.542993,181.711236,-243.954948,2.411768,3.076934,-6.928610
6378121.957930,184.782291,-250.885062,2.417663,3.066026,-6.931391
6378124.377488,187.844853,-257.817323,2.421186,3.059597,-6.933002
6378126.799801,190.902407,-264.750832,2.423280,3.055805,-6.933942
6378129.223751,193.957007,-271.685072,2.424523,3.053567,-6.934494
6378131.648670,197.009862,-278.619741,2.425259,3.052245,-6.934819
6378134.074162,200.061687,-285.554663,2.425694,3.051465,-6.935010
6378136.499995,203.112904,-292.489734,2.425951,3.051004,-6.935123
6378138.926028,206.163761,-299.424892,2.426103,3.050732,-6.935189
6378141.352179,209.214406,-306.360103,2.426193,3.050571,-6.935229
6378144.026411,211.985699,-313.303046,3.159083,2.194949,-6.938685
6378147.667105,213.487648,-320.156665,4.094107,0.775142,-6.720808
6378152.126165,213.525317,-326.656906,4.788593,-0.720390,-6.229676
6378157.150600,212.064329,-332.535064,5.219269,-2.208440,-5.477671
6378162.469681,209.151745,-337.544055,5.374049,-3.610237,-4.495644
6378167.806137,204.909105,-341.476077,5.252014,-4.856478,-3.331058
6378172.887171,199.520741,-344.177796,4.863052,-5.891668,-2.044913
6378177.454956,193.218229,-345.561934,4.227180,-6.677451,-0.707671
6378181.276308,186.262093,-345.614405,3.373574,-7.194705,0.605545
6378184.151263,178.922104,-344.396432,2.339357,-7.444267,1.820112
6378186.438490,171.379087,-342.072767,2.736205,-7.638697,2.583146
6378189.763783,163.663939,-339.411740,3.909453,-7.794998,2.729298
6378193.840088,155.886338,-336.652136,4.141236,-7.740855,2.780820
6378198.021606,148.172359,-333.857080,4.215936,-7.690848,2.807202
6378202.261193,140.497589,-331.041552,4.259814,-7.660960,2.822643
6378206.534927,132.846197,-328.214020,4.285646,-7.643184,2.831714
6378210.828779,125.208689,-325.379428,4.300876,-7.632641,2.837056
6378215.134496,117.579410,-322.540675,4.309863,-7.626398,2.840206
6378219.447217,109.955001,-319.699468,4.315168,-7.622705,2.842064
6378223.764073,102.333472,-316.856812,4.318301,-7.620521,2.843162
6378228.083371,94.713647,-314.013302,4.320151,-7.619230,2.843810
6378232.404111,87.094827,-311.169286,4.321244,-7.618468,2.844192
6378236.725703,79.476602,-308.324972,4.321890,-7.618017,2.844418
6378241.077792,71.882342,-305.458849,4.470862,-7.499666,2.952127
6378245.731145,64.538234,-302.370599,4.835805,-7.181580,3.227114
6378250.737860,57.522821,-299.007737,5.176874,-6.842604,3.501103
6378256.073034,50.855634,-295.371726,5.492225,-6.485371,3.773287
6378261.710285,44.553634,-291.464681,5.780572,-6.112527,4.043046
6378267.622125,38.631066,-287.289321,6.041004,-5.726850,4.309791
6378273.780347,33.099355,-282.848937,6.272998,-5.331190,4.572970
6378280.156417,27.967068,-278.147354,6.476425,-4.928404,4.832066
6378286.721866,23.239936,-273.188894,6.651551,-4.521298,5.086600
6378293.448681,18.920936,-267.978342,6.799018,-4.112558,5.336131
