ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.020244,0.077823,-0.494579,0.015608,0.094622,-0.999083
6378137.025772,0.185321,-1.981061,-0.004368,0.119823,-1.873813
6378137.016696,0.309638,-3.854561,-0.013174,0.128108,-1.873224
6378137.000625,0.440297,-5.727585,-0.018574,0.132825,-1.872849
6378136.980300,0.574593,-7.600311,-0.021832,0.135548,-1.872619
6378136.957420,0.710998,-9.472856,-0.023780,0.137135,-1.872480
6378136.933016,0.848633,-11.345291,-0.024939,0.138064,-1.872397
6378136.907707,0.986992,-13.217661,-0.025626,0.138610,-1.872347
6378136.881862,1.125775,-15.089992,-0.026033,0.138932,-1.872318
6378136.855699,1.264809,-16.962300,-0.026274,0.139121,-1.872300
6378136.829348,1.403991,-18.834595,-0.026416,0.139233,-1.872290
6378136.802886,1.543259,-20.706881,-0.026501,0.139299,-1.872284
6378136.776359,1.682580,-22.579163,-0.026550,0.139338,-1.872280
6378136.749793,1.821931,-24.451442,-0.026580,0.139362,-1.872278
6378136.737308,2.000047,-26.318035,0.017393,0.263801,-1.853769
6378136.784315,2.364495,-28.155651,0.074403,0.467681,-1.820451
6378136.880250,2.934137,-29.958038,0.115295,0.673916,-1.783387
6378137.009636,3.710509,-31.721815,0.141387,0.880904,-1.743342
6378137.158359,4.693688,-33.444442,0.154068,1.087329,-1.701227
6378137.313706,5.882570,-35.124355,0.154750,1.292141,-1.658092
6378137.464366,7.275124,-36.761105,0.144813,1.494532,-1.615106
6378137.600376,8.868621,-38.355465,0.125566,1.693914,-1.573547
6378137.713030,10.659835,-39.909531,0.098213,1.889879,-1.534779
6378137.794768,12.645209,-41.426798,0.063828,2.082163,-1.500235
6378137.767882,15.069464,-43.126746,-0.226604,2.822945,-2.111140
6378137.116069,18.007409,-45.532308,-0.936499,2.998395,-2.559093
6378136.105416,20.999062,-48.070664,-1.073526,2.985174,-2.520444
6378134.989232,23.979021,-50.578604,-1.152489,2.975262,-2.497188
6378133.811953,26.950795,-53.068331,-1.198428,2.968708,-2.483325
6378132.599026,29.917304,-55.547227,-1.225316,2.964600,-2.475098
