accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.000957,1.002379,-10.781430
1.008099,1.004388,-10.777357
0.995949,1.008113,-10.781067
0.994775,1.002089,-10.783884
1.005550,0.999804,-10.780371
1.007776,0.983651,-10.776155
1.009180,0.992542,-10.779551
1.009590,0.997745,-10.778270
1.007849,0.992844,-10.774338
0.998835,0.981433,-10.789828
1.002427,0.745976,-10.779204
1.002514,0.471852,-10.782386
0.898189,0.423589,-10.784467
0.443192,0.374343,-10.774914
0.400279,0.332021,-10.782787
0.360311,0.289549,-10.774783
0.329658,0.251370,-10.771037
0.302716,0.220577,-10.777442
0.263945,0.190061,-10.777806
0.245923,0.166338,-10.777614
0.218653,0.140173,-10.778762
0.202707,0.106058,-10.783756
0.189596,0.087967,-10.773389
0.166444,0.078909,-10.771638
0.155997,0.056538,-10.773908
0.140459,0.036134,-10.766769
0.137435,0.017320,-10.775676
0.111012,0.004644,-10.775014
0.115942,-0.003569,-10.761014
0.109959,-0.014947,-10.770164
0.101290,-0.031783,-10.771617
0.103286,-0.043140,-10.778386
0.089588,-0.048770,-10.765074
0.074467,-0.059786,-10.770705
0.074743,-0.064028,-10.773862
0.071424,-0.075809,-10.774090
0.074792,-0.085894,-10.770654
0.074566,-0.098164,-10.781057
0.076844,-0.104063,-10.768863
0.074078,-0.109528,-10.770712
0.068515,-0.127569,-10.771828
0.073310,-0.132943,-10.768117
0.063364,-0.140879,-10.772764
0.058493,-0.136213,-10.770927
0.069131,-0.147948,-10.773759
0.058651,-0.164598,-10.771222
0.073285,-0.164998,-10.764816
0.064894,-0.168129,-10.776437
0.061721,-0.177431,-10.768156
0.060112,-0.185319,-10.768976
0.051865,-0.180150,-10.763201
0.065113,-0.192305,-10.777921
0.063221,-0.200546,-10.772672
0.064519,-0.198341,-10.776984
0.062218,-0.213412,-10.772100
0.066049,-0.208294,-10.773650
0.068287,-0.219915,-10.760516
0.075577,-0.225136,-10.767845
0.071411,-0.229194,-10.775446
0.073445,-0.231184,-10.763274
0.073394,-0.242003,-10.769523
0.074841,-0.246294,-10.774854
0.078987,-0.251998,-10.773568
0.069345,-0.241904,-10.768782
0.081836,-0.262760,-10.779251
0.079215,-0.258238,-10.771683
0.078879,-0.270194,-10.776676
0.080945,-0.266882,-10.772524
0.080442,-0.274722,-10.766728
0.081794,-0.273804,-10.776927
0.079275,-0.284180,-10.771290
0.074580,-0.283431,-10.770175
0.086331,-0.292134,-10.768586
0.091180,-0.303153,-10.771320
0.095582,-0.304804,-10.768715
0.090591,-0.309231,-10.767153
0.087589,-0.308783,-10.771639
0.082579,-0.316934,-10.773446
0.084888,-0.318017,-10.773427
0.097836,-0.320697,-10.774231
0.096724,-0.332013,-10.767803
0.094260,-0.332471,-10.760101
0.105608,-0.338567,-10.760086
0.096910,-0.352342,-10.773369
0.101717,-0.346352,-10.762624
0.097479,-0.352528,-10.762144
0.101951,-0.349819,-10.766782
0.103654,-0.360344,-10.772847
0.107305,-0.358638,-10.772158
0.111173,-0.373047,-10.772881
0.109880,-0.370158,-10.766989
0.107571,-0.372993,-10.762816
0.104116,-0.378020,-10.766908
0.104417,-0.373980,-10.767282
0.121210,-0.382413,-10.758531
0.115108,-0.388123,-10.769590
0.118592,-0.399232,-10.766322
0.108268,-0.393591,-10.761589
0.111760,-0.403465,-10.764169
0.116793,-0.410087,-10.764816
0.118776,-0.402091,-10.771935
0.110485,-0.405703,-10.770672
0.124347,-0.421253,-10.764293
0.120629,-0.423144,-10.759905
0.124134,-0.428497,-10.765896
0.127978,-0.423510,-10.758103
0.119315,-0.439000,-10.766368
0.132106,-0.436987,-10.762033
0.123659,-0.442172,-10.759105
0.123670,-0.438131,-10.758198
0.131560,-0.444415,-10.762391
0.140711,-0.451078,-10.765960
0.140382,-0.451867,-10.765592
0.141259,-0.452209,-10.759444
0.137493,-0.467994,-10.764134
0.142065,-0.463987,-10.766350
0.129961,-0.464609,-10.757505
0.137030,-0.474925,-10.756463
0.140308,-0.480213,-10.759687
0.139691,-0.483311,-10.762052
0.140698,-0.472064,-10.757809
0.145871,-0.487479,-10.763368
0.151138,-0.494006,-10.756530
0.139447,-0.492269,-10.761721
0.136243,-0.499339,-10.759813
0.141526,-0.505367,-10.765734
0.144570,-0.499060,-10.756933
0.151264,-0.507046,-10.761288
0.142367,-0.502869,-10.759171
0.143240,-0.502010,-10.755873
0.151134,-0.513454,-10.757330
0.149749,-0.520468,-10.765093
0.158344,-0.523279,-10.754977
0.151919,-0.523417,-10.761500
0.156881,-0.525523,-10.758008
0.151325,-0.537600,-10.763949
0.151440,-0.541735,-10.759108
0.159702,-0.539132,-10.750903
0.153772,-0.544175,-10.758010
0.154237,-0.541867,-10.761407
0.163739,-0.545281,-10.752921
0.166124,-0.546198,-10.757385
0.170190,-0.548687,-10.750870
0.169500,-0.557466,-10.763699
0.165969,-0.563484,-10.754783
0.169192,-0.568562,-10.758556
0.166748,-0.566085,-10.754904
0.166493,-0.571362,-10.750482
0.175873,-0.576537,-10.746203
0.172901,-0.576214,-10.753656
0.172635,-0.573603,-10.759088
0.171267,-0.583807,-10.751338
0.172528,-0.588234,-10.758060
0.174432,-0.579358,-10.745294
0.175000,-0.579969,-10.761421
0.171507,-0.601174,-10.757000
0.174558,-0.592402,-10.750149
0.175423,-0.600684,-10.750572
0.171526,-0.603268,-10.749337
0.184323,-0.603081,-10.751082
0.183313,-0.605189,-10.746336
0.180871,-0.612959,-10.746411
0.176740,-0.620749,-10.749509
0.189763,-0.607293,-10.749585
0.175805,-0.622994,-10.755663
0.178785,-0.623996,-10.751733
0.180942,-0.623415,-10.754718
0.188057,-0.626336,-10.757365
0.185651,-0.633894,-10.762760
0.187990,-0.637099,-10.740087
0.184926,-0.634475,-10.756185
0.188660,-0.642943,-10.751276
0.191893,-0.632812,-10.754640
0.185889,-0.646829,-10.747687
0.201624,-0.648163,-10.752419
0.185235,-0.647239,-10.754924
0.193559,-0.655003,-10.757009
0.191262,-0.644773,-10.754160
0.191925,-0.654167,-10.747251
0.200026,-0.662842,-10.751537
0.196878,-0.653740,-10.747341
0.201976,-0.666924,-10.751097
0.196192,-0.672314,-10.755197
0.192000,-0.673960,-10.754523
0.202174,-0.666538,-10.511726
0.200712,-0.676928,-9.750496
0.198266,-0.683333,-9.751961
0.209442,-0.683544,-9.735619
0.219169,-0.691185,-9.744308
0.204440,-0.686501,-9.740865
0.202167,-0.691552,-9.754461
0.213983,-0.684375,-9.745641
0.208283,-0.690483,-9.749934
0.205610,-0.692886,-9.753325
0.206264,-0.706951,-9.742083
0.203261,-0.703427,-9.743905
0.206669,-0.703203,-9.745791
0.213904,-0.713576,-9.749403
0.199996,-0.712389,-9.750605
0.207320,-0.708317,-9.743856
0.204722,-0.708489,-9.750273
0.223772,-0.722286,-9.744337
0.213797,-0.719887,-9.745678
0.214547,-0.733451,-9.746867
0.216914,-0.726993,-9.748876
0.218773,-0.730197,-9.752286
0.220345,-0.732467,-9.749767
0.213427,-0.731670,-9.744720
0.213529,-0.735109,-9.748158
0.216414,-0.739586,-9.743567
0.215407,-0.750566,-9.743229
0.217166,-0.743552,-9.736395
0.225905,-0.755401,-9.739111
0.224682,-0.750854,-9.755289
0.230709,-0.750711,-9.743588
0.224919,-0.751839,-9.743056
0.226345,-0.748823,-9.746729
0.219340,-0.758818,-9.742945
0.230893,-0.754091,-9.744714
0.233510,-0.761604,-9.750295
0.227075,-0.766573,-9.747973
0.235451,-0.762821,-9.745108
0.231419,-0.773374,-9.746206
0.234292,-0.763644,-9.746794
0.228776,-0.778203,-9.740407
0.236072,-0.784055,-9.741171
0.231026,-0.776299,-9.744968
0.239507,-0.780185,-9.742570
0.242622,-0.786845,-9.750233
0.235369,-0.783532,-9.731748
0.228957,-0.782702,-9.741580
0.232673,-0.789239,-9.735960
0.236227,-0.780454,-9.742966
0.235859,-0.795827,-9.739025
0.240290,-0.803366,-9.740828
0.245065,-0.791190,-9.745322
0.245460,-0.796755,-9.740955
0.242808,-0.796248,-9.737679
0.241164,-0.802734,-9.741291
0.238922,-0.802804,-9.731526
0.240787,-0.796014,-9.740090
0.250668,-0.804013,-9.737664
0.244078,-0.808261,-9.738441
0.237596,-0.812422,-9.749649
0.244324,-0.812561,-9.738107
0.246441,-0.819936,-9.750852
0.250099,-0.823282,-9.738105
0.254047,-0.819809,-9.743971
0.239948,-0.827903,-9.737380
0.253419,-0.835634,-9.738258
0.249523,-0.824775,-9.746979
0.245151,-0.830598,-9.731052
0.250596,-0.838059,-9.739613
0.258419,-0.836545,-9.738911
0.246595,-0.832620,-9.733597
0.246673,-0.848673,-9.735137
0.257371,-0.830312,-9.736296
0.247977,-0.834742,-9.732103
0.253018,-0.852049,-9.738898
0.251499,-0.837024,-9.734110
0.245776,-0.843596,-9.746141
0.256356,-0.839789,-9.737029
0.256013,-0.858879,-9.733451
0.259784,-0.852387,-9.733010
0.254744,-0.849306,-9.729763
0.253479,-0.861340,-9.735478
0.269184,-0.856217,-9.740779
0.248429,-0.861051,-9.729224
0.260244,-0.869989,-9.727437
0.254838,-0.864813,-9.739363
0.256859,-0.872211,-9.730372
0.253818,-0.854436,-9.736778
0.261201,-0.866837,-9.739628
0.252321,-0.874129,-9.731798
0.259316,-0.872459,-9.728866
0.267830,-0.864250,-9.734421
0.261545,-0.877949,-9.734852
0.263819,-0.867441,-9.728404
0.265649,-0.881410,-9.734691
0.272832,-0.879751,-9.732816
0.266804,-0.882128,-9.741017
0.265838,-0.890557,-9.730271
0.266855,-0.887109,-9.738713
0.253952,-0.894122,-9.723826
0.262287,-0.885094,-9.737565
0.260043,-0.890938,-9.732291
0.267777,-0.899710,-9.735856
0.264627,-0.900215,-9.735208
0.269632,-0.894444,-9.713656
0.268612,-0.892914,-9.727343
0.270927,-0.902627,-9.726249
0.274935,-0.893941,-9.722645
0.265924,-0.907767,-9.737145
0.270186,-0.910478,-9.731309
0.262092,-0.903845,-9.725187
0.275554,-0.914088,-9.730502
0.271637,-0.906185,-9.730460
0.272845,-0.912710,-9.733493
0.274185,-0.911796,-9.726122
0.271181,-0.903916,-9.733065
0.276395,-0.914129,-9.728980
0.283397,-0.916851,-9.733643
0.276190,-0.917588,-9.724049
0.276368,-0.932065,-9.732891
0.282117,-0.921674,-9.727439
0.291123,-0.916265,-9.742033
0.271691,-0.927779,-9.730283
0.283117,-0.926066,-9.734058
0.278245,-0.929759,-9.727855
0.271440,-0.933540,-9.719054
0.274720,-0.939654,-9.716400
0.289604,-0.934609,-9.732520
0.278437,-0.934102,-9.729839
0.285423,-0.931940,-9.730974
0.286324,-0.935023,-9.728201
0.289094,-0.941298,-9.728222
0.288779,-0.941437,-9.731539
0.281440,-0.938740,-9.732496
0.285277,-0.944342,-9.715656
0.289887,-0.942440,-9.729803
0.293726,-0.947253,-9.731236
0.287449,-0.948925,-9.727157
0.283501,-0.942177,-9.725312
0.279299,-0.940508,-9.726407
0.287640,-0.951944,-9.723131
0.285384,-0.957184,-9.726021
0.295973,-0.947907,-9.730094
0.287226,-0.947661,-9.728036
0.290551,-0.959618,-9.721197
0.290609,-0.960105,-9.721071
0.296675,-0.958029,-9.723592
0.291780,-0.959675,-9.721251
0.293679,-0.963954,-9.721786
0.292625,-0.959178,-9.717745
0.287675,-0.958020,-9.727422
0.286420,-0.967088,-9.730480
0.289009,-0.964945,-9.730861
0.299784,-0.963120,-9.722855
0.294932,-0.972619,-9.723796
0.298604,-0.970862,-9.717592
0.288703,-0.973792,-9.727844
0.286499,-0.974320,-9.718301
0.291725,-0.971227,-9.724001
0.295522,-0.970803,-9.723364
0.297938,-0.963543,-9.727165
0.294729,-0.966037,-9.726785
0.298411,-0.980302,-9.720728
0.298870,-0.978285,-9.726083
0.299710,-0.970620,-9.722416
0.300297,-0.980505,-9.729463
0.288945,-0.977182,-9.720272
0.288561,-0.987577,-9.721046
0.300716,-0.979688,-9.720243
0.295650,-0.981151,-9.734760
0.300823,-0.979273,-9.715474
