ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.001076,0.002865
0.008594,0.003120,0.008594
0.017085,0.006034,0.017189
0.028055,0.009729,0.028453
0.041253,0.014126,0.042115
0.056448,0.019152,0.057929
0.073433,0.024743,0.075670
0.092021,0.030837,0.095137
0.112042,0.037383,0.116148
0.133343,0.044331,0.138538
0.155786,0.051639,0.162159
0.179244,0.059266,0.186874
0.203604,0.067176,0.212563
0.228765,0.075338,0.239114
0.254633,0.083722,0.266430
0.281125,0.092302,0.294418
0.308165,0.101054,0.322999
0.335685,0.109956,0.352099
0.363623,0.118988,0.381651
0.391924,0.128134,0.411595
0.420536,0.137378,0.441877
0.449415,0.146704,0.472448
0.478519,0.156100,0.503264
0.507812,0.165555,0.534285
0.537259,0.175057,0.565475
0.566831,0.184598,0.596801
0.596500,0.194168,0.628235
0.626242,0.203760,0.659749
0.656035,0.213367,0.691321
0.685858,0.222982,0.722928
0.715694,0.232601,0.754550
0.745527,0.242217,0.786172
0.775341,0.251827,0.817777
0.805124,0.261426,0.849350
0.834865,0.271010,0.880880
0.864552,0.280576,0.912354
0.894175,0.290121,0.943763
0.923728,0.299643,0.975098
0.953201,0.309139,1.006350
0.982588,0.318606,1.037511
1.011883,0.328044,1.068576
1.041081,0.337449,1.099539
1.070176,0.346822,1.130393
1.099165,0.356159,1.161135
1.128043,0.365461,1.191761
1.156807,0.374726,1.222267
1.185455,0.383953,1.252649
1.213982,0.393142,1.282904
1.242389,0.402290,1.313031
1.270671,0.411399,1.343027
1.298827,0.420468,1.372890
1.326857,0.429495,1.402619
1.354758,0.438481,1.432211
1.382529,0.447425,1.461667
1.410171,0.456326,1.490984
1.437680,0.465186,1.520163
1.465058,0.474003,1.549201
1.492304,0.482777,1.578100
1.519417,0.491508,1.606857
1.546397,0.500197,1.635474
1.573243,0.508842,1.663950
1.599956,0.517445,1.692284
1.626536,0.526004,1.720477
1.652983,0.534521,1.748529
1.679296,0.542995,1.776439
1.705477,0.551425,1.804209
1.731524,0.559813,1.831837
1.757439,0.568159,1.859325
1.783222,0.576461,1.886673
1.808873,0.584721,1.913881
1.834392,0.592939,1.940950
1.859780,0.601115,1.967879
1.885037,0.609248,1.994670
1.910164,0.617339,2.021322
1.935161,0.625389,2.047837
1.960029,0.633397,2.074215
1.984768,0.641363,2.100456
2.009379,0.649288,2.126561
2.033862,0.657172,2.152530
2.058217,0.665015,2.178365
2.082446,0.672817,2.204065
2.106549,0.680579,2.229631
2.130526,0.688300,2.255064
2.154378,0.695981,2.280365
2.178106,0.703621,2.305533
2.201710,0.711222,2.330570
2.225190,0.718783,2.355477
2.248548,0.726305,2.380253
2.271784,0.733787,2.404899
2.294898,0.741230,2.429417
2.317891,0.748634,2.453807
2.340764,0.756000,2.478069
2.363518,0.763327,2.502204
2.386152,0.770615,2.526212
2.408667,0.777866,2.550095
2.431065,0.785078,2.573853
2.453345,0.792253,2.597486
2.475509,0.799390,2.620995
2.497556,0.806489,2.644382
2.519488,0.813552,2.667645
2.541305,0.820577,2.690787
2.563008,0.827565,2.713807
2.584596,0.834517,2.736707
2.606072,0.841433,2.759487
2.627435,0.848312,2.782147
2.648685,0.855155,2.804688
2.669825,0.861962,2.827111
2.690853,0.868733,2.849416
2.711771,0.875469,2.871605
2.732580,0.882170,2.893677
2.753279,0.888835,2.915633
2.773869,0.895466,2.937474
2.794352,0.902062,2.959200
2.814727,0.908623,2.980813
2.834995,0.915149,3.002312
2.855157,0.921642,3.023698
2.875213,0.928100,3.044972
2.895164,0.934524,3.066134
2.915010,0.940915,3.087185
2.934752,0.947272,3.108126
2.954390,0.953596,3.128957
2.973925,0.959887,3.149678
2.993358,0.966144,3.170291
3.012689,0.972369,3.190796
3.031918,0.978561,3.211193
3.051046,0.984721,3.231482
3.070074,0.990848,3.251666
3.089002,0.996943,3.271743
3.107831,1.003006,3.291715
3.126561,1.009037,3.311583
