ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.286479,0.107599,0.286479
0.572947,0.204413,0.572948
0.859390,0.291516,0.848984
1.126342,0.369876,1.096955
1.365988,0.440360,1.319534
1.580934,0.503743,1.519140
1.773537,0.560722,1.697966
1.945932,0.611921,1.857996
2.100050,0.657900,2.001027
2.237641,0.699166,2.128685
2.360288,0.736171,2.242443
2.469423,0.769325,2.343632
2.566343,0.798996,2.433460
2.652222,0.825519,2.513017
2.728121,0.849191,2.583291
2.795001,0.870285,2.645176
2.853732,0.889045,2.699480
2.905099,0.905691,2.746936
2.949814,0.920425,2.788204
2.988522,0.933426,2.823885
3.021804,0.944858,2.854520
3.050188,0.954869,2.880599
3.074150,0.963593,2.902565
3.094122,0.971150,2.920821
3.110492,0.977651,2.935728
3.123616,0.983194,2.947615
3.133810,0.987871,2.956779
3.141365,0.991761,2.963488
3.146540,0.994939,2.967986
3.149573,0.997472,2.970492
3.150677,0.999420,2.971205
3.150045,1.000839,2.970305
3.147851,1.001778,2.967953
3.144254,1.002282,2.964298
3.139396,1.002392,2.959471
3.133407,1.002145,2.953594
3.126403,1.001576,2.946774
3.118490,1.000714,2.939110
3.109763,0.999586,2.930691
3.100309,0.998219,2.921598
3.090206,0.996635,2.911902
3.079525,0.994855,2.901669
3.068328,0.992896,2.890959
3.056674,0.990777,2.879825
3.044615,0.988513,2.868316
3.032198,0.986117,2.856476
3.019464,0.983602,2.844344
3.006454,0.980981,2.831955
2.993201,0.978262,2.819343
2.979737,0.975457,2.806536
2.966091,0.972573,2.793560
2.952286,0.969618,2.780440
2.938348,0.966599,2.767197
2.924296,0.963523,2.753850
2.910150,0.960395,2.740416
2.895926,0.957222,2.726912
2.881639,0.954007,2.713352
2.867304,0.950756,2.699749
2.852933,0.947471,2.686113
2.838537,0.944158,2.672456
2.824125,0.940818,2.658787
2.809708,0.937455,2.645114
2.795294,0.934073,2.631445
2.780889,0.930672,2.617786
2.766500,0.927256,2.604145
2.752134,0.923827,2.590526
2.737795,0.920386,2.576934
2.723489,0.916936,2.563374
2.709219,0.913477,2.549849
2.694989,0.910011,2.536364
2.680803,0.906540,2.522922
2.666664,0.903064,2.509524
2.652575,0.899585,2.496174
2.638538,0.896104,2.482875
2.624555,0.892621,2.469627
2.610627,0.889138,2.456433
2.596758,0.885655,2.443295
2.582948,0.882172,2.430213
2.569198,0.878692,2.417189
2.555510,0.875213,2.404224
2.541884,0.871737,2.391319
2.528322,0.868264,2.378475
2.514824,0.864795,2.365691
2.501391,0.861329,2.352970
2.488023,0.857868,2.340311
2.474721,0.854412,2.327715
2.461485,0.850960,2.315182
2.448316,0.847514,2.302713
2.435213,0.844074,2.290307
2.422177,0.840640,2.277964
2.409208,0.837211,2.265686
2.396306,0.833789,2.253471
2.383471,0.830373,2.241321
2.370703,0.826965,2.229234
2.358001,0.823563,2.217210
2.345367,0.820168,2.205251
2.332799,0.816780,2.193355
2.320298,0.813400,2.181523
2.307863,0.810027,2.169754
2.295495,0.806662,2.158048
2.283193,0.803304,2.146405
2.270956,0.799954,2.134825
2.258785,0.796613,2.123307
2.246680,0.793279,2.111852
2.234639,0.789954,2.100458
2.222664,0.786636,2.089127
2.210753,0.783328,2.077857
2.198906,0.780027,2.066648
2.187123,0.776735,2.055501
2.175405,0.773452,2.044414
2.163749,0.770177,2.033387
2.152157,0.766911,2.022421
2.140627,0.763653,2.011514
2.129160,0.760405,2.000668
2.117756,0.757165,1.989880
2.106413,0.753934,1.979152
2.095132,0.750712,1.968482
2.083912,0.747499,1.957870
2.072753,0.744295,1.947317
2.061655,0.741101,1.936821
2.050617,0.737915,1.926383
2.039639,0.734739,1.916002
2.028721,0.731572,1.905678
2.017862,0.728414,1.895411
2.007062,0.725265,1.885200
1.996321,0.722126,1.875044
1.985638,0.718996,1.864945
1.975014,0.715875,1.854901
1.964447,0.712764,1.844912
1.953938,0.709662,1.834977
1.943486,0.706570,1.825097
1.933091,0.703487,1.815271
1.922752,0.700414,1.805499
1.912469,0.697350,1.795781
1.902243,0.694296,1.786116
1.892072,0.691252,1.776504
1.881956,0.688217,1.766944
1.871895,0.685191,1.757437
1.861889,0.682176,1.747982
1.851938,0.679170,1.738579
1.842040,0.676173,1.729227
1.832196,0.673187,1.719927
1.822406,0.670210,1.710677
1.812669,0.667242,1.701479
1.802984,0.664285,1.692330
1.793353,0.661337,1.683232
1.783773,0.658399,1.674183
1.774246,0.655471,1.665184
1.764770,0.652552,1.656234
1.755346,0.649644,1.647333
1.745973,0.646745,1.638481
1.736651,0.643855,1.629678
1.727379,0.640976,1.620922
1.718158,0.638107,1.612214
1.708986,0.635247,1.603554
1.699865,0.632397,1.594942
1.690792,0.629557,1.586376
1.681769,0.626727,1.577857
1.672795,0.623906,1.569385
1.663870,0.621096,1.560959
1.654993,0.618295,1.552579
1.646164,0.615504,1.544245
1.637382,0.612723,1.535957
1.628649,0.609952,1.527714
1.619962,0.607190,1.519515
1.611323,0.604439,1.511362
1.602731,0.601697,1.503253
1.594185,0.598965,1.495188
1.585685,0.596243,1.487167
1.577231,0.593531,1.479191
1.568823,0.590828,1.471257
1.560460,0.588135,1.463367
1.552143,0.585453,1.455520
1.543871,0.582780,1.447716
1.535643,0.580116,1.439954
1.527460,0.577463,1.432235
1.519321,0.574819,1.424558
1.511226,0.572185,1.416922
1.503175,0.569561,1.409328
1.495167,0.566947,1.401776
1.487203,0.564342,1.394265
1.479281,0.561747,1.386794
1.471403,0.559162,1.379365
1.463567,0.556586,1.371975
1.455773,0.554021,1.364626
1.448021,0.551465,1.357318
1.440311,0.548918,1.350048
1.432643,0.546382,1.342819
1.425016,0.543855,1.335629
1.417431,0.541337,1.328478
1.409886,0.538830,1.321365
1.402382,0.536332,1.314292
1.394918,0.533843,1.307257
1.387495,0.531364,1.300260
1.380111,0.528895,1.293301
1.372768,0.526435,1.286381
