ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.010001,-0.010000
0.019996,0.020006,-0.019998
0.029988,0.030018,-0.029994
0.039974,0.040039,-0.039987
0.049952,0.050073,-0.049976
0.059921,0.060120,-0.059959
0.069880,0.070182,-0.069938
0.079828,0.080261,-0.079910
0.089765,0.090358,-0.089876
0.099689,0.100474,-0.099835
0.109607,0.108243,-0.109794
0.119522,0.113322,-0.119756
0.128377,0.117925,-0.129716
0.132672,0.122088,-0.139669
0.136520,0.125866,-0.149620
0.139967,0.129300,-0.159568
0.143051,0.132426,-0.169514
0.145810,0.135274,-0.179459
0.148274,0.137875,-0.189402
0.150473,0.140253,-0.199344
0.152434,0.142433,-0.209285
0.154179,0.144434,-0.219225
0.155731,0.146276,-0.229164
0.157108,0.147976,-0.239102
0.158327,0.149548,-0.249040
0.159404,0.151008,-0.258977
0.160353,0.152366,-0.268914
0.161186,0.153634,-0.278851
0.161914,0.154822,-0.288787
0.162549,0.155938,-0.298723
0.163098,0.156992,-0.308659
0.163570,0.157990,-0.318595
0.163973,0.158938,-0.328530
0.164313,0.159843,-0.338466
0.164596,0.160709,-0.348401
0.164828,0.161542,-0.358336
0.165013,0.162346,-0.368272
0.165155,0.163124,-0.378207
0.165260,0.163879,-0.388142
0.165329,0.164616,-0.398077
0.165367,0.165336,-0.408012
0.165376,0.166043,-0.417948
0.165359,0.166738,-0.427883
0.165318,0.167423,-0.437818
0.165255,0.168100,-0.447753
0.165173,0.168771,-0.457688
0.165072,0.169438,-0.467623
0.164955,0.170100,-0.477558
0.164822,0.170761,-0.487493
0.164675,0.171419,-0.497427
0.164515,0.172078,-0.507362
0.164344,0.172737,-0.517297
0.164161,0.173396,-0.527231
0.163968,0.174058,-0.537166
0.163766,0.174721,-0.547100
0.163555,0.175388,-0.557035
0.163336,0.176058,-0.566969
0.163109,0.176731,-0.576903
0.162874,0.177408,-0.586837
0.162633,0.178090,-0.596771
0.162386,0.178776,-0.606705
0.162133,0.179468,-0.616638
0.161874,0.180164,-0.626572
0.161610,0.180865,-0.636505
0.161340,0.181572,-0.646438
0.161066,0.182284,-0.656371
0.160787,0.183002,-0.666304
0.160504,0.183726,-0.676237
0.160217,0.184455,-0.686169
0.159925,0.185191,-0.696101
0.159629,0.185932,-0.706033
0.159330,0.186679,-0.715965
0.159027,0.187432,-0.725897
0.158720,0.188192,-0.735829
0.158410,0.188957,-0.745760
0.158096,0.189728,-0.755691
0.157779,0.190506,-0.765622
0.157459,0.191290,-0.775553
0.157136,0.192079,-0.785483
0.156810,0.192875,-0.795414
0.156480,0.193676,-0.805344
0.156148,0.194484,-0.815274
0.155813,0.195298,-0.825203
0.155475,0.196117,-0.835133
0.155134,0.196943,-0.845062
0.154790,0.197774,-0.854991
0.154444,0.198612,-0.864920
0.154095,0.199455,-0.874848
0.153743,0.200303,-0.884776
0.153388,0.201158,-0.894704
0.153031,0.202018,-0.904632
0.152672,0.202884,-0.914560
0.152310,0.203756,-0.924487
0.151945,0.204633,-0.934414
0.151578,0.205516,-0.944341
0.151208,0.206404,-0.954267
0.150836,0.207297,-0.964194
0.150462,0.208196,-0.974120
0.150085,0.209100,-0.984045
0.149706,0.210010,-0.993971
0.149324,0.210925,-1.003896
0.148940,0.211845,-1.013821
0.148554,0.212770,-1.023746
0.148165,0.213700,-1.033670
0.147774,0.214636,-1.043594
0.147381,0.215576,-1.053518
0.146986,0.216521,-1.063442
0.146588,0.217472,-1.073365
0.146189,0.218427,-1.083289
0.145787,0.219387,-1.093212
0.145382,0.220352,-1.103134
0.144976,0.221321,-1.113056
0.144568,0.222296,-1.122979
0.144157,0.223275,-1.132900
0.143744,0.224258,-1.142822
0.143330,0.225246,-1.152743
0.142913,0.226239,-1.162664
0.142494,0.227236,-1.172585
0.142073,0.228238,-1.182505
0.141650,0.229244,-1.192426
0.141225,0.230254,-1.202346
0.140798,0.231269,-1.212265
0.140369,0.232288,-1.222185
0.139938,0.233311,-1.232104
0.139505,0.234339,-1.242023
0.139070,0.235370,-1.251941
0.138633,0.236406,-1.261860
0.138195,0.237446,-1.271778
0.137754,0.238489,-1.281695
0.137312,0.239537,-1.291613
0.136867,0.240589,-1.301530
0.136421,0.241644,-1.311447
0.135973,0.242704,-1.321364
0.135523,0.243767,-1.331281
0.135071,0.244834,-1.341197
0.134618,0.245905,-1.351113
0.134163,0.246980,-1.361028
0.133705,0.248058,-1.370944
0.133247,0.249140,-1.380859
0.132786,0.250225,-1.390774
0.132324,0.251314,-1.400689
0.131860,0.252407,-1.410603
0.131394,0.253503,-1.420517
0.130927,0.254603,-1.430431
0.130457,0.255706,-1.440345
0.129987,0.256812,-1.450258
0.129514,0.257922,-1.460171
0.129040,0.259035,-1.470084
0.128565,0.260151,-1.479996
0.128087,0.261271,-1.489909
0.127608,0.262394,-1.499821
0.127128,0.263520,-1.509733
0.126646,0.264649,-1.519644
0.126162,0.265781,-1.529556
0.125677,0.266916,-1.539467
0.125191,0.268055,-1.549378
0.124702,0.269196,-1.559288
0.124213,0.270341,-1.569198
0.123721,0.271488,-1.579109
0.123229,0.272639,-1.589018
0.122735,0.273792,-1.598928
0.122239,0.274948,-1.608837
0.121742,0.276107,-1.618747
0.121243,0.277269,-1.628656
0.120743,0.278433,-1.638564
0.120242,0.279600,-1.648473
0.119739,0.280770,-1.658381
0.119235,0.281943,-1.668289
0.118730,0.283118,-1.678197
0.118223,0.284296,-1.688104
0.117715,0.285477,-1.698011
0.117205,0.286660,-1.707919
0.116695,0.287846,-1.717825
0.116182,0.289034,-1.727732
0.115669,0.290225,-1.737638
0.115154,0.291418,-1.747545
0.114638,0.292614,-1.757450
0.114121,0.293812,-1.767356
0.113602,0.295012,-1.777262
0.113083,0.296215,-1.787167
0.112562,0.297420,-1.797072
0.112039,0.298627,-1.806977
0.111516,0.299837,-1.816882
0.110991,0.301049,-1.826786
0.110529,0.302096,-1.834391
0.110281,0.302585,-1.834325
0.110033,0.303070,-1.834260
0.109787,0.303554,-1.834195
0.109542,0.304034,-1.834130
0.109297,0.304512,-1.834065
0.109054,0.304987,-1.834001
0.108812,0.305460,-1.833936
0.108571,0.305930,-1.833872
0.108331,0.306397,-1.833808
0.108093,0.306862,-1.833745
0.107855,0.307325,-1.833681
0.107618,0.307785,-1.833618
0.107382,0.308242,-1.833555
0.107148,0.308697,-1.833492
0.106914,0.309149,-1.833430
0.106682,0.309599,-1.833367
0.106450,0.310046,-1.833305
0.106220,0.310491,-1.833243
0.105990,0.310934,-1.833182
0.105762,0.311374,-1.833120
0.105534,0.311811,-1.833059
0.105308,0.312246,-1.832998
0.105083,0.312679,-1.832937
0.104858,0.313110,-1.832876
0.104635,0.313538,-1.832816
0.104413,0.313964,-1.832756
0.104192,0.314387,-1.832696
0.103971,0.314808,-1.832636
0.103752,0.315227,-1.832576
0.103534,0.315644,-1.832517
0.103316,0.316058,-1.832458
0.103100,0.316470,-1.832399
0.102885,0.316880,-1.832340
0.102670,0.317287,-1.832282
0.102457,0.317693,-1.832223
0.102244,0.318096,-1.832165
0.102033,0.318496,-1.832107
0.101822,0.318895,-1.832050
0.101613,0.319292,-1.831992
0.101404,0.319686,-1.831935
0.101197,0.320078,-1.831878
0.100990,0.320468,-1.831821
0.100784,0.320856,-1.831765
0.100580,0.321242,-1.831708
0.100376,0.321626,-1.831652
0.100173,0.322007,-1.831596
0.099971,0.322387,-1.831541
0.099770,0.322764,-1.831485
0.099570,0.323140,-1.831430
0.099370,0.323513,-1.831375
0.099172,0.323884,-1.831320
0.098975,0.324254,-1.831265
0.098778,0.324621,-1.831211
0.098583,0.324986,-1.831156
0.098388,0.325349,-1.831102
0.098195,0.325711,-1.831048
0.098002,0.326070,-1.830995
0.097810,0.326428,-1.830941
0.097619,0.326783,-1.830888
0.097429,0.327136,-1.830835
0.097239,0.327488,-1.830782
0.097051,0.327838,-1.830730
0.096863,0.328186,-1.830677
0.096677,0.328531,-1.830625
0.096491,0.328875,-1.830573
0.096306,0.329218,-1.830522
0.096122,0.329558,-1.830470
0.095939,0.329896,-1.830419
0.095757,0.330233,-1.830367
0.095575,0.330568,-1.830317
0.095395,0.330901,-1.830266
0.095215,0.331232,-1.830215
0.095036,0.331561,-1.830165
0.094858,0.331889,-1.830115
0.094681,0.332214,-1.830065
0.094504,0.332538,-1.830015
0.094329,0.332861,-1.829966
0.094154,0.333181,-1.829916
0.093980,0.333500,-1.829867
0.093807,0.333817,-1.829818
0.093635,0.334132,-1.829769
0.093463,0.334446,-1.829721
0.093293,0.334758,-1.829673
0.093123,0.335068,-1.829625
0.092954,0.335376,-1.829577
0.092785,0.335683,-1.829529
0.092618,0.335988,-1.829481
0.092451,0.336292,-1.829434
0.092286,0.336594,-1.829387
0.092120,0.336894,-1.829340
0.091956,0.337193,-1.829293
0.091793,0.337490,-1.829247
0.091630,0.337785,-1.829200
0.091468,0.338079,-1.829154
0.091307,0.338371,-1.829108
0.091146,0.338662,-1.829062
0.090987,0.338951,-1.829017
0.090828,0.339238,-1.828971
0.090670,0.339524,-1.828926
0.090512,0.339809,-1.828881
0.090356,0.340091,-1.828836
0.090200,0.340373,-1.828792
0.090045,0.340653,-1.828747
0.089891,0.340931,-1.828703
0.089737,0.341208,-1.828659
0.089584,0.341483,-1.828615
0.089432,0.341757,-1.828571
0.089280,0.342029,-1.828528
0.089130,0.342300,-1.828484
0.088980,0.342569,-1.828441
0.088830,0.342837,-1.828398
0.088682,0.343104,-1.828355
0.088534,0.343369,-1.828313
0.088387,0.343632,-1.828270
0.088241,0.343895,-1.828228
0.088095,0.344155,-1.828186
0.087950,0.344415,-1.828144
0.087806,0.344673,-1.828103
0.087662,0.344929,-1.828061
0.087519,0.345184,-1.828020
0.087377,0.345438,-1.827979
0.087235,0.345691,-1.827938
0.087095,0.345942,-1.827897
0.086954,0.346191,-1.827856
0.086815,0.346440,-1.827816
0.086676,0.346687,-1.827776
0.086538,0.346933,-1.827735
0.086401,0.347177,-1.827696
0.086264,0.347420,-1.827656
0.086128,0.347662,-1.827616
0.085992,0.347902,-1.827577
0.085857,0.348141,-1.827538
0.085723,0.348379,-1.827499
0.085590,0.348616,-1.827460
0.085457,0.348851,-1.827421
0.085325,0.349085,-1.827383
0.085193,0.349318,-1.827344
0.085062,0.349550,-1.827306
0.084932,0.349780,-1.827268
0.084802,0.350009,-1.827230
