ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.017172,0.071087,-0.493062,-0.010583,0.125302,-0.994107
6378136.954687,0.275471,-1.972108,-0.117623,0.287129,-1.910602
6378136.815936,0.591935,-3.876547,-0.156974,0.341408,-1.898809
6378136.646262,0.950346,-5.771091,-0.180590,0.372907,-1.890768
6378136.458102,1.333180,-7.659123,-0.194656,0.391312,-1.885646
6378136.258951,1.730315,-9.543077,-0.203004,0.402114,-1.882491
6378136.053285,2.135854,-11.424542,-0.207948,0.408470,-1.880582
6378135.843762,2.546342,-13.304509,-0.210872,0.412216,-1.879438
6378135.631958,2.959749,-15.183581,-0.212602,0.414426,-1.878757
6378135.418806,3.374877,-17.062121,-0.213624,0.415730,-1.878353
6378135.204857,3.791022,-18.940345,-0.214228,0.416501,-1.878114
6378134.990436,4.207768,-20.818382,-0.214585,0.416956,-1.877972
6378134.775738,4.624868,-22.696309,-0.214796,0.417224,-1.877888
6378134.560875,5.042178,-24.574171,-0.214920,0.417383,-1.877839
6378134.345928,5.459680,-26.451969,-0.214049,0.422303,-1.876029
6378134.164116,6.041903,-28.259667,-0.145277,0.755850,-1.723377
6378134.057454,6.957510,-29.883971,-0.065330,1.071622,-1.516097
6378134.037693,8.167295,-31.281891,0.029917,1.342714,-1.272190
6378134.123604,9.623831,-32.422803,0.147248,1.563943,-1.003992
6378134.339997,11.275572,-33.288947,0.291872,1.732256,-0.724816
6378134.715972,13.068921,-33.876145,0.467096,1.846605,-0.448435
6378135.282898,14.950153,-34.194002,0.674102,1.907755,-0.188545
6378136.072219,16.867104,-34.265562,0.911830,1.918042,0.041759
6378137.113209,18.770614,-34.126458,1.176983,1.881097,0.230482
6378138.431261,20.616990,-33.823649,1.486763,1.867940,0.361949
6378139.978834,23.138931,-33.634009,1.348050,3.104563,0.103003
6378141.114299,26.525113,-33.560195,1.019406,3.464429,0.031198
6378142.066468,30.008513,-33.562308,0.894222,3.498836,-0.030749
6378142.920342,33.517096,-33.612924,0.819200,3.516641,-0.067668
6378143.715501,37.038974,-33.692392,0.774531,3.526259,-0.089587
6378144.475761,40.568142,-33.788973,0.748025,3.531624,-0.102574
6378145.215333,44.101420,-33.895686,0.732327,3.534681,-0.110259
6378145.942659,47.637055,-34.008393,0.723040,3.536448,-0.114804
6378146.662741,51.174058,-34.124644,0.717548,3.537478,-0.117491
6378147.378541,54.711862,-34.242990,0.714302,3.538082,-0.119078
6378148.091810,58.250135,-34.362573,0.712384,3.538437,-0.120016
6378148.803584,61.788684,-34.482888,0.711251,3.538646,-0.120571
6378149.514474,65.327396,-34.603636,0.710581,3.538769,-0.120898
6378150.224842,68.866205,-34.724638,0.710186,3.538842,-0.121092
6378150.934902,72.405070,-34.845791,0.709952,3.538885,-0.121206
6378151.668894,75.944496,-34.973602,0.836955,3.540516,-0.159072
6378152.685607,79.473745,-35.219858,1.204441,3.507531,-0.359629
6378154.075516,82.936172,-35.737323,1.576491,3.402251,-0.701182
6378155.823645,86.247737,-36.659210,1.914579,3.200902,-1.165232
6378157.879562,89.301121,-38.092180,2.186817,2.881364,-1.717246
6378160.165513,91.969305,-40.101420,2.371001,2.427055,-2.309259
6378162.587225,94.112963,-42.699167,2.456634,1.830597,-2.884041
6378165.046020,95.591205,-45.837967,2.445490,1.096781,-3.380346
6378167.450742,96.274774,-49.409531,2.350679,0.244411,-3.738753
6378169.728070,96.060381,-53.249475,2.194373,-0.693299,-3.907522
6378171.947558,95.009564,-57.133016,2.451418,-1.073998,-3.892572
6378174.612086,94.119822,-61.326870,2.890710,-0.693838,-4.509586
6378177.736522,93.627766,-66.150972,3.312621,-0.336128,-5.084745
6378181.025515,93.244551,-71.247628,3.268546,-0.423467,-5.106697
6378184.279727,92.793403,-76.361076,3.241864,-0.474828,-5.119173
6378187.512994,92.302273,-81.484136,3.225877,-0.505084,-5.126371
6378190.733747,91.787575,-86.612768,3.216356,-0.522928,-5.130563
6378193.947059,91.258974,-91.744655,3.210703,-0.533459,-5.133018
6378197.155959,90.722166,-96.878451,3.207354,-0.539677,-5.134462
6378200.362247,90.180512,-102.013371,3.205373,-0.543348,-5.135312
6378203.566988,89.635995,-107.148953,3.204201,-0.545517,-5.135813
6378206.770816,89.089788,-112.284925,3.203508,-0.546798,-5.136109
6378209.974104,88.542581,-117.421129,3.203099,-0.547555,-5.136284
6378213.177073,87.994785,-122.557468,3.202857,-0.548002,-5.136387
6378216.337121,87.398534,-127.713628,3.070124,-0.719479,-5.193844
6378219.368941,86.508120,-132.903873,3.036279,-1.069723,-5.157913
6378222.496152,85.272481,-137.974668,3.263096,-1.389765,-4.954232
6378225.970117,83.780294,-142.762068,3.723583,-1.562646,-4.591437
6378229.991709,82.230649,-147.113490,4.344165,-1.487772,-4.083604
6378234.668483,80.907808,-150.892953,5.013423,-1.098367,-3.449830
6378239.983800,80.140410,-153.985816,5.597086,-0.374620,-2.713632
6378245.783239,80.250588,-156.302844,5.957247,0.649606,-1.902197
6378251.781238,81.500120,-157.783444,5.973130,1.887763,-1.045504
6378257.588025,84.041471,-158.397987,5.560399,3.209422,-0.175341
6378263.088952,87.811873,-158.345413,5.686304,4.115729,-0.060417
6378269.014398,92.105848,-158.709112,6.179675,4.470159,-0.682984
6378275.318898,96.684867,-159.540241,6.308360,4.633782,-0.823548
6378281.609165,101.348604,-160.332099,6.274621,4.689339,-0.764729
6378287.872831,106.055544,-161.078128,6.254232,4.721995,-0.730017
6378294.120498,110.787903,-161.797105,6.242027,4.741229,-0.709523
6378300.358615,115.535243,-162.500108,6.234762,4.752571,-0.697421
6378306.591055,120.291419,-163.193679,6.230450,4.759264,-0.690273
6378312.820130,125.052812,-163.881678,6.227896,4.763216,-0.686051
6378319.047212,129.817285,-164.566385,6.226385,4.765549,-0.683556
6378325.273116,134.583576,-165.249148,6.225491,4.766927,-0.682083
6378331.498323,139.350942,-165.930762,6.224963,4.767742,-0.681213
6378337.723118,144.118943,-166.611697,6.224651,4.768223,-0.680698
6378343.919185,148.953015,-167.142377,6.108594,5.010344,-0.132509
6378349.853968,154.190121,-166.779773,5.719440,5.469031,0.860969
6378355.289160,159.882456,-165.449870,5.108895,5.915488,1.795227
6378360.009975,166.002634,-163.229929,4.291911,6.319396,2.634372
6378363.821243,172.494052,-160.231444,3.292758,6.652920,3.345979
6378366.556294,179.274194,-156.596192,2.144037,6.892392,3.902134
6378368.084603,186.239568,-152.491204,0.885240,7.019802,4.280445
6378368.317823,193.271971,-148.102829,-0.439050,7.023967,4.464856
6378367.213869,200.245725,-143.630083,-1.781214,6.901296,4.446233
6378364.778869,207.035479,-139.277535,-3.092815,6.656123,4.222718
6378361.194279,213.766740,-135.282590,-3.836000,7.036081,3.882843
6378357.284001,221.160985,-131.328997,-3.961677,7.775838,4.037151
6378353.218283,229.031786,-127.295139,-4.190544,7.841665,3.993097
6378348.938919,236.841518,-123.334146,-4.355211,7.781906,3.933355
6378344.531643,244.603710,-119.420007,-4.451787,7.745143,3.897633
6378340.049243,252.336914,-115.533813,-4.508590,7.722920,3.876381
6378335.522620,260.052677,-111.664219,-4.542058,7.709615,3.863774
6378330.969926,267.758029,-107.804466,-4.561799,7.701693,3.856308
6378326.401851,275.457191,-103.950536,-4.573450,7.696992,3.851891
6378321.824695,283.152683,-100.100052,-4.580329,7.694207,3.849280
6378317.242177,290.846003,-96.251603,-4.584392,7.692560,3.847736
6378312.656492,298.538038,-92.404359,-4.586792,7.691585,3.846824
6378308.068936,306.229313,-88.557825,-4.588210,7.691009,3.846285
6378303.480275,313.920139,-84.711712,-4.589047,7.690669,3.845966
6378298.229142,321.290277,-81.139610,-6.396630,6.728720,3.047210
6378290.797036,327.133121,-78.758664,-8.359864,4.853956,1.653461
6378281.803824,330.898096,-77.897415,-9.490061,2.618402,0.020673
6378272.124614,332.373503,-78.747329,-9.721423,0.325361,-1.752944
6378262.644381,331.650200,-81.396717,-9.100095,-1.730403,-3.560503
6378254.151609,329.093185,-85.826040,-7.770393,-3.301774,-5.294563
6378247.252518,325.278136,-91.911421,-5.947876,-4.219263,-6.855295
6378242.316828,320.904301,-99.436065,-3.884093,-4.407707,-8.158017
6378239.460435,316.698101,-108.108658,-1.828998,-3.887899,-9.139506
6378238.564298,313.322352,-117.587256,0.002874,-2.763923,-9.762581
