ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.364389,0.522929,-10.780325
0.328299,0.470276,-10.780309
0.296217,0.422483,-10.780278
0.267779,0.379020,-10.780229
0.242628,0.339414,-10.780160
0.220443,0.303235,-10.780070
0.200934,0.270099,-10.779959
0.183839,0.239662,-10.779828
0.168920,0.211613,-10.779676
0.155962,0.185673,-10.779503
0.144772,0.161573,-10.779318
0.135176,0.139063,-10.779131
0.127015,0.117982,-10.778946
0.120146,0.098183,-10.778762
0.114442,0.079536,-10.778579
0.109785,0.061926,-10.778397
0.106072,0.045246,-10.778216
0.103207,0.029404,-10.778036
0.101106,0.014316,-10.777855
0.099691,-0.000094,-10.777673
0.098892,-0.013891,-10.777489
0.098648,-0.027137,-10.777303
0.098901,-0.039886,-10.777113
0.099601,-0.052185,-10.776920
0.100701,-0.064078,-10.776723
0.102161,-0.075603,-10.776521
0.103943,-0.086795,-10.776313
0.106012,-0.097686,-10.776100
0.108339,-0.108302,-10.775880
0.110896,-0.118669,-10.775654
0.113659,-0.128809,-10.775421
0.116605,-0.138742,-10.775182
0.119714,-0.148486,-10.774934
0.122968,-0.158057,-10.774680
0.126351,-0.167469,-10.774417
0.129847,-0.176735,-10.774147
0.133444,-0.185867,-10.773869
0.137130,-0.194874,-10.773584
0.140894,-0.203767,-10.773290
0.144726,-0.212552,-10.772988
0.148617,-0.221239,-10.772678
0.152560,-0.229833,-10.772361
0.156547,-0.238340,-10.772035
0.160573,-0.246766,-10.771702
0.164630,-0.255116,-10.771360
0.168715,-0.263393,-10.771011
0.172823,-0.271602,-10.770655
0.176948,-0.279746,-10.770290
0.181088,-0.287828,-10.769918
0.185239,-0.295852,-10.769539
0.189398,-0.303818,-10.769152
0.193563,-0.311731,-10.768758
0.197730,-0.319592,-10.768357
0.201898,-0.327402,-10.767948
0.206064,-0.335163,-10.767533
0.210227,-0.342878,-10.767111
0.214386,-0.350546,-10.766682
0.218538,-0.358170,-10.766247
0.222683,-0.365751,-10.765805
0.226818,-0.373289,-10.765357
0.230945,-0.380785,-10.764902
0.235060,-0.388241,-10.764442
0.239165,-0.395657,-10.763975
0.243257,-0.403033,-10.763502
0.247336,-0.410371,-10.763024
0.251402,-0.417671,-10.762539
0.255454,-0.424933,-10.762050
0.259491,-0.432158,-10.761554
0.263514,-0.439347,-10.761054
0.267522,-0.446499,-10.760548
0.271514,-0.453616,-10.760037
0.275490,-0.460697,-10.759521
0.279451,-0.467743,-10.759000
0.283395,-0.474754,-10.758474
0.287323,-0.481731,-10.757943
0.291235,-0.488674,-10.757408
0.295130,-0.495582,-10.756868
0.299008,-0.502457,-10.756324
0.302870,-0.509299,-10.755775
0.306715,-0.516108,-10.755223
0.310543,-0.522883,-10.754666
0.314353,-0.529626,-10.754105
0.318147,-0.536336,-10.753540
0.321924,-0.543014,-10.752971
0.325684,-0.549659,-10.752399
0.329427,-0.556273,-10.751823
0.333153,-0.562855,-10.751243
0.336862,-0.569405,-10.750660
0.340554,-0.575924,-10.750073
0.344229,-0.582412,-10.749484
0.347887,-0.588868,-10.748890
0.351528,-0.595293,-10.748294
0.355152,-0.601688,-10.747695
0.358760,-0.608052,-10.747093
0.362351,-0.614385,-10.746487
0.365925,-0.620688,-10.745879
0.369483,-0.626961,-10.745269
0.373024,-0.633204,-10.744655
0.376549,-0.639417,-10.744039
0.380057,-0.645600,-10.743421
0.383548,-0.651754,-10.742800
0.387024,-0.657878,-10.742177
0.390483,-0.663972,-10.741551
0.393926,-0.670038,-10.740923
0.397353,-0.676074,-10.740293
0.400764,-0.682082,-10.739661
0.404159,-0.688061,-10.739027
0.407538,-0.694011,-10.738391
0.410901,-0.699932,-10.737753
0.414248,-0.705826,-10.737113
0.417580,-0.711690,-10.736472
0.420896,-0.717527,-10.735829
0.424196,-0.723336,-10.735184
0.427481,-0.729117,-10.734538
0.430751,-0.734870,-10.733890
0.434005,-0.740596,-10.733241
0.437244,-0.746294,-10.732590
0.440467,-0.751965,-10.731938
0.443676,-0.757609,-10.731285
0.446869,-0.763225,-10.730630
0.450048,-0.768815,-10.729975
0.453211,-0.774378,-10.729318
0.456360,-0.779914,-10.728660
0.459494,-0.785423,-10.728001
0.462613,-0.790906,-10.727342
0.465717,-0.796363,-10.726681
0.468807,-0.801793,-10.726019
0.471882,-0.807198,-10.725357
0.474943,-0.812576,-10.724694
0.477990,-0.817929,-10.724031
0.481022,-0.823256,-10.723366
0.484040,-0.828557,-10.722701
0.487044,-0.833833,-10.722036
0.490034,-0.839083,-10.721370
0.493009,-0.844308,-10.720703
0.495971,-0.849509,-10.720037
0.498919,-0.854684,-10.719369
0.501853,-0.859834,-10.718702
0.504773,-0.864959,-10.718034
0.507679,-0.870060,-10.717366
0.510572,-0.875136,-10.716698
0.513451,-0.880188,-10.716029
0.516317,-0.885216,-10.715360
0.519169,-0.890219,-10.714692
0.522008,-0.895198,-10.714023
0.524834,-0.900153,-10.713354
0.527646,-0.905085,-10.712686
0.530445,-0.909993,-10.712017
0.533231,-0.914877,-10.711348
0.536004,-0.919737,-10.710680
0.538764,-0.924574,-10.710012
0.541511,-0.929388,-10.709344
0.544245,-0.934179,-10.708676
0.546966,-0.938947,-10.708009
0.549674,-0.943691,-10.707341
0.552370,-0.948413,-10.706675
0.555053,-0.953112,-10.706008
0.557723,-0.957789,-10.705342
0.560381,-0.962442,-10.704676
0.563027,-0.967074,-10.704011
0.565660,-0.971683,-10.703346
0.568281,-0.976270,-10.702682
0.570889,-0.980835,-10.702019
0.573485,-0.985378,-10.701356
0.576069,-0.989899,-10.700693
0.578641,-0.994398,-10.700031
0.581201,-0.998876,-10.699370
0.583749,-1.003331,-10.698710
0.586285,-1.007766,-10.698050
0.588809,-1.012179,-10.697391
0.591321,-1.016571,-10.696733
0.593821,-1.020941,-10.696075
0.596310,-1.025291,-10.695419
0.598787,-1.029620,-10.694763
0.601253,-1.033927,-10.694108
0.603706,-1.038214,-10.693454
0.606149,-1.042481,-10.692801
0.608580,-1.046726,-10.692148
0.610999,-1.050952,-10.691497
0.613407,-1.055156,-10.690847
0.615804,-1.059341,-10.690197
0.618190,-1.063505,-10.689549
0.620564,-1.067650,-10.688902
0.622928,-1.071774,-10.688256
0.625280,-1.075879,-10.687610
0.627621,-1.079963,-10.686966
0.629951,-1.084028,-10.686323
0.632271,-1.088074,-10.685681
0.634579,-1.092099,-10.685041
0.636877,-1.096106,-10.684401
0.639164,-1.100093,-10.683763
0.641440,-1.104061,-10.683126
0.643706,-1.108009,-10.682490
0.645960,-1.111939,-10.140256
0.648339,-1.116061,-9.681221
0.650818,-1.120340,-9.680589
0.653284,-1.124596,-9.679958
0.655737,-1.128829,-9.679329
0.658178,-1.133040,-9.678700
0.660606,-1.137228,-9.678073
0.663021,-1.141393,-9.677447
0.665423,-1.145537,-9.676823
0.667813,-1.149658,-9.676200
0.670191,-1.153757,-9.675578
0.672556,-1.157834,-9.674958
0.674909,-1.161889,-9.674339
0.677249,-1.165922,-9.673722
0.679577,-1.169934,-9.673106
0.681893,-1.173925,-9.672491
0.684197,-1.177894,-9.671878
0.686489,-1.181842,-9.671266
0.688769,-1.185768,-9.670656
0.691037,-1.189674,-9.670047
0.693293,-1.193559,-9.669440
0.695538,-1.197423,-9.668834
0.697770,-1.201266,-9.668230
0.699991,-1.205089,-9.667627
0.702201,-1.208891,-9.667026
0.704399,-1.212673,-9.666427
0.706585,-1.216435,-9.665828
0.708760,-1.220176,-9.665232
0.710924,-1.223898,-9.664637
0.713076,-1.227600,-9.664043
0.715217,-1.231281,-9.663452
0.717347,-1.234944,-9.662861
0.719466,-1.238586,-9.662273
0.721573,-1.242209,-9.661686
0.723670,-1.245813,-9.661100
0.725756,-1.249397,-9.660516
