accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.004170,1.003386,-10.773756
0.997971,0.998809,-10.781015
1.002017,1.001480,-10.768749
0.997584,0.995849,-10.783493
0.941277,1.007275,-10.781674
0.700180,0.989562,-10.774056
0.631654,0.996780,-10.785709
0.577079,0.993403,-10.784165
0.509894,0.994779,-10.772471
0.473153,0.980906,-10.774853
0.409557,1.001793,-10.775137
0.379288,0.993535,-10.781580
0.333019,0.977398,-10.771502
0.307086,0.531830,-10.784222
0.276184,0.387974,-10.787599
0.252392,0.346536,-10.779599
0.222962,0.298001,-10.782876
0.200417,0.280277,-10.781527
0.179945,0.239423,-10.777643
0.166092,0.208625,-10.776124
0.143752,0.183721,-10.771225
0.129135,0.162643,-10.782161
0.123522,0.131469,-10.773838
0.099971,0.120115,-10.785408
0.088784,0.107573,-10.776585
0.087284,0.084108,-10.766700
0.069390,0.077503,-10.773767
0.068097,0.047017,-10.782338
0.068320,0.046257,-10.775731
0.061959,0.035159,-10.774988
0.043104,0.024790,-10.773564
0.028487,0.011703,-10.770124
0.046232,-0.002689,-10.773747
0.040093,0.002012,-10.785204
0.034604,-0.017769,-10.781691
0.035076,-0.029100,-10.781421
0.030315,-0.022713,-10.776754
0.020666,-0.026890,-10.769262
0.026807,-0.034819,-10.778637
0.013859,-0.047475,-10.778871
0.022957,-0.048422,-10.768711
0.011908,-0.050554,-10.775078
0.010269,-0.052854,-10.780024
0.007730,-0.061382,-10.772882
0.004401,-0.067036,-10.772450
0.011232,-0.085390,-10.776749
0.011352,-0.071601,-10.780487
0.003436,-0.073314,-10.776740
0.006515,-0.080116,-10.775580
0.005387,-0.082208,-10.777546
0.008870,-0.088665,-10.774238
0.007810,-0.090273,-10.772277
0.004327,-0.094246,-10.781542
0.002651,-0.090341,-10.780888
0.004550,-0.097949,-10.764456
0.006428,-0.100470,-10.780897
0.001698,-0.104534,-10.777034
-0.003094,-0.109847,-10.773907
0.010858,-0.113668,-10.773547
0.000662,-0.115721,-10.772535
-0.001093,-0.119058,-10.768374
-0.000500,-0.115661,-10.774234
0.000971,-0.126676,-10.784903
0.000888,-0.116094,-10.770100
0.002981,-0.119904,-10.784507
0.001200,-0.129472,-10.782944
-0.002575,-0.131628,-10.777879
-0.003603,-0.129407,-10.774028
0.002621,-0.140963,-10.782139
-0.004870,-0.138228,-10.772407
0.001459,-0.138766,-10.779135
0.006080,-0.126787,-10.782027
-0.007281,-0.140506,-10.774346
-0.004722,-0.144899,-10.773905
0.000516,-0.150255,-10.781551
0.006008,-0.142732,-10.785978
-0.011200,-0.151893,-10.775640
-0.005054,-0.151938,-10.779229
-0.007667,-0.150256,-10.771060
-0.000278,-0.158246,-10.777698
0.000444,-0.161452,-10.777324
-0.008497,-0.161253,-10.769175
0.001718,-0.165070,-10.774366
-0.001495,-0.169807,-10.778990
-0.001967,-0.166862,-10.768644
-0.000798,-0.175775,-10.776346
0.000047,-0.177812,-10.782467
-0.006349,-0.175693,-10.782552
-0.009241,-0.176570,-10.777400
0.000364,-0.179256,-10.768336
-0.000958,-0.171596,-10.776554
-0.007557,-0.177583,-10.773669
0.007882,-0.179733,-10.772711
-0.002249,-0.180653,-10.778602
-0.008102,-0.186740,-10.769864
-0.003561,-0.192153,-10.775007
-0.008013,-0.198070,-10.769667
-0.005464,-0.194560,-10.769837
-0.002660,-0.186282,-10.770955
0.006936,-0.193692,-10.778282
0.004226,-0.197033,-10.764597
0.001241,-0.195336,-10.777396
0.000907,-0.203148,-10.776975
-0.006440,-0.197001,-10.770616
0.010366,-0.204146,-10.770272
-0.001897,-0.198672,-10.782701
-0.001927,-0.210799,-10.782573
-0.003886,-0.206534,-10.776312
0.002045,-0.207811,-10.768227
-0.000843,-0.211587,-10.772492
-0.006629,-0.213050,-10.770844
-0.000540,-0.210421,-10.768111
-0.005651,-0.221176,-10.772423
0.004039,-0.218445,-10.786704
-0.000392,-0.228355,-10.775720
-0.001961,-0.225346,-10.774859
-0.010511,-0.226953,-10.772915
-0.007306,-0.218685,-10.777890
0.002042,-0.226895,-10.770344
-0.005419,-0.235427,-10.771307
-0.005739,-0.222304,-10.776758
-0.007820,-0.231437,-10.774754
0.002810,-0.233887,-10.772680
0.010607,-0.237319,-10.772427
-0.011283,-0.236938,-10.775866
-0.003099,-0.242026,-10.769707
-0.001568,-0.239178,-10.773035
0.001962,-0.250115,-10.781852
-0.002431,-0.245599,-10.768308
-0.002394,-0.242112,-10.772201
-0.008007,-0.231706,-10.774370
-0.004843,-0.242272,-10.770076
-0.004458,-0.252822,-10.782356
0.005085,-0.248862,-10.773539
-0.001329,-0.251612,-10.768593
-0.004561,-0.255720,-10.771633
0.005255,-0.252590,-10.771783
-0.004553,-0.245000,-10.771614
-0.006483,-0.257178,-10.773999
-0.005571,-0.258622,-10.776214
0.005456,-0.258508,-10.776736
-0.005673,-0.264001,-10.770067
0.000715,-0.272274,-10.774306
0.000576,-0.262654,-10.767494
-0.006988,-0.269210,-10.778918
-0.003851,-0.283440,-10.776895
-0.008383,-0.269237,-10.775865
-0.010142,-0.268367,-10.777563
-0.003785,-0.275368,-10.770201
-0.010867,-0.272491,-10.777190
0.003159,-0.274869,-10.772013
-0.005454,-0.271587,-10.777615
0.000372,-0.276541,-10.792021
-0.002047,-0.282405,-10.773315
0.002507,-0.275667,-10.766903
0.004915,-0.284111,-10.781545
-0.010576,-0.284218,-10.776238
-0.000099,-0.294959,-10.780388
-0.004151,-0.286807,-10.779754
-0.003123,-0.283491,-10.767812
0.007424,-0.296275,-10.774845
-0.001552,-0.288182,-10.776150
-0.002333,-0.296868,-10.778715
-0.005254,-0.294012,-10.772102
-0.000846,-0.292656,-10.775414
-0.002451,-0.291322,-10.772523
-0.002644,-0.303078,-10.777964
-0.002334,-0.295029,-10.771076
-0.003946,-0.295034,-10.767804
-0.012064,-0.298994,-10.773274
-0.000283,-0.310720,-10.782554
0.000020,-0.305564,-10.774942
0.006940,-0.293108,-10.778028
-0.004280,-0.306444,-10.775640
-0.002014,-0.304560,-10.785137
-0.011203,-0.306605,-10.773964
0.003847,-0.310006,-10.777851
-0.000182,-0.321731,-10.771002
-0.002714,-0.309456,-10.773676
0.005464,-0.317070,-10.765865
-0.005794,-0.310052,-10.767377
-0.005277,-0.315691,-10.774817
-0.001433,-0.328230,-10.768087
0.005429,-0.331033,-10.512662
-0.001443,-0.315247,-9.766713
0.004809,-0.324826,-9.768841
0.005587,-0.319215,-9.774972
-0.006665,-0.327532,-9.772310
-0.000483,-0.326276,-9.776798
0.010606,-0.329478,-9.765743
-0.012831,-0.326283,-9.773041
-0.000155,-0.330010,-9.771194
0.001711,-0.332375,-9.764935
-0.006608,-0.335965,-9.772941
0.002082,-0.331527,-9.770921
0.001238,-0.330763,-9.771813
0.001981,-0.336364,-9.769880
0.003483,-0.337933,-9.774471
-0.013104,-0.341417,-9.776743
0.001323,-0.348593,-9.757665
0.000720,-0.351044,-9.773612
-0.003121,-0.341172,-9.769421
-0.003074,-0.337343,-9.777056
-0.002081,-0.345825,-9.767804
0.000323,-0.346954,-9.768768
0.000116,-0.347259,-9.775673
-0.007956,-0.357419,-9.770199
-0.008499,-0.353351,-9.764720
0.000031,-0.352367,-9.767867
-0.015504,-0.347211,-9.778940
0.003489,-0.356079,-9.778112
0.002538,-0.351181,-9.771994
0.001246,-0.347708,-9.772363
-0.005941,-0.359884,-9.770439
-0.001849,-0.353300,-9.773362
-0.003139,-0.350973,-9.772861
0.002932,-0.371016,-9.765574
0.004264,-0.356876,-9.779026
-0.002184,-0.355853,-9.765898
-0.006627,-0.363924,-9.770765
-0.006771,-0.364253,-9.773230
0.002304,-0.366290,-9.776711
-0.008977,-0.358796,-9.777721
-0.002142,-0.365823,-9.774066
0.005912,-0.366171,-9.768812
0.000048,-0.364309,-9.761816
-0.003439,-0.369848,-9.763788
0.005270,-0.359825,-9.771698
0.004187,-0.373128,-9.771643
0.006006,-0.374313,-9.773005
0.004301,-0.376778,-9.768421
-0.004153,-0.373133,-9.767717
-0.007323,-0.379930,-9.766644
0.004882,-0.375991,-9.774596
-0.001812,-0.385577,-9.769606
-0.001020,-0.385221,-9.773507
-0.000053,-0.375604,-9.773188
-0.000086,-0.376533,-9.772022
-0.004074,-0.379958,-9.777459
-0.001901,-0.381841,-9.778613
0.001850,-0.384986,-9.763261
0.003887,-0.392718,-9.768767
-0.004274,-0.382569,-9.768351
-0.001208,-0.385945,-9.765270
-0.001358,-0.389349,-9.766985
0.003360,-0.388272,-9.765846
0.007217,-0.386734,-9.765780
0.001430,-0.391496,-9.772297
0.000715,-0.394693,-9.773057
-0.001846,-0.394697,-9.765571
0.000685,-0.399968,-9.767219
0.009601,-0.402640,-9.767583
