ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.010000,0.010000,-0.010000
0.019999,0.020003,-0.019998
0.029998,0.030007,-0.029995
0.039995,0.040016,-0.039989
0.049305,0.050028,-0.049981
0.056410,0.060045,-0.059969
0.062802,0.070067,-0.069953
0.068552,0.080095,-0.079933
0.073724,0.090128,-0.089909
0.078375,0.100166,-0.099880
0.082558,0.110210,-0.109846
0.086318,0.120260,-0.119807
0.089697,0.130316,-0.129763
0.092739,0.135876,-0.139723
0.095474,0.139963,-0.149683
0.097933,0.143654,-0.159641
0.100144,0.146990,-0.169598
0.102130,0.150005,-0.179554
0.103916,0.152733,-0.189508
0.105520,0.155204,-0.199462
0.106961,0.157443,-0.209415
0.108255,0.159474,-0.219368
0.109417,0.161318,-0.229319
0.110461,0.162995,-0.239271
0.111398,0.164522,-0.249222
0.112238,0.165914,-0.259173
0.112992,0.167185,-0.269124
0.113668,0.168348,-0.279075
0.114273,0.169415,-0.289026
0.114816,0.170394,-0.298976
0.115302,0.171297,-0.308927
0.115737,0.172129,-0.318878
0.116126,0.172900,-0.328828
0.116474,0.173616,-0.338779
0.116784,0.174282,-0.348730
0.117061,0.174905,-0.358682
0.117308,0.175488,-0.368633
0.117528,0.176037,-0.378584
0.117723,0.176555,-0.388536
0.117897,0.177045,-0.398488
0.118051,0.177512,-0.408440
0.118186,0.177957,-0.418392
0.118307,0.178383,-0.428345
0.118412,0.178793,-0.438297
0.118505,0.179189,-0.448250
0.118586,0.179572,-0.458203
0.118657,0.179944,-0.468156
0.118718,0.180307,-0.478110
0.118770,0.180661,-0.488063
0.118815,0.181009,-0.498017
0.118854,0.181351,-0.507971
0.118886,0.181688,-0.517925
0.118912,0.182022,-0.527879
0.118934,0.182352,-0.537834
0.118951,0.182680,-0.547788
0.118964,0.183005,-0.557743
0.118973,0.183330,-0.567698
0.118979,0.183654,-0.577653
0.118982,0.183977,-0.587608
0.118983,0.184301,-0.597563
0.118981,0.184625,-0.607519
0.118977,0.184949,-0.617475
0.118971,0.185275,-0.627430
0.118963,0.185602,-0.637386
0.118954,0.185931,-0.647342
0.118943,0.186261,-0.657299
0.118931,0.186593,-0.667255
0.118918,0.186927,-0.677212
0.118904,0.187263,-0.687168
0.118889,0.187601,-0.697125
0.118873,0.187942,-0.707082
0.118856,0.188285,-0.717039
0.118839,0.188631,-0.726996
0.118821,0.188979,-0.736953
0.118802,0.189330,-0.746910
0.118783,0.189684,-0.756868
0.118764,0.190041,-0.766825
0.118744,0.190400,-0.776783
0.118724,0.190762,-0.786741
0.118703,0.191127,-0.796699
0.118682,0.191495,-0.806657
0.118661,0.191866,-0.816615
0.118640,0.192239,-0.826573
0.118618,0.192616,-0.836531
0.118597,0.192995,-0.846490
0.118575,0.193378,-0.856448
0.118553,0.193763,-0.866407
0.118530,0.194151,-0.876365
0.118508,0.194542,-0.886324
0.118485,0.194936,-0.896283
0.118463,0.195333,-0.906242
0.118440,0.195732,-0.916201
0.118417,0.196135,-0.926160
0.118394,0.196540,-0.936119
0.118371,0.196948,-0.946078
0.118348,0.197359,-0.956038
0.118325,0.197772,-0.965997
0.118302,0.198189,-0.975957
0.118279,0.198608,-0.985916
0.118255,0.199030,-0.995876
0.118232,0.199455,-1.005836
0.118209,0.199882,-1.015796
0.118185,0.200312,-1.025756
0.118162,0.200744,-1.035716
0.118138,0.201180,-1.045676
0.118114,0.201617,-1.055636
0.118091,0.202058,-1.065596
0.118067,0.202501,-1.075556
0.118043,0.202946,-1.085517
0.118020,0.203394,-1.095477
0.117996,0.203845,-1.105438
0.117972,0.204298,-1.115398
0.117948,0.204753,-1.125359
0.117924,0.205211,-1.135319
0.117901,0.205672,-1.145280
0.117877,0.206134,-1.155241
0.117853,0.206600,-1.165202
0.117829,0.207067,-1.175163
0.117805,0.207537,-1.185124
0.117781,0.208009,-1.195085
0.117757,0.208484,-1.205046
0.117733,0.208960,-1.215007
0.117708,0.209439,-1.224969
0.117684,0.209920,-1.234930
0.117660,0.210404,-1.244891
0.117636,0.210889,-1.254853
0.117612,0.211377,-1.264814
0.117588,0.211867,-1.274776
0.117563,0.212359,-1.284738
0.117539,0.212853,-1.294699
0.117515,0.213350,-1.304661
0.117490,0.213848,-1.314623
0.117466,0.214349,-1.324585
0.117442,0.214851,-1.334547
0.117417,0.215355,-1.344509
0.117393,0.215862,-1.354471
0.117369,0.216370,-1.364433
0.117344,0.216881,-1.374395
0.117320,0.217393,-1.384357
0.117295,0.217908,-1.394319
0.117271,0.218424,-1.404282
0.117246,0.218942,-1.414244
0.117221,0.219462,-1.424207
0.117197,0.219984,-1.434169
0.117172,0.220507,-1.444132
0.117148,0.221033,-1.454094
0.117123,0.221560,-1.464057
0.117098,0.222089,-1.474019
0.117074,0.222620,-1.483982
0.117049,0.223153,-1.493945
0.117024,0.223687,-1.503908
0.116999,0.224223,-1.513871
0.116975,0.224761,-1.523833
0.116950,0.225300,-1.533796
0.116925,0.225841,-1.543759
0.116900,0.226384,-1.553722
0.116875,0.226928,-1.563686
0.116850,0.227474,-1.573649
0.116825,0.228022,-1.583612
0.116800,0.228571,-1.593575
0.116775,0.229122,-1.603538
0.116750,0.229674,-1.613502
0.116725,0.230228,-1.623465
0.116700,0.230783,-1.633429
0.116675,0.231340,-1.643392
0.116650,0.231899,-1.653356
0.116625,0.232459,-1.663319
0.116600,0.233020,-1.673283
0.116575,0.233583,-1.683246
0.116550,0.234147,-1.693210
0.116525,0.234713,-1.703174
0.116499,0.235280,-1.713138
0.116474,0.235848,-1.723101
0.116449,0.236418,-1.733065
0.116424,0.236989,-1.743029
0.116398,0.237562,-1.752993
0.116373,0.238135,-1.762957
0.116348,0.238711,-1.772921
0.116322,0.239287,-1.782885
0.116297,0.239865,-1.792849
0.116272,0.240444,-1.802813
0.116246,0.241024,-1.812778
0.116221,0.241606,-1.822742
0.116197,0.242095,-1.830029
0.116179,0.242326,-1.829999
0.116160,0.242557,-1.829970
0.116142,0.242786,-1.829941
0.116123,0.243013,-1.829912
0.116105,0.243240,-1.829883
0.116087,0.243466,-1.829854
0.116068,0.243690,-1.829825
0.116050,0.243913,-1.829797
0.116032,0.244135,-1.829768
0.116014,0.244355,-1.829740
0.115996,0.244575,-1.829712
0.115978,0.244793,-1.829684
0.115961,0.245011,-1.829656
0.115943,0.245227,-1.829628
0.115925,0.245442,-1.829600
0.115908,0.245656,-1.829573
0.115890,0.245868,-1.829545
0.115873,0.246080,-1.829518
0.115855,0.246290,-1.829491
0.115838,0.246500,-1.829463
0.115821,0.246708,-1.829437
0.115804,0.246915,-1.829410
0.115787,0.247121,-1.829383
0.115770,0.247326,-1.829356
0.115753,0.247530,-1.829330
0.115736,0.247733,-1.829303
0.115719,0.247935,-1.829277
0.115702,0.248135,-1.829251
0.115685,0.248335,-1.829225
0.115669,0.248534,-1.829199
0.115652,0.248731,-1.829173
0.115636,0.248928,-1.829148
0.115619,0.249123,-1.829122
0.115603,0.249318,-1.829096
0.115587,0.249511,-1.829071
0.115571,0.249704,-1.829046
0.115554,0.249895,-1.829021
0.115538,0.250085,-1.828996
0.115522,0.250275,-1.828971
0.115506,0.250463,-1.828946
0.115490,0.250650,-1.828921
0.115475,0.250837,-1.828897
0.115459,0.251022,-1.828872
0.115443,0.251207,-1.828848
0.115428,0.251390,-1.828824
0.115412,0.251573,-1.828800
0.115397,0.251754,-1.828776
0.115381,0.251935,-1.828752
0.115366,0.252114,-1.828728
0.115350,0.252293,-1.828704
0.115335,0.252471,-1.828681
0.115320,0.252648,-1.828657
0.115305,0.252824,-1.828634
0.115290,0.252998,-1.828611
0.115275,0.253172,-1.828588
0.115260,0.253346,-1.828565
0.115245,0.253518,-1.828542
0.115230,0.253689,-1.828519
0.115216,0.253859,-1.828496
0.115201,0.254029,-1.828473
0.115186,0.254198,-1.828451
0.115172,0.254365,-1.828429
0.115157,0.254532,-1.828406
0.115143,0.254698,-1.828384
0.115129,0.254863,-1.828362
0.115114,0.255027,-1.828340
0.115100,0.255191,-1.828318
0.115086,0.255353,-1.828296
0.115072,0.255515,-1.828275
0.115058,0.255676,-1.828253
0.115044,0.255836,-1.828231
0.115030,0.255995,-1.828210
0.115016,0.256153,-1.828189
0.115002,0.256310,-1.828168
0.114989,0.256467,-1.828146
0.114975,0.256623,-1.828125
0.114961,0.256778,-1.828105
0.114948,0.256932,-1.828084
0.114934,0.257085,-1.828063
0.114921,0.257238,-1.828042
0.114907,0.257389,-1.828022
0.114894,0.257540,-1.828002
0.114881,0.257690,-1.827981
0.114868,0.257840,-1.827961
0.114854,0.257988,-1.827941
0.114841,0.258136,-1.827921
0.114828,0.258283,-1.827901
0.114815,0.258429,-1.827881
0.114802,0.258575,-1.827861
0.114790,0.258719,-1.827842
0.114777,0.258863,-1.827822
0.114764,0.259006,-1.827803
0.114751,0.259149,-1.827783
0.114739,0.259290,-1.827764
0.114726,0.259431,-1.827745
0.114714,0.259571,-1.827726
0.114701,0.259711,-1.827707
0.114689,0.259850,-1.827688
0.114676,0.259988,-1.827669
0.114664,0.260125,-1.827650
0.114652,0.260261,-1.827631
0.114640,0.260397,-1.827613
0.114627,0.260532,-1.827594
0.114615,0.260667,-1.827576
0.114603,0.260800,-1.827558
0.114591,0.260933,-1.827539
0.114579,0.261065,-1.827521
0.114568,0.261197,-1.827503
0.114556,0.261328,-1.827485
0.114544,0.261458,-1.827467
0.114532,0.261588,-1.827449
0.114521,0.261716,-1.827432
0.114509,0.261844,-1.827414
0.114498,0.261972,-1.827397
0.114486,0.262099,-1.827379
0.114475,0.262225,-1.827362
0.114463,0.262350,-1.827344
0.114452,0.262475,-1.827327
0.114441,0.262599,-1.827310
0.114429,0.262723,-1.827293
0.114418,0.262846,-1.827276
0.114407,0.262968,-1.827259
0.114396,0.263089,-1.827242
0.114385,0.263210,-1.827226
0.114374,0.263331,-1.827209
0.114363,0.263450,-1.827192
0.114352,0.263569,-1.827176
0.114341,0.263688,-1.827160
0.114331,0.263805,-1.827143
0.114320,0.263922,-1.827127
0.114309,0.264039,-1.827111
0.114299,0.264155,-1.827095
0.114288,0.264270,-1.827079
0.114277,0.264385,-1.827063
0.114267,0.264499,-1.827047
0.114257,0.264613,-1.827031
0.114246,0.264725,-1.827015
0.114236,0.264838,-1.827000
0.114226,0.264949,-1.826984
0.114215,0.265061,-1.826969
0.114205,0.265171,-1.826953
0.114195,0.265281,-1.826938
0.114185,0.265390,-1.826923
0.114175,0.265499,-1.826908
0.114165,0.265607,-1.826893
0.114155,0.265715,-1.826877
0.114145,0.265822,-1.826863
0.114135,0.265929,-1.826848
0.114125,0.266035,-1.826833
0.114115,0.266140,-1.826818
0.114106,0.266245,-1.826803
0.114096,0.266349,-1.826789
0.114086,0.266453,-1.826774
0.114077,0.266556,-1.826760
0.114067,0.266659,-1.826745
0.114058,0.266761,-1.826731
0.114048,0.266863,-1.826717
0.114039,0.266964,-1.826703
0.114030,0.267064,-1.826689
0.114020,0.267164,-1.826675
0.114011,0.267264,-1.826661
0.114002,0.267363,-1.826647
0.113993,0.267461,-1.826633
0.113983,0.267559,-1.826619
0.113974,0.267656,-1.826605
0.113965,0.267753,-1.826592
0.113956,0.267850,-1.826578
0.113947,0.267946,-1.826565
0.113938,0.268041,-1.826551
0.113929,0.268136,-1.826538
0.113921,0.268230,-1.826525
0.113912,0.268324,-1.826511
0.113903,0.268417,-1.826498
0.113894,0.268510,-1.826485
0.113886,0.268603,-1.826472
0.113877,0.268695,-1.826459
0.113868,0.268786,-1.826446
0.113860,0.268877,-1.826433
0.113851,0.268967,-1.826420
0.113843,0.269057,-1.826408
0.113834,0.269147,-1.826395
0.113826,0.269236,-1.826382
0.113818,0.269325,-1.826370
0.113809,0.269413,-1.826357
0.113801,0.269500,-1.826345
0.113793,0.269588,-1.826333
0.113785,0.269674,-1.826320
0.113776,0.269761,-1.826308
