mag_x (uT),mag_y (uT),mag_z (uT)
27.628390,-0.012036,-16.609470
27.665257,-0.003546,-16.596456
27.660988,-0.001190,-16.599477
27.669985,0.006353,-16.621540
27.656687,-0.002480,-16.611924
27.672471,-0.005860,-16.627704
27.654087,-0.020044,-16.620576
27.643436,-0.021248,-16.619065
27.652706,-0.009834,-16.628323
27.634707,-0.035816,-16.606849
27.641937,-0.022241,-16.611829
27.654214,-0.044805,-16.628768
27.661754,-0.043025,-16.638115
27.660660,-0.058890,-16.621548
27.636462,-0.060505,-16.620749
27.649922,-0.071785,-16.630294
27.656547,-0.071926,-16.625774
27.652025,-0.069311,-16.624633
27.653761,-0.092201,-16.621768
27.659296,-0.095173,-16.629034
27.671224,-0.113853,-16.622786
27.653379,-0.108213,-16.609974
27.650935,-0.125019,-16.608140
27.658921,-0.128548,-16.612473
27.654600,-0.120065,-16.620855
27.636730,-0.137395,-16.620470
27.661289,-0.142530,-16.614311
27.647941,-0.159222,-16.606789
27.657240,-0.165550,-16.619939
27.635487,-0.165497,-16.604977
27.647220,-0.187660,-16.606840
27.651230,-0.195759,-16.604795
27.647673,-0.205018,-16.609939
27.660294,-0.207448,-16.611365
27.634076,-0.218581,-16.621031
27.656161,-0.226320,-16.605274
27.655325,-0.219944,-16.616732
27.631159,-0.239072,-16.610556
27.644802,-0.235039,-16.590907
27.647635,-0.245716,-16.603270
27.673445,-0.266519,-16.612376
27.664040,-0.266713,-16.615767
27.653796,-0.270311,-16.618166
27.662479,-0.272695,-16.626888
27.666685,-0.288788,-16.601992
27.650477,-0.295421,-16.612736
27.673911,-0.291240,-16.631603
27.660353,-0.322698,-16.592874
27.665013,-0.321419,-16.617558
27.634621,-0.327410,-16.611109
27.663402,-0.323791,-16.604688
27.638801,-0.348780,-16.613647
27.661817,-0.350553,-16.610639
27.663838,-0.347009,-16.619314
27.667936,-0.364440,-16.615357
27.642352,-0.360221,-16.618827
27.647219,-0.384066,-16.602370
27.662353,-0.398499,-16.620313
27.641799,-0.393430,-16.617292
27.654365,-0.389229,-16.619643
27.664884,-0.413002,-16.613688
27.651523,-0.431750,-16.620223
27.663497,-0.446726,-16.602881
27.646853,-0.431068,-16.619200
27.641881,-0.431090,-16.631182
27.651384,-0.452638,-16.622713
27.658080,-0.454932,-16.613750
27.659056,-0.464568,-16.623429
27.646351,-0.453075,-16.620936
27.651153,-0.472458,-16.610890
27.656294,-0.485890,-16.615886
27.649801,-0.495944,-16.598479
27.632344,-0.487729,-16.606117
27.654453,-0.501105,-16.604595
27.667580,-0.508644,-16.591472
27.638123,-0.525582,-16.601345
27.657824,-0.513600,-16.627199
27.646853,-0.513700,-16.619871
27.647507,-0.513791,-16.580507
27.671612,-0.532123,-16.603193
27.637412,-0.524379,-16.606737
27.655274,-0.549353,-16.611693
27.646244,-0.559632,-16.636071
27.639330,-0.563690,-16.604027
27.658811,-0.547387,-16.609578
27.649652,-0.586748,-16.616058
27.652330,-0.564001,-16.615780
27.638427,-0.593220,-16.611147
27.648177,-0.600554,-16.599285
27.665983,-0.619398,-16.613432
27.649509,-0.597282,-16.615750
27.639792,-0.605149,-16.611532
27.624634,-0.631160,-16.592764
27.635397,-0.624316,-16.622282
27.648036,-0.627090,-16.595042
27.656489,-0.625136,-16.597865
27.649199,-0.649335,-16.602905
27.643654,-0.633321,-16.613737
27.646379,-0.643037,-16.617942
27.639951,-0.669235,-16.618351
27.622926,-0.672864,-16.592322
27.627452,-0.667062,-16.594362
27.647400,-0.658096,-16.597623
27.637063,-0.666529,-16.607076
27.645585,-0.686030,-16.600373
27.657703,-0.699936,-16.607307
27.631855,-0.701328,-16.603290
27.649793,-0.707086,-16.610950
27.661696,-0.720440,-16.621014
27.663165,-0.716018,-16.598350
27.634158,-0.719139,-16.611233
27.643091,-0.722825,-16.625847
27.652150,-0.749961,-16.599594
27.656257,-0.732317,-16.602670
27.649932,-0.748192,-16.618923
27.653159,-0.731823,-16.626467
27.634767,-0.752126,-16.601948
27.664078,-0.758378,-16.613978
27.632035,-0.750666,-16.605803
27.645824,-0.764255,-16.593995
27.634714,-0.766261,-16.596918
27.662020,-0.776615,-16.599526
27.654370,-0.796078,-16.622082
27.649202,-0.790188,-16.591690
27.640406,-0.804800,-16.609791
27.640198,-0.806648,-16.575027
27.656260,-0.788052,-16.608487
27.639529,-0.803955,-16.598531
27.660880,-0.807713,-16.605840
27.657018,-0.825940,-16.614469
27.642468,-0.839683,-16.612127
27.655600,-0.823894,-16.599474
27.660890,-0.817420,-16.599255
27.662610,-0.847066,-16.587573
27.658090,-0.851010,-16.585277
27.655199,-0.833032,-16.608875
27.638445,-0.849994,-16.584457
27.642185,-0.870855,-16.588316
27.640874,-0.867275,-16.581356
27.647383,-0.865292,-16.597780
27.644993,-0.861330,-16.597807
27.667108,-0.865604,-16.570560
27.654560,-0.884480,-16.575558
27.655673,-0.891117,-16.587110
27.645349,-0.891598,-16.586865
27.657437,-0.897858,-16.605951
27.676268,-0.906290,-16.613686
27.661056,-0.904193,-16.597786
27.644417,-0.875658,-16.591891
27.673769,-0.921207,-16.607864
27.652334,-0.890385,-16.582906
27.653078,-0.915296,-16.601731
27.641022,-0.933495,-16.602868
27.654164,-0.925689,-16.598139
27.645523,-0.930157,-16.604073
27.661878,-0.926652,-16.585904
27.645143,-0.933113,-16.576432
27.661157,-0.933089,-16.605716
27.627685,-0.922610,-16.613499
27.645374,-0.961032,-16.602288
27.668470,-0.941348,-16.606063
27.657729,-0.951362,-16.592546
27.635294,-0.959858,-16.593318
27.644003,-0.956855,-16.583615
27.635065,-0.971017,-16.588110
27.635357,-0.988086,-16.591421
27.661617,-0.988575,-16.590745
27.633025,-0.993189,-16.590882
27.642829,-1.009960,-16.578183
27.656653,-0.991811,-16.604059
27.648608,-1.010888,-16.580664
27.668084,-1.024859,-16.587853
27.643857,-0.999791,-16.600239
27.650672,-1.010690,-16.594990
27.653003,-1.010396,-16.587761
27.655035,-1.016166,-16.604265
27.655797,-1.023736,-16.591012
27.649805,-1.024875,-16.569556
27.660761,-1.017492,-16.595170
27.639089,-1.036871,-16.583429
27.636016,-1.033488,-16.574198
27.650209,-1.036136,-16.578885
27.637513,-1.046425,-16.588179
27.658469,-1.033571,-16.581879
27.645433,-1.049762,-16.585103
27.668226,-1.069976,-16.604848
27.625121,-1.066890,-16.597310
27.639214,-1.069608,-16.584384
27.626543,-1.075266,-16.568867
27.648663,-1.063436,-16.584113
27.660359,-1.078815,-16.593759
27.649530,-1.059794,-16.603205
27.639772,-1.077664,-16.579648
27.646725,-1.065832,-16.580194
27.649065,-1.076370,-16.596765
27.661156,-1.085151,-16.583661
27.627455,-1.087590,-16.571901
27.654595,-1.102649,-16.598919
27.667266,-1.091911,-16.575930
27.674068,-1.108526,-16.582492
27.642774,-1.116434,-16.591859
27.665250,-1.125465,-16.581082
27.657235,-1.114574,-16.576656
27.656886,-1.099650,-16.581972
27.653436,-1.130577,-16.584226
27.658973,-1.128352,-16.571824
27.659077,-1.118809,-16.584884
27.664632,-1.133493,-16.598527
27.654153,-1.143202,-16.566531
27.654362,-1.129223,-16.588646
27.657220,-1.151018,-16.567215
27.640473,-1.145683,-16.589743
27.657395,-1.158464,-16.598054
27.645682,-1.160008,-16.580924
27.651719,-1.148779,-16.569810
27.635452,-1.170171,-16.586621
27.646607,-1.149145,-16.582277
27.647828,-1.164882,-16.571257
27.663785,-1.156101,-16.563857
27.653902,-1.177850,-16.581569
27.641374,-1.168665,-16.575637
27.648133,-1.180832,-16.583547
27.657970,-1.184643,-16.586440
27.653981,-1.188190,-16.585094
27.663432,-1.180117,-16.578863
27.637103,-1.193559,-16.583103
27.648902,-1.191370,-16.568627
27.644667,-1.197243,-16.580549
27.657883,-1.193805,-16.584759
27.634763,-1.202686,-16.590031
27.643734,-1.213864,-16.572373
27.646332,-1.201971,-16.563643
27.654220,-1.207145,-16.579280
27.647646,-1.220596,-16.561743
27.643615,-1.221232,-16.575508
27.646790,-1.200107,-16.564123
27.643113,-1.232225,-16.575575
27.669031,-1.212759,-16.570922
27.650021,-1.212291,-16.564340
27.659301,-1.214810,-16.584725
27.646425,-1.224830,-16.576428
27.653348,-1.244682,-16.576637
27.661095,-1.234030,-16.581724
27.660920,-1.238487,-16.557104
27.653979,-1.229713,-16.575011
27.667963,-1.233886,-16.579705
27.647105,-1.266024,-16.559195
27.656104,-1.249283,-16.575616
27.644781,-1.251304,-16.589979
27.669573,-1.261769,-16.579778
27.651294,-1.225688,-16.569366
27.653072,-1.254056,-16.575039
27.634197,-1.270874,-16.560836
27.643789,-1.263662,-16.584167
27.654132,-1.259621,-16.576485
27.644202,-1.277598,-16.562689
