ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
0.999974,0.999796,-10.780270
0.999925,0.999405,-10.780167
0.999858,0.998842,-10.780025
0.931179,0.998121,-10.779848
0.710758,0.997252,-10.779643
0.639543,0.996232,-10.779414
0.575429,0.995082,-10.779166
0.517707,0.993812,-10.778902
0.465739,0.992431,-10.778624
0.418950,0.990949,-10.778336
0.376824,0.989375,-10.778040
0.338893,0.987717,-10.777738
0.304739,0.535810,-10.777431
0.274035,0.386102,-10.777223
0.246410,0.344043,-10.777053
0.221547,0.305947,-10.776897
0.199171,0.271416,-10.776754
0.179032,0.240096,-10.776624
0.160907,0.211665,-10.776506
0.144596,0.185835,-10.776398
0.129916,0.162345,-10.776301
0.116705,0.140963,-10.776213
0.104817,0.121478,-10.776134
0.094118,0.103701,-10.776062
0.084491,0.087462,-10.775998
0.075827,0.072608,-10.775940
0.068031,0.059001,-10.775888
0.061016,0.046517,-10.775841
0.054704,0.035045,-10.775800
0.049025,0.024485,-10.775762
0.043914,0.014745,-10.775728
0.039316,0.005746,-10.775698
0.035180,-0.002587,-10.775670
0.031458,-0.010319,-10.775645
0.028110,-0.017509,-10.775623
0.025098,-0.024210,-10.775602
0.022389,-0.030470,-10.775584
0.019952,-0.036333,-10.775567
0.017760,-0.041837,-10.775551
0.015788,-0.047018,-10.775537
0.014016,-0.051905,-10.775524
0.012421,-0.056529,-10.775511
0.010988,-0.060914,-10.775499
0.009699,-0.065083,-10.775488
0.008540,-0.069056,-10.775477
0.007499,-0.072853,-10.775467
0.006563,-0.076490,-10.775457
0.005722,-0.079982,-10.775447
0.004966,-0.083342,-10.775437
0.004287,-0.086583,-10.775427
0.003677,-0.089716,-10.775417
0.003130,-0.092750,-10.775408
0.002638,-0.095695,-10.775398
0.002197,-0.098558,-10.775388
0.001802,-0.101346,-10.775378
0.001447,-0.104066,-10.775368
0.001128,-0.106725,-10.775357
0.000843,-0.109326,-10.775346
0.000588,-0.111875,-10.775335
0.000359,-0.114376,-10.775324
0.000154,-0.116833,-10.775312
-0.000029,-0.119250,-10.775301
-0.000192,-0.121629,-10.775288
-0.000338,-0.123973,-10.775276
-0.000469,-0.126285,-10.775263
-0.000585,-0.128567,-10.775250
-0.000688,-0.130821,-10.775236
-0.000780,-0.133049,-10.775222
-0.000862,-0.135253,-10.775208
-0.000934,-0.137434,-10.775194
-0.000998,-0.139594,-10.775179
-0.001054,-0.141733,-10.775164
-0.001104,-0.143854,-10.775148
-0.001148,-0.145956,-10.775132
-0.001186,-0.148041,-10.775116
-0.001219,-0.150109,-10.775099
-0.001248,-0.152162,-10.775082
-0.001273,-0.154200,-10.775065
-0.001294,-0.156223,-10.775047
-0.001313,-0.158233,-10.775029
-0.001328,-0.160229,-10.775011
-0.001341,-0.162213,-10.774992
-0.001351,-0.164184,-10.774973
-0.001360,-0.166143,-10.774954
-0.001366,-0.168090,-10.774935
-0.001371,-0.170026,-10.774915
-0.001374,-0.171950,-10.774895
-0.001376,-0.173864,-10.774874
-0.001377,-0.175767,-10.774853
-0.001377,-0.177660,-10.774832
-0.001376,-0.179542,-10.774811
-0.001374,-0.181414,-10.774789
-0.001371,-0.183277,-10.774768
-0.001367,-0.185130,-10.774746
-0.001363,-0.186973,-10.774723
-0.001359,-0.188806,-10.774700
-0.001353,-0.190631,-10.774678
-0.001348,-0.192446,-10.774654
-0.001342,-0.194252,-10.774631
-0.001335,-0.196049,-10.774607
-0.001329,-0.197837,-10.774584
-0.001322,-0.199617,-10.774560
-0.001315,-0.201387,-10.774535
-0.001308,-0.203149,-10.774511
-0.001300,-0.204903,-10.774486
-0.001292,-0.206648,-10.774461
-0.001285,-0.208384,-10.774436
-0.001277,-0.210112,-10.774410
-0.001269,-0.211832,-10.774385
-0.001260,-0.213543,-10.774359
-0.001252,-0.215247,-10.774333
-0.001244,-0.216942,-10.774307
-0.001236,-0.218629,-10.774281
-0.001227,-0.220308,-10.774254
-0.001219,-0.221979,-10.774228
-0.001211,-0.223642,-10.774201
-0.001202,-0.225297,-10.774174
-0.001194,-0.226944,-10.774147
-0.001185,-0.228584,-10.774120
-0.001177,-0.230215,-10.774092
-0.001168,-0.231839,-10.774065
-0.001160,-0.233456,-10.774037
-0.001151,-0.235064,-10.774009
-0.001143,-0.236665,-10.773981
-0.001134,-0.238259,-10.773953
-0.001126,-0.239845,-10.773925
-0.001118,-0.241423,-10.773896
-0.001109,-0.242994,-10.773868
-0.001101,-0.244558,-10.773839
-0.001093,-0.246114,-10.773810
-0.001084,-0.247663,-10.773781
-0.001076,-0.249205,-10.773753
-0.001068,-0.250739,-10.773723
-0.001060,-0.252266,-10.773694
-0.001051,-0.253786,-10.773665
-0.001043,-0.255299,-10.773636
-0.001035,-0.256804,-10.773606
-0.001027,-0.258303,-10.773577
-0.001019,-0.259794,-10.773547
-0.001011,-0.261278,-10.773517
-0.001003,-0.262756,-10.773488
-0.000995,-0.264226,-10.773458
-0.000987,-0.265690,-10.773428
-0.000979,-0.267147,-10.773398
-0.000971,-0.268596,-10.773368
-0.000963,-0.270039,-10.773337
-0.000955,-0.271475,-10.773307
-0.000947,-0.272905,-10.773277
-0.000940,-0.274327,-10.773247
-0.000932,-0.275743,-10.773216
-0.000924,-0.277153,-10.773186
-0.000917,-0.278555,-10.773155
-0.000909,-0.279951,-10.773125
-0.000901,-0.281341,-10.773094
-0.000894,-0.282724,-10.773064
-0.000886,-0.284100,-10.773033
-0.000879,-0.285470,-10.773002
-0.000871,-0.286833,-10.772971
-0.000864,-0.288190,-10.772941
-0.000856,-0.289541,-10.772910
-0.000849,-0.290885,-10.772879
-0.000841,-0.292223,-10.772848
-0.000834,-0.293555,-10.772817
-0.000827,-0.294880,-10.772786
-0.000819,-0.296199,-10.772755
-0.000812,-0.297512,-10.772724
-0.000805,-0.298819,-10.772694
-0.000798,-0.300119,-10.772663
-0.000790,-0.301414,-10.772632
-0.000783,-0.302702,-10.772601
-0.000776,-0.303984,-10.772569
-0.000769,-0.305260,-10.772538
-0.000762,-0.306531,-10.772507
-0.000755,-0.307795,-10.772476
-0.000748,-0.309053,-10.772445
-0.000741,-0.310305,-10.772414
-0.000734,-0.311552,-10.772383
-0.000727,-0.312792,-10.772352
-0.000720,-0.314027,-10.772321
-0.000713,-0.315255,-10.772290
-0.000706,-0.316478,-10.772259
-0.000699,-0.317696,-10.772228
-0.000692,-0.318907,-10.504300
-0.000685,-0.320146,-9.772166
-0.000676,-0.321468,-9.772135
-0.000667,-0.322783,-9.772104
-0.000657,-0.324091,-9.772073
-0.000648,-0.325392,-9.772042
-0.000639,-0.326687,-9.772012
-0.000630,-0.327974,-9.771981
-0.000621,-0.329255,-9.771950
-0.000613,-0.330529,-9.771919
-0.000604,-0.331797,-9.771888
-0.000595,-0.333058,-9.771857
-0.000586,-0.334312,-9.771827
-0.000577,-0.335559,-9.771796
-0.000569,-0.336801,-9.771765
-0.000560,-0.338035,-9.771734
-0.000551,-0.339263,-9.771704
-0.000542,-0.340485,-9.771673
-0.000534,-0.341700,-9.771643
-0.000525,-0.342909,-9.771612
-0.000517,-0.344111,-9.771582
-0.000508,-0.345307,-9.771551
-0.000500,-0.346497,-9.771521
-0.000491,-0.347681,-9.771490
-0.000483,-0.348858,-9.771460
-0.000475,-0.350029,-9.771430
-0.000466,-0.351194,-9.771400
-0.000458,-0.352353,-9.771369
-0.000450,-0.353506,-9.771339
-0.000441,-0.354653,-9.771309
-0.000433,-0.355793,-9.771279
-0.000425,-0.356928,-9.771249
-0.000417,-0.358057,-9.771219
-0.000409,-0.359180,-9.771189
-0.000401,-0.360297,-9.771159
-0.000393,-0.361408,-9.771130
-0.000385,-0.362513,-9.771100
-0.000377,-0.363613,-9.771070
-0.000369,-0.364706,-9.771040
-0.000361,-0.365794,-9.771011
