gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.142172,0.149588,0.346026
0.337097,0.363699,0.618215
0.433530,0.552231,0.888856
0.584025,0.763410,1.228161
0.662502,0.698149,1.489590
0.845303,0.839078,1.683198
0.800983,0.928588,1.970164
1.039207,1.022933,2.190622
1.049364,1.058179,2.297055
1.054246,1.206151,2.576122
1.143062,1.235191,2.669501
1.239565,1.252817,2.830215
1.244916,1.355303,2.948838
1.352387,1.387473,3.037744
1.395811,1.422964,3.148858
1.423727,1.474030,3.181319
1.450453,1.412890,3.282917
1.426988,1.575249,3.346426
1.439557,1.544341,3.321864
1.402047,1.577401,3.429313
1.471310,1.555768,3.407404
1.421799,1.592531,3.591342
1.481659,1.635068,3.554995
1.481243,1.565683,3.556440
1.547256,1.611542,3.672453
1.463898,1.645115,3.577639
1.579139,1.623650,3.649793
1.550426,1.641943,3.708660
1.533697,1.697953,3.700888
1.540539,1.662528,3.614574
1.510015,1.685597,3.684101
1.527634,1.622851,3.681958
1.496981,1.603219,3.636252
1.500055,1.588226,3.628125
1.475140,1.571218,3.632333
1.568863,1.600662,3.674137
1.468781,1.609922,3.647759
1.437323,1.638513,3.569832
1.400412,1.669621,3.596513
1.519817,1.556409,3.681595
1.438204,1.638694,3.545097
1.424869,1.603678,3.593877
1.509442,1.643578,3.640276
1.470161,1.581395,3.575755
1.516251,1.574634,3.602128
1.429707,1.588361,3.546648
1.395306,1.618274,3.551057
1.436673,1.585426,3.576538
1.484824,1.653833,3.531102
1.419923,1.541434,3.425567
1.414139,1.515195,3.403461
1.349005,1.603401,3.447117
1.362113,1.582095,3.434647
1.391902,1.542528,3.404249
1.378514,1.546515,3.386383
1.346986,1.623809,3.413588
1.357869,1.499744,3.312174
1.349550,1.507629,3.374914
1.321221,1.446934,3.313840
1.328749,1.502982,3.268476
1.308406,1.516856,3.357026
1.386092,1.484411,3.346157
1.216757,1.496271,3.285985
1.285338,1.489766,3.214192
1.289433,1.507991,3.150230
1.240717,1.468047,3.257880
1.291701,1.446135,3.275997
1.313924,1.423134,3.185358
1.280234,1.443128,3.177372
1.358026,1.438833,3.116866
1.198805,1.467305,3.173436
1.263569,1.391225,3.213202
1.251127,1.436243,3.155414
1.233268,1.476974,3.128525
1.205628,1.412133,3.058618
1.253779,1.401135,3.064949
1.281506,1.464606,3.049564
1.243532,1.430266,2.965997
1.207195,1.408474,2.991974
1.203414,1.366509,2.971011
1.199679,1.391949,2.990425
1.251727,1.257718,2.917775
1.238834,1.266281,2.866415
1.099674,1.296865,2.942580
1.226890,1.333011,2.923485
1.133594,1.358299,2.830667
1.164786,1.391350,2.902334
1.184488,1.304652,2.795112
1.151859,1.311835,2.866141
1.159098,1.350622,2.827472
1.112045,1.272673,2.871749
1.107017,1.309447,2.815962
1.137520,1.278092,2.797797
1.084428,1.269666,2.802129
1.084068,1.259384,2.696266
1.106341,1.320887,2.715700
1.151014,1.294134,2.673608
1.012809,1.254485,2.669901
1.119267,1.257005,2.621458
0.974538,1.150494,2.672779
1.016631,1.315889,2.661774
1.070617,1.309496,2.636651
1.078423,1.246402,2.660085
1.047950,1.288997,2.633597
1.033770,1.219390,2.655850
1.081622,1.215555,2.618330
1.064633,1.252560,2.577162
1.016341,1.255374,2.606397
1.000690,1.250764,2.547778
1.020107,1.174550,2.541316
0.964369,1.244148,2.540767
1.037865,1.139481,2.543926
0.988868,1.228547,2.516006
1.036329,1.121210,2.528943
1.014696,1.142381,2.451518
0.951759,1.110400,2.468049
0.951396,1.238530,2.436357
0.947071,1.190345,2.464550
1.041796,1.159913,2.378312
0.947097,1.068397,2.453805
0.981259,1.134942,2.398640
0.959625,1.082706,2.398420
0.933920,1.117568,2.394669
0.884614,1.166559,2.342691
0.963926,1.110906,2.303973
0.927651,1.104405,2.328838
0.863623,1.142686,2.322681
0.928899,1.105808,2.317104
0.872455,1.082146,2.219055
0.865675,1.129153,2.253097
0.869884,1.044462,2.345988
0.847087,1.005740,2.290360
0.926858,1.093556,2.296107
0.938372,1.069810,2.240475
0.908667,1.071588,2.228658
0.849482,1.171902,2.198781
0.864575,1.051059,2.188025
0.839509,1.110881,2.175689
0.815372,1.065808,2.163580
0.876621,0.976694,2.093739
0.796948,1.076452,2.150455
0.908075,1.062060,2.095776
0.871866,0.993943,2.160043
0.803235,1.026788,2.137198
0.844951,0.983410,2.164279
0.751127,1.014955,2.049197
0.817378,0.964596,2.088449
0.814197,1.001220,2.101049
0.713560,1.059602,2.085572
0.806238,1.012612,2.096394
0.757775,0.947901,2.045901
0.745889,0.941570,2.008686
0.826691,0.985884,1.968750
0.709107,0.910963,1.976991
0.809194,1.052385,1.957768
0.770991,0.873152,1.934838
0.803330,0.968940,2.016423
0.782076,0.866438,1.985783
0.774000,1.016146,1.952667
0.735182,0.902212,1.895426
0.752667,0.992410,1.931608
0.790109,0.956657,1.872420
0.753993,0.924469,1.905981
0.700113,0.916666,1.925448
0.705492,0.880748,1.824541
0.674353,0.863468,1.934819
0.718805,0.891716,1.852863
0.777244,0.927324,1.870357
0.747026,0.920788,1.758632
0.714408,0.932643,1.752066
0.668968,0.863786,1.882570
0.664725,0.902400,1.850064
0.702611,0.851405,1.800010
0.688794,0.880707,1.801959
0.665699,0.882010,1.788591
0.648421,0.873075,1.726977
0.650963,0.833740,1.725967
0.694245,0.889270,1.719459
0.629960,0.924213,1.761826
0.634005,0.873381,1.739940
0.674069,0.895360,1.754223
0.683892,0.878894,1.738943
0.705510,0.857050,1.675817
0.732642,0.830225,1.666454
0.698826,0.833652,1.679750
0.609394,0.765318,1.803199
0.590789,0.881671,1.618551
0.616724,0.871474,1.721390
0.661146,0.826388,1.650302
0.596327,0.786069,1.706475
0.624012,0.772544,1.613475
0.666915,0.722474,1.682367
0.693074,0.747663,1.601079
