mag_x (uT),mag_y (uT),mag_z (uT)
27.664119,-0.008577,-16.619450
27.650663,0.003803,-16.630956
27.652936,0.012499,-16.612179
27.668625,-0.030168,-16.601328
27.645959,-0.020630,-16.609412
27.646124,-0.024166,-16.605117
27.637235,-0.025352,-16.590359
27.664358,-0.038099,-16.610796
27.661905,-0.061330,-16.567487
27.668598,-0.073902,-16.598871
27.656396,-0.100413,-16.595214
27.666941,-0.117468,-16.573814
27.689664,-0.111052,-16.563239
27.693029,-0.136977,-16.563296
27.692478,-0.171720,-16.565918
27.679567,-0.191635,-16.556612
27.708677,-0.206258,-16.553017
27.706505,-0.227202,-16.514355
27.706775,-0.235828,-16.528676
27.711489,-0.261366,-16.512836
27.728620,-0.282749,-16.510562
27.724033,-0.291410,-16.510722
27.714215,-0.309675,-16.499801
27.743595,-0.336524,-16.480932
27.740985,-0.378323,-16.480585
27.741944,-0.403021,-16.479944
27.737949,-0.414466,-16.460752
27.754562,-0.417866,-16.448625
27.763668,-0.461436,-16.438663
27.757966,-0.482766,-16.451381
27.770615,-0.512729,-16.438353
27.769253,-0.503502,-16.428007
27.764558,-0.548581,-16.404665
27.773746,-0.567977,-16.408422
27.784710,-0.601981,-16.398589
27.779180,-0.596827,-16.390026
27.760695,-0.626462,-16.379855
27.794163,-0.646237,-16.379570
27.784687,-0.676675,-16.375672
27.791494,-0.685331,-16.356615
27.795092,-0.717720,-16.355032
27.785904,-0.721592,-16.343836
27.820228,-0.772177,-16.341105
27.804905,-0.777640,-16.307215
27.806100,-0.797458,-16.313033
27.808363,-0.836217,-16.328477
27.828322,-0.846959,-16.314600
27.826944,-0.870047,-16.298098
27.829187,-0.907285,-16.286845
27.837520,-0.926433,-16.284263
27.828011,-0.934969,-16.245899
27.825471,-0.937016,-16.259533
27.848990,-0.971177,-16.257259
27.863404,-0.995593,-16.251424
27.861299,-1.007655,-16.244941
27.858543,-1.043215,-16.214327
27.854231,-1.063116,-16.219277
27.866166,-1.073641,-16.198573
27.883293,-1.116948,-16.204729
27.867439,-1.111957,-16.216430
27.879417,-1.143557,-16.194477
27.881941,-1.160797,-16.197213
27.890353,-1.173266,-16.156326
27.880907,-1.203316,-16.172698
27.884155,-1.224807,-16.154436
27.897080,-1.241076,-16.155612
27.899973,-1.241520,-16.144861
27.892559,-1.287955,-16.153152
27.910877,-1.294655,-16.133154
27.913971,-1.315014,-16.133400
27.900131,-1.317219,-16.098614
27.927856,-1.337520,-16.110076
