ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653285,-0.001881,-16.616629
27.654287,-0.005594,-16.614959
27.655716,-0.011092,-16.612578
27.657527,-0.018335,-16.609557
27.659679,-0.027285,-16.605960
27.662136,-0.037808,-16.601846
27.664866,-0.049741,-16.597266
27.667836,-0.062938,-16.592269
27.671021,-0.077264,-16.586897
27.674395,-0.092598,-16.581188
27.677936,-0.108833,-16.575177
27.681624,-0.125868,-16.568897
27.685441,-0.143616,-16.562375
27.689369,-0.161994,-16.555637
27.693394,-0.180931,-16.548707
27.697502,-0.200360,-16.541606
27.701682,-0.220223,-16.534353
27.705922,-0.240464,-16.526966
27.710212,-0.261036,-16.519459
27.714544,-0.281895,-16.511847
27.718909,-0.303000,-16.504144
27.723301,-0.324317,-16.496360
27.727713,-0.345813,-16.488507
27.732139,-0.367459,-16.480593
27.736574,-0.389228,-16.472628
27.741014,-0.411097,-16.464619
27.745453,-0.433044,-16.456573
27.749890,-0.455051,-16.448497
27.754319,-0.477099,-16.440397
27.758739,-0.499173,-16.432278
27.763146,-0.521259,-16.424145
27.767538,-0.543344,-16.416001
27.771914,-0.565417,-16.407852
27.776271,-0.587468,-16.399699
27.780608,-0.609486,-16.391548
27.784923,-0.631465,-16.383400
27.789215,-0.653397,-16.375259
27.793483,-0.675274,-16.367126
27.797726,-0.697091,-16.359003
27.801943,-0.718843,-16.350894
27.806134,-0.740525,-16.342799
27.810297,-0.762132,-16.334720
27.814432,-0.783662,-16.326658
27.818539,-0.805110,-16.318615
27.822617,-0.826473,-16.310592
27.826667,-0.847749,-16.302591
27.830687,-0.868936,-16.294611
27.834677,-0.890031,-16.286654
27.838638,-0.911033,-16.278720
27.842570,-0.931941,-16.270811
27.846471,-0.952752,-16.262927
27.850343,-0.973466,-16.255069
27.854185,-0.994081,-16.247236
27.857998,-1.014597,-16.239430
27.861780,-1.035014,-16.231650
27.865533,-1.055329,-16.223898
27.869256,-1.075544,-16.216173
27.872950,-1.095658,-16.208477
27.876614,-1.115670,-16.200808
27.880249,-1.135580,-16.193167
27.883855,-1.155389,-16.185555
27.887432,-1.175095,-16.177972
27.890981,-1.194699,-16.170417
27.894500,-1.214202,-16.162892
27.897992,-1.233603,-16.155395
27.901455,-1.252902,-16.147928
27.904890,-1.272099,-16.140490
27.908297,-1.291195,-16.133081
27.911676,-1.310191,-16.125701
27.915028,-1.329085,-16.118351
27.918353,-1.347879,-16.111030
27.921651,-1.366573,-16.103739
27.924922,-1.385168,-16.096477
27.928166,-1.403663,-16.089244
27.931384,-1.422059,-16.082041
27.934576,-1.440356,-16.074868
27.937741,-1.458555,-16.067723
27.940881,-1.476657,-16.060609
27.943996,-1.494661,-16.053523
