gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378134.876630,3.000885,-3.542101,0.021487,-0.017697,-0.033077
6378139.901294,-6.585003,-6.902624,0.014580,0.110970,-0.945441
6378141.651915,2.374545,-7.587533,-0.151517,0.242551,-1.839558
6378137.795306,8.537269,7.034906,-0.138685,0.234970,-1.755013
6378142.257873,-0.439231,1.578629,-0.085266,0.228285,-1.790187
6378131.370819,11.640984,0.200798,-0.161886,0.211896,-1.782485
6378139.211751,-7.021486,-5.755598,-0.076110,0.288596,-1.823578
6378131.479986,-5.338957,-9.013600,-0.158152,0.250251,-1.819500
6378142.374243,0.619510,-2.363600,-0.100266,0.164162,-1.840600
6378138.713773,16.299399,-10.086935,-0.218330,0.188051,-1.819762
6378138.823293,2.153247,-15.906737,-0.157381,0.162552,-1.854200
6378137.231869,4.860571,-19.172996,-0.163890,0.281913,-1.816524
6378140.828859,4.443730,-9.896798,-0.107657,0.358885,-1.724191
6378150.404020,12.482104,-22.242054,-0.189043,0.241453,-1.824283
6378131.671778,3.894651,-31.518586,-0.022156,0.214750,-1.783625
6378123.020393,-3.998998,-19.706731,-0.231810,0.328874,-1.620514
6378140.630294,-0.082987,-31.809685,-0.269980,0.563391,-1.511105
6378138.111265,3.331469,-19.372241,-0.506067,0.606967,-1.240535
6378132.046283,12.238020,-29.204196,-0.497145,0.624322,-0.998080
6378127.821775,-7.851737,-19.020032,-0.642020,0.703131,-0.635261
6378131.518923,3.603804,-31.075624,-0.690400,0.652737,-0.510064
6378131.694401,7.779407,-33.499523,-0.654636,0.583229,-0.266575
6378130.704671,9.971503,-38.547065,-0.747548,0.675156,-0.128944
6378127.225455,10.615080,-34.782040,-0.650156,0.725496,0.056943
6378133.396954,15.906655,-32.164655,-0.617338,0.677663,0.134585
6378128.378996,10.688538,-38.270620,-1.623501,0.862550,-0.088196
6378129.013625,11.520260,-40.343912,-2.102805,0.374262,0.003615
6378119.760998,12.189716,-28.399390,-2.127489,0.457376,-0.014959
6378118.300103,12.138046,-37.029702,-2.119849,0.317487,-0.194284
6378123.433361,14.702201,-35.653668,-2.147343,0.426012,-0.105021
6378118.077923,19.562619,-27.011981,-2.203715,0.294337,-0.114201
6378116.184830,14.196594,-28.826498,-2.165519,0.311207,-0.071489
6378115.750444,15.220358,-31.979506,-2.163286,0.396821,-0.105901
6378110.633114,22.110914,-24.538627,-2.176736,0.471014,-0.062949
6378113.548526,18.908962,-31.137024,-2.114354,0.335071,-0.053352
6378102.233455,13.937807,-36.228984,-2.169180,0.265466,0.049992
6378098.700837,1.627116,-22.281476,-2.083084,0.455626,-0.051724
6378103.462111,19.222394,-36.072891,-2.191523,0.227493,-0.035442
6378108.601016,15.272766,-35.125490,-2.092318,0.387776,-0.061536
6378087.445868,12.965025,-29.469000,-2.092189,0.392483,-0.011920
6378100.207371,8.701569,-45.433329,-2.156496,0.341774,-0.165323
6378091.504762,17.344926,-33.477270,-2.147033,0.340667,-0.259565
6378098.608605,9.336314,-28.363358,-2.070647,0.371064,-0.451171
6378095.376603,10.243528,-37.753250,-2.137295,0.302066,-0.781471
6378087.080418,24.364017,-29.850372,-1.910063,0.314119,-1.125253
6378084.657500,16.510957,-27.878972,-1.818149,0.365812,-1.457498
6378079.702546,16.768013,-43.241234,-1.491367,0.272176,-1.747443
6378085.009636,18.799442,-32.849449,-1.206433,0.270031,-2.088507
6378078.096614,24.947781,-36.550706,-0.789843,0.335023,-2.274703
6378083.338270,14.347098,-33.253874,-0.323358,0.344373,-2.370847
6378076.122327,9.348237,-38.008148,-0.885026,0.390276,-2.451454
6378079.587214,14.069044,-47.935707,-1.645283,-0.044799,-3.013681
6378076.819527,21.157859,-60.478400,-2.149942,-0.263640,-3.564585
6378087.682374,14.183357,-58.183780,-2.117678,-0.149712,-3.521373
6378073.876104,6.087805,-56.117971,-2.025524,-0.261836,-3.427977
6378067.397390,18.346597,-57.160921,-2.040325,-0.118416,-3.465881
6378065.507107,14.189617,-65.602175,-2.024702,-0.204676,-3.555591
6378075.192229,32.621307,-83.368938,-2.125812,-0.097270,-3.445380
6378067.723596,23.977069,-74.321285,-2.032734,-0.115138,-3.412019
6378063.747933,13.254252,-77.739063,-2.108681,-0.185063,-3.489157
6378064.761093,15.105684,-76.643447,-2.110300,-0.239592,-3.482773
6378063.112944,10.201033,-83.232319,-1.821347,-0.060277,-3.543232
6378063.585790,19.151679,-81.349874,-1.523945,0.409492,-3.784149
6378069.544225,13.253857,-92.076337,-1.112432,1.010270,-3.799910
6378047.094401,10.213193,-115.900016,-0.879561,1.679916,-3.541170
6378053.656816,16.541597,-98.626652,-1.078151,2.234738,-3.152442
6378054.560271,16.213810,-120.947739,-1.447412,2.802715,-2.474434
6378044.682607,21.574651,-93.357739,-2.051921,2.872881,-1.702662
6378052.473449,30.488529,-105.093659,-2.779059,2.710362,-0.722892
6378041.695389,32.631260,-99.280450,-3.194853,2.226679,0.046884
6378050.399071,30.310909,-99.033401,-3.325239,1.409795,0.978797
6378035.568916,38.115831,-96.098241,-3.884629,0.650009,1.936297
6378039.433203,31.380311,-104.829397,-4.757224,-0.000184,2.265819
6378028.757832,42.533727,-102.217392,-5.165839,-0.360899,2.411203
6378025.945279,33.082577,-98.462661,-4.998428,-0.514089,2.621701
6378020.614718,26.183958,-80.641573,-5.017547,-0.681981,2.584266
6378003.624879,31.538131,-91.870245,-5.060893,-0.771320,2.624419
6378014.607555,30.470760,-72.915002,-4.982217,-0.775966,2.628552
6378005.812566,20.365218,-85.048484,-4.983767,-0.809615,2.692795
6377996.575696,35.243174,-93.911964,-4.919994,-0.817069,2.699804
6378001.115698,21.747254,-72.728844,-5.048733,-0.745524,2.640586
6377987.825419,30.022419,-65.064828,-4.978483,-0.810273,2.726500
6377988.036277,33.881146,-85.991426,-5.001753,-0.803613,2.837375
6377983.755048,25.127835,-60.353113,-4.990367,-0.827202,2.663551
6377976.987687,22.084295,-72.613782,-4.951965,-0.791741,2.717789
6377967.520815,28.779744,-64.790367,-4.914643,-0.785266,2.650717
6377975.100750,17.128078,-74.430609,-4.939443,-0.973625,2.822846
6377968.341518,24.367196,-58.968368,-4.163203,-1.878066,3.486514
6377944.856777,21.870701,-43.553695,-3.081889,-2.627782,3.960207
6377943.785794,10.871829,-51.922287,-1.906987,-3.016393,4.320769
6377962.429514,20.082092,-47.576664,-0.712798,-3.186650,4.647847
6377956.745326,4.820413,-43.949393,0.478159,-2.892254,4.855485
6377953.886363,5.189210,-38.408611,1.604855,-2.296724,5.027494
6377953.275182,5.403599,-23.708268,2.383127,-1.408434,4.972873
6377958.661766,4.474643,-34.324505,3.013888,-0.279339,4.942544
6377959.583893,7.166419,-23.985728,3.109389,0.898384,4.829141
6377964.388546,5.603933,-25.972726,3.418238,2.026060,4.484448
6377965.893343,9.031466,-6.226720,4.630897,1.994190,4.655310
6377973.974520,18.233302,-8.750884,5.415793,1.816170,4.667588
6377992.896212,20.145850,-12.978667,5.370943,1.742455,4.646061
6377984.581506,16.749881,1.678846,5.527328,1.806985,4.630744
6377996.558181,15.144659,4.925299,5.665859,1.914432,4.585918
6377998.147662,20.971961,9.677958,5.502493,1.764759,4.569805
6378007.263003,23.504931,17.630116,5.539142,1.820014,4.470330
6378003.209158,16.609531,29.609946,5.545967,1.725061,4.429098
6378008.129531,19.968855,27.689087,5.577465,1.781074,4.575000
6378023.979458,34.323249,23.891929,5.515525,1.701821,4.505847
6378028.794388,35.412281,26.062362,5.573486,1.817725,4.507036
6378033.818643,32.726939,28.435942,5.562774,1.806350,4.496186
6378036.193370,34.868579,45.934067,5.542510,1.822749,4.505854
6378043.238888,37.311939,41.629956,5.476367,1.999962,4.460296
6378042.094295,39.926580,43.582399,5.702312,2.603944,3.991218
6378055.471931,31.484241,61.790736,5.647379,3.398977,3.394407
6378050.907184,45.639232,47.848168,5.390444,4.014334,2.826688
6378067.214265,55.879623,66.877906,5.104343,4.667854,2.220705
6378062.079525,44.981588,57.223677,4.640567,5.312254,1.549238
6378081.206679,57.871858,61.290213,4.063513,5.779432,1.132167
6378068.444548,69.158591,50.362742,3.519850,6.189890,0.552161
6378082.457990,58.883780,66.808909,2.773232,6.587210,-0.084954
6378081.409207,71.484241,68.382974,2.097613,6.868926,-0.588545
