gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378066.092387,-59.220760,-110.227162,1.144703,-4.217702,-0.013418
6378067.969280,-66.494719,-105.527370,1.744849,-4.011786,0.713603
6378067.650694,-75.735072,-107.264194,2.221360,-3.489461,1.583512
6378073.460874,-72.798466,-109.876148,2.428899,-2.818718,2.343589
6378077.918537,-77.063437,-102.345089,2.530192,-2.109202,3.071823
6378078.171861,-74.070970,-98.023398,2.561255,-1.202964,3.600348
6378078.916348,-72.519246,-98.888412,2.199646,-0.190946,3.955140
6378084.223943,-76.977023,-88.809622,1.858868,0.805268,4.269408
6378080.713368,-84.428113,-91.286731,1.768775,0.837565,4.984240
6378081.385988,-72.113305,-83.722466,2.002515,0.609124,5.664960
6378093.221584,-75.698792,-77.245006,1.890041,0.933492,5.563299
6378089.861134,-81.138107,-69.268783,1.922212,0.985778,5.618665
6378090.756983,-75.281719,-53.928267,1.912391,1.043743,5.672796
6378093.549740,-73.537758,-60.721312,1.874440,1.003354,5.494582
6378085.085750,-77.437250,-54.421396,1.875150,1.182445,5.573631
6378092.338383,-69.775979,-37.134056,1.826489,1.140564,5.500475
6378092.182261,-73.061618,-30.846953,1.774718,1.186324,5.511131
6378102.312715,-72.743097,-27.279635,1.797879,1.262493,5.607889
6378103.407878,-64.307675,-34.684488,1.748505,1.117028,5.493130
6378107.459817,-63.953904,-28.972652,1.785402,1.229780,5.606830
6378112.458849,-62.643970,-8.961042,1.807567,1.259213,5.586192
6378106.378086,-60.106222,-21.985681,1.799480,1.130854,5.664278
6378111.979780,-62.869136,-1.033526,1.737956,1.197717,5.569118
6378114.489599,-61.455446,-5.148366,1.535160,1.614346,5.599071
6378114.636133,-60.064506,3.210007,0.762477,2.509533,5.607840
6378115.643605,-43.495663,-0.123719,-0.301848,3.016877,5.518786
6378107.882067,-63.588470,21.866218,-1.399359,3.326213,5.292326
6378115.196847,-53.986702,20.390138,-2.520215,3.561104,5.016186
6378103.121202,-37.693319,28.313618,-3.798781,3.198988,4.593513
6378098.369727,-46.836074,50.404642,-5.072882,2.500000,4.086537
6378107.435113,-38.245209,19.750202,-5.898822,1.766017,3.444865
6378093.418020,-35.196418,31.026081,-6.676825,0.770002,2.767745
6378082.328266,-46.669224,39.562505,-7.102351,-0.337199,1.937512
6378078.083068,-50.284045,39.398212,-7.564201,-0.907391,1.865463
6378069.618066,-31.083257,22.404081,-7.911670,-0.932714,2.550182
6378048.229355,-37.898823,37.952351,-8.012202,-0.855919,2.581141
6378047.838201,-47.960614,49.925198,-8.053062,-1.048759,2.607319
6378044.638712,-44.139633,47.071519,-8.018008,-1.023021,2.564231
6378034.932426,-47.055102,60.154121,-8.028316,-1.175409,2.567145
6378020.487118,-46.653718,48.566239,-7.992584,-1.159454,2.535965
6378008.192260,-42.496759,58.781167,-7.964083,-1.121386,2.601300
6378008.054451,-44.811831,61.405553,-8.061346,-1.183751,2.439782
6378007.368887,-48.698254,65.498724,-8.084361,-1.280197,2.577551
6377997.916088,-48.977036,55.342443,-8.072193,-1.259328,2.570778
6377977.349343,-48.735301,69.597167,-8.089308,-1.273089,2.530817
6377967.926139,-54.119057,67.417182,-8.103665,-1.173750,2.568775
6377961.869418,-52.731416,84.168025,-8.100664,-1.259502,2.674864
6377970.116617,-55.439058,73.599411,-8.364846,-1.305370,1.808850
6377963.498624,-59.133628,84.270005,-8.398134,-1.337386,0.149327
6377949.228245,-58.686970,73.809161,-8.336891,-1.489810,-1.266826
6377942.578410,-60.800075,88.496114,-7.967254,-1.406206,-2.745056
6377931.265411,-52.945351,58.142908,-7.415663,-1.233431,-4.091310
6377917.810962,-60.338337,77.865419,-6.729149,-0.828502,-5.296723
6377918.426974,-73.296438,61.682878,-5.879774,-0.316868,-6.309944
6377905.036957,-64.905623,47.750422,-4.890741,0.048956,-7.184501
6377903.505204,-65.753676,43.240919,-3.932417,0.878766,-7.783267
6377902.573827,-60.125142,38.621479,-2.818622,1.489012,-8.106252
