gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378131.004304,1.136185,-6.088499,-0.030750,0.010462,-0.032057
6378137.930955,-1.156423,1.182870,0.077052,0.243097,-0.953160
6378136.954242,-0.851365,-3.007085,-0.177808,0.296644,-2.035763
6378146.522598,1.166284,1.772155,-0.218519,0.296476,-1.879917
6378136.075642,0.221247,-2.947040,-0.163790,0.264985,-1.877599
6378129.339903,0.933786,-2.308328,-0.314987,0.322998,-1.856723
6378138.930530,3.220437,-6.667192,-0.301966,0.383913,-1.734859
6378131.557824,1.585064,-16.514733,-0.342835,0.338206,-1.812934
6378137.052894,-1.566387,-8.983848,-0.254781,0.326195,-1.884322
6378135.800973,6.276007,-13.569979,-0.259258,0.271988,-1.761883
6378134.908167,-0.943234,0.795990,-0.347255,0.403643,-1.820866
6378139.177714,0.289146,-32.971000,-0.340789,0.253942,-1.894014
6378140.983927,-0.227202,-18.142081,-0.332424,0.344734,-1.878553
6378146.038862,0.908705,-23.639101,-0.254427,0.287705,-1.853650
6378128.168226,0.078674,-23.931240,-0.294417,0.360132,-1.780998
6378126.820852,-0.199778,-19.888547,-0.187704,0.268725,-1.827820
6378135.539511,6.831311,-19.255518,-0.487509,0.405580,-1.766604
6378136.353230,8.640449,-12.328655,-0.440267,0.443621,-1.594967
6378135.000373,9.964574,-29.598725,-0.756208,0.565597,-1.388831
6378127.893124,7.903080,-19.611715,-0.686166,0.571156,-1.295134
6378127.885050,4.489903,-21.602260,-0.883077,0.668084,-1.167434
6378133.366554,15.001942,-24.340896,-0.887790,0.655106,-1.098575
6378125.062510,10.554204,-33.892384,-0.868196,0.766184,-1.160843
6378125.123239,12.494123,-36.520111,-0.979447,0.644019,-1.183747
6378140.241126,13.490706,-35.366519,-1.053656,0.574496,-1.404046
6378129.946711,7.791673,-38.540184,-1.126600,0.434285,-1.436825
6378123.059524,6.943508,-28.860288,-2.333339,0.344116,-1.547970
6378113.337717,5.916530,-48.064526,-2.882032,0.342814,-1.357018
6378117.248021,14.830451,-34.233279,-2.776159,0.247816,-1.327582
6378115.392400,0.336845,-44.193597,-2.914394,0.186595,-1.186084
6378119.053545,13.262346,-50.129598,-2.845093,0.178734,-1.254360
6378102.080842,15.359414,-53.465557,-2.980235,0.199791,-1.261705
6378108.820565,16.009938,-53.684292,-2.859284,0.175084,-1.272431
6378101.481522,13.853993,-37.386204,-2.756862,0.134520,-1.201076
6378103.641814,15.283349,-47.317731,-2.816045,0.120316,-1.233233
6378097.592089,16.717030,-44.323189,-2.828215,0.137752,-1.286993
6378101.311283,18.620692,-61.474066,-2.797947,0.180475,-1.303968
6378088.538913,12.770900,-51.447169,-2.869037,0.103329,-1.301423
6378090.311778,10.057856,-63.271348,-2.760424,0.175169,-1.205354
6378090.629570,7.012945,-66.683519,-2.800727,0.202921,-1.268831
6378090.637597,18.994153,-63.521643,-2.819733,0.163367,-1.348010
6378075.167355,15.377605,-51.077362,-2.814069,0.067399,-1.356334
6378077.124059,8.266735,-65.076904,-2.707978,-0.107639,-1.450144
6378080.939648,11.255839,-53.613580,-2.545850,-0.378886,-1.711310
6378070.859295,11.450362,-64.181341,-2.385385,-0.801693,-1.787627
6378071.350395,10.238168,-65.278826,-2.260406,-1.265992,-1.945451
6378065.113564,7.498071,-72.642733,-1.827315,-1.820352,-1.955316
6378068.246335,5.041172,-71.518484,-1.304992,-2.371175,-1.832704
6378068.384586,16.312647,-72.447716,-0.815027,-2.798596,-1.682945
6378061.148293,7.078165,-75.741180,-0.132234,-3.225012,-1.453373
6378066.181232,-10.108053,-79.999436,0.699759,-3.381285,-0.976632
6378057.905261,1.479185,-80.739571,0.958977,-3.124379,-0.961050
6378069.344614,-9.364801,-74.180719,0.297744,-3.351419,-1.635811
6378067.790918,-17.046635,-84.070789,-0.425058,-3.566863,-2.289586
6378064.891990,-10.024270,-82.002107,-0.371013,-3.630704,-2.268241
6378074.177216,-11.303650,-88.388706,-0.306436,-3.539171,-2.204758
6378058.610818,-29.472113,-76.376132,-0.372956,-3.675175,-2.174565
6378067.390232,-33.135731,-90.015226,-0.324917,-3.631596,-2.301838
6378059.052767,-26.139010,-88.694264,-0.276709,-3.598220,-2.147019
6378061.248389,-35.317966,-82.438283,-0.293324,-3.597278,-2.263168
6378069.920025,-28.972052,-95.313922,-0.327817,-3.573854,-2.144176
6378066.363684,-38.888514,-91.380940,-0.352035,-3.534400,-2.220089
6378068.306310,-42.530592,-91.102327,-0.382622,-3.620885,-2.294549
6378060.694213,-44.474801,-100.661406,-0.340964,-3.628109,-2.208223
6378050.404566,-55.064361,-108.248037,-0.299227,-3.569983,-2.297323
6378054.545786,-52.117853,-105.914783,0.050405,-4.015092,-1.634158
6378067.240641,-67.032002,-111.516522,0.668350,-4.190045,-1.033745
