ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.010001,-0.010000
0.019994,0.020006,-0.020000
0.029982,0.030016,-0.030002
0.038767,0.040035,-0.040003
0.046136,0.050063,-0.050006
0.052748,0.060102,-0.060008
0.058675,0.070153,-0.070011
0.063981,0.080216,-0.080015
0.068722,0.090291,-0.090018
0.072951,0.100380,-0.100020
0.076714,0.110480,-0.110022
0.080053,0.120593,-0.120023
0.083007,0.130718,-0.130022
0.085610,0.140855,-0.140018
0.087893,0.151003,-0.150010
0.089916,0.155948,-0.160018
0.091688,0.159638,-0.170031
0.093228,0.162986,-0.180045
0.094556,0.166028,-0.190060
0.095692,0.168794,-0.200076
0.096654,0.171313,-0.210093
0.097457,0.173609,-0.220111
0.098115,0.175707,-0.230129
0.098640,0.177625,-0.240147
0.099045,0.179383,-0.250166
0.099340,0.180998,-0.260184
0.099534,0.182484,-0.270203
0.099635,0.183854,-0.280221
0.099651,0.185121,-0.290239
0.099588,0.186296,-0.300257
0.099454,0.187388,-0.310275
0.099254,0.188406,-0.320292
0.098992,0.189358,-0.330308
0.098673,0.190251,-0.340324
0.098301,0.191091,-0.350339
0.097880,0.191885,-0.360354
0.097414,0.192637,-0.370367
0.096905,0.193352,-0.380380
0.096356,0.194034,-0.390392
0.095770,0.194687,-0.400404
0.095148,0.195314,-0.410414
0.094494,0.195918,-0.420423
0.093807,0.196502,-0.430431
0.093092,0.197069,-0.440438
0.092348,0.197620,-0.450444
0.091577,0.198158,-0.460449
0.090781,0.198684,-0.470453
0.089960,0.199199,-0.480456
0.089116,0.199706,-0.490458
0.088249,0.200206,-0.500458
0.087361,0.200699,-0.510457
0.086452,0.201186,-0.520455
0.085523,0.201670,-0.530452
0.084574,0.202149,-0.540448
0.083607,0.202626,-0.550442
0.082621,0.203100,-0.560435
0.081618,0.203573,-0.570427
0.080597,0.204044,-0.580417
0.079559,0.204515,-0.590406
0.078505,0.204985,-0.600394
0.077435,0.205456,-0.610381
0.076349,0.205926,-0.620366
0.075247,0.206398,-0.630350
0.074131,0.206870,-0.640332
0.072999,0.207343,-0.650313
0.071853,0.207817,-0.660293
0.070692,0.208293,-0.670271
0.069518,0.208771,-0.680248
0.068329,0.209250,-0.690223
0.067127,0.209731,-0.700197
0.065911,0.210214,-0.710170
0.064682,0.210699,-0.720141
0.063439,0.211186,-0.730111
0.062184,0.211675,-0.740079
0.060916,0.212166,-0.750046
0.059635,0.212659,-0.760012
0.058342,0.213155,-0.769976
0.057036,0.213652,-0.779938
0.055718,0.214152,-0.789899
0.054388,0.214655,-0.799859
0.053046,0.215159,-0.809817
0.051692,0.215666,-0.819774
0.050326,0.216175,-0.829729
0.048948,0.216686,-0.839683
0.047560,0.217200,-0.849635
0.046159,0.217716,-0.859586
0.044748,0.218233,-0.869536
0.043325,0.218754,-0.879483
0.041891,0.219276,-0.889430
0.040447,0.219800,-0.899375
0.038991,0.220327,-0.909318
0.037525,0.220856,-0.919260
0.036048,0.221386,-0.929201
0.034560,0.221919,-0.939140
0.033062,0.222454,-0.949077
0.031554,0.222991,-0.959013
0.030036,0.223530,-0.968948
0.028507,0.224070,-0.978881
0.026968,0.224613,-0.988812
0.025419,0.225158,-0.998742
0.023860,0.225704,-1.008671
0.022292,0.226252,-1.018598
0.020713,0.226802,-1.028523
0.019126,0.227354,-1.038448
0.017528,0.227908,-1.048370
0.015921,0.228463,-1.058291
0.014305,0.229020,-1.068211
0.012679,0.229578,-1.078129
0.011044,0.230138,-1.088046
0.009400,0.230700,-1.097961
0.007747,0.231264,-1.107875
0.006085,0.231829,-1.117787
0.004415,0.232395,-1.127698
0.002735,0.232963,-1.137608
0.001047,0.233532,-1.147515
-0.000650,0.234103,-1.157422
-0.002356,0.234675,-1.167327
-0.004070,0.235249,-1.177231
-0.005793,0.235824,-1.187133
-0.007523,0.236400,-1.197033
-0.009263,0.236977,-1.206933
-0.011010,0.237556,-1.216830
-0.012765,0.238136,-1.226727
-0.014529,0.238718,-1.236622
-0.016300,0.239300,-1.246515
-0.018079,0.239884,-1.256407
-0.019866,0.240469,-1.266298
-0.021661,0.241055,-1.276187
-0.023464,0.241642,-1.286075
-0.025274,0.242230,-1.295962
-0.027092,0.242819,-1.305847
-0.028917,0.243409,-1.315730
-0.030749,0.244001,-1.325613
-0.032589,0.244593,-1.335493
-0.034436,0.245186,-1.345373
-0.036291,0.245780,-1.355251
-0.038152,0.246375,-1.365128
-0.040021,0.246971,-1.375003
-0.041896,0.247568,-1.384877
-0.043779,0.248166,-1.394750
-0.045668,0.248765,-1.404621
-0.047564,0.249364,-1.414491
-0.049467,0.249965,-1.424360
-0.051376,0.250566,-1.434227
-0.053292,0.251168,-1.444093
-0.055215,0.251771,-1.453958
-0.057144,0.252374,-1.463821
-0.059079,0.252978,-1.473683
-0.061021,0.253583,-1.483544
-0.062969,0.254189,-1.493403
-0.064924,0.254795,-1.503261
-0.066884,0.255402,-1.513118
-0.068851,0.256009,-1.522974
-0.070824,0.256618,-1.532828
-0.072802,0.257226,-1.542681
-0.074787,0.257836,-1.552533
-0.076777,0.258446,-1.562383
-0.078774,0.259056,-1.572233
-0.080776,0.259668,-1.582080
-0.082783,0.260279,-1.591927
-0.084797,0.260891,-1.601773
-0.086816,0.261504,-1.611617
-0.088840,0.262117,-1.621460
-0.090870,0.262731,-1.631302
-0.092906,0.263345,-1.641142
-0.094946,0.263960,-1.650982
-0.096992,0.264575,-1.660820
-0.099044,0.265190,-1.670657
-0.101100,0.265806,-1.680493
-0.103162,0.266423,-1.690328
-0.105229,0.267039,-1.700161
-0.107301,0.267657,-1.709993
-0.109378,0.268274,-1.719824
-0.111459,0.268892,-1.729654
-0.113546,0.269510,-1.739483
-0.115638,0.270129,-1.749311
-0.117734,0.270748,-1.759138
-0.119835,0.271367,-1.768963
-0.121941,0.271986,-1.778787
-0.124051,0.272606,-1.788611
-0.126166,0.273226,-1.798433
-0.128286,0.273847,-1.808254
-0.130410,0.274467,-1.818074
-0.132538,0.275088,-1.827892
-0.134671,0.275709,-1.837710
-0.136809,0.276331,-1.847527
-0.138950,0.276952,-1.857342
-0.141096,0.277574,-1.867157
-0.142818,0.278055,-1.873582
-0.143714,0.278263,-1.873483
-0.144605,0.278470,-1.873383
-0.145491,0.278675,-1.873284
-0.146373,0.278878,-1.873185
-0.147250,0.279079,-1.873087
-0.148123,0.279279,-1.872988
-0.148992,0.279478,-1.872889
-0.149855,0.279675,-1.872791
-0.150715,0.279870,-1.872693
-0.151570,0.280064,-1.872595
-0.152420,0.280256,-1.872497
-0.153267,0.280446,-1.872400
-0.154108,0.280635,-1.872302
-0.154946,0.280823,-1.872205
-0.155779,0.281009,-1.872108
-0.156608,0.281194,-1.872011
-0.157432,0.281377,-1.871914
-0.158252,0.281559,-1.871818
-0.159069,0.281739,-1.871722
-0.159880,0.281918,-1.871625
-0.160688,0.282095,-1.871530
-0.161491,0.282271,-1.871434
-0.162291,0.282446,-1.871338
-0.163086,0.282619,-1.871243
-0.163877,0.282791,-1.871148
-0.164664,0.282961,-1.871053
-0.165447,0.283131,-1.870958
-0.166226,0.283299,-1.870864
-0.167000,0.283465,-1.870770
-0.167771,0.283630,-1.870676
-0.168538,0.283794,-1.870582
-0.169301,0.283957,-1.870488
-0.170060,0.284118,-1.870395
-0.170815,0.284279,-1.870302
-0.171566,0.284437,-1.870209
-0.172313,0.284595,-1.870116
-0.173056,0.284751,-1.870024
-0.173795,0.284907,-1.869932
-0.174531,0.285061,-1.869840
-0.175263,0.285213,-1.869748
-0.175991,0.285365,-1.869656
-0.176715,0.285516,-1.869565
-0.177435,0.285665,-1.869474
-0.178152,0.285813,-1.869383
-0.178865,0.285960,-1.869293
-0.179574,0.286106,-1.869202
-0.180280,0.286250,-1.869112
-0.180982,0.286394,-1.869023
-0.181680,0.286537,-1.868933
-0.182375,0.286678,-1.868844
-0.183066,0.286818,-1.868754
-0.183753,0.286957,-1.868666
-0.184437,0.287096,-1.868577
-0.185118,0.287233,-1.868489
-0.185794,0.287369,-1.868401
-0.186468,0.287504,-1.868313
-0.187138,0.287638,-1.868225
-0.187804,0.287771,-1.868138
-0.188467,0.287903,-1.868051
-0.189126,0.288033,-1.867964
-0.189782,0.288163,-1.867877
-0.190435,0.288292,-1.867791
-0.191084,0.288420,-1.867705
-0.191730,0.288547,-1.867619
-0.192372,0.288673,-1.867534
-0.193011,0.288798,-1.867448
-0.193647,0.288922,-1.867363
-0.194280,0.289046,-1.867279
-0.194909,0.289168,-1.867194
-0.195535,0.289289,-1.867110
-0.196157,0.289410,-1.867026
-0.196777,0.289529,-1.866942
-0.197393,0.289648,-1.866859
-0.198006,0.289765,-1.866776
-0.198616,0.289882,-1.866693
-0.199222,0.289998,-1.866610
-0.199826,0.290113,-1.866528
-0.200426,0.290227,-1.866445
-0.201023,0.290341,-1.866364
-0.201618,0.290453,-1.866282
-0.202209,0.290565,-1.866201
-0.202796,0.290675,-1.866120
-0.203381,0.290785,-1.866039
-0.203963,0.290895,-1.865958
-0.204542,0.291003,-1.865878
-0.205118,0.291110,-1.865798
-0.205690,0.291217,-1.865718
-0.206260,0.291323,-1.865639
-0.206827,0.291428,-1.865560
-0.207391,0.291533,-1.865481
-0.207952,0.291636,-1.865402
-0.208510,0.291739,-1.865324
-0.209065,0.291841,-1.865246
-0.209617,0.291942,-1.865168
-0.210166,0.292043,-1.865090
-0.210713,0.292143,-1.865013
-0.211256,0.292242,-1.864936
-0.211797,0.292340,-1.864859
-0.212335,0.292438,-1.864783
-0.212870,0.292535,-1.864707
-0.213403,0.292631,-1.864631
-0.213932,0.292726,-1.864555
-0.214459,0.292821,-1.864480
-0.214983,0.292915,-1.864404
-0.215504,0.293009,-1.864330
-0.216023,0.293101,-1.864255
-0.216539,0.293193,-1.864181
-0.217052,0.293285,-1.864107
-0.217563,0.293375,-1.864033
-0.218070,0.293466,-1.863959
-0.218576,0.293555,-1.863886
-0.219078,0.293644,-1.863813
-0.219578,0.293732,-1.863740
-0.220075,0.293819,-1.863668
-0.220570,0.293906,-1.863596
-0.221062,0.293992,-1.863524
-0.221552,0.294078,-1.863452
-0.222039,0.294163,-1.863381
-0.222523,0.294247,-1.863310
-0.223005,0.294331,-1.863239
-0.223485,0.294414,-1.863168
-0.223962,0.294496,-1.863098
-0.224436,0.294578,-1.863028
-0.224908,0.294659,-1.862958
