ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.252118,0.286479,0.286479
0.478869,0.572983,0.572933
0.682631,0.859546,0.859327
0.865551,1.146198,1.145633
1.029567,1.432964,1.431824
1.176429,1.719866,1.717880
1.307714,2.006922,2.003780
1.424868,2.294135,2.275525
1.529217,2.581488,2.518697
1.621953,2.868975,2.736000
1.704158,3.148353,2.929897
1.776818,3.398447,3.102656
1.840839,3.622060,3.256302
1.897049,3.821728,3.392671
1.946196,3.999743,3.513422
1.988964,4.158180,3.620061
2.025970,4.298913,3.713947
2.057777,4.423639,3.796312
2.084893,4.533893,3.868272
2.107780,4.631064,3.930835
2.126856,4.716407,3.984914
2.142499,4.791058,4.031333
2.155051,4.856047,4.070841
2.164823,4.912303,4.104112
2.172095,4.960667,4.131758
2.177121,5.001901,4.154330
2.180129,5.036695,4.172330
2.181326,5.065671,4.186209
2.180901,5.089394,4.196376
2.179021,5.108373,4.203200
2.175840,5.123072,4.207016
2.171495,5.133908,4.208125
2.166111,5.141259,4.206801
2.159801,5.145467,4.203290
2.152665,5.146843,4.197817
2.144795,5.145665,4.190582
2.136274,5.142188,4.181769
2.127176,5.136642,4.171541
2.117568,5.129233,4.160049
2.107511,5.120149,4.147426
2.097059,5.109561,4.133794
2.086262,5.097622,4.119263
2.075164,5.084472,4.103933
2.063805,5.070236,4.087894
2.052220,5.055027,4.071225
2.040442,5.038950,4.054001
2.028501,5.022097,4.036288
2.016422,5.004552,4.018145
2.004229,4.986393,3.999626
1.991943,4.967687,3.980781
1.979584,4.948497,3.961652
1.967167,4.928879,3.942279
1.954709,4.908886,3.922699
1.942224,4.888562,3.902943
1.929723,4.867949,3.883041
1.917219,4.847086,3.863019
1.904720,4.826006,3.842901
1.892235,4.804739,3.822707
1.879773,4.783315,3.802457
1.867341,4.761758,3.782168
1.854944,4.740091,3.761857
1.842589,4.718334,3.741536
1.830281,4.696505,3.721218
1.818023,4.674623,3.700915
1.805820,4.652701,3.680637
1.793675,4.630754,3.660393
1.781592,4.608793,3.640190
1.769572,4.586830,3.620038
1.757619,4.564875,3.599941
1.745734,4.542937,3.579906
1.733919,4.521024,3.559937
1.722176,4.499143,3.540041
1.710505,4.477301,3.520220
1.698909,4.455503,3.500478
1.687387,4.433756,3.480819
1.675942,4.412064,3.461246
1.664572,4.390430,3.441760
1.653280,4.368860,3.422365
1.642064,4.347356,3.403062
1.630926,4.325922,3.383853
1.619866,4.304560,3.364739
1.608884,4.283272,3.345721
1.597979,4.262062,3.326802
1.587152,4.240930,3.307980
1.576403,4.219878,3.289259
1.565731,4.198909,3.270637
1.555136,4.178023,3.252115
1.544619,4.157221,3.233694
1.534178,4.136505,3.215375
1.523814,4.115875,3.197156
1.513525,4.095333,3.179039
1.503313,4.074878,3.161024
1.493176,4.054512,3.143110
1.483113,4.034234,3.125297
1.473126,4.014045,3.107585
1.463212,3.993946,3.089975
1.453372,3.973937,3.072465
1.443604,3.954018,3.055056
1.433910,3.934189,3.037747
1.424287,3.914450,3.020538
1.414737,3.894801,3.003429
1.405257,3.875242,2.986419
1.395848,3.855774,2.969507
1.386509,3.836395,2.952695
1.377239,3.817106,2.935980
1.368039,3.797908,2.919363
1.358907,3.778799,2.902842
1.349843,3.759779,2.886419
1.340846,3.740849,2.870091
1.331917,3.722008,2.853860
1.323054,3.703256,2.837723
1.314257,3.684593,2.821681
1.305525,3.666018,2.805733
1.296858,3.647531,2.789879
1.288255,3.629132,2.774118
1.279717,3.610821,2.758450
1.271241,3.592597,2.742874
1.262829,3.574460,2.727389
1.254478,3.556409,2.711995
1.246190,3.538446,2.696692
1.237963,3.520568,2.681479
1.229796,3.502776,2.666356
1.221690,3.485069,2.651321
1.213644,3.467448,2.636375
1.205657,3.449911,2.621516
1.197729,3.432459,2.606745
1.189860,3.415091,2.592061
1.182048,3.397807,2.577464
1.174294,3.380607,2.562952
1.166596,3.363489,2.548525
1.158956,3.346454,2.534183
1.151371,3.329502,2.519926
1.143842,3.312632,2.505752
1.136367,3.295843,2.491661
1.128948,3.279137,2.477653
1.121583,3.262511,2.463728
1.114271,3.245966,2.449884
1.107013,3.229501,2.436121
1.099808,3.213116,2.422440
1.092655,3.196811,2.408838
1.085555,3.180586,2.395316
1.078506,3.164439,2.381874
1.071508,3.148371,2.368510
1.064561,3.132382,2.355225
1.057664,3.116470,2.342017
1.050817,3.100637,2.328887
1.044020,3.084880,2.315833
1.037272,3.069201,2.302856
1.030573,3.053598,2.289955
1.023922,3.038071,2.277130
1.017319,3.022621,2.264379
1.010764,3.007246,2.251703
1.004256,2.991946,2.239101
0.997794,2.976722,2.226573
0.991379,2.961572,2.214117
0.985011,2.946496,2.201735
0.978687,2.931495,2.189425
0.972410,2.916567,2.177186
0.966177,2.901712,2.165019
0.959988,2.886930,2.152923
0.953844,2.872221,2.140898
0.947744,2.857585,2.128943
0.941687,2.843020,2.117057
0.935674,2.828527,2.105240
0.929703,2.814105,2.093493
0.923775,2.799755,2.081813
0.917889,2.785475,2.070202
0.912045,2.771266,2.058658
0.906242,2.757126,2.047181
0.900480,2.743057,2.035771
0.894760,2.729057,2.024428
0.889079,2.715126,2.013150
0.883439,2.701263,2.001937
0.877839,2.687470,1.990790
0.872278,2.673744,1.979708
0.866757,2.660087,1.968689
0.861274,2.646497,1.957735
0.855830,2.632974,1.946844
0.850424,2.619518,1.936017
0.845056,2.606129,1.925252
0.839726,2.592806,1.914549
0.834433,2.579550,1.903908
0.829178,2.566359,1.893329
0.823959,2.553233,1.882812
0.818777,2.540172,1.872355
0.813631,2.527177,1.861958
0.808520,2.514246,1.851622
0.803446,2.501379,1.841345
0.798407,2.488576,1.831128
0.793403,2.475837,1.820970
0.788433,2.463161,1.810870
0.783499,2.450548,1.800829
0.778598,2.437998,1.790845
0.773732,2.425510,1.780920
0.768899,2.413085,1.771051
0.764100,2.400721,1.761239
0.759334,2.388419,1.751484
0.754601,2.376178,1.741785
0.749901,2.363999,1.732142
0.745233,2.351880,1.722555
0.740598,2.339821,1.713022
0.735994,2.327823,1.703545
0.731422,2.315885,1.694122
0.726881,2.304006,1.684753
0.722372,2.292187,1.675438
0.717894,2.280426,1.666176
0.713446,2.268725,1.656968
0.709029,2.257082,1.647813
0.704642,2.245497,1.638710
0.700285,2.233970,1.629659
0.695958,2.222501,1.620661
0.691661,2.211089,1.611714
0.687393,2.199734,1.602818
0.683153,2.188436,1.593973
0.678943,2.177195,1.585179
0.674762,2.166010,1.576435
0.670609,2.154882,1.567741
0.666484,2.143809,1.559098
0.662387,2.132791,1.550503
0.658318,2.121829,1.541958
0.654277,2.110922,1.533461
0.650263,2.100069,1.525014
0.646276,2.089271,1.516614
0.642316,2.078528,1.508262
0.638383,2.067838,1.499959
0.634476,2.057202,1.491702
0.630596,2.046619,1.483493
0.626742,2.036090,1.475330
0.622913,2.025614,1.467214
0.619111,2.015190,1.459145
0.615334,2.004819,1.451121
0.611583,1.994500,1.443143
0.607856,1.984233,1.435211
0.604155,1.974017,1.427323
0.600478,1.963854,1.419481
0.596826,1.953741,1.411683
0.593199,1.943679,1.403930
0.589596,1.933668,1.396221
0.586017,1.923707,1.388555
0.582461,1.913797,1.380933
0.578930,1.903937,1.373355
0.575422,1.894126,1.365819
0.571937,1.884365,1.358327
0.568475,1.874653,1.350877
0.565037,1.864991,1.343469
0.561621,1.855377,1.336103
0.558228,1.845811,1.328779
0.554857,1.836294,1.321497
0.551509,1.826825,1.314256
0.548183,1.817404,1.307055
0.544879,1.808031,1.299896
0.541596,1.798705,1.292777
0.538336,1.789426,1.285699
0.535097,1.780194,1.278660
0.531879,1.771009,1.271662
0.528682,1.761870,1.264703
0.525507,1.752778,1.257783
0.522352,1.743731,1.250903
0.519218,1.734731,1.244061
0.516105,1.725776,1.237259
0.513012,1.716866,1.230494
0.509939,1.708002,1.223768
0.506887,1.699182,1.217080
0.503854,1.690407,1.210429
0.500841,1.681677,1.203816
0.497848,1.672991,1.197240
0.494875,1.664349,1.190702
0.491921,1.655751,1.184200
0.488986,1.647196,1.177735
0.486070,1.638685,1.171306
0.483173,1.630218,1.164914
0.480295,1.621793,1.158558
0.477436,1.613411,1.152237
0.474595,1.605071,1.145952
0.471773,1.596774,1.139702
0.468969,1.588520,1.133488
0.466183,1.580307,1.127308
0.463415,1.572135,1.121163
0.460665,1.564006,1.115053
0.457933,1.555918,1.108977
0.455219,1.547871,1.102935
0.452522,1.539864,1.096927
0.449842,1.531899,1.090953
0.447180,1.523974,1.085012
0.444535,1.516090,1.079105
0.441907,1.508245,1.073231
0.439295,1.500441,1.067390
0.436701,1.492676,1.061581
0.434123,1.484951,1.055805
0.431562,1.477265,1.050062
0.429017,1.469619,1.044351
