ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.002114,-16.616125
27.655249,-0.006268,-16.613359
27.657740,-0.012394,-16.609208
27.661059,-0.020433,-16.603672
27.665204,-0.030327,-16.596749
27.670175,-0.042028,-16.588435
27.675967,-0.055489,-16.578730
27.682579,-0.070601,-16.567630
27.690007,-0.087189,-16.555133
27.698248,-0.105094,-16.541237
27.707276,-0.124173,-16.525978
27.717002,-0.144297,-16.509497
27.727347,-0.165348,-16.491919
27.738238,-0.187220,-16.473360
27.749611,-0.209818,-16.453922
27.761407,-0.233056,-16.433699
27.773573,-0.256854,-16.412775
27.786060,-0.281143,-16.391227
27.798826,-0.305859,-16.369125
27.811831,-0.330944,-16.346530
27.825041,-0.356346,-16.323499
27.838423,-0.382019,-16.300085
27.851950,-0.407920,-16.276333
27.865595,-0.434010,-16.252285
27.879336,-0.460257,-16.227980
27.893151,-0.486628,-16.203451
27.907022,-0.513096,-16.178731
27.920933,-0.539635,-16.153848
27.934869,-0.566223,-16.128826
27.948815,-0.592840,-16.103689
27.962760,-0.619467,-16.078459
27.976693,-0.646088,-16.053153
27.990605,-0.672688,-16.027790
28.004486,-0.699254,-16.002384
28.018330,-0.725774,-15.976950
28.032129,-0.752237,-15.951501
28.045878,-0.778634,-15.926047
28.059570,-0.804956,-15.900600
28.073202,-0.831196,-15.875168
28.086768,-0.857346,-15.849761
28.100266,-0.883402,-15.824385
28.113692,-0.909356,-15.799048
28.127042,-0.935206,-15.773756
28.140316,-0.960945,-15.748515
28.153509,-0.986572,-15.723330
28.166622,-1.012082,-15.698205
28.179651,-1.037472,-15.673144
28.192595,-1.062741,-15.648152
28.205455,-1.087886,-15.623231
28.218227,-1.112904,-15.598385
28.230913,-1.137795,-15.573616
28.243510,-1.162557,-15.548926
28.256019,-1.187189,-15.524319
28.268439,-1.211690,-15.499796
28.280770,-1.236060,-15.475358
28.293012,-1.260297,-15.451007
28.305165,-1.284401,-15.426745
28.317229,-1.308371,-15.402572
28.329203,-1.332209,-15.378490
28.341089,-1.355912,-15.354501
28.352886,-1.379483,-15.330603
28.364594,-1.402919,-15.306800
28.376215,-1.426222,-15.283090
28.387748,-1.449392,-15.259475
28.399193,-1.472429,-15.235954
28.410551,-1.495334,-15.212530
28.421823,-1.518106,-15.189201
28.433009,-1.540746,-15.165968
28.444110,-1.563255,-15.142832
28.455125,-1.585633,-15.119792
28.466057,-1.607881,-15.096849
28.476904,-1.629999,-15.074003
28.487668,-1.651987,-15.051253
28.498349,-1.673847,-15.028601
28.508948,-1.695578,-15.006045
28.519466,-1.717182,-14.983586
28.529903,-1.738660,-14.961224
28.540259,-1.760011,-14.938958
28.550536,-1.781236,-14.916790
28.560733,-1.802337,-14.894717
28.570852,-1.823313,-14.872741
28.580893,-1.844166,-14.850862
28.590857,-1.864895,-14.829078
28.600744,-1.885503,-14.807390
28.610555,-1.905989,-14.785798
28.620291,-1.926355,-14.764302
28.629952,-1.946600,-14.742901
28.639538,-1.966726,-14.721595
28.649051,-1.986734,-14.700383
28.658491,-2.006623,-14.679267
28.667858,-2.026395,-14.658244
28.677154,-2.046051,-14.637316
28.686378,-2.065591,-14.616482
28.695532,-2.085015,-14.595741
28.704616,-2.104325,-14.575094
28.713630,-2.123522,-14.554540
28.722575,-2.142605,-14.534079
28.731452,-2.161576,-14.513710
28.740261,-2.180435,-14.493434
28.749003,-2.199183,-14.473249
28.757678,-2.217821,-14.453156
28.766287,-2.236349,-14.433155
28.774831,-2.254768,-14.413245
28.783310,-2.273079,-14.393425
28.791724,-2.291282,-14.373697
28.800075,-2.309379,-14.354058
28.808362,-2.327369,-14.334510
28.816586,-2.345253,-14.315051
28.824748,-2.363033,-14.295681
28.832848,-2.380708,-14.276401
28.840887,-2.398279,-14.257209
28.848865,-2.415748,-14.238106
28.856783,-2.433114,-14.219090
28.864642,-2.450378,-14.200163
28.872441,-2.467541,-14.181323
28.880181,-2.484603,-14.162571
28.887863,-2.501566,-14.143905
28.895487,-2.518430,-14.125326
28.903054,-2.535194,-14.106833
28.910565,-2.551861,-14.088427
28.918019,-2.568431,-14.070106
28.925417,-2.584903,-14.051870
28.932760,-2.601280,-14.033719
28.940047,-2.617560,-14.015653
28.947281,-2.633746,-13.997672
28.954460,-2.649837,-13.979775
28.961586,-2.665835,-13.961961
28.968659,-2.681739,-13.944231
28.975679,-2.697551,-13.926584
28.982647,-2.713270,-13.909020
28.989563,-2.728898,-13.891539
28.996428,-2.744435,-13.874140
29.003242,-2.759882,-13.856822
29.010005,-2.775238,-13.839587
29.016718,-2.790506,-13.822432
29.023382,-2.805685,-13.805359
29.029996,-2.820775,-13.788366
29.036562,-2.835778,-13.771454
29.043079,-2.850694,-13.754622
29.049548,-2.865523,-13.737869
29.055969,-2.880267,-13.721196
29.062343,-2.894924,-13.704602
29.068670,-2.909497,-13.688087
29.074951,-2.923986,-13.671651
29.081186,-2.938390,-13.655292
29.087375,-2.952711,-13.639012
29.093518,-2.966949,-13.622809
29.099617,-2.981105,-13.606683
29.105671,-2.995179,-13.590634
