ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
1.000289,0.999753,-10.780342
1.000867,0.999290,-10.780387
0.882453,0.998640,-10.780472
0.743262,0.997797,-10.780575
0.670670,0.996762,-10.780681
0.605771,0.995558,-10.780800
0.547841,0.994183,-10.780927
0.496242,0.992627,-10.781062
0.450384,0.990897,-10.781203
0.409751,0.989002,-10.781337
0.373897,0.986950,-10.781432
0.342351,0.984753,-10.781486
0.314686,0.982420,-10.781498
0.290521,0.979960,-10.781467
0.269510,0.455947,-10.781395
0.251678,0.326758,-10.781467
0.236506,0.288771,-10.781551
0.223679,0.254215,-10.781617
0.212966,0.222746,-10.781665
0.204154,0.194056,-10.781694
0.197055,0.167867,-10.781705
0.191497,0.143928,-10.781697
0.187324,0.122015,-10.781672
0.184398,0.101926,-10.781629
0.182591,0.083479,-10.781569
0.181791,0.066510,-10.781493
0.181894,0.050873,-10.781401
0.182808,0.036436,-10.781293
0.184450,0.023080,-10.781170
0.186744,0.010697,-10.781032
0.189623,-0.000808,-10.780880
0.193025,-0.011523,-10.780714
0.196895,-0.021524,-10.780535
0.201183,-0.030881,-10.780343
0.205844,-0.039659,-10.780138
0.210838,-0.047913,-10.779922
0.216129,-0.055694,-10.779694
0.221683,-0.063048,-10.779454
0.227472,-0.070017,-10.779203
0.233468,-0.076638,-10.778942
0.239647,-0.082943,-10.778670
0.245987,-0.088964,-10.778389
0.252470,-0.094726,-10.778097
0.259077,-0.100255,-10.777797
0.265793,-0.105572,-10.777487
0.272603,-0.110697,-10.777168
0.279495,-0.115647,-10.776840
0.286456,-0.120439,-10.776504
0.293477,-0.125087,-10.776160
0.300549,-0.129604,-10.775808
0.307662,-0.134001,-10.775448
0.314809,-0.138289,-10.775080
0.321984,-0.142477,-10.774705
0.329179,-0.146575,-10.774323
0.336391,-0.150588,-10.773934
0.343613,-0.154525,-10.773538
0.350841,-0.158391,-10.773135
0.358071,-0.162192,-10.772726
0.365300,-0.165933,-10.772310
0.372525,-0.169619,-10.771889
0.379742,-0.173253,-10.771461
0.386949,-0.176839,-10.771027
0.394143,-0.180382,-10.770588
0.401323,-0.183882,-10.770143
0.408486,-0.187344,-10.769693
0.415632,-0.190769,-10.769237
0.422757,-0.194161,-10.768776
0.429863,-0.197520,-10.768309
0.436946,-0.200849,-10.767838
0.444005,-0.204148,-10.767362
0.451041,-0.207421,-10.766881
0.458053,-0.210667,-10.766396
0.465038,-0.213889,-10.765906
0.471997,-0.217086,-10.765412
0.478930,-0.220261,-10.764913
0.485835,-0.223414,-10.764410
0.492713,-0.226545,-10.763903
0.499563,-0.229656,-10.763392
0.506384,-0.232748,-10.762877
0.513177,-0.235820,-10.762358
0.519940,-0.238873,-10.761836
0.526675,-0.241908,-10.761310
0.533381,-0.244926,-10.760780
0.540057,-0.247926,-10.760247
0.546703,-0.250909,-10.759710
0.553320,-0.253875,-10.759170
0.559908,-0.256825,-10.758627
0.566465,-0.259759,-10.758081
0.572993,-0.262677,-10.757532
0.579492,-0.265580,-10.756980
0.585961,-0.268467,-10.756425
0.592400,-0.271339,-10.755867
0.598809,-0.274197,-10.755307
0.605189,-0.277039,-10.754743
0.611539,-0.279867,-10.754178
0.617860,-0.282681,-10.753609
0.624152,-0.285480,-10.753039
0.630414,-0.288265,-10.752466
0.636647,-0.291036,-10.751890
0.642851,-0.293793,-10.751313
0.649026,-0.296537,-10.750733
0.655171,-0.299266,-10.750152
0.661288,-0.301982,-10.749568
0.667377,-0.304685,-10.748982
0.673436,-0.307374,-10.748394
0.679467,-0.310050,-10.747805
0.685470,-0.312713,-10.747214
0.691444,-0.315362,-10.746621
0.697390,-0.317999,-10.746026
0.703308,-0.320622,-10.745430
0.709198,-0.323233,-10.744832
0.715061,-0.325830,-10.744233
0.720895,-0.328415,-10.743633
0.726702,-0.330988,-10.743031
0.732481,-0.333547,-10.742428
0.738233,-0.336094,-10.741823
0.743958,-0.338629,-10.741218
0.749656,-0.341151,-10.740611
0.755326,-0.343661,-10.740003
0.760970,-0.346158,-10.739394
0.766587,-0.348643,-10.738784
0.772177,-0.351116,-10.738173
0.777741,-0.353577,-10.737562
0.783279,-0.356025,-10.736949
0.788790,-0.358462,-10.736336
0.794275,-0.360887,-10.735722
0.799734,-0.363300,-10.735107
0.805167,-0.365701,-10.734491
0.810574,-0.368090,-10.733875
0.815956,-0.370467,-10.733259
0.821312,-0.372833,-10.732641
0.826643,-0.375187,-10.732024
0.831948,-0.377529,-10.731406
0.837228,-0.379860,-10.730787
0.842483,-0.382180,-10.730168
0.847713,-0.384488,-10.729549
0.852919,-0.386784,-10.728930
0.858099,-0.389070,-10.728310
0.863255,-0.391344,-10.727690
0.868387,-0.393606,-10.727070
0.873494,-0.395858,-10.726450
0.878577,-0.398099,-10.725830
0.883636,-0.400328,-10.725209
0.888671,-0.402546,-10.724589
0.893682,-0.404754,-10.723969
0.898669,-0.406951,-10.723348
0.903632,-0.409136,-10.722728
0.908572,-0.411311,-10.722108
0.913489,-0.413475,-10.721488
0.918382,-0.415629,-10.720868
0.923251,-0.417771,-10.720249
0.928098,-0.419904,-10.719629
0.932922,-0.422025,-10.719010
0.937723,-0.424136,-10.718392
0.942501,-0.426237,-10.717773
0.947256,-0.428327,-10.717155
0.951989,-0.430407,-10.716538
0.956699,-0.432476,-10.715920
0.961387,-0.434535,-10.715304
0.966053,-0.436584,-10.714687
0.970696,-0.438623,-10.714072
0.975318,-0.440652,-10.713456
0.979917,-0.442670,-10.712842
0.984495,-0.444679,-10.712227
0.989051,-0.446677,-10.711614
0.993585,-0.448666,-10.711001
0.998098,-0.450645,-10.710389
1.002590,-0.452613,-10.709777
1.007060,-0.454572,-10.709166
1.011509,-0.456522,-10.708556
1.015937,-0.458461,-10.707947
1.020343,-0.460391,-10.707338
1.024729,-0.462311,-10.706730
1.029094,-0.464222,-10.706123
1.033439,-0.466123,-10.705517
1.037762,-0.468015,-10.704911
1.042065,-0.469897,-10.704307
1.046348,-0.471770,-10.703703
1.050611,-0.473634,-10.703101
1.054853,-0.475488,-10.702499
1.059075,-0.477333,-10.701898
1.063277,-0.479168,-10.701298
1.067459,-0.480995,-10.700699
1.071621,-0.482812,-10.700101
1.075764,-0.484621,-10.699504
1.079887,-0.486420,-10.698909
1.083990,-0.488210,-10.698314
1.088074,-0.489991,-10.355891
1.092286,-0.491811,-9.697128
1.096760,-0.493712,-9.696536
1.101211,-0.495602,-9.695946
1.105638,-0.497482,-9.695356
1.110042,-0.499352,-9.694768
1.114423,-0.501211,-9.694181
1.118781,-0.503059,-9.693595
1.123115,-0.504898,-9.693011
1.127427,-0.506726,-9.692427
1.131716,-0.508544,-9.691845
1.135983,-0.510352,-9.691264
1.140226,-0.512150,-9.690685
1.144448,-0.513938,-9.690106
1.148647,-0.515716,-9.689529
1.152824,-0.517485,-9.688953
1.156980,-0.519243,-9.688378
1.161113,-0.520992,-9.687805
1.165224,-0.522731,-9.687233
1.169314,-0.524461,-9.686662
1.173382,-0.526181,-9.686093
1.177429,-0.527891,-9.685525
1.181454,-0.529592,-9.684958
1.185458,-0.531284,-9.684393
1.189441,-0.532966,-9.683829
1.193403,-0.534639,-9.683267
1.197344,-0.536303,-9.682706
1.201265,-0.537957,-9.682146
1.205164,-0.539602,-9.681588
1.209044,-0.541239,-9.681031
1.212902,-0.542866,-9.680475
1.216741,-0.544484,-9.679921
1.220559,-0.546093,-9.679369
1.224357,-0.547694,-9.678818
1.228134,-0.549285,-9.678268
1.231892,-0.550868,-9.677720
1.235631,-0.552442,-9.677173
1.239349,-0.554008,-9.676628
1.243048,-0.555564,-9.676084
1.246727,-0.557113,-9.675542
1.250387,-0.558652,-9.675001
1.254028,-0.560183,-9.674462
1.257649,-0.561706,-9.673924
1.261252,-0.563220,-9.673388
1.264835,-0.564726,-9.672854
1.268399,-0.566224,-9.672320
1.271945,-0.567714,-9.671789
1.275472,-0.569195,-9.671259
1.278980,-0.570668,-9.670730
1.282470,-0.572133,-9.670203
1.285942,-0.573590,-9.669678
1.289395,-0.575039,-9.669154
1.292830,-0.576480,-9.668632
1.296247,-0.577913,-9.668111
1.299645,-0.579338,-9.667592
1.303026,-0.580755,-9.667075
