ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.002865,0.002521
0.008594,0.008594,0.007310
0.017189,0.017189,0.014138
0.028648,0.028648,0.022797
0.042972,0.042972,0.033100
0.060161,0.060161,0.044877
0.080214,0.080214,0.057975
0.102993,0.103132,0.072255
0.128212,0.128916,0.087593
0.155616,0.157563,0.103874
0.184972,0.188994,0.120997
0.216071,0.222913,0.138867
0.248722,0.259054,0.157403
0.282753,0.297178,0.176527
0.318011,0.337067,0.196172
0.354355,0.378525,0.216275
0.391657,0.421373,0.236781
0.429804,0.465452,0.257640
0.468691,0.510617,0.278805
0.508226,0.556736,0.300235
0.548323,0.603690,0.321893
0.588908,0.651374,0.343746
0.629909,0.699689,0.365762
0.671266,0.748549,0.387915
0.712922,0.797875,0.410181
0.754827,0.847595,0.432535
0.796934,0.897646,0.454959
0.839202,0.947969,0.477435
0.881594,0.998511,0.499945
0.924077,1.049226,0.522476
0.966619,1.100071,0.545013
1.009195,1.151008,0.567546
1.051779,1.202001,0.590062
1.094348,1.253020,0.612553
1.136885,1.304037,0.635010
1.179369,1.355026,0.657425
1.221786,1.405964,0.679791
1.264121,1.456832,0.702101
1.306360,1.507611,0.724351
1.348493,1.558284,0.746534
1.390509,1.608837,0.768647
1.432398,1.659256,0.790686
1.474153,1.709529,0.812647
1.515765,1.759647,0.834526
1.557229,1.809599,0.856322
1.598538,1.859377,0.878030
1.639687,1.908973,0.899651
1.680672,1.958382,0.921180
1.721489,2.007596,0.942617
1.762134,2.056612,0.963961
1.802603,2.105423,0.985209
1.842895,2.154027,1.006361
1.883006,2.202419,1.027415
1.922935,2.250597,1.048372
1.962681,2.298558,1.069230
2.002240,2.346299,1.089989
2.041613,2.393820,1.110648
2.080799,2.441117,1.131207
2.119796,2.488190,1.151666
2.158603,2.535038,1.172024
2.197221,2.581660,1.192281
2.235649,2.628054,1.212438
2.273887,2.674221,1.232494
2.311935,2.720161,1.252450
2.349792,2.765872,1.272305
2.387459,2.811355,1.292059
2.424936,2.856611,1.311713
2.462223,2.901638,1.331267
2.499321,2.946438,1.350721
2.536230,2.991011,1.370076
2.572950,3.035357,1.389331
2.609482,3.079477,1.408487
2.645827,3.123372,1.427545
2.681984,3.167041,1.446504
2.717956,3.210485,1.465365
2.753741,3.253706,1.484129
2.789342,3.296705,1.502795
2.824758,3.339481,1.521364
2.859991,3.382035,1.539837
2.895040,3.424370,1.558214
2.929908,3.466484,1.576496
2.964595,3.508380,1.594682
2.999100,3.550059,1.612773
3.033427,3.591520,1.630770
3.067574,3.632766,1.648673
3.101543,3.673797,1.666483
3.135335,3.714613,1.684200
3.168950,3.755217,1.701824
3.202390,3.795609,1.719356
3.235655,3.835790,1.736796
3.268746,3.875761,1.754145
3.301664,3.915523,1.771403
3.334410,3.955077,1.788571
3.366985,3.994425,1.805649
3.399389,4.033566,1.822637
3.431623,4.072502,1.839537
3.463688,4.111235,1.856348
3.495586,4.149765,1.873070
3.527316,4.188093,1.889706
3.558880,4.226220,1.906254
3.590279,4.264147,1.922715
3.621513,4.301876,1.939090
3.652583,4.339407,1.955379
3.683490,4.376741,1.971583
3.714236,4.413879,1.987701
3.744820,4.450823,2.003736
3.775244,4.487573,2.019686
3.805508,4.524130,2.035552
3.835613,4.560495,2.051335
3.865560,4.596670,2.067035
3.895351,4.632655,2.082653
3.924985,4.668451,2.098189
3.954463,4.704060,2.113644
3.983787,4.739481,2.129017
4.012957,4.774717,2.144310
4.041974,4.809768,2.159523
4.070839,4.844635,2.174655
4.099552,4.879318,2.189708
4.128114,4.913820,2.204683
4.156527,4.948141,2.219578
4.184790,4.982282,2.234396
4.212906,5.016244,2.249135
4.240873,5.050027,2.263798
4.268694,5.083633,2.278383
4.296369,5.117063,2.292892
4.323898,5.150317,2.307325
4.351283,5.183396,2.321682
4.378525,5.216303,2.335963
4.405623,5.249036,2.350170
4.432579,5.281597,2.364302
4.459394,5.313988,2.378360
4.486068,5.346209,2.392344
4.512602,5.378260,2.406254
4.538996,5.410143,2.420092
4.565252,5.441859,2.433857
4.591370,5.473409,2.447550
4.617352,5.504793,2.461171
4.643196,5.536012,2.474720
4.668905,5.567067,2.488198
4.694480,5.597959,2.501606
4.719920,5.628689,2.514943
4.745226,5.659258,2.528210
4.770399,5.689666,2.541408
4.795441,5.719915,2.554536
4.820351,5.750005,2.567595
4.845130,5.779937,2.580586
4.869779,5.809711,2.593509
4.894299,5.839330,2.606363
4.918690,5.868793,2.619151
4.942953,5.898101,2.631871
4.967088,5.927256,2.644524
4.991097,5.956258,2.657111
5.014980,5.985107,2.669632
5.038738,6.013805,2.682087
5.062371,6.042352,2.694477
5.085879,6.070749,2.706802
5.109265,6.098997,2.719062
5.132527,6.127097,2.731257
5.155668,6.155050,2.743389
5.178687,6.182856,2.755457
5.201585,6.210516,2.767461
5.224363,6.238030,2.779403
5.247021,6.265400,2.791282
5.269561,6.292627,2.803099
5.291982,6.319710,2.814853
5.314286,6.346652,2.826546
5.336472,6.373452,2.838177
5.358542,6.400111,2.849748
5.380496,6.426631,2.861257
5.402335,6.453011,2.872707
5.424059,6.479252,2.884096
5.445669,6.505356,2.895425
5.467166,6.531323,2.906695
5.488550,6.557154,2.917906
5.509821,6.582849,2.929058
5.530981,6.608409,2.940151
5.552030,6.633835,2.951186
5.572969,6.659127,2.962163
5.593797,6.684287,2.973083
5.614516,6.709315,2.983945
5.635127,6.734211,2.994750
5.655629,6.758977,3.005499
5.676023,6.783612,3.016191
5.696311,6.808118,3.026827
5.716492,6.832496,3.037407
5.736567,6.856746,3.047932
5.756537,6.880868,3.058401
5.776402,6.904864,3.068815
5.796162,6.928734,3.079175
5.815819,6.952478,3.089480
5.835373,6.976098,3.099732
5.854824,6.999594,3.109929
5.874173,7.022966,3.120073
5.893420,7.046216,3.130163
5.912567,7.069344,3.140201
5.931612,7.092350,3.150186
5.950558,7.115236,3.160119
5.969405,7.138001,3.169999
5.988152,7.160647,3.179828
6.006801,7.183174,3.189605
6.025352,7.205583,3.199330
6.043806,7.227874,3.209005
6.062163,7.250049,3.218629
6.080424,7.272106,3.228202
6.098588,7.294048,3.237725
6.116658,7.315875,3.247198
6.134632,7.337587,3.256621
6.152512,7.359186,3.265995
6.170299,7.380671,3.275320
6.187992,7.402043,3.284596
6.205592,7.423303,3.293823
6.223099,7.444451,3.303001
6.240515,7.465488,3.312132
6.257839,7.486415,3.321214
6.275073,7.507232,3.330249
6.292216,7.527940,3.339236
6.309269,7.548539,3.348176
6.326232,7.569030,3.357070
6.343106,7.589413,3.365916
6.359892,7.609690,3.374716
6.376590,7.629860,3.383470
6.393200,7.649924,3.392178
6.409723,7.669882,3.400841
6.426159,7.689736,3.409457
6.442509,7.709486,3.418029
6.458773,7.729132,3.426556
6.474951,7.748675,3.435037
6.491045,7.768115,3.443475
6.507054,7.787454,3.451868
6.522980,7.806690,3.460217
6.538821,7.825826,3.468522
6.554580,7.844862,3.476783
6.570255,7.863797,3.485001
6.585849,7.882633,3.493176
6.601360,7.901370,3.501309
6.616790,7.920009,3.509398
6.632140,7.938550,3.517445
6.647408,7.956994,3.525450
6.662597,7.975341,3.533412
6.677705,7.993591,3.541333
6.692735,8.011746,3.549213
6.707685,8.029805,3.557051
6.722557,8.047770,3.564847
6.737351,8.065640,3.572603
6.752067,8.083417,3.580318
6.766707,8.101100,3.587993
6.781269,8.118690,3.595628
6.795754,8.136188,3.603222
6.810164,8.153594,3.610776
6.824498,8.170909,3.618291
6.838757,8.188133,3.625766
6.852941,8.205267,3.633202
6.867051,8.222310,3.640600
6.881086,8.239264,3.647958
6.895048,8.256129,3.655277
6.908936,8.272906,3.662559
6.922752,8.289594,3.669802
6.936495,8.306195,3.677007
6.950166,8.322709,3.684174
6.963765,8.339136,3.691303
6.977293,8.355477,3.698395
6.990750,8.371732,3.705450
